60	40	54.91
60	50	67.82
60	60	82.83
60	70	94.99
60	80	107.7
60	90	118.64
60	100	127.295
60	125	152.14
60	150	182.83
60	160	193.33
60	175	207.83
60	200	233.08
60	220	254.71
60	225	257.83
60	240	273.33
60	250	285.25
60	275	312.05
60	280	314.235
60	320	353.33
60	330	367.05
60	340	382.97
60	350	388.35
60	360	393.33
60	385	422.05
60	400	435.6
60	420	458.35
60	425	467.97
60	440	477.05
60	460	505.71
60	490	528.35
60	495	532.05
60	500	542.75
60	510	552.97
60	550	592.35
60	560	598.35
60	575	620.71
60	595	637.97
60	600	642.75
60	630	668.35
60	680	722.97
60	690	735.71
60	700	743.765
60	765	807.97
60	800	856.75
60	805	858.3
60	850	892.97
60	900	956.75
60	920	973.3
60	1000	1056.75
60	1035	1098.37
60	1150	1213.37

80	40	70.97
80	50	82.11
80	60	99.21
80	70	111.31
80	80	123.68
80	90	136.3
80	100	149.705
80	125	181.17
80	150	209.25
80	160	221.4
80	175	239.93
80	200	268.16
80	220	289.28
80	225	300.62
80	240	314.25
80	250	325.62
80	275	352.19
80	280	357.04
80	320	402.59
80	330	411.76
80	340	425.31
80	350	424.43
80	360	446.13
80	385	470.27
80	400	496.31
80	420	498.02
80	425	523.46
80	440	534.7
80	460	553.49
80	490	568.02
80	495	594.28
80	500	607.35
80	510	608.46
80	550	649.28
80	560	643.55
80	575	684.31
80	595	704.75
80	600	713.01
80	630	726.05
80	680	813.96
80	690	811.78
80	700	808.055
80	765	905.94
80	800	937.19
80	805	926.78
80	850	999.37
80	900	1037.19
80	920	1049.92
80	1000	1137.19
80	1035	1174.73
80	1150	1302.67

100	40	71.36666666666666
100	50	82.60666666666667
100	60	98.64666666666666
100	70	110.51333333333334
100	80	122.37333333333333
100	90	132.37333333333333
100	100	146.00666666666666
100	125	190.50666666666666
100	150	222.70666666666668
100	160	226.86666666666667
100	175	258.6533333333333
100	200	291.35
100	220	305.93243243243245
100	225	329.26666666666665
100	240	338.1666666666667
100	250	356.1666666666667
100	275	374.17333333333335
100	280	379.7366666666667
100	320	427.2281879194631
100	330	440.9731543624161
100	340	437.4266666666667
100	350	449.12
100	360	475.0469798657718
100	385	497.42
100	400	514.33
100	420	525.4933333333333
100	425	536.3266666666667
100	440	553.418918918919
100	460	575.3066666666666
100	490	614.5
100	495	610.5466666666666
100	500	614.6866666666666
100	510	621.3266666666667
100	550	667.6122448979592
100	560	695.3466666666667
100	575	690.3066666666666
100	595	713.7133333333334
100	600	725.1133333333333
100	630	765.3466666666667
100	680	798.7133333333334
100	690	817.0133333333333
100	700	830.23
100	765	893.6866666666666
100	800	925.1133333333333
100	805	941.68
100	850	984.14
100	900	1030.7466666666667
100	920	1074.5533333333333
100	1000	1130.7466666666667
100	1035	1189.5533333333333
100	1150	1304.5533333333333

120	40	68.5
120	50	78.5
120	60	90.36
120	70	107.35
120	80	118.89
120	90	134.3
120	100	140.57
120	125	161.15
120	150	203.23
120	160	212.43
120	175	239.94
120	200	267.71
120	220	278.76
120	225	292.18
120	240	313.51
120	250	324.55
120	275	343.94
120	280	348.645
120	320	410.59
120	330	407.98
120	340	400.39
120	350	410.64
120	360	450.59
120	385	470.67
120	400	475.535
120	420	485.43
120	425	489.46
120	440	525.67
120	460	530.36
120	490	555.43
120	495	588.21
120	500	565.48
120	510	579.48
120	550	648.17
120	560	630.43
120	575	650.36
120	595	664.48
120	600	672.18
120	630	718.44
120	680	755.67
120	690	765.36
120	700	783.375
120	765	848.45
120	800	888.97
120	805	880.36
120	850	933.45
120	900	988.97
120	920	1004.0
120	1000	1088.97
120	1035	1159.72
120	1150	1274.72

140	40	75.25
140	50	90.1
140	60	101.8
140	70	111.8
140	80	123.39
140	90	138.89
140	100	155.435
140	125	188.43
140	150	222.04
140	160	237.57
140	175	252.42
140	200	282.125
140	220	309.7
140	225	306.48
140	240	326.94
140	250	331.48
140	275	369.83
140	280	376.445
140	320	412.66
140	330	433.5
140	340	441.68
140	350	454.07
140	360	456.15
140	385	488.5
140	400	504.84
140	420	541.2
140	425	530.89
140	440	543.5
140	460	582.7
140	490	611.2
140	495	613.15
140	500	618.02
140	510	615.89
140	550	682.14
140	560	691.5
140	575	697.7
140	595	706.91
140	600	723.48
140	630	767.54
140	680	797.94
140	690	812.7
140	700	830.51
140	765	882.94
140	800	931.19
140	805	927.7
140	850	976.06
140	900	1047.73
140	920	1051.1
140	1000	1157.65
140	1035	1166.1
140	1150	1281.1

160	40	81.15
160	50	91.15
160	60	105.79
160	70	123.89
160	80	137.13
160	90	167.11
160	100	174.37
160	125	195.96
160	150	225.85
160	160	235.49
160	175	266.71
160	200	292.14
160	220	305.57
160	225	322.91
160	240	333.62
160	250	347.91
160	275	368.23
160	280	379.53
160	320	429.58
160	330	423.23
160	340	442.16
160	350	451.91
160	360	469.58
160	385	482.03
160	400	514.67
160	420	533.38
160	425	531.25
160	440	537.03
160	460	562.66
160	490	603.38
160	495	607.94
160	500	608.15
160	510	616.25
160	550	668.0
160	560	673.38
160	575	682.54
160	595	701.25
160	600	714.03
160	630	749.4
160	680	792.73
160	690	804.49
160	700	819.96
160	765	877.73
160	800	914.03
160	805	927.05
160	850	962.73
160	900	1030.84
160	920	1042.05
160	1000	1130.84
160	1035	1177.29
160	1150	1292.29

180	40	90.14
180	50	105.49
180	60	120.85
180	70	139.87
180	80	152.97
180	90	172.44
180	100	184.78
180	125	227.29
180	150	265.13
180	160	266.52
180	175	309.22
180	200	340.455
180	220	353.1
180	225	377.21
180	240	416.04
180	250	412.24
180	275	442.76
180	280	449.46
180	320	518.03
180	330	515.06
180	340	505.01
180	350	537.7
180	360	558.03
180	385	577.56
180	400	581.65
180	420	611.86
180	425	621.65
180	440	632.56
180	460	641.53
180	490	681.86
180	495	687.56
180	500	674.44
180	510	710.95
180	550	752.93
180	560	764.12
180	575	756.53
180	595	801.16
180	600	785.2
180	630	845.64
180	680	892.46
180	690	899.62
180	700	911.14
180	765	977.46
180	800	998.42
180	805	1022.35
