8.37211	1.0387198735677596
7.25932	1.0810491642872506
7.25544	1.0975230444410113
7.12219	1.073074594407582
6.94827	1.0645201174180785
6.89109	1.0774763340208366
6.83657	1.0841832427138562
6.8013	1.0504253214638972
6.60691	1.0504253214638972
6.43302	1.0841832427138562
6.41951	1.0504253214638972
6.40807	1.0645201174180785
6.33541	1.0774763340208366
6.06315	1.0810491642872506
6.04185	1.0975230444410113
5.97181	1.0504253214638972
5.78075	1.073074594407582
5.57655	1.0810491642872506
5.55716	1.0504253214638972
5.4997	1.0774763340208366
5.49112	1.0975230444410113
5.48827	1.0841832427138562
5.45978	1.0645201174180785
5.00509	1.0276372975108654
4.87554	1.0689842316326077
4.6497	1.0774763340208366
4.55479	1.0810491642872506
4.55118	1.0777699521814879
4.55075	1.0975230444410113
4.54338	1.0841832427138562
4.52052	1.0645201174180785
4.5176	1.044911722179237
4.43664	1.0276372975108654
4.39071	1.044911722179237
4.3723	1.0777699521814879
4.35033	1.0689842316326077
4.14713	1.049071513235875
4.07613	1.073074594407582
3.99087	1.0777699521814879
3.92691	1.0777699521814879
3.92672	1.0689842316326077
3.90568	1.049071513235875
3.85581	1.044911722179237
3.68218	1.0774763340208366
3.60476	1.0810491642872506
3.58575	1.0975230444410113
3.57058	1.049071513235875
3.56707	1.0841832427138562
3.56101	1.0645201174180785
3.46247	1.044911722179237
3.39967	1.0689842316326077
2.97198	1.044911722179237
2.82519	1.0689842316326077
2.73964	1.0774763340208366
2.65115	1.0810491642872506
2.651	1.0975230444410113
2.62654	1.0841832427138562
2.59752	1.0645201174180785
2.59458	1.0283287238245753
2.45964	1.0665875370919882
2.40809	1.044911722179237
2.30982	1.0696177538259461
2.19116	1.0645103857566767
1.91917	1.044911722179237
1.78638	1.0774763340208366
1.78375	1.0689842316326077
1.72028	1.0975230444410113
1.70041	1.0810491642872506
1.65138	1.0841832427138562
1.64438	1.0645201174180785
0.961421	1.0498606722816322
0.836178	1.0774763340208366
0.769582	1.0810491642872506
0.751105	1.0975230444410113
0.731022	1.0665875370919882
0.727453	1.0777699521814879
0.701219	1.0841832427138562
0.691189	1.0645201174180785
0.636379	1.0591465823785065
0.579267	1.0714972029995165

