60	2.5	0.8210822939847162
60	3.5	0.11447601207203001
60	4.0	1.3999300034998166
60	4.5	1.7647997295905755
60	5.0	3.8614840815589924
70	5.0	0.004180427239671973
80	3.5	3.3823629092388052
80	4.5	0.0605367592654705
80	5.0	1.0235177210996937
90	2.5	0.12481133170788541
90	3.0	1.7680318305561107
90	3.5	0.10163209182759365
90	4.0	0.10163209182759365
90	4.5	0.07178750897342656
100	2.5	6.466985983931218
100	3.0	1.692510410842233
100	3.5	0.5924350600030461
100	4.0	1.9263961397268288
100	5.0	2.1351425506971786
110	2.5	5.823574625853414
110	3.0	3.1135781058127296
110	3.5	1.1969247667364495
110	4.0	4.872314297171698
110	4.5	0.8997236745485216
110	5.0	1.0497893438234656
120	3.0	1.090566963260631
120	3.5	4.088363597682734
120	4.5	1.6337093301199073
130	2.5	1.5928661281725067
130	3.0	1.0512258568974435
130	3.5	3.4049857058565713
130	4.0	1.0512258568974435
130	4.5	2.487422968803777
130	5.0	3.3136668484735403
140	2.5	1.4358989219890994
140	3.0	0.3966240012090693
140	4.0	0.09870339629413137
140	4.5	0.19740679258826274
140	5.0	0.9644083571359786
150	2.5	1.296806230200075
150	3.0	1.59570173838273
150	3.5	1.348936610950631
150	4.0	0.5264947962723631
150	4.5	0.8287815865300238
150	5.0	1.4401839939239793
160	2.5	1.1014115424866626
160	3.0	0.20222951801964928
160	3.5	2.9947436172053292
160	4.5	0.365663528279593
170	2.5	3.0466928394946415
170	3.0	1.360516223960168
170	3.5	2.867043499095351
170	4.0	3.6881796542126852
170	4.5	1.2669565684466966
170	5.0	0.23079238719603265
180	2.5	6.472108307815485
180	3.0	4.8309964781302615
180	3.5	2.0745758431444
180	4.0	0.01567480014630764
180	5.0	3.284235965246116
190	2.5	15.205977991521209
190	3.0	5.194230697603357
190	3.5	1.9432382280078848
190	4.0	0.9739535334917752
190	4.5	0.950048030739683
200	2.5	2.5617065828623584
200	3.0	3.2753953472604724
200	3.5	2.8874883271633047
200	4.0	0.29628071282684076
200	4.5	1.5227812309775572
210	2.5	4.070296603799416
210	3.0	0.9799431082355714
210	3.5	1.1379586103748038
210	4.0	1.624758669063462
210	4.5	0.08668544851384163
210	5.0	1.5326112687915512
220	2.5	4.084763750320324
220	3.0	2.286810143993293
220	3.5	5.008564246807487
220	4.0	2.870823992076505
220	4.5	4.208956012201719
220	5.0	1.84881117046127
230	2.5	3.3358496937579427
230	3.0	2.6402977245902095
230	3.5	3.372414356801384
230	4.0	2.80957279697199
230	4.5	2.0207009628976023
230	5.0	1.7809697400131874
240	2.5	0.3001292223040589
240	3.0	6.075245564913523
240	3.5	0.740596645778049
240	4.0	1.194818781229791
240	4.5	0.10004307410135298
240	5.0	3.501923449549051
250	2.5	1.7532867491879678
250	3.0	3.7845603377094497
250	3.5	1.898299867247267
250	4.0	4.646177081076706
250	4.5	0.06436721823087735
250	5.0	0.6051845427387392
