190
0.0	3.61	78.23	47.38	58.19	71.85	48.01	42.54	73.82	66.29	47.01	72.72	86.31	69.2	109.71	39.05	78.85	36.4	87.24	43.05	93.81	33.84	99.72	104.2	87.71	72.84	78.71	17.49	40.5	68.03	69.43	72.25	47.85	72.45	69.46	111.02	21.38	59.67	79.4	98.23	65.03	105.0	25.63	41.79	43.05	65.22	65.0	52.35	65.8	47.41	39.81	71.34	28.46	76.12	24.7	81.22	93.86	86.16	81.12	89.69	27.46	75.01	85.0	101.91	41.88	55.47	76.03	55.73	27.17	79.31	80.45	113.15	80.13	111.07	15.26	18.03	45.97	51.22	84.86	89.36	81.94	36.36	45.19	74.2	23.6	95.52	81.25	93.02	66.37	93.48	104.69	82.87	53.24	84.9	18.6	82.46	102.0	77.23	66.85	64.03	55.9	37.01	99.57	64.54	77.01	48.3	101.82	2.0	15.0	68.96	7.21	38.28	13.04	80.02	66.91	45.12	55.22	50.21	94.03	65.73	23.19	43.93	69.12	58.8	109.12	5.1	24.35	34.06	34.01	34.66	30.41	76.94	100.45	87.11	32.14	57.2	34.71	45.28	76.38	74.81	82.38	89.69	74.25	68.26	81.69	93.15	82.04	66.73	57.38	82.28	86.54	82.01	67.54	67.54	59.44	47.17	112.43	59.14	74.67	82.88	82.23	89.47	78.41	46.04	1.41	100.6	114.59	11.7	82.1	47.43	51.16	56.75	85.49	61.4	79.51	86.93	92.8	55.97	34.54	96.26	32.02	19.42	103.71	42.49	57.97	72.11	48.84	44.27	22.02	69.05	
3.61	0.0	80.5	50.91	61.68	75.45	50.04	46.14	77.2	69.63	50.61	76.32	89.83	72.8	113.22	42.45	82.28	39.82	90.8	46.0	97.42	37.34	103.28	107.8	91.3	76.12	81.88	19.31	43.83	70.18	72.92	74.55	49.37	76.03	71.85	114.56	23.02	63.25	82.98	101.61	68.0	108.58	26.68	44.78	46.32	68.6	68.03	55.9	68.62	51.0	42.94	74.95	29.61	78.77	25.71	83.49	97.45	89.16	84.38	93.3	30.81	78.52	88.19	105.48	45.49	59.08	79.0	59.03	29.61	82.71	84.06	116.67	83.35	114.59	15.56	21.63	49.52	54.82	88.39	92.96	85.0	39.66	48.3	77.62	27.02	99.04	84.65	96.6	69.97	97.06	108.25	85.59	56.44	88.46	20.12	86.01	105.42	80.72	70.21	66.19	58.55	40.01	103.17	67.19	80.06	51.48	105.36	3.0	18.44	72.2	10.82	41.79	16.03	83.0	70.21	48.51	58.6	53.74	97.64	69.34	25.71	46.57	71.01	62.37	112.7	3.61	27.31	37.0	37.12	38.21	33.97	79.63	104.0	90.69	34.0	60.61	36.22	48.88	79.93	77.52	85.7	93.23	77.78	70.58	85.15	96.38	85.56	69.64	60.42	85.73	89.55	85.44	71.12	71.11	62.1	49.01	115.97	61.4	77.41	86.45	84.9	92.57	80.75	49.0	2.24	104.2	118.14	13.04	85.45	50.33	53.01	59.48	88.57	63.13	82.3	90.47	96.4	59.55	37.58	99.62	34.06	21.02	107.17	46.07	60.73	75.24	51.42	47.17	25.02	72.37	
78.23	80.5	0.0	51.62	76.69	64.64	30.81	64.88	41.15	87.78	65.19	68.82	55.08	60.8	68.07	76.06	90.27	51.55	83.73	88.14	73.68	71.87	66.61	78.45	79.61	94.05	31.05	87.46	46.82	10.77	47.71	6.0	34.44	74.81	9.22	73.0	57.87	56.57	59.93	51.04	99.4	74.67	56.04	40.02	44.01	40.61	97.8	52.8	19.85	66.57	43.42	68.6	53.16	114.2	57.01	3.0	69.64	26.08	35.9	77.88	55.73	50.54	34.13	69.58	62.18	61.72	106.3	84.63	51.09	92.31	71.2	73.06	33.96	70.06	91.02	68.59	53.34	57.2	86.82	76.56	27.17	48.76	39.22	43.38	59.54	59.54	93.86	85.0	67.36	84.58	70.26	117.8	36.36	59.46	89.45	83.76	56.08	49.24	39.41	14.56	100.72	84.86	80.36	17.0	104.74	38.48	66.27	80.22	66.07	33.29	74.0	71.59	79.31	108.98	89.94	77.9	42.01	51.04	77.83	64.54	55.08	35.13	13.45	54.45	76.24	83.29	55.04	84.76	81.93	57.25	59.2	114.02	67.6	62.3	46.87	42.52	45.88	64.14	55.01	112.0	40.02	88.68	52.35	10.0	48.38	40.11	54.42	21.93	29.68	91.4	27.07	92.01	71.59	73.66	21.19	32.57	73.03	19.1	111.21	60.54	13.15	32.14	2.0	89.44	79.31	75.93	77.01	67.74	41.23	34.21	28.79	24.35	29.0	21.4	113.57	86.09	71.47	54.56	46.53	49.01	46.53	59.84	60.03	67.12	23.77	99.16	30.15	36.88	80.6	90.55	
47.38	50.91	51.62	0.0	26.63	26.93	36.77	13.6	27.86	38.28	13.6	29.27	38.95	23.41	62.37	25.5	44.92	12.08	46.1	37.36	47.85	23.02	52.4	57.8	44.72	45.28	36.12	46.62	11.0	46.01	22.2	46.62	43.97	32.06	43.01	63.66	39.22	13.6	32.45	51.88	48.17	58.01	43.17	18.68	11.4	19.65	46.69	5.39	32.2	15.0	16.12	28.16	42.58	63.03	43.42	54.2	47.17	46.01	36.88	45.61	21.1	27.66	41.59	54.67	11.18	13.34	56.08	33.3	30.81	46.49	36.14	65.76	36.5	63.7	53.24	30.0	2.0	7.28	46.1	44.92	41.0	14.32	15.65	27.73	24.21	48.17	48.38	50.64	24.0	50.8	57.38	67.21	15.26	37.64	48.47	43.05	55.23	30.0	21.59	43.14	49.19	35.23	54.23	34.67	55.0	14.21	54.45	48.84	32.56	26.02	40.36	21.21	40.31	59.2	40.22	26.4	11.05	2.83	49.04	22.09	31.95	25.63	50.93	12.08	62.01	51.74	27.31	36.01	33.02	12.81	17.03	62.97	53.15	40.0	36.06	12.04	40.0	12.53	29.07	60.88	37.0	50.0	26.87	43.42	34.67	48.76	34.66	31.02	21.95	47.3	46.0	47.54	27.17	28.44	31.24	39.22	65.05	38.29	60.14	35.81	48.08	47.27	50.61	38.28	48.8	54.2	67.27	43.57	36.4	21.1	40.72	28.32	44.05	48.26	62.97	47.0	46.53	9.49	20.1	50.09	34.06	39.92	56.61	15.81	28.43	49.2	27.78	20.62	36.69	41.34	
58.19	61.68	76.69	26.63	0.0	22.36	63.06	18.11	42.72	11.66	14.56	20.25	44.18	23.0	64.85	19.72	21.1	34.48	30.0	24.19	41.68	24.35	52.81	52.15	31.83	18.79	54.42	48.83	36.25	72.18	34.21	72.18	69.86	16.4	68.62	63.69	59.03	21.02	33.38	61.03	23.26	55.01	64.2	44.72	37.59	38.01	21.47	24.04	56.85	13.34	41.63	18.97	64.5	37.74	64.12	79.03	43.86	65.19	52.89	34.83	40.2	36.22	57.97	53.85	20.4	15.0	29.7	10.0	52.61	22.0	27.29	66.48	53.45	65.46	56.86	41.0	25.55	19.85	26.83	35.0	60.17	37.95	42.19	41.23	41.0	51.97	24.0	36.24	15.13	36.88	57.01	41.11	41.04	39.62	50.0	24.7	62.39	39.2	39.81	69.53	29.0	26.91	45.61	60.14	28.43	40.8	55.66	58.87	46.53	46.07	51.24	19.92	46.52	32.65	13.6	14.21	34.71	26.25	40.0	17.0	52.15	51.88	77.34	22.83	59.48	60.93	47.17	29.7	27.66	30.41	33.06	37.44	53.14	40.26	59.44	34.21	63.79	16.49	34.0	35.51	50.99	31.76	34.13	69.3	44.1	62.65	40.05	55.0	47.38	24.33	64.85	24.19	13.0	11.66	57.31	65.31	65.55	64.82	34.67	36.67	70.83	64.29	75.43	22.85	59.46	48.88	66.21	59.54	49.82	47.71	67.12	54.56	62.3	74.89	36.88	29.15	41.59	22.2	43.97	60.0	57.49	59.0	61.98	17.0	54.49	22.67	54.38	47.01	38.59	14.76	
71.85	75.45	64.64	26.93	22.36	0.0	60.41	29.73	24.84	28.64	25.46	4.24	22.0	4.12	42.72	38.28	26.25	38.9	20.4	45.88	22.02	40.36	30.87	32.56	18.03	32.7	37.01	66.6	37.66	63.07	17.03	61.4	68.26	10.82	58.18	42.06	66.1	13.34	11.05	39.05	43.42	34.21	70.09	44.05	37.22	24.19	41.44	21.59	45.65	25.5	42.3	4.47	69.43	56.32	70.34	66.4	22.8	47.43	34.13	18.68	47.54	16.12	38.95	32.25	30.0	16.4	46.24	32.25	57.72	28.43	9.22	44.72	35.23	43.46	74.28	53.82	27.51	21.02	22.36	18.03	42.8	41.23	40.0	22.8	50.09	29.61	29.73	24.02	7.28	24.08	35.36	57.78	34.53	17.26	68.12	19.24	40.11	18.79	25.24	61.47	51.16	47.41	27.78	50.09	43.86	37.05	33.62	73.01	57.8	31.4	64.64	36.24	62.29	47.85	30.81	34.44	27.29	24.52	22.36	6.4	58.82	50.04	68.94	15.13	38.6	75.6	54.08	49.74	47.17	38.01	42.06	55.66	31.3	18.03	62.65	25.5	66.37	26.91	12.65	54.12	31.3	25.0	13.89	59.48	23.09	42.06	18.11	43.05	38.9	26.91	46.87	27.59	10.05	12.17	49.04	63.29	43.83	57.87	53.16	14.32	55.87	45.18	63.01	44.92	73.24	29.0	44.94	69.78	29.97	44.18	63.79	47.13	44.1	68.96	53.85	22.14	21.21	17.46	46.87	38.21	60.67	66.73	39.62	30.41	46.49	39.22	50.49	45.01	55.97	30.36	
48.01	50.04	30.81	36.77	63.06	60.41	0.0	46.62	45.61	74.71	48.88	63.79	61.85	56.32	81.94	55.15	81.6	29.83	80.75	66.6	77.32	49.58	75.96	85.33	78.23	81.84	43.05	59.2	26.93	20.22	47.17	25.0	8.06	67.91	22.85	85.44	27.17	48.05	61.13	66.24	82.8	83.43	25.3	18.36	25.5	39.32	81.61	40.8	25.0	50.25	21.63	62.97	22.47	97.45	26.25	33.73	74.81	45.97	47.41	78.03	29.68	52.47	49.09	78.85	43.83	49.98	91.81	68.24	21.38	83.22	69.18	86.54	45.65	83.77	61.66	41.23	37.58	44.01	81.79	77.01	43.42	26.25	21.19	47.3	32.65	69.57	85.09	84.21	59.67	84.15	80.65	102.42	26.02	63.79	61.13	78.64	71.12	52.95	39.62	16.28	80.62	62.01	84.29	21.21	91.07	23.54	76.84	50.01	37.36	37.0	44.55	50.93	50.96	95.19	76.54	58.9	33.14	37.95	80.06	57.27	25.32	11.18	21.21	45.89	86.4	53.0	26.57	61.03	58.6	35.38	35.47	97.62	76.92	66.75	16.12	35.06	15.23	47.17	56.22	95.43	50.57	85.16	53.24	21.19	55.08	57.43	59.03	27.46	23.54	83.82	46.69	84.12	63.32	64.85	17.2	3.16	86.16	12.08	94.81	63.39	37.74	51.09	31.32	68.62	49.0	82.04	89.54	37.12	51.08	16.28	4.24	16.55	46.86	14.32	98.23	82.2	75.43	44.38	21.26	64.01	16.0	29.15	74.25	48.6	17.89	85.23	10.0	16.16	54.13	77.83	
42.54	46.14	64.88	13.6	18.11	29.73	46.62	0.0	39.46	29.12	4.47	30.23	47.41	27.66	70.49	12.04	39.0	17.0	44.94	23.77	51.74	11.18	59.41	62.29	45.18	36.4	49.01	37.2	19.85	58.6	32.28	59.68	52.84	30.08	56.08	70.8	41.0	19.24	38.6	62.3	36.24	63.7	46.1	28.43	21.93	32.02	35.0	15.03	45.69	5.1	25.0	28.84	46.39	50.99	46.04	67.54	52.35	59.21	49.16	47.17	22.09	36.77	54.08	61.22	2.83	13.45	45.28	21.63	34.53	40.05	38.01	73.24	49.04	71.56	44.69	24.6	11.7	11.4	43.17	46.87	54.15	20.59	26.91	38.83	23.09	56.44	42.05	50.57	23.85	50.99	64.2	55.8	28.64	44.65	38.83	40.52	65.0	39.56	34.01	55.44	35.85	22.0	57.2	47.89	44.72	26.63	61.85	43.57	29.41	39.12	35.36	8.06	32.56	48.76	30.68	13.04	24.52	15.13	51.61	23.43	34.06	35.61	63.13	19.31	68.01	46.04	29.07	23.19	20.22	12.37	15.0	51.09	60.0	46.4	41.48	25.18	45.88	2.83	36.72	48.92	48.66	47.8	35.34	56.3	44.6	60.67	42.94	44.6	35.34	42.05	59.14	42.01	25.08	25.3	44.1	48.55	72.42	50.33	48.27	42.2	61.68	60.01	63.95	24.7	43.91	58.73	74.03	42.2	47.85	32.56	50.8	41.05	57.04	59.46	51.61	44.92	50.93	16.76	26.4	60.73	39.56	41.05	65.74	2.24	41.34	38.91	38.9	31.14	26.63	32.28	
73.82	77.2	41.15	27.86	42.72	24.84	45.61	39.46	0.0	51.89	37.05	29.07	16.28	21.63	37.44	51.24	51.09	37.44	42.72	62.0	33.38	50.22	30.36	40.11	38.47	56.94	12.21	74.46	33.42	41.77	8.54	38.9	53.6	35.61	36.14	40.25	61.07	22.2	18.79	24.41	65.79	37.85	63.25	35.0	31.14	8.6	63.91	24.52	24.19	38.01	35.38	29.21	61.59	79.71	63.82	42.54	30.02	22.83	10.2	36.77	46.4	9.43	15.3	33.24	37.85	29.15	70.24	52.39	51.86	53.26	30.23	41.68	10.77	39.12	80.96	57.31	29.73	28.16	46.23	35.47	18.03	37.64	30.61	2.24	50.22	24.17	54.56	43.86	29.53	43.46	35.11	81.88	22.2	19.1	76.32	43.28	28.32	8.25	7.07	41.19	71.02	61.29	40.31	29.15	68.1	27.02	31.38	75.45	58.82	9.0	67.12	47.52	67.98	72.2	54.13	50.01	18.6	25.3	37.11	26.83	54.49	38.01	47.85	21.02	40.8	78.49	50.93	62.65	59.68	40.25	44.29	79.2	31.32	22.09	53.85	16.64	56.36	37.22	13.89	77.47	9.22	47.71	11.4	37.85	9.49	21.21	14.04	21.21	22.14	51.62	22.36	52.35	33.62	35.85	30.07	48.76	41.18	39.01	76.56	19.65	31.24	21.59	39.36	62.07	75.21	37.01	44.28	67.9	8.54	31.76	47.85	29.43	19.7	50.01	77.83	45.22	31.26	23.02	41.04	22.47	52.15	62.37	30.48	41.3	28.28	63.06	36.06	34.13	64.51	54.12	
66.29	69.63	87.78	38.28	11.66	28.64	74.71	29.12	51.89	0.0	26.0	25.18	50.36	30.68	68.59	27.29	13.6	45.88	27.78	26.63	43.42	33.06	56.44	53.14	31.38	7.28	63.95	54.63	47.85	83.63	43.38	83.44	81.44	19.0	79.91	66.49	69.46	31.4	39.32	67.48	15.0	57.01	74.81	56.36	49.24	48.26	13.0	35.47	67.94	24.7	53.23	24.33	75.31	27.86	74.67	90.03	46.69	74.69	61.85	35.11	50.99	44.27	66.85	56.89	31.62	26.17	18.6	10.77	63.56	13.42	30.15	69.43	62.65	68.88	62.65	50.09	37.22	31.4	22.8	35.74	69.77	49.4	53.85	50.16	51.35	57.0	15.23	34.13	22.47	34.99	60.02	30.23	52.5	45.1	55.46	21.95	68.07	47.13	49.93	81.06	25.08	31.3	45.69	71.42	16.97	52.43	59.41	66.71	56.01	56.3	59.68	29.0	53.85	21.21	2.24	21.21	45.97	37.8	40.5	25.08	62.8	63.53	88.87	33.42	61.4	68.41	57.87	34.44	33.24	41.48	43.74	27.31	56.57	45.0	70.6	45.28	75.0	27.86	41.23	25.63	59.46	27.66	42.06	80.66	51.66	70.6	46.69	65.95	58.73	17.2	74.25	16.64	18.68	16.49	68.77	76.92	68.45	76.4	24.7	42.11	81.27	73.16	86.45	24.21	67.47	50.29	68.41	69.03	58.19	59.36	78.77	66.07	71.59	86.53	26.08	25.81	43.93	33.24	55.36	66.75	68.68	69.26	67.01	27.66	65.95	11.4	66.04	58.67	45.22	3.16	
