40
0.0	12.53	4.12	6.71	5.39	11.0	13.04	11.18	8.06	7.07	7.62	14.21	6.0	8.6	18.38	8.0	10.44	13.04	11.0	11.18	6.0	12.04	8.94	6.08	7.21	2.0	12.81	13.93	4.12	13.6	2.24	8.94	9.22	10.77	10.2	15.81	12.37	4.24	7.07	13.42	
12.53	0.0	15.62	8.0	10.0	6.0	13.89	16.49	4.47	6.08	5.0	5.39	16.28	6.08	7.28	11.18	9.06	7.28	12.08	7.21	18.03	5.1	3.61	8.6	19.21	14.32	2.24	9.22	14.14	5.83	11.4	15.13	8.25	2.24	9.85	7.28	3.16	14.32	16.03	7.81	
4.12	15.62	0.0	10.77	6.32	12.65	17.0	14.56	11.31	10.82	10.63	18.03	2.24	12.53	22.02	12.04	11.05	14.32	15.03	15.23	6.4	13.93	12.04	7.62	3.61	4.12	16.28	18.03	2.0	17.49	4.24	12.37	10.2	13.6	14.32	19.72	14.76	7.28	9.85	17.46	
6.71	8.0	10.77	0.0	8.25	10.0	8.06	8.94	4.47	2.24	5.0	7.81	12.37	2.24	12.21	3.61	11.4	12.21	5.83	4.47	10.82	10.3	5.39	7.62	13.89	7.81	7.28	7.28	10.2	7.07	7.07	7.28	10.0	7.28	4.12	9.22	9.49	6.71	8.06	6.71	
5.39	10.0	6.32	8.25	0.0	6.32	16.16	15.62	6.32	7.0	5.39	13.6	6.4	9.0	17.0	11.18	5.1	8.06	13.93	12.0	11.18	7.62	6.71	1.41	9.85	7.28	11.18	15.0	4.47	13.34	3.16	13.45	4.0	7.81	12.37	15.52	8.6	9.43	12.21	14.04	
11.0	6.0	12.65	10.0	6.32	0.0	17.69	18.87	5.66	7.81	5.0	11.18	12.53	9.22	13.15	13.6	3.16	2.24	15.56	11.66	17.0	1.41	5.0	5.1	16.16	13.0	8.06	14.32	10.77	11.4	9.06	17.0	2.83	4.12	13.45	13.15	3.16	14.32	16.76	13.0	
13.04	13.89	17.0	8.06	16.16	17.69	0.0	5.0	12.04	10.0	12.81	10.2	19.03	8.49	14.0	5.1	19.42	19.8	2.24	6.71	13.93	17.69	12.73	15.65	19.24	13.04	12.08	6.0	17.12	9.22	14.32	5.83	18.03	14.21	4.24	10.0	16.4	10.2	8.94	7.07	
11.18	16.49	14.56	8.94	15.62	18.87	5.0	0.0	13.42	11.18	13.89	14.04	16.76	10.44	18.25	5.39	19.85	21.1	5.1	10.0	10.05	19.24	14.32	15.56	16.03	10.44	15.13	10.44	15.23	13.04	13.04	2.24	18.44	16.16	7.0	14.32	18.38	7.28	5.0	11.18	
8.06	4.47	11.31	4.47	6.32	5.66	12.04	13.42	0.0	2.24	1.0	7.28	12.21	3.61	10.82	8.06	7.62	7.81	9.9	6.32	13.6	5.83	1.0	5.1	14.87	9.85	5.0	9.22	10.0	7.07	7.07	11.7	6.32	3.0	7.81	9.22	5.1	10.05	12.04	8.06	
7.07	6.08	10.82	2.24	7.0	7.81	10.0	11.18	2.24	0.0	2.83	7.21	12.08	2.0	11.31	5.83	9.43	10.0	7.81	5.0	12.08	8.06	3.16	6.08	14.21	8.6	5.83	8.0	9.85	6.71	6.71	9.49	8.06	5.1	5.83	8.94	7.28	8.25	10.0	7.07	
7.62	5.0	10.63	5.0	5.39	5.0	12.81	13.89	1.0	2.83	0.0	8.25	11.4	4.47	11.66	8.6	6.71	7.21	10.63	7.28	13.34	5.39	1.41	4.12	14.21	9.49	5.83	10.2	9.22	8.06	6.4	12.08	5.39	3.16	8.6	10.2	5.0	10.0	12.17	9.06	
14.21	5.39	18.03	7.81	13.6	11.18	10.2	14.04	7.28	7.21	8.25	0.0	19.24	5.66	4.47	9.49	14.04	12.65	9.0	4.12	18.6	10.44	7.07	12.37	21.4	15.56	3.16	4.47	17.0	1.0	13.89	13.34	13.0	7.07	7.07	2.0	8.54	14.42	15.23	3.16	
6.0	16.28	2.24	12.37	6.4	12.53	19.03	16.76	12.21	12.08	11.4	19.24	0.0	13.93	23.02	14.0	10.44	13.93	17.0	16.76	8.49	13.89	12.81	7.81	4.0	6.32	17.2	19.65	2.24	18.79	5.39	14.56	9.85	14.14	16.12	21.02	15.0	9.49	12.08	18.97	
8.6	6.08	12.53	2.24	9.0	9.22	8.49	10.44	3.61	2.0	4.47	5.66	13.93	0.0	10.0	5.1	11.18	11.31	6.4	3.0	13.04	9.22	4.24	8.06	15.81	9.9	5.1	6.0	11.7	5.0	8.54	9.06	9.85	5.83	4.24	7.21	8.06	8.94	10.2	5.1	
18.38	7.28	22.02	12.21	17.0	13.15	14.0	18.25	10.82	11.31	11.66	4.47	23.02	10.0	0.0	13.93	16.28	14.0	13.15	8.54	23.02	12.04	10.3	15.65	25.5	19.85	5.83	8.0	20.81	5.39	17.8	17.72	15.52	9.49	11.4	4.0	10.05	18.87	19.7	7.07	
8.0	11.18	12.04	3.61	11.18	13.6	5.1	5.39	8.06	5.83	8.6	9.49	14.0	5.1	13.93	0.0	14.87	15.81	3.0	5.39	10.0	13.89	8.94	10.82	14.56	8.25	10.0	7.07	12.04	8.54	9.22	4.0	13.45	10.77	2.83	10.3	13.0	5.83	5.83	7.21	
10.44	9.06	11.05	11.4	5.1	3.16	19.42	19.85	7.62	9.43	6.71	14.04	10.44	11.18	16.28	14.87	0.0	3.61	17.2	13.93	16.28	4.47	7.28	4.47	14.32	12.37	11.0	16.76	9.06	14.14	8.25	17.8	1.41	7.0	15.26	16.03	6.32	14.32	17.0	15.52	
13.04	7.28	14.32	12.21	8.06	2.24	19.8	21.1	7.81	10.0	7.21	12.65	13.93	11.31	14.0	15.81	3.61	0.0	17.69	13.6	19.03	2.24	7.07	7.0	17.72	15.03	9.49	16.12	12.37	13.0	11.0	19.24	4.12	5.83	15.56	14.56	4.12	16.49	18.97	14.76	
11.0	12.08	15.03	5.83	13.93	15.56	2.24	5.1	9.9	7.81	10.63	9.0	17.0	6.4	13.15	3.0	17.2	17.69	0.0	5.1	12.53	15.62	10.63	13.42	17.46	11.18	10.44	5.39	15.03	8.0	12.17	5.0	15.81	12.21	2.24	9.22	14.42	8.54	7.81	6.08	
11.18	7.21	15.23	4.47	12.0	11.66	6.71	10.0	6.32	5.0	7.28	4.12	16.76	3.0	8.54	5.39	13.93	13.6	5.1	0.0	14.87	11.4	6.71	11.05	18.36	12.21	5.39	3.0	14.56	3.16	11.4	9.22	12.65	7.81	3.0	5.0	9.9	10.63	11.18	2.24	
6.0	18.03	6.4	10.82	11.18	17.0	13.93	10.05	13.6	12.08	13.34	18.6	8.49	13.04	23.02	10.0	16.28	19.03	12.53	14.87	0.0	18.03	14.56	12.04	6.32	4.0	17.89	17.03	8.06	17.8	8.06	8.25	15.13	16.49	12.81	19.85	18.25	4.24	5.1	16.97	
12.04	5.1	13.93	10.3	7.62	1.41	17.69	19.24	5.83	8.06	5.39	10.44	13.89	9.22	12.04	13.89	4.47	2.24	15.62	11.4	18.03	0.0	5.0	6.32	17.46	14.04	7.28	13.89	12.08	10.77	10.2	17.46	4.24	3.61	13.45	12.37	2.0	15.13	17.46	12.53	
8.94	3.61	12.04	5.39	6.71	5.0	12.73	14.32	1.0	3.16	1.41	7.07	12.81	4.24	10.3	8.94	7.28	7.07	10.63	6.71	14.56	5.0	0.0	5.39	15.62	10.77	4.47	9.49	10.63	7.0	7.81	12.65	6.08	2.0	8.49	9.06	4.12	11.05	13.04	8.25	
6.08	8.6	7.62	7.62	1.41	5.1	15.65	15.56	5.1	6.08	4.12	12.37	7.81	8.06	15.65	10.82	4.47	7.0	13.42	11.05	12.04	6.32	5.39	0.0	11.18	8.06	9.85	14.04	5.83	12.17	4.0	13.45	3.16	6.4	11.7	14.32	7.21	9.85	12.53	13.0	
7.21	19.21	3.61	13.89	9.85	16.16	19.24	16.03	14.87	14.21	14.21	21.4	4.0	15.81	25.5	14.56	14.32	17.72	17.46	18.36	6.32	17.46	15.62	11.18	0.0	6.32	19.8	21.02	5.39	20.81	7.81	14.0	13.6	17.2	17.09	23.02	18.36	9.06	11.05	20.59	
2.0	14.32	4.12	7.81	7.28	13.0	13.04	10.44	9.85	8.6	9.49	15.56	6.32	9.9	19.85	8.25	12.37	15.03	11.18	12.21	4.0	14.04	10.77	8.06	6.32	0.0	14.42	14.76	5.0	14.87	4.12	8.25	11.18	12.65	10.77	17.03	14.32	3.16	5.83	14.42	
12.81	2.24	16.28	7.28	11.18	8.06	12.08	15.13	5.0	5.83	5.83	3.16	17.2	5.1	5.83	10.0	11.0	9.49	10.44	5.39	17.89	7.28	4.47	9.85	19.8	14.42	0.0	7.07	15.0	3.61	12.04	14.0	10.05	4.0	8.25	5.1	5.39	13.93	15.3	5.66	
13.93	9.22	18.03	7.28	15.0	14.32	6.0	10.44	9.22	8.0	10.2	4.47	19.65	6.0	8.0	7.07	16.76	16.12	5.39	3.0	17.03	13.89	9.49	14.04	21.02	14.76	7.07	0.0	17.46	3.61	14.32	10.3	15.52	10.3	4.24	4.0	12.21	12.81	12.81	1.41	
4.12	14.14	2.0	10.2	4.47	10.77	17.12	15.23	10.0	9.85	9.22	17.0	2.24	11.7	20.81	12.04	9.06	12.37	15.03	14.56	8.06	12.08	10.63	5.83	5.39	5.0	15.0	17.46	0.0	16.55	3.16	13.0	8.25	12.04	14.04	18.79	13.04	8.06	10.82	16.76	
13.6	5.83	17.49	7.07	13.34	11.4	9.22	13.04	7.07	6.71	8.06	1.0	18.79	5.0	5.39	8.54	14.14	13.0	8.0	3.16	17.8	10.77	7.0	12.17	20.81	14.87	3.61	3.61	16.55	0.0	13.42	12.37	13.04	7.28	6.08	2.24	8.94	13.6	14.32	2.24	
