190
0.0	49.82	43.83	41.19	21.93	57.28	43.57	26.25	21.1	56.85	46.27	33.02	56.52	28.0	48.55	41.05	45.88	55.0	27.31	33.06	20.25	70.94	37.54	27.07	60.03	49.24	39.05	49.19	30.36	14.76	27.73	25.5	24.74	37.95	35.61	21.21	25.02	28.28	49.82	41.18	13.6	47.01	52.15	56.59	8.6	12.65	57.38	54.59	51.97	36.06	33.02	60.81	36.4	36.67	17.0	68.25	34.21	35.9	16.12	31.26	14.04	52.84	21.02	24.08	36.88	35.0	40.31	55.57	26.91	41.11	29.0	39.46	50.99	46.86	33.14	41.05	35.85	32.56	33.42	43.83	46.84	34.01	8.06	33.3	31.02	34.37	30.53	46.53	36.88	21.59	48.47	40.85	37.36	53.01	27.29	16.64	46.49	22.2	41.77	47.51	40.01	25.81	40.31	44.64	29.0	41.73	26.87	41.44	26.08	38.64	45.61	30.68	41.05	41.01	49.04	50.61	44.78	29.02	46.62	43.83	35.0	55.17	32.02	18.6	52.01	24.19	27.59	60.42	41.62	16.28	47.51	36.25	63.78	25.61	45.0	47.93	39.82	45.54	24.04	42.45	50.99	35.69	27.66	31.0	24.74	55.47	39.82	42.2	40.31	21.95	25.71	48.08	56.08	49.37	31.58	32.65	55.15	35.0	46.1	55.97	46.17	49.73	42.72	59.55	33.54	53.01	49.74	38.01	31.02	25.71	37.48	56.32	24.08	54.78	69.2	12.21	57.69	39.0	27.2	53.54	42.05	38.08	40.0	8.6	51.55	58.82	35.9	35.78	25.96	29.02	
49.82	0.0	56.08	36.4	28.02	21.93	47.54	74.95	66.64	76.12	36.67	30.59	46.82	39.12	16.4	16.28	56.29	34.89	44.27	37.05	34.18	78.45	14.32	31.38	62.37	64.13	62.59	76.9	30.07	46.04	45.22	50.64	29.15	19.24	54.13	66.21	33.11	35.13	62.0	90.7	55.04	59.23	100.57	10.0	48.17	55.44	69.12	10.3	77.1	51.09	40.05	74.11	53.94	84.39	45.79	75.31	60.13	23.35	39.92	71.2	60.21	100.77	41.23	73.66	63.07	31.26	87.46	79.76	55.15	80.5	78.64	25.0	77.06	10.3	36.06	80.95	15.26	37.66	82.76	68.45	80.32	40.11	41.87	61.29	43.17	44.1	66.71	89.69	78.45	62.13	95.0	87.62	29.43	14.42	65.52	54.08	27.29	27.66	67.0	18.03	30.02	62.1	10.44	19.42	32.57	60.67	23.32	79.2	37.34	85.87	95.43	66.64	38.33	82.37	98.29	65.31	57.87	40.05	24.19	75.24	80.23	69.01	19.92	48.37	32.7	51.97	54.78	58.24	91.4	36.24	97.31	17.09	14.21	24.21	75.11	23.85	68.96	91.61	41.23	68.0	100.45	73.35	23.26	32.02	67.78	77.41	56.57	14.32	71.78	71.61	28.65	97.74	79.63	38.33	76.61	69.86	15.62	84.15	81.34	19.1	27.89	44.91	75.43	76.0	33.06	74.43	56.14	17.0	76.16	45.4	58.25	21.21	54.13	52.39	19.42	47.8	106.22	71.17	62.82	101.98	38.6	86.37	89.81	58.14	18.03	107.56	77.49	16.55	40.5	74.32	
43.83	56.08	0.0	73.35	44.72	45.19	80.45	63.32	63.07	99.72	22.36	26.17	22.47	64.07	66.75	60.42	85.6	31.4	17.8	67.23	52.7	27.66	54.13	28.46	16.76	90.69	12.08	23.6	60.37	29.21	17.03	67.18	33.24	37.0	8.54	63.51	28.23	61.91	6.71	72.17	57.43	87.46	66.76	66.07	35.23	34.54	14.76	52.39	22.36	76.06	68.8	19.31	7.62	52.61	27.02	24.76	77.16	33.02	53.26	32.56	38.6	65.46	59.03	52.47	80.06	25.02	53.37	24.35	18.68	36.67	56.14	31.14	94.64	61.29	66.73	37.58	43.29	19.42	57.01	15.56	30.48	69.64	41.01	76.58	15.65	71.85	74.33	47.85	79.2	31.26	57.58	52.63	66.31	68.18	71.02	29.15	72.12	42.05	85.04	67.08	26.31	69.63	53.46	37.66	25.96	7.21	47.17	34.0	61.29	76.16	72.06	26.31	74.24	40.31	68.25	92.1	85.28	65.46	70.34	87.66	75.27	13.6	52.5	25.24	30.53	66.48	17.72	19.0	70.01	34.41	72.25	40.11	68.07	44.01	88.81	71.06	19.72	54.08	22.2	85.8	71.2	30.68	49.4	25.5	67.54	21.59	5.0	60.02	23.32	56.75	32.89	70.58	24.04	23.02	42.43	76.32	48.38	57.08	32.8	46.24	30.68	16.97	86.53	20.22	65.3	18.68	7.0	57.72	71.87	65.3	9.06	44.78	21.19	15.81	69.64	31.62	71.78	23.71	71.03	68.01	75.13	55.58	68.01	44.78	43.01	73.68	78.29	41.19	21.1	70.01	
41.19	36.4	73.35	0.0	28.64	56.8	11.18	56.94	46.32	40.11	62.29	49.41	74.28	13.6	22.0	20.25	20.1	65.44	56.08	8.25	22.2	100.34	24.7	45.28	85.7	28.07	74.04	86.88	13.0	48.84	57.01	23.43	40.31	43.19	67.42	45.49	45.18	13.0	80.06	72.95	36.25	23.09	90.82	35.0	46.1	53.0	88.1	46.49	88.77	17.46	9.43	92.61	67.78	76.66	50.22	97.25	28.65	45.28	25.08	72.0	55.23	92.03	20.62	62.3	30.87	51.4	80.52	92.18	62.59	82.01	66.48	49.5	42.58	26.48	8.06	82.02	35.47	54.71	71.51	79.81	86.47	8.6	37.12	30.53	57.7	11.4	39.05	87.69	51.86	62.01	88.77	81.25	7.81	27.07	39.6	55.23	11.4	31.3	33.53	20.0	53.81	36.07	28.18	48.6	48.02	74.67	26.63	82.02	15.13	63.78	79.76	70.26	2.0	82.15	86.41	29.15	22.0	13.0	14.14	43.08	56.59	86.82	22.63	53.15	62.48	25.61	62.82	83.41	75.29	39.85	82.37	38.95	44.01	29.68	42.38	15.3	77.47	86.12	51.62	34.48	87.66	76.06	24.41	49.09	44.82	91.09	71.31	22.14	78.92	56.86	40.82	84.08	92.44	65.07	72.69	42.01	51.08	73.39	86.21	54.13	55.97	69.66	43.86	92.85	8.25	88.23	76.66	20.59	53.15	18.87	70.84	55.9	60.21	77.01	51.01	48.37	96.01	77.78	36.07	92.11	2.24	77.49	74.3	48.84	51.48	96.77	51.09	37.54	52.39	51.86	
21.93	28.02	44.72	28.64	0.0	39.01	36.24	47.01	39.22	59.54	36.06	22.02	48.01	20.62	27.86	20.25	42.52	41.79	27.51	22.8	9.85	71.87	15.81	17.03	57.63	48.83	45.89	59.3	15.65	22.2	28.46	28.16	12.04	20.22	38.9	38.9	16.64	17.69	51.43	62.68	27.89	44.82	73.6	34.71	21.93	29.55	59.48	33.84	60.83	33.84	24.76	63.98	39.22	57.69	23.02	68.8	38.9	20.25	14.04	47.54	33.62	74.06	18.03	45.97	42.06	24.21	61.06	64.13	35.06	57.49	50.91	24.7	57.25	25.24	22.2	57.72	15.3	26.4	55.23	51.79	60.07	25.5	14.21	39.29	29.07	28.32	42.01	65.19	52.47	37.64	68.96	61.4	21.84	31.76	40.05	29.83	29.02	2.83	46.82	27.2	27.78	37.0	18.38	27.17	19.85	46.17	5.0	56.89	17.8	58.31	67.48	44.41	29.53	58.52	70.84	50.22	42.8	22.02	28.07	52.95	53.16	58.18	10.77	26.02	38.63	28.64	35.13	55.87	63.41	12.0	69.43	17.0	41.87	4.12	53.37	29.15	50.09	65.76	23.09	47.76	72.86	50.8	6.32	21.21	41.0	62.82	42.72	21.02	52.0	43.6	12.73	70.01	64.33	39.12	50.99	45.0	35.51	56.73	60.3	37.12	31.95	42.52	52.61	64.26	20.59	59.91	48.26	17.09	49.04	24.17	42.45	38.01	33.0	49.5	47.43	22.8	79.2	51.01	38.01	75.0	30.41	59.41	61.85	30.41	33.02	80.43	51.48	16.03	23.77	47.13	
57.28	21.93	45.19	56.8	39.01	0.0	67.62	83.52	77.28	95.21	22.85	26.63	29.0	56.29	38.29	36.72	75.96	16.0	40.36	55.66	48.09	62.01	32.31	31.3	46.1	83.49	54.92	68.48	47.8	47.89	41.04	66.37	32.57	19.42	46.62	77.1	33.54	52.39	49.65	97.86	66.48	78.77	102.42	29.68	52.39	58.18	55.32	12.21	67.54	69.38	58.52	60.21	46.04	86.27	46.65	59.03	76.79	21.54	53.0	69.35	63.53	102.0	56.22	78.72	79.91	25.61	88.6	69.46	51.62	77.16	83.63	18.87	94.73	32.02	54.71	77.83	24.08	31.83	86.83	60.03	74.06	58.82	49.48	77.52	37.48	62.64	81.0	87.68	91.35	62.2	95.13	88.41	49.24	36.12	79.06	54.92	48.83	37.12	84.34	39.82	21.21	76.01	28.64	12.65	30.53	51.48	36.12	75.17	53.94	95.8	101.08	63.64	58.6	79.91	101.55	84.76	77.16	57.49	45.8	91.44	91.41	56.04	36.14	48.26	15.3	67.19	50.91	41.0	97.58	41.11	102.42	22.02	26.93	35.0	91.66	45.61	62.43	91.55	39.41	85.33	104.1	70.04	37.34	28.84	79.63	66.48	47.51	34.99	65.8	78.77	31.62	102.08	69.08	22.8	77.01	84.01	6.4	87.82	75.8	2.83	15.0	29.83	91.27	63.06	51.87	63.69	42.72	36.25	87.3	61.66	50.48	1.0	51.74	36.22	26.0	50.54	108.0	65.6	77.0	103.81	59.03	88.75	95.75	64.26	6.0	109.62	90.35	23.0	37.8	85.33	
43.57	47.54	80.45	11.18	36.24	67.62	0.0	54.08	43.32	29.02	71.51	58.0	83.55	16.55	33.06	31.32	9.0	75.45	62.77	13.45	27.78	107.9	35.34	53.26	93.86	17.0	79.71	91.71	21.26	53.85	63.63	20.4	48.27	53.01	73.82	42.38	52.8	18.6	87.13	69.35	35.23	12.0	89.5	46.04	50.0	56.09	95.19	57.57	93.98	10.3	11.66	99.48	74.3	76.53	55.54	104.86	21.26	54.67	28.46	74.81	57.31	91.01	22.8	61.66	22.67	60.11	80.5	97.5	67.78	84.59	65.31	59.03	32.28	37.66	14.14	84.48	45.49	62.63	70.41	85.23	90.24	10.82	41.44	23.43	64.9	9.22	33.02	89.0	45.45	65.12	88.68	81.39	18.38	38.0	34.48	59.2	22.02	39.05	24.19	31.06	63.03	31.3	39.0	58.83	56.08	80.95	35.38	85.0	19.24	58.83	76.69	73.98	9.22	84.21	84.48	18.03	11.18	15.23	25.0	34.13	51.31	93.65	32.45	58.31	72.42	22.56	68.15	92.02	72.24	46.14	79.48	48.83	55.01	38.18	33.12	26.02	82.22	86.37	58.31	25.06	85.38	79.25	33.3	57.38	40.72	96.77	77.9	33.24	83.24	55.32	48.92	81.6	97.86	74.41	74.01	35.61	62.03	72.37	89.63	65.0	65.8	78.49	35.23	99.3	16.4	94.02	84.4	31.38	48.37	18.03	76.92	66.71	65.19	85.63	62.01	52.81	94.37	82.01	30.89	90.71	9.06	76.94	71.51	50.04	62.17	94.92	44.82	47.43	59.36	47.41	
26.25	74.95	63.32	56.94	47.01	83.52	54.08	0.0	10.77	53.15	71.06	58.69	80.16	43.83	70.72	63.78	51.79	80.4	50.09	49.09	41.87	87.66	61.61	52.95	80.08	51.01	54.63	59.2	50.25	38.01	50.16	34.01	50.96	64.2	54.82	11.7	50.8	46.23	68.01	16.28	21.26	51.35	36.12	80.6	32.14	29.27	74.32	80.53	63.01	43.97	47.51	76.48	55.79	26.57	40.0	85.49	35.23	62.1	36.12	37.01	24.74	38.01	37.64	13.45	36.01	60.53	30.36	66.4	44.64	43.28	13.93	65.51	43.97	70.43	49.65	42.64	61.74	57.04	18.44	57.31	53.04	48.37	34.18	33.14	54.08	46.52	24.02	42.05	19.42	32.7	37.66	31.62	56.22	75.74	21.02	34.53	65.6	47.85	39.12	69.3	65.62	23.35	64.9	70.88	54.59	58.87	51.62	45.28	43.42	13.04	22.83	40.82	55.95	40.8	30.59	52.0	49.5	44.1	66.71	34.79	12.81	71.59	55.8	40.11	77.52	31.78	45.61	81.79	18.36	42.45	25.5	62.39	88.48	51.0	36.69	68.12	51.62	36.4	48.01	39.2	31.32	41.87	51.87	56.57	14.04	67.68	58.52	65.3	50.22	6.71	51.92	27.51	67.2	74.03	29.83	23.35	81.34	20.4	50.93	82.22	72.01	73.17	32.89	73.93	51.4	66.04	70.09	61.07	10.82	38.08	55.03	82.57	42.2	76.94	94.34	35.01	40.61	48.83	24.19	37.22	56.82	25.71	17.46	20.02	77.79	41.0	18.87	61.85	50.01	9.85	
21.1	66.64	63.07	46.32	39.22	77.28	43.32	10.77	0.0	44.6	67.36	54.01	77.47	33.42	61.07	54.41	41.3	76.03	47.8	38.6	32.76	89.04	52.84	48.0	79.71	41.11	56.04	62.97	40.36	35.17	48.08	23.26	45.18	57.87	54.56	1.0	46.01	36.07	68.48	26.63	11.66	41.05	46.53	71.56	28.86	28.65	75.47	73.05	66.47	33.24	36.89	78.24	55.46	35.36	37.36	86.61	25.0	56.32	26.93	41.4	25.61	48.26	27.59	20.62	26.17	56.04	39.32	70.01	44.78	49.24	23.02	60.13	36.24	61.29	39.2	48.76	54.41	53.6	28.0	59.67	58.01	37.74	28.07	23.02	51.66	35.78	14.87	50.0	16.16	34.71	47.1	40.45	46.01	66.22	11.4	34.0	55.32	40.52	29.83	59.55	61.01	13.0	56.36	64.78	50.04	59.68	43.46	50.77	33.24	19.24	33.54	43.84	45.28	47.42	41.23	42.19	39.12	33.6	56.59	27.46	14.14	72.95	47.01	38.28	73.01	21.02	45.65	80.65	29.07	37.01	36.25	55.54	79.76	43.32	29.15	58.0	54.49	45.4	44.91	30.08	42.06	46.4	43.38	52.04	5.0	70.77	58.59	56.04	53.76	13.15	46.17	38.28	70.71	70.46	36.25	15.26	74.46	30.0	56.3	75.71	67.03	70.61	25.81	76.22	41.11	68.77	69.46	51.87	10.05	27.46	55.57	76.3	42.06	75.29	85.88	32.28	51.2	52.35	14.04	47.68	46.14	35.06	28.23	18.36	71.39	51.66	15.23	54.82	46.87	8.06	
56.85	76.12	99.72	40.11	59.54	95.21	29.02	53.15	44.6	0.0	95.52	81.3	107.38	39.4	62.07	59.84	20.02	101.08	82.13	39.56	49.74	127.28	63.06	75.72	114.98	12.04	95.9	105.39	47.43	70.72	82.81	32.65	71.02	78.79	91.93	43.66	74.63	43.08	106.07	64.0	43.83	17.03	88.36	75.06	65.19	68.82	113.86	85.91	108.47	26.0	36.69	117.52	92.63	79.56	72.84	124.46	22.67	79.61	47.2	85.0	67.74	90.55	41.88	65.15	20.0	83.53	83.43	112.07	83.74	93.52	66.94	84.08	10.2	66.48	40.52	93.11	71.87	84.4	71.59	100.6	101.6	36.4	58.73	23.6	85.15	32.57	29.73	94.56	36.0	76.85	90.8	84.65	46.69	67.01	33.24	73.41	51.0	62.27	15.26	60.07	87.32	32.65	66.94	85.23	78.49	98.41	60.42	94.81	42.05	51.04	72.0	86.28	38.12	91.92	82.15	11.0	18.25	38.08	54.01	19.0	44.01	111.8	59.14	75.01	97.94	33.24	84.39	114.2	68.03	66.22	75.0	74.85	84.02	62.61	17.0	55.0	96.26	89.5	77.99	14.76	82.02	89.94	58.69	80.16	39.85	112.2	96.18	61.81	96.25	57.57	71.87	78.03	112.65	98.62	80.78	29.83	89.99	73.55	100.18	92.72	91.24	101.51	21.0	116.39	43.42	109.81	104.89	59.44	43.29	35.51	94.18	94.25	80.92	108.0	91.02	68.68	92.09	94.87	31.3	89.27	38.05	78.85	68.12	59.68	89.49	92.02	36.01	73.54	79.51	43.57	
