60
0.0	22.47	2.24	3.61	15.26	9.0	10.44	14.04	10.2	7.07	5.83	12.21	3.16	10.82	22.09	8.94	13.0	14.0	18.38	5.0	18.44	27.17	7.62	13.0	19.85	12.17	10.63	11.0	11.0	8.54	4.12	13.0	27.73	14.87	6.71	13.6	2.83	28.16	12.08	13.6	27.73	8.06	6.0	4.24	13.6	26.4	12.17	1.0	3.0	22.02	12.81	20.02	20.1	5.1	10.05	23.71	25.3	3.61	14.42	20.52	
22.47	0.0	20.88	18.97	17.89	27.02	18.11	29.73	23.09	20.02	18.25	11.05	20.12	22.67	10.05	23.35	21.59	21.84	22.47	18.44	23.77	12.53	18.03	9.49	7.81	23.35	13.04	21.21	28.32	18.0	20.4	16.49	20.4	10.2	22.8	27.02	25.08	6.0	10.44	13.34	5.66	15.81	25.24	21.1	23.02	4.24	30.48	21.54	19.7	7.07	13.15	7.07	10.05	20.22	14.21	3.0	3.0	20.59	13.6	8.49	
2.24	20.88	0.0	2.0	15.62	11.05	8.25	16.0	8.54	5.0	3.61	10.3	3.61	12.08	21.38	10.44	11.05	12.04	19.21	2.83	19.42	26.48	5.39	11.4	17.8	10.44	8.6	9.06	13.04	6.32	2.0	10.77	27.78	12.81	8.25	15.3	5.0	26.68	10.44	11.4	26.0	7.62	8.06	5.39	14.76	24.7	14.32	2.0	2.83	21.02	10.63	19.03	19.42	3.0	9.49	21.93	23.77	4.47	12.21	18.44	
3.61	18.97	2.0	0.0	14.14	11.4	8.0	16.12	9.43	5.39	3.0	8.6	3.0	11.4	19.42	10.05	11.4	12.37	18.03	2.0	18.36	24.52	5.0	9.49	16.28	11.18	7.07	9.49	13.34	6.0	2.83	10.2	26.08	11.31	8.0	15.03	6.4	24.74	8.54	10.3	24.17	5.83	8.54	5.0	13.93	22.85	14.87	2.83	2.0	19.03	9.43	17.03	17.46	3.61	7.62	20.12	21.84	4.0	11.18	16.97	
15.26	17.89	15.62	14.14	0.0	13.04	20.59	13.42	23.43	19.21	16.4	15.3	12.21	7.07	10.82	9.0	24.7	25.55	5.0	15.62	6.08	14.87	18.03	13.04	21.1	25.0	15.81	23.02	13.34	18.87	16.97	21.54	12.65	18.11	10.2	10.3	16.16	21.26	13.15	19.65	23.32	8.6	13.15	11.18	5.83	21.95	15.52	14.42	12.81	12.73	18.68	11.4	9.22	17.69	7.62	20.62	19.42	11.66	20.62	22.09	
9.0	27.02	11.05	11.4	13.04	0.0	19.24	5.1	19.1	16.03	14.32	18.87	8.54	6.0	23.09	4.12	22.0	23.0	13.6	13.34	13.0	27.66	16.28	18.44	26.63	21.1	17.89	20.0	2.0	17.26	13.04	21.59	25.18	21.95	4.24	5.66	7.28	31.91	17.8	21.54	32.65	11.31	3.0	6.71	8.25	31.24	3.61	9.06	9.49	24.17	20.62	22.36	21.19	14.04	12.81	29.0	29.41	7.62	22.47	27.46	
10.44	18.11	8.25	8.0	20.59	19.24	0.0	24.08	5.0	3.61	5.0	7.62	11.0	19.24	22.47	18.03	4.24	5.0	25.08	6.0	25.63	27.29	3.0	10.3	12.37	5.39	5.83	3.16	21.21	2.0	6.32	2.83	31.11	8.0	16.0	23.02	13.0	24.08	9.43	5.1	22.09	12.08	16.28	13.0	21.59	21.02	22.56	10.2	10.0	21.02	5.0	19.24	20.81	5.39	13.04	18.03	21.1	12.0	5.39	12.65	
14.04	29.73	16.0	16.12	13.42	5.1	24.08	0.0	24.19	21.0	19.1	22.85	13.15	7.07	24.19	6.71	27.02	28.02	12.04	18.11	11.0	28.23	21.1	21.95	30.41	26.17	22.14	25.02	3.16	22.09	18.0	26.31	24.08	26.0	8.25	3.16	12.37	34.06	21.47	25.96	35.38	14.76	8.06	11.18	7.62	33.97	3.61	14.0	14.14	25.81	25.0	24.21	22.47	19.0	15.81	32.02	31.83	12.17	26.93	31.3	
10.2	23.09	8.54	9.43	23.43	19.1	5.0	24.19	0.0	4.24	7.07	12.37	12.08	20.62	26.83	18.97	3.61	4.47	27.46	7.81	27.78	31.78	5.83	14.87	17.26	2.0	10.44	2.24	21.1	5.39	6.71	7.28	34.83	13.0	16.76	23.77	12.0	29.07	13.93	10.05	27.07	14.87	16.12	13.93	23.26	26.02	22.0	10.44	11.18	25.63	10.0	23.77	25.06	5.83	16.28	23.02	26.08	13.0	10.2	17.46	
7.07	20.02	5.0	5.39	19.21	16.03	3.61	21.0	4.24	0.0	2.83	9.0	8.25	16.76	22.85	15.3	6.08	7.07	23.32	3.61	23.71	27.86	2.0	11.18	15.23	5.83	7.0	4.12	18.03	2.24	3.0	6.4	30.61	10.44	13.15	20.22	9.49	26.02	10.2	8.06	24.52	10.63	13.04	10.2	19.31	23.35	19.24	7.0	7.28	21.84	7.62	19.92	21.02	2.0	12.04	20.4	23.02	9.22	8.6	15.65	
