250
0.0	86.98	97.05	70.6	74.85	117.65	17.03	61.33	66.76	44.28	43.19	21.95	81.94	67.23	47.85	14.87	29.07	26.08	27.8	72.28	28.65	65.76	74.09	86.09	58.25	108.76	120.15	64.54	29.97	32.28	90.08	33.0	39.85	84.4	109.2	83.68	60.17	82.86	44.41	72.01	21.38	108.24	88.84	62.24	111.16	84.29	71.34	26.08	87.02	46.24	29.15	109.27	86.41	60.83	95.88	74.33	19.31	98.49	59.01	87.64	86.98	107.49	110.22	95.63	87.32	39.05	100.62	87.97	20.81	85.49	89.0	111.31	40.79	12.17	85.15	32.39	49.5	44.82	84.17	73.44	71.78	72.2	90.55	22.8	95.48	32.02	41.04	73.0	84.17	66.75	65.19	29.02	66.22	26.93	84.72	105.72	20.62	75.47	67.62	35.69	73.76	25.71	72.18	17.46	74.71	136.95	105.08	35.51	77.49	95.26	109.02	87.09	27.46	43.01	13.04	15.0	123.71	83.01	85.48	59.3	116.0	42.72	114.48	97.02	105.69	71.06	119.97	82.35	55.57	62.64	117.41	48.38	90.14	127.63	84.17	56.44	106.71	54.2	31.11	25.55	97.74	40.79	45.31	67.42	53.71	82.76	53.82	83.0	84.91	82.15	1.41	110.54	43.29	65.01	116.85	54.64	24.35	80.45	8.6	98.84	111.99	98.01	23.09	20.12	125.26	105.89	17.46	35.11	114.98	44.92	38.47	76.06	18.03	79.65	84.65	78.11	91.92	89.81	75.45	5.0	46.65	64.12	19.24	72.11	66.53	81.4	76.22	95.82	68.12	78.39	25.08	90.97	103.41	82.3	52.43	58.83	81.32	126.76	77.08	90.09	18.11	47.01	80.71	70.26	39.82	86.45	92.03	28.18	112.15	43.01	5.39	84.93	117.05	30.02	28.07	35.36	92.65	111.32	21.1	51.42	50.93	57.43	47.04	84.21	18.97	90.82	35.36	82.46	99.72	67.12	100.44	75.8	54.04	95.02	94.51	68.88	105.68	90.55	89.69	29.61	26.25	109.59	111.13	50.25	86.65	74.46	87.56	106.83	78.16	21.63	
86.98	0.0	17.46	47.43	56.75	70.77	84.48	27.02	20.25	44.29	54.33	65.73	59.54	21.0	76.92	87.66	97.91	85.0	74.63	78.49	70.46	25.5	14.04	61.85	35.69	33.24	48.92	47.01	87.8	93.41	61.0	83.29	58.9	46.01	40.2	47.04	74.25	4.12	43.83	59.77	91.92	21.38	21.19	65.76	28.79	19.03	35.11	72.95	28.28	58.73	58.69	30.46	9.85	61.72	66.89	89.89	76.42	13.6	36.12	1.41	55.01	22.2	25.32	19.21	56.01	107.0	17.89	39.2	83.01	70.77	26.68	28.46	54.82	89.47	85.7	55.15	48.84	72.25	89.5	20.59	15.3	51.22	45.18	69.46	42.38	57.71	78.49	27.86	40.0	83.24	27.66	60.37	47.01	60.17	9.0	49.66	66.48	23.6	21.02	76.53	47.54	61.35	40.8	69.64	62.48	54.49	31.11	77.52	76.84	71.28	41.11	6.32	72.67	48.01	92.61	83.19	37.12	25.0	64.54	40.0	42.01	59.41	28.07	42.06	31.58	45.22	33.62	11.31	59.24	24.35	44.64	55.23	49.74	46.4	85.04	33.02	23.09	71.28	61.13	70.11	12.37	46.62	59.41	69.64	65.19	12.04	69.07	100.69	59.67	31.02	87.64	57.87	79.83	32.45	52.15	68.51	68.96	54.49	78.85	18.03	54.2	21.21	81.06	86.09	59.68	41.01	79.51	92.31	29.0	55.87	49.65	24.04	83.73	62.94	5.1	75.29	39.81	41.59	27.02	85.44	60.64	29.07	91.79	98.41	44.42	29.21	31.14	56.57	33.54	12.08	62.1	25.0	60.88	33.02	40.2	65.86	41.23	45.8	57.27	40.45	95.71	60.21	55.9	58.19	81.32	63.25	56.14	59.44	29.73	57.31	82.87	44.0	66.64	100.96	85.02	57.14	24.52	58.6	81.15	50.33	46.87	32.2	87.56	32.02	77.41	6.32	99.02	9.22	44.38	96.18	50.29	17.0	72.67	22.02	21.02	21.21	43.91	20.62	75.17	62.77	60.73	26.4	56.57	46.69	54.01	69.81	47.04	40.01	48.66	75.29	
97.05	17.46	0.0	64.85	74.22	85.44	91.76	35.85	33.24	57.38	59.03	75.15	76.94	30.23	78.1	99.86	111.4	90.61	88.46	74.09	84.22	31.38	24.08	53.01	40.26	15.81	59.08	45.4	101.86	107.52	78.1	87.57	73.66	63.2	23.0	64.28	72.57	19.7	56.73	77.2	104.81	21.4	11.4	63.56	35.47	36.12	52.5	86.45	45.0	74.4	70.46	13.6	11.31	60.02	55.87	85.8	83.82	22.85	52.15	18.25	72.17	26.91	29.7	32.98	73.17	121.02	27.73	56.0	96.05	62.68	43.05	34.71	69.35	101.24	78.89	66.85	52.61	88.01	83.24	37.7	27.59	46.49	33.97	77.16	29.21	70.43	93.86	45.22	57.14	80.36	43.91	72.8	64.26	70.24	26.31	64.29	76.48	23.19	29.68	80.4	65.0	72.2	58.24	79.61	56.86	40.22	42.95	81.39	71.11	60.83	24.02	12.53	86.37	55.03	104.31	95.44	29.0	42.19	56.04	56.44	51.87	74.65	28.3	57.71	14.14	62.64	25.0	15.0	59.21	36.8	27.2	71.03	38.95	31.24	78.39	47.51	30.0	87.82	68.31	76.92	21.54	58.6	75.0	66.1	65.28	14.42	85.59	95.75	51.04	48.26	97.51	42.38	82.0	49.19	35.0	85.09	81.84	47.01	88.57	2.0	68.01	4.12	87.32	99.02	42.3	24.52	86.98	106.78	30.23	71.22	58.6	41.48	96.4	55.95	22.56	69.32	56.14	30.48	25.0	96.25	63.07	45.28	104.4	95.51	42.43	22.8	27.29	73.11	50.7	19.21	72.01	13.04	76.79	50.25	45.88	82.73	33.54	30.48	74.73	57.04	107.9	76.03	48.37	75.58	96.54	54.41	73.0	68.88	36.12	72.47	93.54	61.13	80.96	114.34	90.26	70.77	11.4	73.08	87.8	66.29	50.64	46.86	89.09	49.09	84.77	11.18	113.17	15.56	30.02	94.11	65.92	34.18	89.19	7.07	6.4	37.22	57.87	9.49	66.4	75.93	71.2	12.65	40.8	50.8	71.18	64.47	64.03	23.19	66.1	88.24	
70.6	47.43	64.85	0.0	10.05	47.42	77.83	45.61	38.21	33.94	64.2	57.45	15.65	45.4	88.53	63.2	66.75	83.22	46.04	102.08	43.29	50.99	46.01	96.05	55.71	80.65	53.6	72.8	55.58	60.21	21.93	85.6	30.81	14.04	87.1	13.15	92.91	45.35	34.66	12.37	64.03	60.8	65.49	87.32	54.67	30.53	12.37	46.27	25.5	25.08	44.78	77.83	55.11	83.24	103.94	111.22	71.34	49.65	20.12	46.82	17.2	55.97	57.28	40.36	17.8	72.8	48.27	19.92	56.04	102.46	28.32	55.32	30.08	66.37	113.16	43.27	63.29	34.21	115.41	27.46	42.0	80.96	85.21	65.46	85.01	40.25	41.48	19.65	15.81	102.9	24.19	42.95	4.47	51.87	39.0	36.0	55.95	59.14	46.39	81.47	3.16	49.74	6.71	58.14	91.18	99.64	43.57	82.22	103.32	106.96	87.86	52.63	45.18	55.0	69.26	59.41	78.41	25.0	97.8	15.81	51.62	28.28	63.7	28.44	78.85	2.24	76.03	53.46	78.03	37.85	92.05	22.36	88.57	92.59	112.26	28.64	53.04	28.65	61.62	68.6	49.93	38.9	26.08	93.06	82.1	54.45	26.83	122.59	93.86	19.8	71.84	102.12	88.39	18.25	98.84	25.94	46.32	87.8	65.55	65.46	42.05	68.41	78.23	59.01	106.73	87.13	73.43	57.72	62.94	25.71	50.25	23.41	58.14	93.92	42.38	102.46	23.77	82.1	62.29	66.71	73.6	23.35	65.0	116.04	71.78	68.07	66.48	25.5	15.0	50.16	53.54	69.46	33.11	18.44	55.01	21.63	77.78	92.13	11.4	21.59	70.01	25.0	89.02	10.77	44.64	97.27	21.95	53.6	55.44	27.66	65.25	15.03	46.49	69.87	84.31	35.85	69.72	40.79	77.18	19.31	62.27	28.23	96.21	20.62	72.2	53.76	65.0	51.62	88.09	112.16	30.15	30.81	30.02	68.45	67.47	30.0	37.66	65.76	107.52	41.11	50.77	72.92	101.24	61.4	16.64	96.66	17.12	86.49	7.62	50.49	
74.85	56.75	74.22	10.05	0.0	43.17	83.76	55.54	48.26	42.2	72.95	64.03	7.21	55.44	96.83	65.73	67.0	89.81	48.51	111.36	46.49	61.0	56.0	105.99	65.46	89.99	55.95	82.54	56.04	60.03	15.23	92.76	35.36	15.81	96.69	14.42	101.87	54.92	43.01	4.47	65.49	68.6	75.33	96.6	60.88	39.0	22.09	49.34	32.45	28.64	51.22	86.98	64.78	92.57	113.95	120.22	77.8	57.71	29.73	56.04	13.0	63.25	64.2	47.71	13.04	71.7	55.76	24.08	58.25	112.27	35.23	61.62	35.81	69.12	122.65	50.25	72.47	34.01	124.78	37.22	52.01	90.8	95.26	72.35	95.0	46.4	41.01	29.27	20.52	111.83	34.23	48.83	13.0	58.8	48.08	36.4	62.2	69.18	56.44	89.11	9.22	56.22	16.12	64.07	100.9	107.82	48.84	89.81	112.81	116.93	97.49	62.17	48.08	63.81	71.81	62.36	85.98	33.11	107.7	25.08	55.23	32.2	70.8	30.89	88.29	12.0	83.86	63.29	87.24	47.85	101.39	26.93	98.62	101.13	121.74	38.28	60.0	26.31	69.35	75.74	58.14	47.01	29.55	102.42	91.07	64.28	25.08	131.55	103.81	27.29	76.16	112.07	96.33	28.28	108.5	24.08	50.57	97.74	70.71	74.73	41.77	77.88	84.81	61.0	116.3	96.88	79.63	57.14	69.81	30.53	58.6	32.76	60.64	103.74	51.66	112.0	27.2	92.14	72.34	70.58	82.38	33.38	66.75	124.62	81.61	78.1	76.53	22.02	25.02	60.07	60.31	79.31	29.27	25.55	64.47	19.1	87.82	100.72	2.24	25.0	71.85	27.86	98.95	5.0	44.05	107.2	18.03	60.83	61.55	32.25	69.46	17.8	43.29	70.01	91.05	41.62	79.51	39.05	83.6	25.5	71.55	37.95	104.0	27.46	78.6	63.06	64.28	61.4	98.05	120.6	29.83	40.45	27.46	78.09	77.1	40.01	39.81	75.54	117.34	46.14	57.49	81.71	111.16	70.66	13.04	106.23	17.89	96.18	9.22	53.76	
117.65	70.77	85.44	47.42	43.17	0.0	125.22	84.39	74.65	80.16	108.47	104.71	36.5	81.4	133.42	108.91	109.46	130.36	91.68	143.28	89.56	87.8	78.23	131.37	95.67	98.84	34.21	111.83	98.73	102.31	28.28	132.31	77.83	34.67	107.71	34.99	135.77	71.55	80.71	46.69	108.5	69.35	91.92	128.89	55.01	53.34	51.22	92.44	44.1	71.47	92.13	94.37	80.62	124.65	137.31	153.57	118.6	62.82	64.4	69.46	30.68	62.29	61.07	52.5	30.36	113.0	58.25	35.38	101.41	139.52	44.78	56.01	77.47	112.29	152.8	90.43	106.08	76.79	155.86	60.44	75.45	118.46	115.87	112.51	113.09	87.66	83.49	54.45	37.54	145.69	63.66	90.38	51.89	98.98	62.61	21.19	103.31	91.92	82.2	127.64	44.28	97.06	47.71	105.55	129.62	105.39	43.42	128.46	143.22	141.42	108.91	77.08	91.21	99.36	114.98	105.51	82.15	48.83	133.78	61.59	39.32	74.95	67.0	29.15	98.49	47.41	82.01	81.39	120.24	76.49	109.18	69.29	120.3	102.0	152.0	71.7	58.31	68.26	107.9	115.43	64.03	85.15	72.42	134.06	125.16	82.29	67.48	164.94	129.14	44.69	118.93	127.78	134.01	59.67	119.44	66.48	93.3	123.49	112.92	84.9	18.03	89.56	125.4	104.14	125.45	109.9	120.77	99.18	65.01	72.8	95.8	54.67	103.81	131.19	66.64	142.0	32.8	112.31	95.52	113.53	117.52	63.7	109.84	159.83	110.0	99.3	99.98	21.93	55.44	80.13	100.72	95.63	14.32	43.19	96.88	61.52	111.02	102.0	41.0	33.3	114.93	70.88	124.87	48.05	86.37	132.74	25.63	100.5	55.0	74.67	112.27	35.0	5.1	112.36	131.37	83.26	94.92	12.37	124.42	66.71	104.65	70.94	142.0	42.64	119.47	75.61	106.08	79.16	114.83	156.4	21.4	61.61	69.18	91.71	90.76	65.95	27.66	91.18	144.27	88.39	98.01	86.83	126.24	103.95	31.02	136.21	31.62	108.42	39.81	96.84	
17.03	84.48	91.76	77.83	83.76	125.22	0.0	57.56	65.03	46.57	33.54	20.88	90.97	63.64	31.62	31.58	46.1	9.06	41.05	56.3	40.46	60.64	70.71	72.62	51.55	101.64	123.17	53.6	46.17	49.03	98.79	16.03	48.6	90.87	100.72	90.38	44.38	80.4	46.32	81.61	38.33	105.8	82.28	47.71	111.0	85.59	75.89	38.6	90.03	55.61	33.11	102.88	82.0	47.01	82.2	57.56	8.06	97.13	62.64	85.38	94.89	106.17	109.11	96.19	95.38	56.01	100.0	92.97	36.4	70.83	91.59	111.0	48.02	29.15	68.96	35.11	40.25	57.63	67.68	74.55	69.26	60.14	79.81	15.03	85.45	37.59	55.23	75.93	89.54	50.22	67.08	34.99	73.36	26.93	84.0	111.0	21.93	68.95	63.79	19.7	80.95	28.23	78.0	19.72	60.8	130.55	106.79	19.31	61.85	80.99	100.34	83.36	40.0	36.88	30.0	30.68	119.85	85.51	71.61	64.26	118.23	52.01	112.54	101.83	98.49	77.82	115.95	77.88	42.45	61.01	109.18	56.86	78.64	121.08	68.01	57.87	106.02	66.6	23.54	14.87	96.19	41.98	54.82	52.35	39.41	78.1	65.8	66.01	71.7	85.87	16.0	99.16	26.68	68.41	107.07	66.48	34.66	67.9	14.42	93.68	117.32	92.03	6.71	36.4	115.21	96.9	5.0	51.66	113.36	53.25	35.01	78.26	33.84	65.8	83.1	62.65	96.77	79.63	68.15	21.38	33.97	66.29	36.22	55.08	56.04	73.35	67.98	103.31	72.12	74.33	25.0	83.77	110.91	86.4	45.88	70.04	71.03	120.15	85.98	95.19	35.01	56.85	67.94	79.63	54.59	72.8	99.76	26.31	112.0	51.61	19.92	91.0	123.98	47.0	11.05	42.19	85.62	117.55	5.0	58.67	42.05	58.86	30.02	88.06	7.07	87.3	52.35	78.45	89.63	50.09	106.4	76.24	66.71	88.6	88.26	69.26	109.9	84.15	74.71	37.8	27.51	104.4	100.0	41.63	94.41	59.54	94.02	98.11	85.42	34.67	
61.33	27.02	35.85	45.61	55.54	84.39	57.56	0.0	10.0	23.32	27.89	39.56	61.03	6.08	51.89	64.2	76.37	58.01	54.04	58.9	49.82	6.32	13.15	50.45	11.31	48.84	71.11	27.78	67.48	73.11	65.8	56.57	41.15	51.97	51.4	52.35	51.86	23.0	22.47	56.72	69.43	48.26	29.0	44.55	54.74	33.29	35.34	51.74	41.11	43.97	34.83	48.6	25.08	40.31	58.55	69.3	49.5	40.11	26.17	28.0	59.93	49.04	52.09	41.44	60.84	86.37	43.57	49.04	60.83	57.01	41.4	54.59	36.67	65.46	68.8	31.24	23.26	57.01	71.61	24.04	12.17	35.47	41.44	42.58	43.01	35.38	61.72	30.23	47.43	61.62	21.93	37.48	42.76	34.44	28.16	65.12	40.72	17.0	6.32	50.01	47.43	36.36	40.85	43.86	46.07	76.01	53.31	50.99	59.08	61.39	51.61	25.96	51.86	21.0	68.51	59.82	62.64	36.12	52.2	31.14	65.0	43.08	55.08	55.87	45.97	43.97	58.82	21.02	36.24	8.06	58.8	41.23	44.05	66.85	67.96	18.0	49.37	59.44	34.13	43.1	39.05	23.35	44.27	49.68	41.62	21.47	57.27	80.62	48.27	39.7	61.85	60.44	54.08	27.51	61.4	57.07	46.67	42.2	52.92	37.59	70.94	37.2	54.04	63.7	69.97	49.4	52.61	72.8	56.01	40.16	23.09	29.73	60.96	48.47	26.31	57.98	51.66	38.83	18.97	60.42	35.34	22.47	68.88	76.22	26.4	25.63	22.36	65.19	31.38	17.09	36.25	32.02	71.61	41.23	13.93	56.32	33.02	66.03	57.01	51.09	72.2	45.88	43.42	54.59	64.01	51.66	63.13	33.24	55.73	40.85	57.71	50.77	81.34	79.21	58.08	36.62	33.3	73.54	54.15	37.48	21.47	18.03	62.03	41.77	50.49	29.83	78.75	21.19	46.82	73.24	63.03	23.6	60.64	34.71	34.06	18.44	61.4	30.41	62.03	41.11	35.36	48.3	60.08	21.02	59.03	52.15	54.38	49.65	50.7	53.04	
66.76	20.25	33.24	38.21	48.26	74.65	65.03	10.0	0.0	24.41	37.34	45.71	53.15	7.28	61.72	67.6	78.41	66.37	55.32	68.68	51.09	13.42	9.43	58.52	21.26	48.01	61.33	37.2	68.68	74.33	57.25	65.51	40.46	42.95	52.33	43.46	61.85	16.16	23.85	50.01	72.11	41.48	29.55	54.45	46.1	23.32	26.93	53.41	31.14	41.68	38.48	46.75	21.93	50.21	65.97	79.21	57.01	32.14	20.62	20.88	51.26	41.19	44.1	32.02	52.2	87.86	35.01	39.41	63.25	65.74	31.4	46.04	36.12	69.32	78.24	34.93	33.12	55.23	81.22	14.21	5.66	44.29	47.04	50.01	47.27	37.74	60.8	21.02	38.08	71.59	14.04	40.31	36.0	40.02	19.1	55.17	46.32	21.0	8.25	59.2	39.62	41.11	32.76	49.48	55.23	73.11	43.66	60.17	68.6	69.26	52.8	21.4	53.26	29.61	72.45	63.13	57.27	26.17	60.54	25.5	55.36	41.62	47.85	45.97	45.49	36.35	53.67	18.6	46.23	4.12	58.83	38.47	50.36	64.38	77.42	14.42	41.0	56.08	42.11	51.09	31.26	26.4	42.19	59.46	51.61	19.42	53.85	90.51	56.3	30.0	67.45	64.63	63.69	20.02	63.32	53.49	49.09	50.33	58.69	34.66	60.96	35.61	62.13	66.29	71.69	51.26	60.03	73.54	48.51	38.28	30.02	20.0	63.81	57.25	18.11	67.42	41.87	44.0	24.08	65.19	45.18	15.0	71.87	86.21	35.51	30.02	28.28	55.95	23.35	14.42	41.98	33.24	62.13	31.62	23.71	51.92	39.62	63.66	49.5	41.4	75.66	43.42	51.62	48.0	63.41	59.81	54.13	39.46	47.1	39.41	62.63	41.59	71.51	81.4	66.61	37.64	34.01	63.66	62.03	34.01	31.38	13.89	71.69	32.02	58.01	24.7	79.98	17.69	50.64	83.23	53.26	13.6	57.38	34.13	33.29	8.94	51.4	30.41	70.68	43.01	40.52	44.82	63.95	30.89	50.33	61.61	45.18	51.08	42.45	55.47	
44.28	44.29	57.38	33.94	42.2	80.16	46.57	23.32	24.41	0.0	30.89	25.71	49.04	27.66	54.67	43.38	54.04	50.57	31.11	70.01	26.87	29.53	33.3	69.0	28.28	71.51	76.79	44.05	44.55	50.21	55.87	52.15	18.03	45.49	74.63	45.22	59.94	40.31	1.0	41.68	47.71	65.0	52.01	55.36	66.91	40.05	29.55	29.07	43.57	22.02	15.13	70.72	46.1	51.55	78.1	78.29	39.22	54.71	16.16	44.72	50.99	63.6	66.22	51.35	51.66	63.66	56.52	46.62	38.83	73.55	45.28	67.08	13.6	45.31	81.91	12.0	31.32	34.21	83.57	29.15	30.0	53.01	63.6	32.7	65.92	13.42	38.48	29.43	43.38	69.84	21.0	16.16	29.73	19.65	40.8	64.62	25.18	40.31	28.43	47.63	36.8	19.03	32.45	28.07	61.66	97.45	61.01	48.41	72.12	80.01	74.89	45.8	29.0	21.93	48.47	38.91	81.41	39.2	70.06	18.6	72.17	20.4	70.84	55.36	68.77	33.3	77.9	42.45	45.88	20.62	81.84	20.1	65.51	88.62	80.96	12.17	62.59	38.01	27.8	35.36	54.08	5.0	22.09	61.35	49.19	43.14	36.0	89.55	67.01	39.29	45.18	83.22	54.45	21.84	84.72	36.01	24.7	61.03	37.0	58.9	70.94	59.4	45.69	41.88	93.3	72.72	41.76	49.68	71.17	18.03	16.4	32.06	39.45	65.28	41.23	71.57	50.33	61.35	42.05	41.98	40.31	20.02	47.51	82.42	44.01	48.75	44.94	58.6	25.63	38.21	21.59	55.22	66.03	39.85	25.02	36.5	54.57	87.86	44.2	48.85	51.43	24.02	62.01	39.45	40.71	70.01	55.44	20.62	67.9	18.25	39.62	45.28	78.39	57.01	51.43	13.45	56.4	71.55	44.94	18.03	30.81	13.15	62.29	41.48	40.16	49.09	55.87	41.87	69.86	78.41	60.37	31.58	39.05	57.38	56.64	24.74	63.32	53.26	78.64	18.6	19.24	69.2	83.01	29.83	50.33	65.97	48.55	72.95	41.11	31.06	
