95
0.0	29.27	4.0	14.32	24.41	9.0	18.36	24.19	8.94	20.0	30.59	17.2	29.41	19.7	19.72	21.63	37.58	6.71	14.14	20.25	15.23	37.59	18.44	8.06	22.2	8.06	21.93	34.21	13.42	34.71	30.08	39.82	7.62	27.51	19.03	13.6	5.39	15.65	26.87	15.0	11.05	31.3	5.0	25.96	39.96	16.12	18.36	22.14	6.08	26.4	26.02	27.73	12.37	10.05	23.77	16.28	34.23	37.58	35.47	24.19	22.36	36.07	22.02	14.42	36.06	12.04	4.12	21.54	13.0	37.44	31.14	33.94	8.49	21.54	26.68	30.41	18.38	14.87	13.93	25.06	6.4	33.62	19.31	25.3	13.42	27.0	34.13	15.3	16.28	12.08	12.65	31.24	32.14	28.84	12.37	
29.27	0.0	25.32	16.55	28.3	20.4	42.94	44.38	27.73	9.85	2.24	16.16	13.93	30.41	13.42	27.8	13.0	35.69	39.46	42.06	15.13	14.56	11.0	34.79	21.26	36.0	15.81	17.12	38.48	27.17	15.03	29.07	28.23	5.83	33.54	16.0	28.46	15.3	25.08	25.61	33.54	18.03	27.2	36.4	25.5	33.6	28.28	43.83	23.19	21.54	5.83	16.49	41.01	19.65	11.66	32.8	5.0	20.62	9.85	17.89	16.64	29.15	25.81	40.31	9.43	34.0	33.14	9.85	37.58	25.08	28.16	28.44	25.08	40.31	3.61	9.06	38.28	17.49	18.36	17.46	34.21	21.0	11.4	46.4	41.05	4.47	14.0	14.04	28.64	20.12	41.77	29.41	3.16	30.87	32.98	
4.0	25.32	0.0	10.44	22.36	5.0	20.62	26.4	8.0	16.0	26.68	14.14	26.25	18.44	16.4	19.7	34.0	10.44	17.2	22.67	11.66	34.13	14.56	10.63	20.12	11.7	18.36	31.14	15.62	31.83	26.4	36.8	7.07	23.77	19.65	9.85	5.39	12.21	24.21	13.0	12.08	27.78	4.12	25.18	36.62	16.12	16.76	23.71	2.24	23.35	22.02	24.19	16.28	6.08	19.92	16.03	30.27	34.0	31.78	20.81	18.87	33.3	19.72	16.97	32.31	13.0	8.06	17.89	15.0	34.21	28.6	31.24	6.32	23.32	22.8	26.48	20.25	11.18	10.3	21.63	9.43	30.23	15.65	26.83	17.09	23.0	30.81	11.4	16.03	8.6	16.49	28.84	28.16	26.83	13.89	
14.32	16.55	10.44	0.0	17.0	5.83	26.42	35.38	11.18	6.71	18.36	13.0	22.36	16.16	13.34	15.13	27.59	20.0	27.29	32.02	9.0	28.32	8.06	18.44	21.02	22.14	8.49	27.29	21.93	23.32	16.12	27.8	11.7	16.97	26.63	7.07	12.17	10.0	16.76	10.3	17.0	17.8	11.05	23.09	26.91	17.69	13.93	27.66	8.94	14.76	12.17	14.21	26.68	4.47	9.49	17.03	21.19	23.85	24.84	11.4	9.22	25.06	14.0	23.77	25.0	17.49	18.44	12.53	21.02	24.76	21.19	23.26	8.54	31.83	15.0	16.12	29.0	2.0	2.24	12.04	18.11	20.52	10.77	30.41	27.51	13.34	25.81	6.08	21.95	3.61	26.02	21.84	18.97	21.1	22.67	
24.41	28.3	22.36	17.0	0.0	20.62	23.35	48.55	15.62	20.88	30.53	30.0	38.33	6.32	30.15	2.83	41.18	26.25	38.42	44.65	26.0	42.49	24.33	22.2	38.01	31.89	12.53	43.01	21.54	12.37	16.64	17.72	17.03	31.38	41.79	24.02	19.21	27.0	5.1	9.43	17.49	15.23	19.42	8.6	20.02	12.65	6.4	21.02	22.47	8.06	22.47	13.6	34.71	19.42	16.64	11.7	31.24	20.4	38.08	10.63	11.66	13.0	3.0	23.41	37.74	17.0	27.66	28.64	20.62	17.03	7.62	10.77	16.12	45.65	28.64	21.93	42.54	15.0	15.03	11.31	23.43	15.3	27.29	22.36	36.77	23.85	40.85	23.02	37.64	15.3	30.53	7.21	29.21	4.47	36.24	
9.0	20.4	5.0	5.83	20.62	0.0	24.08	29.7	9.43	11.0	21.84	11.18	22.67	18.03	12.81	18.25	29.68	15.3	21.47	26.25	7.81	30.0	9.85	14.76	18.44	16.49	14.21	27.66	19.21	28.6	21.95	33.3	9.22	19.24	21.47	5.66	8.6	8.6	21.47	12.0	14.87	23.6	7.21	25.08	32.65	17.46	16.0	26.4	3.16	20.0	17.03	20.0	21.21	1.41	15.23	17.09	25.32	29.68	27.29	16.97	14.87	30.23	17.72	20.81	27.73	15.62	13.04	13.6	18.44	30.41	25.94	28.3	6.71	26.25	18.03	21.59	23.35	7.07	6.4	17.69	13.93	26.25	11.4	29.41	21.84	18.0	26.91	6.71	17.09	5.39	21.38	26.4	23.19	25.0	16.97	
18.36	42.94	20.62	26.42	23.35	24.08	0.0	37.12	15.26	33.12	44.78	34.71	46.67	17.12	36.77	21.1	53.6	13.34	26.02	33.06	31.83	54.04	33.6	10.3	40.5	20.1	29.83	51.62	5.0	35.69	37.34	41.0	15.0	43.01	35.9	29.73	15.56	32.53	28.16	18.44	9.43	37.05	16.97	18.36	43.29	11.0	18.0	5.39	22.67	30.0	38.08	34.23	19.24	24.21	33.53	12.0	47.42	43.0	51.04	30.27	29.61	36.14	23.02	4.12	51.31	8.94	17.72	37.64	5.66	40.31	30.81	33.96	18.03	36.01	41.34	40.52	33.06	25.5	24.6	31.26	12.08	38.01	35.47	8.06	22.2	39.4	50.99	30.61	34.18	22.83	12.37	30.08	45.19	26.25	28.64	
24.19	44.38	26.4	35.38	48.55	29.7	37.12	0.0	33.12	38.28	44.6	28.23	36.22	43.83	31.02	45.79	46.27	24.74	11.18	4.12	30.02	45.1	34.48	29.12	25.18	17.72	43.86	39.0	33.54	58.14	51.22	62.97	31.76	39.85	11.18	30.23	29.53	29.53	50.61	39.12	33.84	53.15	29.15	49.77	62.29	39.56	42.54	42.3	26.91	49.58	43.91	49.58	18.0	31.11	44.2	39.92	49.04	59.03	45.71	46.67	44.55	59.67	46.04	33.24	46.87	34.79	21.54	34.54	33.73	60.11	55.0	57.63	32.45	4.12	40.85	49.4	6.4	36.77	36.07	47.38	27.2	55.9	33.11	45.18	15.0	44.29	41.11	32.45	15.81	34.71	25.0	55.22	47.54	53.0	12.73	
8.94	27.73	8.0	11.18	15.62	9.43	15.26	33.12	0.0	17.89	29.53	20.59	32.02	10.77	22.2	12.81	38.42	11.18	22.8	29.15	17.2	38.95	18.44	8.06	27.51	16.28	16.03	37.01	10.77	26.63	24.19	31.91	1.41	27.8	27.46	15.0	3.61	18.03	18.6	6.4	5.83	24.74	4.12	17.26	32.7	8.25	9.43	17.03	9.22	18.79	23.09	21.38	19.42	9.22	19.1	8.06	32.31	31.05	35.81	17.46	16.12	27.8	13.45	12.65	36.06	6.4	12.04	22.63	9.85	29.97	22.67	25.61	2.83	30.46	26.08	26.17	27.31	10.44	9.49	18.44	8.54	26.57	20.52	20.0	21.26	24.35	36.07	15.56	24.02	7.62	16.49	22.63	30.08	20.0	21.19	
20.0	9.85	16.0	6.71	20.88	11.0	33.12	38.28	17.89	0.0	11.66	11.66	17.46	21.63	10.44	19.7	21.26	26.17	31.62	35.36	8.49	22.2	4.47	25.0	19.31	27.29	9.0	22.14	28.64	23.77	13.6	27.31	18.38	10.82	28.32	8.06	18.68	9.22	19.03	16.28	23.71	16.12	17.46	28.18	25.24	24.08	19.42	34.21	14.04	16.03	6.08	13.0	32.14	10.05	6.71	23.35	14.56	21.26	18.38	12.04	10.0	25.71	18.03	30.46	18.44	24.19	24.02	8.0	27.73	23.71	23.02	24.33	15.23	34.41	8.49	11.18	31.91	7.81	8.6	12.17	24.52	19.24	7.28	36.88	32.56	7.0	20.12	5.83	23.35	10.3	32.25	24.0	12.37	24.33	25.94	
