170
0.0	41.48	27.29	34.93	27.66	32.53	42.45	59.55	43.19	50.33	41.48	32.7	39.6	15.03	38.01	21.84	16.12	40.5	36.14	37.34	7.81	36.77	29.07	26.68	37.22	15.26	34.41	42.0	17.46	17.12	26.42	52.43	48.47	36.06	34.99	28.44	45.28	14.42	34.67	44.29	42.52	26.83	40.0	11.18	39.82	40.05	39.81	18.38	27.59	16.0	26.93	31.89	17.89	24.04	18.03	48.84	26.93	24.19	44.82	41.11	26.0	21.54	42.95	35.9	25.96	40.01	27.02	22.2	23.35	37.22	9.9	33.24	41.23	54.45	8.54	49.04	45.25	40.79	51.62	44.38	15.23	15.65	39.22	28.18	28.16	51.22	25.08	39.82	24.84	35.85	42.2	30.61	28.79	26.17	40.31	36.88	6.71	37.64	35.85	30.81	32.7	35.51	14.42	37.58	9.0	36.67	51.86	45.22	38.9	60.11	29.21	19.42	28.28	16.03	24.08	28.07	32.25	27.66	32.25	40.11	41.3	42.06	13.04	50.61	31.06	40.61	12.08	21.19	22.83	10.0	33.97	26.93	30.61	10.3	21.1	27.07	57.31	41.4	28.3	37.95	36.06	16.28	51.87	18.97	17.8	46.14	46.23	33.96	36.24	18.25	39.66	30.81	26.17	13.93	33.84	40.52	17.46	28.23	38.6	38.95	38.63	40.11	35.11	36.12	22.36	13.34	22.83	34.18	19.03	13.04	
41.48	0.0	14.76	6.71	66.24	20.81	41.0	96.83	82.37	44.05	82.97	67.01	20.81	48.55	8.49	56.04	56.72	3.61	77.62	78.75	37.58	25.71	55.17	66.19	78.0	40.0	62.36	66.4	58.82	24.7	29.41	88.41	80.62	63.03	61.03	38.91	80.43	55.36	31.95	85.23	73.98	16.03	77.1	43.91	9.43	63.6	81.25	33.54	60.53	57.07	42.8	62.37	32.39	17.46	34.53	44.18	36.25	61.06	17.72	67.48	17.8	62.94	72.18	75.06	67.45	64.2	16.4	62.51	63.39	31.05	50.33	50.48	73.55	50.04	48.66	20.1	83.86	82.23	89.89	61.29	42.2	26.31	80.65	64.07	46.24	51.62	65.62	80.78	56.57	34.06	79.06	34.0	62.8	66.48	77.16	17.69	48.08	75.47	77.16	50.7	56.3	76.16	28.16	51.0	50.22	50.12	22.0	50.0	21.4	98.18	33.62	53.25	47.17	26.0	51.66	15.0	29.41	38.83	58.52	8.0	62.68	73.55	54.08	51.79	59.4	36.88	33.12	56.3	59.68	34.13	64.54	28.64	17.89	40.31	61.66	15.81	96.04	78.49	30.53	54.71	6.08	57.72	55.11	58.22	38.29	34.0	78.1	52.8	72.25	26.08	65.79	62.37	19.8	42.44	14.42	57.8	24.04	66.0	66.1	22.8	5.0	63.01	73.01	37.34	50.8	37.05	63.91	8.06	41.77	39.05	
27.29	14.76	0.0	8.06	51.48	19.42	33.24	82.2	67.6	38.6	68.66	52.5	24.02	33.84	14.76	41.4	43.05	14.87	63.35	64.29	22.85	19.31	41.4	53.04	63.32	25.5	52.77	53.34	44.38	10.2	17.46	73.88	66.53	49.41	51.97	32.56	65.95	40.8	23.09	70.58	63.69	8.54	62.43	29.15	17.0	50.61	67.08	23.85	49.34	43.19	29.97	52.0	22.47	5.0	24.7	38.08	29.73	46.32	25.3	54.08	4.12	48.51	58.41	62.13	53.15	51.11	3.0	49.01	50.0	23.54	35.74	38.08	62.97	44.38	35.01	29.15	69.12	68.07	75.17	49.65	27.66	13.34	66.22	49.41	38.42	44.28	52.04	66.13	45.54	31.78	64.4	23.19	48.27	53.01	65.12	20.02	33.73	60.75	62.64	42.8	47.71	61.47	15.52	39.56	36.22	38.6	31.78	41.01	24.0	83.49	22.36	38.6	39.2	11.4	37.54	2.24	26.4	26.57	49.24	13.04	50.09	59.46	39.56	44.18	45.45	29.43	18.36	41.62	44.94	21.38	54.23	23.02	15.3	25.55	48.04	2.0	81.3	63.82	19.24	42.72	10.63	43.57	47.04	45.04	24.08	29.97	67.78	45.45	60.42	11.4	56.94	48.08	7.07	27.8	15.03	45.88	10.0	53.46	56.82	25.02	13.45	50.12	60.53	28.0	40.31	25.63	49.34	9.43	31.76	27.51	
34.93	6.71	8.06	0.0	59.54	18.6	37.12	90.21	75.66	41.19	76.4	60.44	20.88	41.88	9.0	49.41	50.36	7.21	71.06	72.12	30.87	22.0	48.92	60.03	71.31	33.42	57.58	60.46	52.2	18.03	23.71	81.84	74.25	56.85	56.46	35.23	73.88	48.7	27.46	78.55	68.96	10.77	70.46	37.22	11.05	57.69	74.73	28.46	55.11	50.64	36.89	57.28	27.2	11.05	29.41	41.05	32.45	54.38	20.02	61.4	11.31	56.32	65.95	69.0	60.88	58.25	9.9	56.22	57.14	27.07	43.66	44.78	68.41	47.17	42.3	23.35	77.18	75.71	83.22	55.95	35.61	20.02	74.04	57.43	42.06	48.04	59.3	74.09	51.2	32.02	72.42	28.79	56.22	60.21	71.45	17.09	41.48	68.8	70.52	46.53	51.89	69.46	22.0	45.69	43.74	44.78	25.71	45.71	21.19	91.53	28.23	46.62	42.94	19.31	45.25	8.49	26.91	33.12	53.85	7.81	56.94	67.18	47.43	48.09	53.08	33.06	26.42	49.65	53.0	28.0	59.48	25.0	14.87	33.62	55.33	9.22	89.36	71.85	25.08	49.19	4.0	51.2	51.24	52.04	31.83	31.58	73.08	48.88	66.61	19.42	61.33	55.9	13.6	35.81	12.53	52.33	17.46	60.07	61.47	22.47	6.32	57.14	67.12	32.76	45.61	31.4	57.25	4.47	36.69	33.38	
27.66	66.24	51.48	59.54	0.0	60.14	49.65	31.89	16.12	57.27	24.17	10.3	67.21	18.03	64.4	12.0	23.09	66.04	20.81	18.79	28.84	52.47	21.54	28.16	14.14	27.2	49.04	27.66	14.14	41.88	41.77	25.06	24.0	21.93	51.0	54.13	18.68	14.32	47.04	21.0	50.96	53.41	12.53	22.36	66.4	27.59	24.7	45.49	40.05	21.1	32.06	45.1	45.22	49.65	44.94	55.32	53.24	6.0	72.18	25.0	48.75	13.15	22.85	33.62	15.65	26.87	50.09	24.33	25.5	50.04	17.8	31.62	49.04	58.82	26.0	76.42	17.8	25.55	24.08	36.4	25.0	42.52	20.62	6.4	51.24	53.49	24.04	17.12	40.05	62.77	14.76	42.05	10.0	25.3	41.59	64.35	21.63	10.0	16.55	52.17	51.24	12.17	41.73	36.4	22.85	36.06	79.25	46.82	66.53	32.56	41.11	14.14	50.96	40.5	20.22	51.43	59.64	36.0	49.04	62.77	30.48	19.65	15.65	52.55	18.87	50.16	33.12	11.05	7.07	37.64	46.27	54.41	58.0	25.94	23.19	50.54	30.0	13.89	42.43	33.54	61.59	18.11	51.89	27.0	29.83	58.03	53.14	54.92	40.5	40.25	54.15	14.21	47.54	24.35	60.96	34.13	43.01	32.98	52.24	66.6	64.35	28.32	36.25	45.1	41.77	39.96	10.2	59.91	43.46	38.95	
32.53	20.81	19.42	18.6	60.14	0.0	52.61	92.02	75.69	57.97	71.59	64.07	7.07	44.94	12.53	52.7	44.29	17.49	66.24	68.26	32.76	38.6	56.08	51.87	69.2	39.0	43.29	68.95	49.2	21.84	36.0	84.65	79.4	64.08	41.59	18.68	77.2	46.75	42.43	76.03	55.23	11.05	72.35	39.96	12.65	66.41	69.32	17.09	43.19	45.28	46.87	44.01	16.55	16.0	18.03	57.49	16.28	56.22	13.0	69.08	23.19	53.01	72.45	59.91	56.6	66.73	22.36	49.24	49.77	42.95	42.43	55.11	55.08	63.79	36.89	17.0	77.78	70.21	84.15	67.08	40.72	18.36	69.97	60.0	26.48	63.64	52.39	71.61	39.2	13.45	74.52	42.01	59.91	52.92	60.41	5.1	38.95	70.09	67.12	30.81	36.67	67.62	18.6	57.43	39.41	56.44	19.72	60.07	6.4	92.63	41.0	49.93	27.46	23.09	51.48	21.59	8.6	44.28	39.32	26.25	66.48	72.56	45.34	63.51	59.51	48.84	30.46	52.43	54.82	22.67	46.04	9.0	4.12	36.72	48.75	21.38	89.83	73.76	38.01	60.02	15.56	46.87	66.27	44.38	38.9	49.04	59.3	32.57	55.33	26.48	46.1	60.9	26.17	40.25	6.4	63.15	19.92	50.45	46.69	6.71	15.81	66.1	57.07	47.17	33.14	22.36	54.82	14.21	24.33	24.17	
42.45	41.0	33.24	37.12	49.65	52.61	0.0	71.81	63.0	8.06	73.25	44.01	57.08	34.93	46.1	37.85	56.3	43.57	68.96	67.91	34.66	15.3	29.0	66.89	63.79	28.02	76.49	33.62	51.89	34.01	17.89	62.59	51.55	33.73	76.69	62.65	54.92	47.85	10.2	70.46	84.96	41.59	55.08	34.13	48.17	31.02	73.08	51.88	70.04	55.23	18.03	74.25	50.54	36.88	52.35	6.4	60.01	43.74	57.14	36.06	29.43	55.15	42.06	75.66	60.17	31.95	30.27	61.91	63.29	10.05	43.91	19.1	83.63	12.21	50.45	60.41	63.07	74.04	67.48	24.41	29.15	39.81	69.86	44.18	66.37	11.05	64.01	66.75	67.18	64.29	56.22	12.21	41.05	65.37	81.54	53.08	45.22	55.0	65.73	70.18	73.6	61.81	41.59	15.81	49.41	15.52	62.65	9.43	57.14	74.33	13.6	36.4	66.89	33.54	29.43	31.14	58.94	15.26	73.88	33.24	28.64	45.35	47.41	11.0	33.06	4.12	31.24	39.05	42.95	44.65	76.37	54.71	48.51	32.8	60.54	31.26	73.68	56.14	15.65	20.25	41.11	53.71	14.14	60.22	25.0	10.82	88.62	73.25	78.01	29.07	81.57	38.01	26.48	30.53	48.09	22.36	35.85	69.63	80.72	58.22	43.29	30.08	76.01	6.4	63.89	50.48	54.08	41.01	57.69	51.61	
59.55	96.83	82.2	90.21	31.89	92.02	71.81	0.0	17.46	77.93	34.01	30.02	99.09	48.41	95.78	40.8	52.33	97.01	36.22	32.25	60.21	79.31	44.01	52.63	26.93	56.86	75.43	39.12	44.42	73.11	69.77	9.22	21.0	38.08	77.88	85.23	17.09	45.8	72.8	24.0	73.33	84.96	19.85	53.26	97.84	41.3	37.0	77.2	66.76	50.54	57.38	71.31	77.01	80.92	76.61	75.95	84.6	36.12	103.95	36.22	79.06	41.59	30.15	53.15	40.5	40.31	80.45	50.92	51.55	75.61	49.68	52.89	71.34	77.23	57.14	108.19	14.76	37.01	8.54	50.04	54.64	74.25	32.06	32.8	81.39	71.18	49.04	26.31	68.01	94.3	17.8	68.15	34.13	49.73	61.03	96.18	53.41	21.93	31.58	81.54	79.38	27.51	73.55	56.09	54.08	56.29	111.02	65.49	98.41	3.61	67.62	43.6	80.96	71.7	46.07	81.84	91.4	61.85	76.54	92.44	44.18	26.48	47.2	70.18	39.56	73.76	64.03	40.61	37.54	69.53	71.81	86.21	89.81	56.85	50.33	81.02	6.71	18.44	69.78	51.79	92.62	47.89	68.03	55.15	58.83	82.01	74.06	83.93	62.39	70.8	79.83	35.34	77.39	54.41	92.66	50.36	74.41	57.49	77.67	98.49	95.43	42.3	57.31	69.26	71.18	71.61	38.95	91.05	74.43	70.46	
43.19	82.37	67.6	75.66	16.12	75.69	63.0	17.46	0.0	70.11	19.7	19.03	82.76	34.01	80.45	27.2	34.89	82.15	20.22	16.28	44.94	67.68	34.0	35.51	10.0	43.08	58.25	34.54	27.2	57.98	57.28	14.14	21.26	30.81	60.64	67.96	13.45	29.0	61.81	10.63	57.0	69.4	8.54	38.47	82.42	35.74	22.14	60.31	49.48	33.12	46.39	54.13	60.21	65.73	59.67	68.12	67.42	21.54	87.97	31.38	64.85	24.19	26.42	37.12	23.09	34.79	66.19	33.53	34.21	64.78	33.3	44.05	55.0	70.71	40.0	92.2	3.0	22.47	8.94	45.22	40.85	58.41	16.76	19.42	63.95	64.94	31.78	10.44	50.6	77.2	8.6	56.89	22.09	32.56	45.28	80.06	36.77	8.0	15.03	64.08	61.98	10.2	57.49	48.26	37.01	48.17	95.02	58.55	82.04	17.2	56.09	29.73	63.51	56.6	34.37	67.54	74.52	50.64	59.2	78.79	38.9	21.95	30.41	63.95	30.07	64.12	49.24	26.57	22.85	53.04	54.74	69.43	73.76	42.06	32.89	66.65	14.14	8.06	57.72	44.55	77.7	30.53	62.59	37.7	45.54	72.25	58.14	66.48	46.0	56.36	62.8	25.02	63.56	40.31	76.84	44.15	59.08	40.45	60.67	82.02	80.45	36.69	41.01	59.21	53.71	54.67	21.63	76.01	57.14	53.41	
50.33	44.05	38.6	41.19	57.27	57.97	8.06	77.93	70.11	0.0	81.04	51.09	61.81	42.95	50.16	45.61	64.35	47.0	76.84	75.69	42.52	19.42	36.22	74.95	71.39	36.06	84.17	39.05	59.93	40.82	25.0	68.73	57.27	40.11	84.29	69.35	61.29	55.9	16.64	77.93	92.85	47.13	62.01	42.19	52.09	36.67	80.96	58.83	77.9	63.29	26.0	82.04	57.45	42.72	59.36	2.0	66.65	51.42	61.07	41.77	35.11	63.16	47.85	83.73	68.15	37.66	35.74	69.97	71.34	15.23	51.97	26.08	91.55	6.0	58.41	64.0	70.01	81.91	74.11	28.79	37.22	46.65	77.62	51.62	73.5	9.22	72.07	74.33	74.97	70.23	63.01	19.8	48.37	73.43	89.59	57.87	53.25	62.13	73.5	77.42	81.06	69.43	48.55	22.02	57.43	22.0	66.03	12.65	61.98	80.62	21.21	44.27	74.06	40.5	37.11	36.4	64.85	23.32	81.47	36.06	33.96	51.48	55.47	9.9	40.05	10.0	38.9	46.84	50.7	52.01	84.17	60.93	53.85	40.8	68.6	36.69	80.22	63.0	22.8	26.17	45.18	61.77	13.45	68.24	33.02	10.2	96.54	80.45	86.02	36.06	89.2	45.1	32.31	38.59	52.95	27.66	42.54	77.67	88.41	63.15	47.04	35.69	84.06	14.21	71.51	57.8	62.03	45.4	65.0	59.03	
