130
0.0	20.52	19.31	31.14	30.02	32.2	17.0	20.12	10.2	46.53	20.0	24.76	32.45	35.69	24.41	28.18	31.3	9.9	31.78	49.66	11.18	27.86	35.13	29.07	24.6	45.22	28.02	45.22	38.08	13.34	46.62	18.25	25.18	41.59	13.89	26.83	31.95	43.42	18.25	56.73	5.1	57.8	38.08	37.12	38.05	30.46	48.38	9.0	14.56	6.32	26.63	25.08	22.2	42.64	32.8	23.09	49.82	19.8	39.22	48.05	22.2	38.47	13.04	49.98	2.83	49.04	23.32	46.32	28.23	16.64	37.48	59.03	18.11	47.3	3.61	33.0	38.59	37.59	47.01	6.4	13.15	44.78	38.91	34.06	27.78	30.08	17.69	33.11	22.83	42.43	17.89	30.15	23.26	17.12	24.33	37.01	36.69	14.87	48.01	34.53	22.2	43.57	26.42	23.32	30.87	42.43	17.03	37.48	26.93	26.31	14.04	24.41	18.25	21.21	26.08	31.32	18.79	19.1	55.47	38.6	14.04	31.14	35.81	30.08	44.1	38.6	13.93	43.05	30.08	22.56	
20.52	0.0	38.83	49.04	46.17	43.01	22.0	40.0	13.0	60.53	14.87	31.14	41.11	50.49	44.82	40.01	51.31	23.09	45.71	69.12	30.23	41.19	52.81	49.09	37.12	65.44	31.05	65.6	49.0	17.12	65.86	17.26	41.48	61.29	22.09	39.05	45.1	56.14	34.18	77.16	18.03	78.1	47.17	57.14	53.6	43.05	60.0	15.23	18.03	24.19	36.0	8.94	33.02	63.13	53.15	36.88	70.29	1.0	51.04	61.2	18.38	52.77	33.3	68.88	20.81	68.0	35.06	64.47	47.71	6.0	51.79	79.4	12.37	65.39	24.04	49.34	47.27	57.43	57.14	20.59	31.91	64.9	58.52	49.73	48.01	48.76	2.83	53.0	35.13	62.94	37.8	45.61	36.22	34.18	13.45	43.74	55.9	26.31	68.25	48.84	32.06	57.56	28.16	5.39	50.77	56.72	3.61	55.15	37.01	42.2	31.3	28.44	34.79	1.0	36.01	50.12	38.83	36.06	75.6	51.16	15.03	37.48	43.42	43.1	51.79	52.09	19.1	63.01	49.74	20.25	
19.31	38.83	0.0	28.3	14.42	23.71	24.17	2.0	26.25	31.3	32.45	25.02	26.57	37.54	13.6	35.85	21.38	25.0	19.1	30.41	8.6	33.84	31.76	19.65	32.65	26.87	30.07	31.05	27.8	25.0	27.31	29.15	27.66	22.47	30.0	34.48	37.01	30.0	10.0	39.05	20.81	39.6	30.02	26.02	21.93	36.62	35.61	24.08	25.24	20.02	22.36	41.04	32.89	27.51	15.26	14.56	34.54	38.28	27.59	33.62	32.65	23.85	7.0	30.68	20.62	29.73	32.7	27.29	8.94	35.78	23.02	41.04	32.02	28.28	15.81	16.55	30.89	18.6	36.07	18.44	7.07	32.25	19.72	18.36	17.46	11.05	36.06	23.35	31.78	25.94	2.24	15.62	31.3	22.36	38.01	31.95	28.86	28.28	29.7	20.62	20.0	28.65	30.41	40.36	21.59	27.29	35.23	19.03	21.59	29.07	8.94	27.29	23.71	39.66	21.38	12.17	14.14	23.32	36.88	26.17	27.02	28.44	30.08	35.81	36.36	41.73	23.85	24.21	22.14	31.78	
31.14	49.04	28.3	0.0	41.87	51.97	46.27	26.63	41.3	57.38	51.09	50.96	54.56	10.77	15.56	17.09	11.4	26.0	47.2	43.17	30.08	13.93	4.0	11.18	16.64	34.37	55.54	23.77	56.04	44.0	42.06	49.0	8.49	36.06	28.3	16.55	14.04	57.31	37.16	40.45	36.06	43.19	58.31	14.14	48.1	15.3	62.97	40.11	45.01	25.5	49.77	55.54	20.62	24.08	25.5	42.49	29.12	48.1	55.61	60.14	53.0	50.93	25.3	46.17	29.43	45.22	18.6	46.52	30.48	43.46	50.25	43.42	49.25	47.42	29.0	43.14	59.17	32.7	64.03	36.01	30.68	20.62	34.93	45.28	13.04	34.71	46.49	11.05	17.8	27.02	26.42	43.42	16.4	14.87	55.44	59.93	8.94	23.85	36.12	48.27	46.49	55.17	54.92	53.16	10.44	53.76	46.17	42.2	49.24	8.6	33.84	52.17	14.32	49.4	48.85	34.83	14.87	13.0	43.0	54.04	45.04	55.71	58.14	14.32	64.66	15.23	44.05	35.17	8.54	53.04	
30.02	46.17	14.42	41.87	0.0	13.04	26.08	15.62	33.24	17.09	35.51	21.4	17.26	51.62	26.4	50.25	33.12	37.85	6.08	26.63	19.24	48.26	45.0	31.91	47.01	27.89	26.08	38.21	14.87	29.55	23.02	31.91	42.01	21.19	42.76	48.88	51.4	15.62	12.17	40.16	29.27	39.4	18.25	36.4	8.06	51.04	21.26	31.05	29.07	32.76	16.12	45.65	47.01	34.13	21.38	10.0	40.01	45.88	13.89	19.24	34.21	9.43	20.62	24.76	32.14	24.08	46.96	19.21	12.65	44.72	8.6	41.23	36.24	20.0	27.17	3.16	19.24	19.24	22.2	26.31	17.26	40.79	18.68	4.12	29.68	9.06	43.68	34.89	46.07	31.0	16.64	2.0	45.65	36.72	41.05	22.02	40.71	41.76	30.36	6.4	16.97	14.32	27.8	46.1	33.62	13.0	42.72	9.9	14.76	43.42	16.0	24.84	38.08	47.13	15.26	10.0	28.43	37.74	35.78	12.21	31.78	21.19	20.02	50.22	24.04	55.9	27.73	24.04	34.67	32.65	
32.2	43.01	23.71	51.97	13.04	0.0	21.02	25.5	31.26	18.38	29.61	12.65	4.47	60.8	37.16	57.31	44.6	41.68	7.28	38.48	24.08	55.87	55.47	43.08	53.81	40.79	15.81	51.09	6.08	26.02	34.93	26.31	50.45	33.96	46.07	55.9	59.46	13.34	15.56	52.89	29.41	51.87	6.4	48.51	15.0	58.69	17.03	29.43	25.0	36.89	7.07	40.02	52.8	47.04	34.13	9.9	53.04	43.0	8.06	18.44	27.2	12.04	27.66	35.85	34.89	35.36	53.26	29.68	25.18	43.29	11.31	53.76	31.26	30.23	30.53	14.56	7.21	32.25	14.87	26.57	22.63	53.46	31.58	13.0	40.85	22.0	41.01	46.49	52.5	44.01	25.55	11.05	52.4	43.84	34.48	9.0	52.2	46.32	43.17	9.43	11.05	15.65	18.36	41.44	44.94	15.26	40.01	21.54	6.0	51.86	19.85	16.16	45.25	44.01	7.0	23.02	37.44	45.28	48.1	8.54	28.0	9.22	7.0	58.0	12.81	64.82	24.02	36.88	45.69	25.3	
17.0	22.0	24.17	46.27	26.08	21.02	0.0	26.0	11.18	38.83	9.43	9.49	19.24	52.2	35.51	45.18	43.42	26.63	24.35	51.62	17.26	44.78	50.25	41.3	41.59	50.22	11.31	55.03	27.0	5.39	48.1	5.83	41.48	44.69	29.73	43.83	48.85	34.23	15.62	62.68	12.21	62.8	25.32	48.84	32.7	47.42	38.0	10.0	4.12	23.26	14.0	19.7	39.12	51.62	39.36	16.12	58.69	22.02	29.07	39.32	8.6	31.32	22.2	50.45	19.72	49.68	40.31	45.22	31.62	22.8	30.36	64.4	10.44	46.04	17.72	29.15	25.5	41.4	35.23	10.77	17.72	55.79	41.87	29.07	39.46	31.14	20.1	45.4	39.82	50.09	24.35	25.06	40.25	33.53	15.0	22.47	50.09	31.62	53.01	27.51	10.2	35.9	9.43	20.62	43.29	35.17	19.1	35.81	15.03	42.72	15.23	7.81	34.79	23.0	14.04	32.56	32.0	35.44	59.67	29.27	7.07	16.16	21.84	47.01	30.36	55.36	3.61	47.01	43.1	7.62	
20.12	40.0	2.0	26.63	15.62	25.5	26.0	0.0	27.59	32.25	34.13	27.02	28.46	36.07	11.7	34.89	19.42	25.08	20.62	29.55	9.9	32.76	30.02	17.72	31.78	25.5	32.06	29.12	29.41	26.63	26.57	30.89	26.4	21.47	30.07	33.54	35.81	31.24	12.0	37.54	22.02	38.21	31.76	24.02	22.83	35.51	36.88	25.46	26.93	20.22	24.33	42.52	32.28	25.63	13.6	16.49	32.7	39.41	29.07	34.67	34.44	25.0	7.28	30.08	21.19	29.12	31.95	27.07	8.25	36.72	24.21	39.6	33.6	28.07	16.55	17.49	32.65	17.49	37.54	19.8	8.6	30.27	18.79	19.42	15.52	11.05	37.2	21.38	31.02	24.19	2.24	16.97	30.46	21.54	39.66	33.84	26.93	28.07	28.32	21.93	22.0	29.68	32.39	41.73	19.65	28.3	36.4	19.24	23.54	27.8	10.77	29.27	22.85	40.8	23.35	12.0	12.81	22.36	35.61	27.59	28.6	30.41	31.95	34.67	38.08	40.31	25.55	23.02	20.25	33.62	
10.2	13.0	26.25	41.3	33.24	31.26	11.18	27.59	0.0	48.09	10.2	20.62	30.08	45.28	34.0	36.69	41.23	17.72	33.14	56.3	17.69	36.88	45.28	39.0	33.24	53.08	22.2	54.71	37.34	5.83	53.0	9.43	35.01	48.6	19.72	35.44	41.0	44.01	21.19	65.07	5.83	65.8	36.14	47.01	40.79	39.29	48.26	2.24	7.21	16.0	24.52	15.26	30.08	51.87	41.04	24.19	59.08	12.65	39.12	49.0	13.0	40.2	21.4	55.95	12.0	55.07	31.62	51.48	35.0	12.04	39.2	67.18	8.0	52.39	13.0	36.4	36.4	44.82	45.89	7.81	19.21	54.56	45.8	36.88	37.58	35.85	10.44	43.08	31.32	51.22	25.46	32.76	32.02	27.0	14.14	33.62	46.84	22.47	55.9	36.22	20.22	45.1	19.85	14.14	40.85	44.18	9.49	42.15	25.32	36.06	18.36	18.87	28.02	13.93	24.33	37.22	28.79	29.0	63.13	39.01	5.0	27.31	32.89	39.05	41.44	47.85	7.62	50.45	40.16	13.89	
46.53	60.53	31.3	57.38	17.09	18.38	38.83	32.25	48.09	0.0	47.8	31.02	21.95	67.62	41.87	67.12	47.42	54.82	15.0	28.02	36.14	65.0	60.11	46.67	63.95	34.21	34.0	48.33	13.6	43.42	25.18	44.38	58.52	27.51	59.67	65.76	67.96	5.66	28.28	44.1	45.04	42.0	17.69	49.41	9.43	67.74	8.0	46.04	42.58	49.73	25.3	58.24	64.08	44.28	33.6	24.0	48.38	60.41	10.82	3.16	45.54	8.06	37.7	24.02	48.84	24.0	63.98	18.03	26.91	60.03	9.06	44.0	49.24	18.0	43.93	14.76	18.38	28.18	12.37	42.05	34.21	51.88	26.4	13.0	44.55	22.67	58.31	48.92	63.07	40.31	33.54	16.49	62.61	53.67	52.81	23.35	54.67	58.82	35.69	12.04	28.64	3.0	36.67	59.44	48.1	4.12	57.31	15.81	24.04	59.91	32.56	34.54	55.01	61.52	25.0	22.63	44.94	54.59	38.0	9.85	45.54	26.93	22.02	66.89	19.24	72.01	41.44	30.36	49.5	43.66	
