160
0.0	37.48	50.12	53.76	21.02	64.51	31.06	42.19	32.0	60.11	76.56	66.03	72.8	53.08	57.14	21.21	75.13	68.0	16.03	40.5	28.86	68.0	23.77	81.15	28.3	28.43	31.24	35.61	3.0	27.46	18.0	6.32	22.83	55.97	42.58	17.0	7.62	55.61	46.87	54.2	33.11	49.98	61.0	79.38	14.87	27.78	69.4	55.54	49.82	35.69	34.01	78.39	63.78	21.19	31.14	63.51	21.0	21.1	31.89	63.35	26.17	50.93	73.06	17.09	48.27	33.84	43.05	79.71	71.78	66.71	44.91	41.73	76.01	68.88	11.0	63.13	24.74	20.1	67.19	63.25	21.93	35.23	42.19	29.83	65.46	74.25	60.0	66.48	34.48	72.09	16.28	43.74	18.36	46.52	66.37	51.92	44.6	17.0	12.53	44.72	84.22	69.77	9.06	15.81	32.25	13.04	10.0	61.39	44.69	70.49	43.1	81.39	45.0	54.41	23.02	40.16	38.21	6.08	45.35	37.66	72.45	21.1	2.83	27.78	41.62	77.88	7.21	63.01	68.88	17.46	51.24	63.29	51.24	51.0	50.61	53.85	44.28	29.83	73.54	68.0	37.16	38.42	38.95	72.0	41.79	58.82	49.0	66.27	67.19	54.33	28.64	37.8	14.04	36.0	43.86	11.18	60.41	31.4	44.55	38.01	
37.48	0.0	18.25	32.45	25.71	35.51	44.0	63.13	26.48	71.06	72.8	47.17	64.38	36.12	38.6	53.23	41.59	49.93	27.31	49.65	20.1	68.1	51.87	75.93	52.17	9.85	7.28	49.04	35.47	51.2	27.51	31.89	38.47	65.97	37.58	27.86	30.48	71.45	54.57	21.0	41.19	48.75	50.99	72.18	34.18	12.37	74.32	55.01	59.44	35.17	25.96	46.17	72.42	20.25	23.35	41.59	27.46	24.74	5.83	53.81	57.78	64.63	73.93	47.42	64.2	55.44	74.0	72.92	42.19	64.35	73.01	4.24	77.9	56.64	46.04	43.57	54.78	25.71	46.53	34.71	44.38	56.32	28.02	8.06	69.86	41.3	66.73	58.9	44.18	68.82	26.0	25.5	20.59	49.65	44.72	47.51	69.87	21.95	36.25	49.04	83.49	36.35	45.0	38.28	66.19	25.0	27.59	52.5	7.62	72.47	73.68	78.6	33.02	61.68	56.82	66.29	53.04	32.65	42.05	66.76	39.32	53.67	37.54	41.05	7.28	49.37	30.48	68.71	42.45	53.25	25.94	42.54	33.3	19.24	59.67	25.0	36.72	50.49	69.2	34.37	61.98	3.61	61.4	53.34	17.69	54.08	35.47	51.86	40.26	35.0	33.06	50.16	49.09	68.15	59.14	47.2	56.3	22.56	7.07	70.38	
50.12	18.25	0.0	17.49	43.1	17.26	44.78	63.91	44.72	66.01	60.84	31.11	51.11	22.85	23.85	60.88	25.08	33.94	43.74	47.07	23.35	58.24	57.8	63.13	56.08	22.8	20.4	48.7	47.51	55.23	44.41	45.69	42.44	61.03	31.06	44.55	44.38	68.73	50.25	4.24	40.5	41.11	38.48	58.83	41.73	30.0	66.1	46.53	55.23	32.28	44.15	28.86	66.12	37.22	41.59	24.84	33.24	42.11	23.0	41.15	64.66	61.66	63.89	55.17	62.37	57.7	79.08	59.68	24.02	53.76	76.48	16.16	68.01	42.44	56.22	27.59	61.22	32.56	29.83	16.49	49.41	58.18	20.1	25.02	61.81	24.35	60.13	46.52	43.32	57.38	35.0	16.03	31.76	44.05	27.8	38.47	72.09	33.12	44.6	44.18	72.09	19.7	55.8	45.28	73.76	37.12	41.23	40.31	18.03	63.06	78.55	66.64	24.02	56.0	65.07	69.32	52.5	46.62	35.0	71.34	22.47	61.55	50.99	42.94	22.36	31.14	42.94	61.4	24.35	63.13	10.3	26.17	20.25	1.0	55.15	7.21	29.0	53.24	57.27	17.89	64.85	20.88	63.16	36.88	10.3	43.68	24.52	37.2	22.14	20.59	34.0	49.04	58.9	74.4	57.72	57.8	45.88	23.02	15.26	76.61	
53.76	32.45	17.49	0.0	53.37	14.42	37.48	54.64	57.78	51.97	43.46	14.76	33.62	6.0	6.4	58.31	28.65	17.49	52.47	36.36	25.08	41.59	53.82	45.65	50.33	32.28	31.02	39.82	50.8	49.68	53.76	51.09	38.59	47.3	19.42	53.6	50.04	56.3	37.7	18.97	32.53	26.68	21.19	41.34	41.44	41.79	50.09	31.06	42.38	24.08	57.7	29.07	51.24	47.3	54.63	10.05	33.24	52.39	35.34	23.77	61.03	49.4	47.07	53.24	50.99	50.25	72.84	42.19	20.52	36.88	68.88	31.89	51.2	25.0	56.65	11.18	57.43	33.73	14.56	13.04	45.49	50.33	12.08	36.77	46.01	26.93	45.28	29.15	34.71	40.16	37.48	10.05	37.0	31.02	13.15	23.19	63.6	38.01	44.6	31.78	54.78	24.7	56.92	43.86	70.21	42.05	47.01	23.09	34.66	46.53	72.14	49.24	12.04	41.98	62.77	61.72	43.01	52.09	21.93	65.05	25.94	59.17	55.44	37.01	38.29	25.06	47.27	46.04	15.65	62.65	7.21	10.44	4.47	17.0	42.06	11.4	16.64	46.69	39.92	24.04	57.38	35.81	54.82	21.02	15.23	27.17	9.85	19.85	14.42	3.16	29.15	39.41	58.69	69.53	47.01	58.52	29.27	22.36	31.83	71.59	
21.02	25.71	43.1	53.37	0.0	60.0	45.49	60.75	11.05	75.72	86.4	67.72	80.26	55.03	58.52	42.05	67.27	70.21	5.0	54.2	30.41	79.31	43.74	90.44	47.13	21.21	23.02	50.77	21.1	46.17	3.16	15.03	37.22	71.03	49.65	4.12	14.14	72.9	60.44	46.39	45.45	59.67	67.12	87.66	29.07	13.34	82.88	65.95	64.4	44.05	13.0	71.7	78.6	6.08	10.2	63.35	29.0	1.0	20.22	69.84	47.04	67.23	84.9	37.34	65.3	52.2	64.01	88.2	67.03	76.84	65.49	29.41	88.39	74.25	32.02	64.29	45.28	26.87	67.91	59.01	39.56	53.49	44.38	18.11	78.57	66.91	73.88	74.09	47.8	82.01	23.43	43.97	19.21	57.98	66.49	60.22	64.54	19.1	28.79	56.59	95.67	61.98	30.07	32.31	53.24	17.2	13.93	68.1	30.87	82.73	64.03	91.83	48.75	68.25	44.05	60.21	54.2	15.0	53.6	58.31	64.94	42.01	19.24	41.88	26.42	74.0	17.72	76.58	66.19	38.33	48.37	63.79	52.5	44.1	65.0	49.01	50.25	47.54	83.01	60.02	56.75	24.7	57.87	74.04	38.47	67.42	52.39	70.38	64.12	55.08	38.18	52.7	35.06	57.01	60.42	32.14	69.4	34.0	31.95	59.03	
64.51	35.51	17.26	14.42	60.0	0.0	51.66	69.07	61.98	65.52	52.77	19.65	41.98	19.7	17.46	71.61	14.32	22.14	60.21	50.77	35.85	53.01	67.48	53.85	64.35	39.12	37.01	54.2	61.68	63.66	61.07	60.88	52.01	61.03	33.84	61.13	59.67	70.38	51.89	15.23	46.75	40.5	32.02	49.04	53.71	47.1	62.2	44.15	56.46	38.21	61.39	14.87	64.33	54.01	58.86	13.15	45.18	59.0	40.11	34.01	74.65	63.56	58.03	66.29	65.3	64.54	87.05	50.0	7.28	48.0	83.24	33.24	62.07	32.76	68.88	17.12	71.06	45.19	17.09	1.41	59.03	64.66	25.5	42.05	58.42	12.53	58.46	39.12	49.04	50.25	48.47	22.2	46.57	45.19	14.87	36.69	78.01	47.8	56.82	46.07	64.13	11.05	68.88	56.6	83.87	51.92	56.52	34.01	34.54	58.01	86.37	58.25	26.4	55.66	76.03	76.06	57.43	61.85	36.24	79.25	11.7	72.42	65.8	50.93	39.22	14.0	57.57	58.86	7.81	75.29	13.42	15.13	18.87	16.28	56.08	11.05	31.06	60.83	49.5	11.05	71.7	38.08	69.2	23.71	22.8	39.32	24.19	27.46	5.66	16.55	42.64	53.82	71.2	83.49	61.4	70.66	41.19	34.0	31.95	85.59	
31.06	44.0	44.78	37.48	45.49	51.66	0.0	19.42	55.47	30.23	46.17	44.28	44.1	33.6	37.44	23.35	65.44	45.31	41.4	9.43	24.08	37.16	17.72	50.96	13.04	35.23	37.05	5.39	28.6	12.53	43.6	33.24	8.49	25.61	18.87	42.8	33.24	28.16	15.81	48.75	5.0	21.0	34.53	49.82	16.97	42.72	38.42	25.5	19.1	13.45	56.8	66.48	33.3	41.59	53.23	44.65	17.72	44.94	41.3	36.22	24.7	21.93	42.06	20.02	20.62	13.04	35.38	50.01	58.0	36.4	31.91	47.1	44.94	42.43	26.68	42.54	21.19	19.92	46.53	50.25	11.05	13.42	26.4	40.61	34.41	63.89	29.07	38.01	4.0	41.76	22.36	30.23	27.86	16.28	46.65	24.19	27.31	27.31	18.6	14.32	53.24	60.8	28.16	15.26	33.54	28.3	32.02	34.23	51.09	39.45	34.71	50.7	25.5	23.43	27.66	24.7	9.22	33.97	18.97	27.59	62.63	24.33	33.84	3.61	51.04	62.01	29.0	32.02	52.63	30.0	39.41	43.57	33.3	45.19	19.8	44.1	21.63	9.22	43.42	59.64	20.25	47.04	18.38	49.04	34.54	30.02	28.6	41.48	51.74	36.24	11.18	7.21	27.17	32.2	15.52	28.64	31.14	22.56	49.25	34.21	
42.19	63.13	63.91	54.64	60.75	69.07	19.42	0.0	71.47	21.84	48.26	58.14	50.6	49.82	53.15	24.21	83.22	58.41	56.08	18.44	43.42	38.21	19.1	53.24	13.89	54.0	56.04	15.23	40.71	14.76	58.31	46.52	25.08	20.02	35.23	57.38	47.01	14.42	19.72	67.78	23.41	31.4	45.49	53.94	32.02	60.53	34.37	32.2	17.72	31.78	73.08	83.6	26.68	57.97	69.64	60.14	36.01	60.41	60.01	46.14	21.47	13.04	41.01	25.61	9.06	8.54	21.19	53.76	74.81	40.02	15.26	66.37	42.3	52.35	33.3	57.28	20.0	38.05	60.88	67.68	21.19	7.28	44.72	59.08	32.02	81.54	26.0	45.69	20.62	44.55	39.46	48.75	45.4	25.61	61.52	35.61	9.22	44.55	31.95	24.08	51.35	78.89	35.47	28.46	26.31	44.38	46.82	44.42	70.35	38.01	20.25	51.0	42.72	22.36	26.42	9.22	11.66	46.96	33.3	15.03	80.45	25.0	44.94	22.09	70.03	77.83	43.08	29.02	68.77	32.2	57.71	58.69	50.22	64.26	18.68	62.61	38.01	13.34	46.69	77.9	7.28	66.03	3.61	61.61	53.76	38.47	45.0	53.25	68.25	52.8	30.59	15.26	31.83	22.0	8.94	34.66	38.48	41.98	68.59	23.09	
32.0	26.48	44.72	57.78	11.05	61.98	55.47	71.47	0.0	85.59	94.18	72.5	87.2	60.42	63.51	53.08	67.03	75.15	16.03	63.81	37.54	87.73	54.74	97.95	57.97	26.08	26.83	60.83	32.14	57.01	14.0	26.08	47.42	80.78	57.31	15.0	25.18	83.26	69.89	47.27	54.92	67.9	73.82	94.81	39.56	16.12	92.01	74.28	74.09	52.4	2.24	72.01	88.2	13.89	3.16	67.42	38.28	11.18	22.47	76.61	58.08	77.37	93.43	48.37	75.64	62.94	75.03	95.43	68.59	84.86	76.53	29.07	97.08	80.45	43.0	68.94	56.32	36.06	72.24	61.19	50.29	64.2	50.48	21.02	87.62	67.0	83.23	81.22	57.45	89.87	33.12	49.24	28.02	66.84	70.58	67.94	75.5	28.3	39.56	65.6	103.95	62.0	41.01	43.01	64.12	27.31	24.74	75.0	29.07	91.44	75.06	99.76	55.22	77.67	55.01	71.2	64.4	26.02	61.52	69.35	65.0	53.04	30.07	51.88	24.08	75.8	28.64	85.8	68.88	49.16	51.87	68.15	57.71	45.71	74.63	51.42	57.49	58.19	90.69	60.0	67.68	24.08	68.68	78.79	42.54	75.07	58.52	76.16	66.71	59.93	47.2	62.65	46.01	68.0	70.68	43.05	77.16	41.11	31.0	70.01	
60.11	71.06	66.01	51.97	75.72	65.52	30.23	21.84	85.59	0.0	29.15	49.65	34.83	46.1	48.08	45.18	79.7	48.88	71.61	21.93	51.24	19.72	39.45	33.84	33.29	63.57	64.85	25.0	58.0	33.84	73.82	63.13	38.6	5.1	35.01	73.01	63.25	9.22	16.49	69.12	30.87	25.32	35.36	35.78	47.01	72.09	13.04	21.54	11.7	35.9	86.83	78.55	5.0	71.69	83.24	53.85	47.41	75.17	69.57	34.67	43.08	9.43	20.62	45.22	13.0	27.78	41.01	35.34	69.64	23.43	34.06	73.35	21.02	39.82	53.01	50.16	41.15	49.65	52.77	64.29	38.21	26.42	46.01	69.29	12.08	77.79	7.81	31.89	28.18	26.42	52.48	50.0	57.71	22.02	54.13	28.86	28.0	57.31	48.17	22.2	30.0	76.4	55.0	44.6	48.05	58.52	62.2	33.62	77.28	17.72	40.01	30.59	42.05	10.05	47.93	30.27	21.93	63.78	31.02	36.35	77.2	46.07	62.94	33.84	78.34	70.66	59.03	9.43	62.77	53.24	57.31	52.0	47.68	66.03	11.4	62.39	37.01	30.61	28.65	75.93	29.12	74.46	25.3	51.04	57.14	27.29	42.43	42.72	62.97	49.24	39.0	23.02	52.15	43.42	16.4	54.64	26.08	48.51	74.97	44.18	
