90
0.0	13.42	35.9	29.83	6.0	26.08	19.72	15.26	24.35	41.15	18.44	40.45	23.85	36.4	36.35	6.08	43.83	26.91	15.52	34.06	16.76	47.17	29.83	17.72	11.4	42.0	11.7	39.05	9.9	42.72	22.02	22.02	12.37	2.24	35.85	20.02	26.25	36.5	20.0	41.79	45.69	23.77	46.1	17.0	9.22	23.02	41.11	35.23	39.7	29.68	31.11	29.73	22.02	40.46	30.0	35.85	37.01	30.89	41.04	28.07	8.06	12.53	23.09	13.6	8.6	46.4	45.22	43.32	55.44	28.65	31.62	36.67	45.61	48.55	25.0	41.05	25.46	23.43	36.35	19.92	36.8	43.57	44.38	15.23	28.86	36.0	10.2	26.31	35.38	33.38	
13.42	0.0	41.19	35.36	12.0	22.36	23.09	19.42	29.27	34.66	25.3	28.0	20.62	36.4	26.4	16.28	43.97	25.3	10.44	33.53	23.09	41.77	29.83	12.08	3.16	30.59	10.05	35.85	5.1	37.64	11.18	30.08	3.0	11.7	37.48	9.43	31.26	24.0	10.0	34.21	38.42	29.61	44.78	14.32	14.32	20.25	33.02	41.77	36.72	25.55	29.73	29.12	20.62	39.56	26.83	29.0	25.5	33.14	38.47	16.49	15.26	1.0	10.05	14.04	12.08	42.2	40.61	35.23	51.4	31.06	27.78	27.29	41.62	43.19	22.47	30.08	24.74	24.19	42.58	13.89	35.47	33.62	37.01	2.0	34.37	24.74	8.25	32.98	34.18	23.71	
35.9	41.19	0.0	6.08	41.77	25.24	18.11	22.0	12.0	33.62	17.46	52.01	25.06	15.23	41.04	29.83	17.03	20.81	31.78	16.64	19.24	33.53	16.28	31.32	38.12	48.8	31.14	24.17	42.01	30.46	38.63	14.76	38.21	37.66	10.77	37.95	10.0	49.65	37.0	36.89	38.01	12.17	22.0	27.89	28.07	24.6	38.01	4.0	23.77	25.5	19.1	17.69	22.85	18.44	23.35	32.65	46.23	10.63	23.09	42.06	28.28	41.11	44.27	27.17	30.02	29.83	30.36	39.12	35.0	11.66	24.76	39.6	28.86	34.21	23.32	46.67	19.72	18.38	3.16	31.02	18.79	44.82	37.59	41.44	7.07	44.82	33.06	9.85	18.36	39.05	
29.83	35.36	6.08	0.0	35.69	21.21	12.37	16.03	6.08	31.95	11.4	48.1	20.62	15.0	37.64	23.77	19.31	17.03	26.25	15.3	13.15	33.24	13.42	26.0	32.25	45.45	25.32	23.35	36.0	29.61	33.54	9.22	32.39	31.58	11.18	32.7	4.12	45.45	31.78	34.93	36.69	6.08	23.77	22.47	22.02	20.0	35.78	6.71	23.19	22.2	16.55	14.76	18.03	19.1	20.25	30.02	42.43	8.25	23.02	37.44	22.2	35.23	39.0	21.38	24.0	30.02	30.15	37.16	36.5	8.06	21.95	36.4	29.02	34.13	19.1	43.42	15.56	13.6	7.28	25.94	18.11	42.19	36.06	35.69	1.0	41.01	27.17	4.24	17.26	35.38	
6.0	12.0	41.77	35.69	0.0	29.73	25.08	20.62	30.08	44.1	24.33	40.0	27.59	41.34	37.64	12.04	48.88	31.24	18.03	38.83	22.56	50.61	34.67	20.25	11.4	42.43	14.87	43.14	7.07	46.23	22.56	28.02	12.37	4.12	41.15	20.62	32.02	36.0	20.88	44.29	48.37	29.61	50.8	20.52	14.32	26.87	43.38	41.19	43.86	33.3	35.61	34.41	26.25	45.22	33.94	38.59	37.34	36.25	45.34	28.28	13.6	11.0	22.02	17.8	13.04	50.25	48.92	45.62	59.41	34.01	35.38	38.28	49.52	52.01	29.0	41.77	30.0	28.3	42.3	22.47	41.4	44.92	47.01	14.0	34.71	36.5	12.81	32.25	40.0	34.79	
26.08	22.36	25.24	21.21	29.73	0.0	12.37	14.04	16.64	15.52	18.44	26.91	2.24	15.0	16.64	22.47	22.2	4.47	12.21	12.0	17.12	21.1	9.49	10.3	20.25	24.41	14.87	13.6	25.81	16.64	15.0	22.47	19.72	26.4	17.46	15.13	17.8	24.41	14.14	17.03	20.4	18.36	22.47	9.22	17.46	3.16	17.03	27.66	14.42	3.61	8.0	8.25	5.0	17.46	4.47	11.0	21.21	14.76	16.12	17.09	19.31	22.83	21.0	12.53	17.49	20.52	19.21	19.0	29.7	13.6	5.66	15.65	19.8	22.47	2.24	22.47	5.66	8.06	27.8	8.54	13.34	22.14	19.24	21.54	20.52	19.8	16.97	21.63	12.17	14.21	
19.72	23.09	18.11	12.37	25.08	12.37	0.0	4.47	6.32	27.02	6.08	37.8	10.77	16.97	28.64	14.21	24.21	10.05	13.93	15.0	5.1	31.05	10.82	13.89	20.02	36.24	13.04	21.54	24.19	26.68	21.63	10.3	20.1	21.02	16.12	20.59	8.25	34.71	19.72	29.07	32.02	7.21	26.91	10.3	10.77	9.85	29.27	18.97	21.93	15.03	13.0	11.18	7.62	21.26	14.04	23.19	32.45	11.18	22.83	26.17	11.66	23.02	26.83	9.06	12.37	29.15	28.46	31.14	37.59	8.94	16.03	27.86	28.23	32.28	10.2	34.44	8.06	5.1	19.65	14.21	18.03	34.48	31.0	23.35	11.4	31.06	15.0	10.82	16.64	25.94	
15.26	19.42	22.0	16.03	20.62	14.04	4.47	0.0	10.0	29.43	6.4	37.22	12.0	21.26	29.12	9.9	28.6	13.0	11.4	19.1	4.24	34.18	14.87	12.04	16.28	36.4	9.49	25.06	20.02	29.73	19.8	11.4	16.49	16.55	20.59	18.44	12.0	33.84	17.69	31.06	34.37	10.2	31.11	8.6	6.32	11.0	31.0	22.36	25.55	17.26	16.64	15.0	9.06	25.46	16.76	25.02	32.2	15.65	26.63	25.0	7.21	19.24	24.41	5.83	8.06	32.65	31.78	33.02	41.34	13.42	18.68	28.64	31.76	35.47	12.17	34.79	11.18	8.6	23.19	13.04	22.02	35.51	33.24	19.92	15.03	30.87	11.18	13.6	20.62	26.25	
24.35	29.27	12.0	6.08	30.08	16.64	6.32	10.0	0.0	29.43	6.4	43.19	15.62	15.23	33.29	18.38	21.4	13.0	20.25	14.32	7.62	32.06	11.0	20.12	26.17	41.05	19.24	22.09	30.02	28.0	27.78	7.07	26.31	25.96	12.81	26.83	2.0	40.31	25.94	32.02	34.37	2.0	25.06	16.55	16.12	14.87	32.57	12.65	22.2	18.38	14.04	12.04	12.73	19.7	16.76	26.57	37.64	8.06	22.56	32.02	16.49	29.15	33.11	15.3	18.03	29.43	29.15	34.21	37.0	6.32	18.68	32.25	28.44	33.14	14.42	39.12	11.18	8.6	13.34	20.25	17.46	38.48	33.54	29.61	5.1	36.24	21.1	5.0	16.28	30.81	
41.15	34.66	33.62	31.95	44.1	15.52	27.02	29.43	29.43	0.0	33.0	24.19	17.72	18.6	13.04	37.95	21.63	17.0	26.08	17.0	32.06	7.62	18.68	23.85	33.42	18.68	29.53	9.9	39.05	5.1	24.21	36.22	32.65	41.18	23.02	25.5	29.83	24.02	24.76	3.61	5.0	31.4	18.38	24.17	32.89	18.68	5.39	37.12	10.63	12.17	15.52	17.46	20.4	17.03	13.0	5.66	19.0	23.77	12.21	21.93	34.79	35.38	29.15	27.86	32.7	10.0	8.0	5.66	18.03	24.04	11.0	11.05	10.05	8.94	17.26	16.49	19.0	22.0	36.72	21.63	15.0	12.53	4.12	33.24	31.62	18.03	31.38	33.96	15.26	13.6	
