35
0.0	12.21	4.12	3.16	8.6	6.08	4.24	8.06	11.18	5.39	3.0	5.39	2.83	9.22	3.61	8.49	10.63	7.07	1.41	4.12	8.49	7.81	4.12	5.0	9.22	5.83	4.0	7.81	5.0	8.25	2.83	9.06	6.32	3.16	8.54	
12.21	0.0	16.12	14.32	15.0	9.06	12.21	19.8	12.0	14.42	14.14	8.25	15.0	3.16	12.65	13.6	14.14	5.39	12.53	11.4	16.03	5.1	14.21	7.62	12.17	11.18	9.22	12.65	7.21	5.39	12.04	6.08	8.06	14.87	4.47	
4.12	16.12	0.0	2.24	8.06	8.6	7.28	6.0	14.56	7.21	4.47	8.49	2.24	13.04	4.47	11.18	13.42	10.82	3.61	5.83	7.28	11.4	5.83	8.6	10.2	9.22	8.06	10.77	8.94	12.37	6.08	13.15	9.22	3.61	12.65	
3.16	14.32	2.24	0.0	6.32	6.4	7.21	8.06	14.32	7.81	5.0	6.4	3.16	11.18	2.24	11.4	13.6	8.94	2.0	3.61	5.83	9.43	6.4	6.71	8.06	8.94	7.07	10.82	7.28	11.05	5.83	12.0	7.07	4.47	11.18	
8.6	15.0	8.06	6.32	0.0	6.08	12.81	14.04	19.21	13.89	11.18	7.28	9.49	12.04	5.0	17.03	19.1	10.2	7.21	5.0	1.41	10.05	12.53	8.54	3.61	14.14	11.4	16.28	9.85	13.93	11.4	15.23	7.07	10.77	13.6	
6.08	9.06	8.6	6.4	6.08	0.0	9.22	13.93	14.21	11.05	9.06	1.41	8.54	6.0	4.24	13.0	14.76	4.12	5.39	2.83	7.0	4.0	10.0	2.83	4.24	9.85	6.71	12.08	4.24	8.06	8.06	9.43	1.0	9.22	7.62	
4.24	12.21	7.28	7.21	12.81	9.22	0.0	8.06	7.28	2.24	3.0	8.06	5.1	9.85	7.81	4.24	6.4	8.25	5.66	8.06	12.73	9.22	2.24	7.0	13.0	2.0	3.16	3.61	6.08	7.07	1.41	7.21	9.06	4.0	7.81	
8.06	19.8	6.0	8.06	14.04	13.93	8.06	0.0	14.14	6.32	5.66	13.42	5.39	17.03	10.2	10.05	12.0	15.0	8.54	11.4	13.15	15.81	5.83	13.04	16.12	9.85	10.63	10.2	12.81	15.0	7.81	15.26	14.32	5.0	15.62	
11.18	12.0	14.56	14.32	19.21	14.21	7.28	14.14	0.0	8.0	10.2	12.81	12.37	11.4	14.42	4.12	2.83	11.18	12.53	14.21	19.42	12.08	9.06	11.4	18.44	5.39	7.81	4.0	10.0	7.28	8.54	6.08	13.6	11.18	8.25	
5.39	14.42	7.21	7.81	13.89	11.05	2.24	6.32	8.0	0.0	2.83	10.0	5.0	12.08	8.94	4.12	6.32	10.44	6.71	9.49	13.6	11.4	1.41	9.06	14.56	3.61	5.39	4.0	8.25	9.22	3.0	9.22	11.0	3.61	10.0	
3.0	14.14	4.47	5.0	11.18	9.06	3.0	5.66	10.2	2.83	0.0	8.25	2.24	11.4	6.32	6.71	8.94	9.43	4.12	7.07	10.82	10.3	1.41	7.62	12.17	5.0	5.0	6.32	7.21	9.43	2.24	9.85	9.22	1.0	10.0	
5.39	8.25	8.49	6.4	7.28	1.41	8.06	13.42	12.81	10.0	8.25	0.0	8.06	5.1	4.47	11.7	13.42	3.0	5.0	3.16	8.06	3.16	9.06	1.41	5.66	8.54	5.39	10.77	2.83	6.71	7.0	8.06	1.0	8.54	6.32	
2.83	15.0	2.24	3.16	9.49	8.54	5.1	5.39	12.37	5.0	2.24	8.06	0.0	12.04	5.0	8.94	11.18	9.9	3.16	6.08	8.94	10.63	3.61	7.81	11.0	7.07	6.32	8.54	7.81	10.77	4.0	11.4	8.94	1.41	11.18	
9.22	3.16	13.04	11.18	12.04	6.0	9.85	17.03	11.4	12.08	11.4	5.1	12.04	0.0	9.49	12.04	13.04	2.24	9.43	8.25	13.0	2.0	11.66	4.47	9.49	9.22	6.71	11.05	4.24	4.12	9.43	5.39	5.0	12.04	3.16	
3.61	12.65	4.47	2.24	5.0	4.24	7.81	10.2	14.42	8.94	6.32	4.47	5.0	9.49	0.0	12.04	14.14	7.28	2.24	1.41	5.0	7.62	7.62	5.1	6.0	9.22	6.71	11.31	6.0	10.05	6.4	11.18	5.0	6.08	10.0	
8.49	13.6	11.18	11.4	17.03	13.0	4.24	10.05	4.12	4.12	6.71	11.7	8.94	12.04	12.04	0.0	2.24	11.05	9.9	12.21	16.97	12.04	5.39	10.44	17.0	3.16	6.32	1.0	9.22	8.25	5.66	7.62	12.65	7.62	9.22	
10.63	14.14	13.42	13.6	19.1	14.76	6.4	12.0	2.83	6.32	8.94	13.42	11.18	13.04	14.14	2.24	0.0	12.37	12.04	14.21	19.1	13.34	7.62	12.08	18.87	5.0	8.06	2.83	10.77	9.0	7.81	8.06	14.32	9.85	10.0	
7.07	5.39	10.82	8.94	10.2	4.12	8.25	15.0	11.18	10.44	9.43	3.0	9.9	2.24	7.28	11.05	12.37	0.0	7.21	6.08	11.05	1.0	9.85	2.24	8.06	8.0	5.1	10.05	2.24	4.24	7.62	5.66	3.16	10.0	3.61	
1.41	12.53	3.61	2.0	7.21	5.39	5.66	8.54	12.53	6.71	4.12	5.0	3.16	9.43	2.24	9.9	12.04	7.21	0.0	3.0	7.07	7.81	5.39	5.0	8.06	7.21	5.1	9.22	5.39	9.06	4.24	10.0	5.83	4.0	9.22	
4.12	11.4	5.83	3.61	5.0	2.83	8.06	11.4	14.21	9.49	7.07	3.16	6.08	8.25	1.41	12.21	14.21	6.08	3.0	0.0	5.39	6.32	8.25	4.0	5.1	9.22	6.4	11.4	5.1	9.22	6.71	10.44	3.61	7.0	9.06	
8.49	16.03	7.28	5.83	1.41	7.0	12.73	13.15	19.42	13.6	10.82	8.06	8.94	13.0	5.0	16.97	19.1	11.05	7.07	5.39	0.0	11.0	12.21	9.22	5.0	14.21	11.66	16.28	10.44	14.56	11.31	15.81	8.0	10.3	14.32	
7.81	5.1	11.4	9.43	10.05	4.0	9.22	15.81	12.08	11.4	10.3	3.16	10.63	2.0	7.62	12.04	13.34	1.0	7.81	6.32	11.0	0.0	10.77	2.83	7.62	9.0	6.08	11.05	3.16	5.0	8.54	6.4	3.0	10.82	4.24	
4.12	14.21	5.83	6.4	12.53	10.0	2.24	5.83	9.06	1.41	1.41	9.06	3.61	11.66	7.62	5.39	7.62	9.85	5.39	8.25	12.21	10.77	0.0	8.25	13.34	4.12	5.0	5.1	7.62	9.22	2.24	9.43	10.05	2.24	9.9	
5.0	7.62	8.6	6.71	8.54	2.83	7.0	13.04	11.4	9.06	7.62	1.41	7.81	4.47	5.1	10.44	12.08	2.24	5.0	4.0	9.22	2.83	8.25	0.0	7.07	7.28	4.12	9.49	1.41	5.39	6.08	6.71	2.24	8.06	5.1	
9.22	12.17	10.2	8.06	3.61	4.24	13.0	16.12	18.44	14.56	12.17	5.66	11.0	9.49	6.0	17.0	18.87	8.06	8.06	5.1	5.0	7.62	13.34	7.07	0.0	13.89	10.82	16.12	8.49	12.21	11.7	13.6	5.0	12.04	11.66	
5.83	11.18	9.22	8.94	14.14	9.85	2.0	9.85	5.39	3.61	5.0	8.54	7.07	9.22	9.22	3.16	5.0	8.0	7.21	9.22	14.21	9.0	4.12	7.28	13.89	0.0	3.16	2.24	6.08	5.83	3.16	5.66	9.49	6.0	6.71	
4.0	9.22	8.06	7.07	11.4	6.71	3.16	10.63	7.81	5.39	5.0	5.39	6.32	6.71	6.71	6.32	8.06	5.1	5.1	6.4	11.66	6.08	5.0	4.12	10.82	3.16	0.0	5.39	3.0	4.47	2.83	5.1	6.32	5.83	5.0	
7.81	12.65	10.77	10.82	16.28	12.08	3.61	10.2	4.0	4.0	6.32	10.77	8.54	11.05	11.31	1.0	2.83	10.05	9.22	11.4	16.28	11.05	5.1	9.49	16.12	2.24	5.39	0.0	8.25	7.28	5.0	6.71	11.7	7.28	8.25	
5.0	7.21	8.94	7.28	9.85	4.24	6.08	12.81	10.0	8.25	7.21	2.83	7.81	4.24	6.0	9.22	10.77	2.24	5.39	5.1	10.44	3.16	7.62	1.41	8.49	6.08	3.0	8.25	0.0	4.12	5.39	5.39	3.61	7.81	4.0	
8.25	5.39	12.37	11.05	13.93	8.06	7.07	15.0	7.28	9.22	9.43	6.71	10.77	4.12	10.05	8.25	9.0	4.24	9.06	9.22	14.56	5.0	9.22	5.39	12.21	5.83	4.47	7.28	4.12	0.0	7.21	1.41	7.21	10.3	1.0	
2.83	12.04	6.08	5.83	11.4	8.06	1.41	7.81	8.54	3.0	2.24	7.0	4.0	9.43	6.4	5.66	7.81	7.62	4.24	6.71	11.31	8.54	2.24	6.08	11.7	3.16	2.83	5.0	5.39	7.21	0.0	7.62	8.0	3.16	7.81	
9.06	6.08	13.15	12.0	15.23	9.43	7.21	15.26	6.08	9.22	9.85	8.06	11.4	5.39	11.18	7.62	8.06	5.66	10.0	10.44	15.81	6.4	9.43	6.71	13.6	5.66	5.1	6.71	5.39	1.41	7.62	0.0	8.6	10.77	2.24	
6.32	8.06	9.22	7.07	7.07	1.0	9.06	14.32	13.6	11.0	9.22	1.0	8.94	5.0	5.0	12.65	14.32	3.16	5.83	3.61	8.0	3.0	10.05	2.24	5.0	9.49	6.32	11.7	3.61	7.21	8.0	8.6	0.0	9.49	6.71	
3.16	14.87	3.61	4.47	10.77	9.22	4.0	5.0	11.18	3.61	1.0	8.54	1.41	12.04	6.08	7.62	9.85	10.0	4.0	7.0	10.3	10.82	2.24	8.06	12.04	6.0	5.83	7.28	7.81	10.3	3.16	10.77	9.49	0.0	10.82	
8.54	4.47	12.65	11.18	13.6	7.62	7.81	15.62	8.25	10.0	10.0	6.32	11.18	3.16	10.0	9.22	10.0	3.61	9.22	9.06	14.32	4.24	9.9	5.1	11.66	6.71	5.0	8.25	4.0	1.0	7.81	2.24	6.71	10.82	0.0	
