100
0.0	16.64	27.46	17.8	22.63	15.65	26.25	39.0	31.38	25.0	10.2	10.44	19.42	34.71	22.36	6.71	21.21	18.38	17.49	25.0	15.23	19.92	36.06	21.95	18.79	26.93	34.21	5.39	39.81	6.32	15.3	7.07	22.8	35.34	1.41	3.61	28.02	22.47	24.0	10.82	13.6	18.79	18.03	17.89	14.32	44.41	20.25	17.72	12.04	17.03	19.24	9.85	6.08	7.81	23.35	23.41	28.43	21.54	8.94	17.0	11.0	36.4	25.5	22.83	32.25	23.71	2.0	17.03	9.9	20.02	9.22	25.3	10.82	10.0	17.26	37.12	25.61	4.24	30.02	15.0	26.91	20.12	22.02	28.6	10.77	7.28	21.19	24.19	13.0	25.0	10.44	7.62	42.72	9.22	14.87	7.07	23.32	20.88	20.62	19.65	
16.64	0.0	40.71	5.83	7.28	21.59	34.53	22.8	36.06	24.74	11.7	11.05	25.96	34.18	16.4	18.6	34.48	10.63	24.52	36.77	24.35	22.36	19.42	26.93	10.0	35.69	19.0	16.49	23.41	16.28	26.4	9.85	23.85	18.97	16.4	15.56	11.4	28.07	35.85	15.81	10.77	23.41	24.74	9.22	8.94	41.34	26.25	32.2	10.2	10.44	19.72	20.59	19.85	9.49	26.08	14.32	13.6	12.53	10.05	16.12	26.57	21.02	28.16	11.4	18.68	39.05	15.65	33.3	21.1	17.03	16.55	39.66	19.7	20.02	13.6	20.62	11.18	12.53	13.42	21.59	11.7	27.46	8.0	12.04	24.52	9.9	23.71	34.79	26.08	33.73	7.21	11.18	38.83	25.81	29.83	12.21	21.84	30.08	34.67	21.47	
27.46	40.71	0.0	44.01	47.85	41.05	13.15	58.69	21.0	27.73	29.15	37.85	43.42	31.26	49.82	22.47	6.32	45.61	18.44	5.39	17.03	46.01	58.6	46.39	45.88	12.04	52.35	32.14	60.14	33.14	14.42	33.53	49.01	55.97	26.68	26.25	51.31	18.79	5.83	25.24	41.0	44.1	42.3	44.92	41.48	41.01	44.41	10.0	31.06	34.06	46.04	20.12	21.84	34.48	23.26	50.7	54.13	48.76	36.14	44.28	27.66	54.49	23.41	49.65	48.27	8.49	29.43	15.23	34.06	47.38	24.19	4.24	21.1	35.01	44.72	58.14	51.48	31.05	52.2	20.52	52.33	16.64	47.93	52.15	31.4	31.38	47.04	8.54	14.87	12.37	33.54	34.93	41.19	21.1	13.0	28.64	29.15	13.04	7.0	46.0	
17.8	5.83	44.01	0.0	5.39	18.0	39.12	25.02	41.3	30.36	16.03	8.94	22.09	39.92	10.63	21.54	37.7	5.0	29.07	40.52	28.44	17.72	19.92	22.56	4.24	40.2	22.56	15.81	25.18	15.26	30.08	10.82	18.79	21.02	18.03	17.89	12.17	33.02	39.56	20.1	7.07	19.24	21.02	3.61	5.1	47.17	22.2	34.89	15.03	16.16	14.87	24.04	22.36	10.0	31.4	8.54	10.63	6.71	9.22	11.4	26.08	24.33	33.54	6.0	23.26	41.34	16.28	34.83	19.31	11.66	20.4	42.49	23.54	18.03	8.54	22.2	7.81	13.6	15.03	26.08	9.22	32.06	4.24	12.37	23.26	12.65	18.97	38.83	29.15	38.21	11.05	10.63	44.65	26.91	32.25	15.52	27.51	34.37	37.58	16.76	
22.63	7.28	47.85	5.39	0.0	23.09	41.77	20.02	43.0	31.26	18.97	14.32	27.0	40.26	13.42	25.55	41.59	9.06	31.78	44.01	31.62	22.2	14.56	27.17	8.06	42.95	18.38	21.1	20.02	20.59	33.62	15.56	22.8	16.03	22.67	22.2	7.0	35.23	43.08	23.09	12.37	24.02	26.02	8.0	10.44	46.52	27.02	39.12	17.46	17.03	19.24	27.73	26.63	14.87	33.0	10.0	6.32	8.94	14.42	16.03	31.38	19.92	35.01	6.4	20.0	45.8	21.26	39.62	24.7	15.52	23.77	46.65	26.93	23.41	13.04	17.03	4.0	18.38	10.05	28.86	4.47	34.71	2.24	7.07	28.64	16.64	23.35	42.06	33.12	41.0	14.32	15.81	43.83	31.83	36.62	19.24	28.28	37.36	41.68	21.21	
15.65	21.59	41.05	18.0	23.09	0.0	41.79	43.01	47.01	39.62	23.35	10.77	4.47	49.58	13.6	22.36	35.23	14.32	33.12	39.62	30.87	5.1	37.48	6.4	15.3	42.38	40.31	10.3	43.1	9.43	30.68	15.0	8.06	39.01	17.0	18.87	30.07	38.08	38.64	25.61	11.05	3.16	3.16	15.13	13.04	58.73	5.0	31.06	24.21	28.3	6.4	25.5	21.54	14.42	38.6	17.0	26.25	16.16	12.53	7.62	14.56	42.19	40.8	18.97	40.26	35.23	13.89	27.29	7.0	10.0	24.41	38.01	26.42	6.08	10.44	40.11	23.77	14.87	33.02	30.53	25.71	35.78	21.21	30.15	10.44	18.44	6.0	39.29	27.89	40.5	20.25	12.21	56.73	20.0	28.07	20.52	37.48	36.4	34.06	5.39	
26.25	34.53	13.15	39.12	41.77	41.79	0.0	48.83	8.25	15.62	23.09	35.36	45.19	18.11	47.17	19.65	11.7	42.01	10.05	8.0	11.18	46.17	50.09	47.93	42.0	1.41	42.2	31.62	50.48	32.57	11.18	30.15	49.04	46.65	25.0	23.54	43.66	7.21	8.06	19.03	38.21	44.94	43.86	41.0	38.05	28.02	46.1	15.26	24.33	25.63	45.35	16.49	20.25	31.14	11.31	47.0	48.05	45.0	33.24	42.76	31.4	44.2	10.82	45.1	37.64	19.42	28.16	22.47	35.34	45.54	19.03	16.03	16.12	35.85	42.3	48.88	45.71	28.44	43.86	13.04	46.1	7.07	42.43	44.6	34.13	27.02	47.43	5.1	14.42	1.41	28.07	32.39	28.07	24.21	17.03	24.02	17.69	5.39	13.93	45.88	
39.0	22.8	58.69	25.02	20.02	43.01	48.83	0.0	46.52	34.0	31.06	33.38	47.01	39.29	32.76	39.12	53.08	29.07	40.36	53.81	41.73	42.19	7.81	47.17	28.07	50.22	6.71	39.29	2.0	39.05	44.6	32.57	42.58	4.0	38.48	37.12	13.04	41.62	53.08	34.21	32.06	44.05	46.0	28.02	30.07	41.0	47.04	52.01	28.84	24.84	39.2	40.0	40.82	32.28	37.74	28.86	19.31	28.44	32.76	36.06	49.34	5.1	38.95	25.5	11.7	59.2	38.28	54.71	43.74	35.36	35.81	58.8	38.42	42.58	33.06	3.61	20.62	35.11	10.0	38.18	18.68	42.64	22.09	13.15	47.3	31.78	43.29	51.09	45.61	48.6	28.64	33.96	38.0	47.85	50.22	33.12	31.38	46.1	53.91	41.19	
31.38	36.06	21.0	41.3	43.0	47.01	8.25	46.52	0.0	12.65	25.71	39.22	50.77	10.77	50.45	24.7	19.92	44.91	13.89	16.12	16.4	50.99	49.04	53.34	44.72	9.06	39.81	36.72	48.33	37.59	17.69	33.84	53.71	44.94	30.02	28.18	43.57	8.94	16.28	22.14	41.76	50.12	49.4	43.74	41.23	20.02	51.62	23.26	26.31	26.02	49.77	21.63	25.81	34.79	10.0	49.65	49.04	47.68	37.0	46.82	38.18	41.59	8.06	47.27	34.89	27.66	33.12	30.41	41.05	49.34	22.85	24.19	20.59	41.34	45.88	47.17	47.0	32.7	43.17	16.55	47.04	11.4	44.05	44.55	40.46	30.36	52.33	13.34	21.26	9.49	30.59	36.4	20.4	31.14	24.7	27.51	15.52	12.21	22.14	50.57	
25.0	24.74	27.73	30.36	31.26	39.62	15.62	34.0	12.65	0.0	16.4	30.23	43.84	10.0	40.31	19.24	23.77	34.54	11.0	22.36	14.04	42.8	36.4	46.01	34.18	17.03	27.29	29.73	35.78	30.41	17.0	25.0	45.22	32.31	23.6	21.4	31.14	8.94	21.93	14.21	32.25	42.52	42.43	33.24	31.3	19.42	44.55	25.08	16.12	14.32	41.05	17.09	21.02	25.81	4.47	38.9	37.05	37.0	28.02	37.74	34.44	29.15	5.0	36.14	22.47	31.58	26.25	31.06	34.83	39.82	15.81	29.41	15.23	34.71	36.24	34.54	35.23	24.76	30.59	11.4	35.06	11.4	32.56	32.14	35.51	21.4	44.2	19.24	20.1	15.81	20.59	27.8	17.89	28.46	25.02	19.1	3.0	14.87	25.5	42.2	
