110
0.0	12.0	48.1	19.92	36.89	33.62	23.0	49.52	27.02	46.04	38.95	20.81	51.4	19.7	12.53	10.3	6.71	50.8	21.95	34.01	7.81	21.19	34.67	14.32	36.06	31.24	42.0	50.99	47.01	8.6	4.24	30.53	20.1	20.88	20.4	38.28	47.89	43.19	7.07	37.8	15.62	54.2	55.22	36.06	38.28	7.07	21.59	26.87	31.62	27.8	13.04	21.4	31.14	19.72	10.2	24.41	49.04	48.83	10.05	27.2	15.0	7.07	34.01	47.51	48.84	37.48	22.85	24.0	30.59	23.09	22.56	29.41	22.56	31.58	5.1	40.31	12.04	44.01	32.53	21.21	45.8	26.93	31.95	2.24	46.4	41.04	44.78	32.02	31.05	36.35	36.5	12.0	38.6	5.0	29.61	28.07	41.3	19.31	26.83	23.85	38.0	23.71	11.05	48.26	31.14	13.93	55.9	29.73	22.02	28.43	
12.0	0.0	53.54	31.58	47.42	44.92	25.94	58.41	35.81	56.36	46.01	29.41	59.41	31.05	6.08	5.83	10.82	58.69	32.89	36.4	18.68	32.76	45.19	26.17	46.52	40.0	43.68	60.46	56.94	19.65	9.49	38.21	32.06	20.88	25.61	43.83	54.67	52.7	14.76	47.89	12.17	62.24	62.94	34.0	48.75	5.1	22.14	36.36	30.07	38.01	25.02	30.23	43.1	27.8	2.83	32.8	58.83	59.06	22.02	32.8	12.37	8.6	40.46	57.14	57.63	41.15	21.21	26.83	34.99	22.56	27.8	28.16	34.37	35.85	17.03	47.42	24.02	49.65	41.88	22.85	55.95	34.71	37.8	13.15	56.44	50.0	50.8	36.89	42.76	48.26	36.5	24.0	43.57	16.28	41.44	40.05	44.38	26.17	33.94	32.02	50.0	21.02	17.03	58.59	32.28	21.4	64.66	28.07	34.01	38.47	
48.1	53.54	0.0	39.05	28.65	34.93	27.8	19.24	24.0	28.32	11.18	28.44	14.56	53.01	58.18	47.71	54.78	13.6	34.06	19.42	41.48	52.09	28.64	48.09	28.18	21.21	17.26	23.71	25.61	41.23	52.0	19.03	43.1	33.97	28.18	9.85	6.71	21.93	54.41	25.55	42.64	16.12	15.0	31.02	28.3	50.12	32.56	26.08	30.89	28.44	46.17	28.28	44.27	28.86	50.77	25.18	25.24	28.6	46.53	21.02	42.01	45.65	14.32	23.6	18.36	13.6	35.38	27.02	18.6	33.24	25.94	31.06	40.31	17.8	45.61	10.44	46.27	4.12	22.8	31.24	26.91	22.2	16.16	45.88	26.25	18.6	4.12	16.64	54.57	44.28	24.7	45.28	10.0	43.97	40.8	44.38	12.65	28.79	21.59	25.32	49.66	36.88	37.58	29.21	24.41	34.18	21.38	31.91	46.27	27.46	
19.92	31.58	39.05	0.0	18.44	13.89	25.5	33.54	15.13	27.59	28.0	13.04	37.0	14.04	32.31	28.02	25.06	36.69	5.0	33.29	13.04	13.04	16.4	10.3	17.8	18.03	40.71	33.84	29.21	12.04	23.77	20.22	4.12	28.65	20.52	30.59	36.22	26.42	22.2	20.25	29.61	39.56	41.11	41.77	19.85	26.48	28.3	13.0	37.64	11.4	9.22	12.53	12.37	14.21	29.27	14.87	31.4	30.41	11.4	22.83	28.64	24.02	25.5	30.23	33.11	33.62	31.76	26.17	27.29	30.53	21.26	35.61	3.16	28.18	14.87	29.02	9.9	35.13	17.46	26.63	27.66	17.72	25.3	18.44	28.43	25.63	35.01	27.31	17.8	17.03	39.05	9.22	32.02	15.3	10.0	9.85	37.7	16.97	19.31	15.23	19.92	33.54	18.68	29.7	33.3	15.65	39.82	36.4	7.62	12.37	
36.89	47.42	28.65	18.44	0.0	7.0	31.14	16.28	14.04	9.22	18.44	19.24	21.0	30.87	49.4	42.72	42.8	21.02	15.0	33.11	29.15	29.15	2.24	28.6	1.0	11.7	38.01	15.65	10.82	28.3	41.05	16.16	21.1	37.0	27.0	24.08	23.41	9.06	40.36	3.16	41.77	23.09	25.02	45.22	1.41	42.49	36.01	12.04	42.2	9.49	27.66	18.25	17.0	21.21	44.78	17.0	13.04	12.04	29.7	23.77	40.79	39.0	20.25	12.08	16.12	30.23	40.01	31.26	26.93	38.05	26.08	40.79	17.49	27.31	32.2	18.6	28.32	25.81	8.54	34.01	9.22	17.26	22.36	34.99	10.0	10.44	24.7	25.5	28.02	15.81	40.31	27.59	26.25	31.91	14.14	18.25	33.42	24.08	19.42	18.0	21.19	42.01	31.32	11.4	35.74	26.93	22.14	41.77	22.85	9.22	
33.62	44.92	34.93	13.89	7.0	0.0	32.57	23.19	16.12	14.76	24.19	19.42	28.0	24.7	46.1	40.79	38.95	28.02	12.17	36.62	26.25	22.83	6.32	23.35	7.07	15.56	42.45	22.14	17.09	25.3	37.58	19.85	15.56	37.66	27.89	29.21	30.08	16.03	36.06	10.05	41.01	30.07	32.02	47.85	8.06	39.85	36.88	13.42	44.38	9.85	22.8	18.44	10.0	21.38	42.45	18.38	19.31	17.49	25.24	26.42	40.01	36.88	24.76	18.68	23.09	34.66	40.79	32.89	30.23	39.05	27.51	42.72	12.04	30.81	28.64	24.6	23.6	31.76	12.81	34.93	15.23	19.72	26.25	31.95	16.16	17.26	30.87	29.21	21.02	9.43	43.57	23.02	31.24	28.79	7.28	11.4	38.21	24.52	21.95	19.31	14.76	42.76	30.07	16.64	38.47	26.0	28.86	43.66	16.64	10.3	
23.0	25.94	27.8	25.5	31.14	32.57	0.0	36.4	17.12	38.12	21.95	13.42	35.85	35.85	31.02	20.12	29.15	34.99	22.47	11.05	18.97	36.06	29.27	29.53	30.15	20.02	19.0	39.56	37.48	19.31	26.17	16.28	29.0	6.71	5.0	18.38	29.83	32.56	30.02	30.0	14.87	38.59	38.83	16.28	32.06	23.09	5.39	19.42	12.21	22.8	27.29	14.32	36.89	11.66	23.26	14.32	38.83	40.31	26.0	8.54	14.21	18.68	16.12	36.88	35.47	15.23	9.22	1.0	9.22	7.07	5.1	10.3	28.43	10.0	22.56	23.32	26.83	24.08	23.0	3.61	37.22	14.0	13.04	21.02	37.34	28.86	25.46	11.31	43.14	40.25	14.32	25.94	17.8	20.4	33.62	35.0	18.68	8.6	12.04	13.34	44.42	11.18	12.04	40.2	8.54	11.18	42.05	11.18	32.56	22.56	
49.52	58.41	19.24	33.54	16.28	23.19	36.4	0.0	22.67	10.77	15.13	29.07	5.83	46.82	61.55	53.01	55.97	6.4	29.15	33.06	41.77	45.22	17.72	43.83	16.49	18.44	34.53	4.47	7.62	41.11	53.76	20.59	36.77	43.08	34.0	21.0	12.53	7.28	54.2	13.6	50.12	7.07	9.22	46.04	15.13	53.91	41.79	22.67	44.41	22.47	42.54	28.32	33.14	30.61	55.61	25.61	6.4	10.0	44.1	27.86	49.24	49.82	20.62	5.39	1.0	28.02	45.54	36.06	28.64	43.32	32.2	43.74	33.24	28.44	45.45	14.04	43.05	18.68	17.03	39.92	9.49	23.85	23.77	47.38	8.54	8.49	16.76	26.48	44.18	31.06	40.0	42.19	23.02	44.6	30.41	34.53	29.43	32.45	25.06	26.4	36.22	47.43	41.4	10.82	37.34	37.01	6.4	44.72	38.9	21.63	
27.02	35.81	24.0	15.13	14.04	16.12	17.12	22.67	0.0	21.59	13.15	6.4	24.41	29.02	38.9	30.53	33.6	23.85	10.2	20.62	19.42	28.16	12.17	24.19	13.04	4.24	27.02	24.7	21.54	18.87	31.24	5.1	19.24	23.02	13.04	15.52	21.84	17.0	32.25	13.15	28.46	27.2	28.3	31.78	15.0	31.24	22.0	2.83	28.46	6.4	22.36	5.66	22.8	8.06	33.02	3.16	23.26	24.04	23.09	10.3	27.51	27.2	10.44	21.47	21.93	19.42	26.0	17.26	14.21	24.02	12.04	26.93	16.76	14.87	23.32	14.32	22.56	20.02	6.32	20.0	20.88	3.61	10.82	24.84	21.19	14.21	20.02	13.45	31.78	24.84	27.46	21.59	17.09	22.2	19.21	21.95	23.32	10.44	5.83	4.12	29.7	28.0	18.87	23.77	22.36	14.42	29.0	27.89	22.56	5.83	
46.04	56.36	28.32	27.59	9.22	14.76	38.12	10.77	21.59	0.0	20.62	27.51	16.55	39.45	58.52	51.48	52.01	17.0	24.21	37.85	38.28	37.59	11.4	37.64	10.0	18.11	41.23	8.0	3.16	37.44	50.22	22.0	30.0	44.41	34.53	26.93	21.93	6.71	49.58	8.54	50.0	17.72	19.92	50.64	7.81	51.48	43.29	20.25	48.17	18.36	36.8	26.57	24.04	29.41	53.67	24.74	5.0	2.83	38.9	30.0	49.04	47.85	24.52	5.39	11.18	33.84	47.27	38.05	32.25	45.18	33.24	47.04	26.4	32.39	41.4	20.12	37.48	26.63	15.3	41.3	1.41	24.19	27.29	44.1	2.24	10.77	25.0	30.41	34.93	21.1	45.12	36.77	29.15	41.05	21.93	26.0	36.25	32.02	26.08	25.71	26.0	49.25	39.92	2.24	41.3	35.47	15.0	48.04	31.38	17.89	
