130
0.0	44.55	12.04	48.09	18.87	21.63	58.73	43.29	31.62	68.12	25.08	34.41	44.15	18.03	24.74	39.32	22.67	8.6	38.01	61.85	39.81	60.03	7.81	23.54	18.0	52.09	44.1	27.86	12.53	12.65	21.19	31.32	45.28	64.4	43.32	25.5	64.38	52.09	13.34	23.43	41.4	53.16	9.49	44.72	39.85	30.81	47.01	52.04	40.31	31.02	8.06	5.66	40.2	20.25	28.6	19.42	12.37	15.23	16.97	28.46	45.54	51.62	32.89	59.03	41.05	45.1	43.38	30.41	57.63	41.62	15.56	45.61	49.58	7.62	42.76	13.6	44.0	56.73	21.47	45.54	8.54	61.55	61.55	50.93	43.29	14.42	18.79	47.54	9.85	13.93	11.18	26.48	53.0	44.38	15.0	48.27	53.85	10.3	30.02	12.53	61.22	47.68	18.44	38.59	44.64	46.23	57.71	25.32	8.0	18.38	19.21	44.01	51.0	51.24	50.92	19.24	25.0	38.0	51.61	52.47	27.51	29.43	49.04	12.37	5.83	42.15	19.85	51.09	47.01	15.0	
44.55	0.0	55.08	10.77	54.74	40.61	47.01	63.41	50.25	51.62	45.34	31.38	60.46	27.02	20.02	13.0	37.64	37.05	49.09	46.17	69.43	37.85	39.85	49.2	26.93	8.94	4.0	47.38	53.14	32.14	45.8	64.64	65.0	45.71	7.62	22.47	51.09	12.81	47.38	38.29	44.28	10.63	53.94	15.0	71.84	19.8	26.02	12.04	28.46	23.43	40.0	40.11	67.18	55.9	23.26	54.59	50.7	50.49	32.39	62.97	63.82	16.55	50.33	44.05	9.49	70.09	26.48	53.76	52.61	45.62	37.59	60.21	45.35	47.0	2.24	40.45	67.36	44.01	59.93	14.04	47.01	52.04	49.01	44.91	12.04	35.34	57.27	5.39	43.08	33.24	55.23	51.09	54.41	18.03	39.82	18.25	10.63	35.06	43.93	42.05	45.18	15.3	26.17	29.15	5.1	36.88	34.71	19.24	44.01	44.1	29.43	8.0	9.9	13.89	24.33	42.44	20.25	62.94	50.96	8.0	48.1	53.08	7.62	56.89	47.04	10.3	32.02	40.31	8.54	35.78	
12.04	55.08	0.0	57.22	24.02	23.26	61.06	37.7	29.07	70.83	24.21	38.9	39.82	29.53	35.85	48.09	25.63	20.62	36.77	64.88	31.02	64.85	15.3	20.52	28.16	61.98	54.13	26.17	4.24	24.19	20.0	22.0	39.56	67.98	54.63	34.13	66.57	61.2	21.84	26.0	42.2	64.26	5.0	53.0	30.15	39.01	53.15	61.29	45.61	38.12	19.85	17.69	32.39	25.08	40.61	12.08	7.21	22.2	29.0	19.0	40.31	60.0	30.48	62.18	50.36	37.48	49.24	26.08	58.26	42.01	20.22	41.68	51.04	16.16	53.45	24.7	37.11	59.54	11.05	54.01	17.09	63.01	63.81	52.7	52.09	21.0	9.06	58.52	13.04	22.2	10.2	22.8	52.33	52.09	18.44	56.08	64.85	22.2	30.0	15.3	64.41	56.0	29.55	43.68	55.71	49.66	62.94	36.06	18.36	18.36	31.24	53.46	60.53	60.07	57.71	20.12	34.93	31.32	51.74	62.82	25.46	25.24	60.17	5.83	14.32	53.67	31.83	54.12	56.44	21.02	
48.09	10.77	57.22	0.0	61.03	39.0	37.34	58.73	46.62	41.19	42.94	26.25	55.17	32.28	25.63	9.22	35.85	41.77	43.84	36.0	66.57	27.29	42.05	47.42	30.15	7.21	7.21	44.42	54.59	36.67	44.38	63.07	60.11	35.23	18.38	23.09	41.01	4.0	53.45	36.25	37.8	18.25	57.0	6.4	69.46	18.44	16.76	4.12	21.4	20.62	45.12	44.55	63.82	62.3	32.02	54.41	51.79	56.61	39.0	61.85	58.69	5.83	46.4	34.06	7.07	66.07	18.36	50.77	43.68	39.2	37.85	54.56	37.16	51.97	12.53	46.82	63.13	34.37	60.17	5.0	52.17	42.43	39.12	36.4	5.39	36.35	57.72	15.13	44.41	35.06	59.21	48.76	46.52	9.43	40.02	8.06	17.46	39.81	40.22	42.76	35.0	5.1	30.81	22.67	15.81	28.64	24.19	24.04	49.24	43.32	36.25	4.47	4.24	3.61	14.0	41.44	23.19	59.41	42.95	10.77	45.28	50.25	17.03	60.0	51.62	21.02	39.36	31.32	2.24	36.5	
18.87	54.74	24.02	61.03	0.0	40.5	77.1	60.88	50.16	86.28	43.83	52.35	62.3	28.79	35.44	53.31	41.4	20.25	56.82	79.93	55.04	77.2	26.4	41.79	32.25	63.35	55.54	46.52	27.29	25.06	39.81	46.01	62.82	82.22	51.04	40.82	82.76	64.85	7.62	42.2	60.22	61.01	19.03	59.09	54.04	46.14	63.51	64.56	57.63	47.43	16.64	18.44	56.32	1.41	33.02	35.51	28.86	4.47	22.36	43.01	63.32	65.55	51.48	77.1	54.08	61.4	60.22	48.38	76.4	60.46	34.21	63.91	68.25	11.4	52.61	14.32	60.83	74.95	35.0	59.62	10.63	80.16	79.93	69.53	57.01	32.56	33.06	56.14	28.65	31.14	14.04	44.6	71.87	59.48	33.84	63.07	62.03	21.95	48.88	31.38	79.25	61.85	30.46	56.08	53.15	64.35	74.63	37.0	12.81	37.12	25.32	56.61	63.06	64.51	66.73	38.08	38.48	54.92	70.46	62.65	46.1	47.43	57.04	19.1	13.04	49.0	23.02	69.3	59.48	33.3	
21.63	40.61	23.26	39.0	40.5	0.0	38.01	25.96	12.17	47.71	5.39	16.12	25.08	24.52	26.83	29.97	3.16	23.54	16.76	41.68	29.0	41.76	14.32	8.6	18.97	45.18	38.28	8.25	19.31	22.0	5.39	24.19	27.89	44.72	43.19	18.38	43.6	42.72	34.44	3.0	19.85	51.09	25.81	33.53	31.24	21.1	31.02	43.08	23.09	18.38	26.25	23.41	27.2	41.88	36.69	16.03	16.16	36.72	30.0	22.85	27.46	40.26	13.04	38.95	33.12	30.89	27.02	13.89	36.12	20.0	7.07	26.0	28.32	29.15	39.7	32.02	28.64	36.36	22.02	34.79	30.02	40.36	40.8	29.83	33.62	10.0	20.02	45.34	12.04	13.04	30.48	10.63	31.38	31.78	6.71	35.69	51.22	23.19	8.54	9.22	41.18	36.4	22.8	21.1	43.14	26.4	40.02	25.55	28.64	5.1	30.15	36.24	42.95	41.11	36.01	3.16	22.2	23.32	30.0	47.17	8.54	13.04	47.42	28.3	27.46	43.42	33.02	30.89	38.91	9.0	
58.73	47.01	61.06	37.34	77.1	38.01	0.0	38.12	34.48	9.85	37.12	25.0	33.14	52.84	49.77	35.23	36.24	57.63	26.68	5.1	51.01	13.45	50.93	41.63	47.17	43.93	43.01	35.85	56.94	53.82	41.18	52.95	38.33	9.22	54.04	39.36	5.66	38.08	70.18	35.61	19.31	55.58	63.82	32.02	55.04	35.47	21.0	39.05	21.54	32.2	61.07	58.8	47.0	78.52	60.41	51.48	53.85	72.92	60.54	53.6	36.35	32.98	33.24	4.24	38.05	46.27	21.38	39.29	8.6	19.92	43.19	31.26	10.44	65.76	48.01	65.8	43.19	3.0	57.01	33.06	66.48	5.1	2.83	8.54	35.0	44.55	55.95	52.09	49.82	46.1	68.41	40.5	15.81	29.0	44.05	29.27	54.74	56.4	31.3	47.01	5.39	32.25	50.61	22.36	52.0	13.04	15.26	47.54	64.44	42.72	59.06	39.01	40.79	35.9	23.54	41.05	43.86	43.05	13.15	47.85	36.77	39.56	54.15	66.29	64.35	56.14	62.65	8.06	39.2	43.84	
43.29	63.41	37.7	58.73	60.88	25.96	38.12	0.0	13.93	47.01	20.62	32.53	5.0	50.45	52.55	50.99	27.86	48.04	15.0	43.19	13.6	48.76	38.01	20.0	44.92	65.76	60.31	17.72	33.84	47.52	23.09	19.1	2.0	47.27	67.42	42.94	42.01	61.72	56.57	26.93	22.36	74.03	42.38	52.4	17.72	43.83	44.94	62.37	37.8	40.0	50.01	47.01	9.49	62.1	62.64	25.63	32.02	58.05	55.44	21.26	2.83	57.8	13.42	41.44	54.56	8.25	41.62	13.0	31.06	21.02	32.56	7.07	28.64	50.64	63.01	56.01	5.1	38.47	28.3	53.81	51.62	37.05	40.01	30.59	53.74	35.69	29.07	68.6	34.01	38.83	47.76	17.0	23.09	49.68	31.26	52.8	73.88	48.17	19.72	32.02	43.29	54.67	48.76	36.24	66.85	34.01	48.7	51.08	51.24	26.08	55.9	57.31	62.97	59.67	50.25	26.31	47.42	7.07	25.02	68.62	17.46	14.0	70.8	43.46	48.66	68.1	58.55	35.44	59.4	34.71	
31.62	50.25	29.07	46.62	50.16	12.17	34.48	13.93	0.0	44.27	7.0	20.59	13.0	36.67	38.63	38.29	13.93	35.13	8.06	39.05	20.12	42.0	25.32	8.6	31.05	53.41	47.38	4.0	24.84	34.06	10.44	19.0	15.81	42.76	53.82	29.15	39.56	49.93	44.92	13.0	15.3	60.88	33.02	40.5	23.41	30.48	34.79	50.48	26.93	26.87	37.48	34.53	17.2	51.48	48.76	17.8	22.2	46.82	42.05	19.24	15.3	46.53	1.41	36.67	41.77	19.85	31.02	5.0	30.02	14.56	19.03	14.14	24.04	39.22	49.68	43.42	17.2	33.73	22.83	41.88	40.16	35.34	37.0	25.96	41.4	22.09	22.2	55.32	21.84	25.18	38.28	6.4	23.43	38.08	18.03	41.59	60.83	35.01	6.4	19.42	38.83	43.05	34.93	25.08	53.41	26.02	41.11	37.16	39.29	13.34	42.3	44.69	50.8	48.02	40.16	13.04	33.54	12.81	23.32	55.97	4.12	5.1	57.49	34.83	37.34	54.38	45.1	29.15	47.01	21.1	
68.12	51.62	70.83	41.19	86.28	47.71	9.85	47.01	44.27	0.0	46.96	33.94	42.01	61.03	57.31	41.11	45.8	66.53	36.4	6.4	60.21	14.0	60.31	51.48	55.61	47.0	47.68	45.69	66.73	62.48	51.0	62.59	47.01	6.0	59.03	47.43	5.0	41.0	79.21	45.22	29.15	59.01	73.5	36.88	64.28	43.05	26.57	42.0	29.41	40.22	70.04	67.88	56.14	87.69	67.54	61.33	63.63	82.02	68.82	63.32	45.01	36.01	43.01	9.22	43.42	55.01	28.18	49.04	16.03	29.73	52.63	40.0	20.25	75.01	52.95	74.52	52.0	11.4	66.85	37.66	75.69	10.05	7.28	18.38	40.02	53.81	65.8	56.32	59.41	55.15	78.01	50.33	24.02	34.21	53.6	33.38	58.0	65.19	41.15	56.61	7.21	36.35	58.82	30.61	56.72	21.93	17.03	55.07	73.54	52.48	67.12	43.74	44.01	39.01	27.29	50.77	51.62	52.35	22.09	51.0	46.62	49.34	58.22	76.01	73.66	61.39	70.72	17.03	43.29	53.15	
