60
0.0	17.09	25.63	4.12	24.35	25.0	9.43	18.0	16.16	12.53	21.47	24.04	25.0	20.12	8.06	20.62	25.71	30.89	8.06	11.4	20.62	21.93	20.1	15.0	17.26	8.0	21.21	18.25	27.17	20.25	24.52	23.26	7.0	9.0	24.08	14.21	12.37	21.02	20.62	22.47	5.1	16.55	10.3	18.44	16.28	7.81	3.16	20.0	21.19	25.0	29.68	16.28	1.0	15.03	12.04	7.81	23.35	24.7	10.0	17.03	
17.09	0.0	30.81	20.62	29.41	24.84	8.06	20.0	13.45	5.0	14.32	11.05	14.04	27.73	10.63	17.8	21.47	21.02	12.04	23.19	27.29	9.0	19.8	25.71	21.95	24.74	9.06	17.69	24.7	26.42	21.1	16.16	16.03	25.71	22.8	5.83	14.32	28.18	7.0	28.3	13.04	24.7	21.21	16.97	21.47	21.0	14.76	21.26	26.93	29.21	19.0	7.81	16.76	7.07	24.19	22.02	10.05	30.23	24.0	8.6	
25.63	30.81	0.0	23.54	1.41	9.06	25.5	10.82	17.49	26.91	19.65	26.93	24.33	6.0	30.23	14.56	15.03	24.19	21.4	15.13	5.1	26.57	11.7	12.0	9.22	24.02	25.63	13.42	12.37	5.39	14.0	19.24	19.24	24.0	11.0	25.0	16.97	5.0	27.31	3.16	28.65	9.22	15.52	14.32	10.0	18.44	27.73	9.85	4.47	2.0	25.02	23.32	24.7	34.66	15.03	19.24	27.2	1.0	18.03	22.83	
4.12	20.62	23.54	0.0	22.36	24.33	12.65	17.46	17.2	15.81	22.8	26.4	26.87	17.72	12.17	21.02	26.0	32.2	10.0	8.54	18.44	24.41	19.92	12.08	16.03	4.12	23.6	18.38	26.93	18.25	24.7	24.41	7.21	5.1	23.77	17.0	13.04	18.68	23.32	20.4	9.22	14.32	8.06	18.79	15.03	5.1	7.28	19.42	19.24	23.19	31.24	18.6	4.0	19.1	8.94	4.47	25.81	22.56	6.4	19.21	
24.35	29.41	1.41	22.36	0.0	8.25	24.08	9.43	16.12	25.5	18.44	25.71	23.19	5.1	28.84	13.34	14.14	23.35	20.0	14.04	4.0	25.3	10.44	11.05	7.81	23.0	24.35	12.08	11.7	4.12	13.04	18.11	17.89	23.02	10.05	23.6	15.56	4.12	26.0	2.0	27.29	8.06	14.32	13.0	8.6	17.26	26.4	8.54	3.16	1.41	24.08	21.95	23.41	33.24	14.0	18.11	25.96	1.0	17.0	21.47	
25.0	24.84	9.06	24.33	8.25	0.0	21.54	7.0	11.66	21.95	11.66	18.79	15.81	11.4	27.2	7.07	6.0	15.13	18.44	17.46	10.0	18.87	5.39	15.81	8.54	26.25	18.03	7.62	3.61	9.22	5.1	10.77	18.0	26.57	2.24	19.42	13.34	10.82	20.0	8.94	26.48	12.21	16.76	8.06	9.49	19.65	26.17	5.0	8.6	7.07	16.0	17.03	24.0	30.02	17.89	20.88	19.24	9.22	20.62	16.28	
9.43	8.06	25.5	12.65	24.08	21.54	0.0	15.26	10.2	3.16	14.14	15.0	16.55	21.4	6.0	15.3	20.1	23.09	4.47	15.52	21.26	12.81	16.16	18.38	16.28	16.76	12.21	13.93	22.56	20.52	19.24	16.12	8.25	17.72	19.92	5.0	8.6	22.02	11.31	22.63	6.71	18.03	13.6	13.6	15.56	13.04	7.81	17.0	21.21	24.21	21.54	7.62	8.94	9.22	16.49	14.0	14.21	24.76	16.03	8.54	
18.0	20.0	10.82	17.46	9.43	7.0	15.26	0.0	6.71	16.28	10.05	17.03	15.13	9.0	20.62	5.39	9.22	17.49	11.7	11.4	8.06	16.28	2.83	10.82	3.16	19.7	15.3	3.0	9.49	7.07	7.81	10.44	11.0	20.12	6.32	14.21	6.71	9.06	16.76	8.54	19.65	7.62	10.3	4.0	3.61	13.0	19.24	2.0	7.28	9.22	17.46	12.53	17.0	24.21	12.04	14.32	17.12	10.3	14.42	12.08	
16.16	13.45	17.49	17.2	16.12	11.66	10.2	6.71	0.0	10.3	5.66	11.18	10.3	15.3	16.12	5.1	10.0	15.0	8.25	14.32	14.56	10.0	6.4	15.3	9.22	20.52	9.0	4.24	12.37	13.6	9.06	7.21	10.0	21.21	9.85	7.81	4.24	15.52	10.2	15.23	16.03	13.0	12.53	3.61	9.06	14.21	16.28	7.81	13.93	15.81	14.14	5.83	15.23	18.36	15.23	15.62	11.05	17.0	16.64	5.39	
12.53	5.0	26.91	15.81	25.5	21.95	3.16	16.28	10.3	0.0	13.04	12.53	14.56	23.32	7.62	15.23	19.65	21.38	7.07	18.25	23.02	10.3	16.64	20.88	17.8	19.92	9.85	14.42	22.47	22.2	18.97	15.03	11.05	20.88	20.12	3.0	10.0	23.85	8.6	24.21	9.22	20.12	16.28	13.89	17.2	16.0	10.63	17.8	22.8	25.46	19.65	6.0	12.08	8.06	19.24	17.03	11.66	26.25	19.0	7.0	
21.47	14.32	19.65	22.8	18.44	11.66	14.14	10.05	5.66	13.04	0.0	7.28	5.1	19.03	20.1	5.1	7.21	9.43	13.42	19.72	18.0	7.21	8.06	20.25	13.15	26.17	6.4	7.07	10.63	17.0	7.07	2.0	15.62	26.87	9.43	10.05	9.9	19.0	8.49	18.11	20.62	17.46	18.03	6.08	13.34	19.85	21.19	10.05	17.03	17.72	8.49	7.07	20.59	20.62	20.59	21.26	7.62	19.42	22.2	6.08	
24.04	11.05	26.93	26.4	25.71	18.79	15.0	17.03	11.18	12.53	7.28	0.0	3.61	26.02	20.12	12.37	13.6	10.2	16.4	25.3	25.08	2.24	15.3	26.48	20.0	30.23	2.83	14.04	17.2	24.08	13.89	8.06	19.72	31.06	16.55	10.0	14.87	26.08	4.12	25.32	21.63	24.08	23.41	13.04	20.02	24.6	22.8	17.26	24.19	25.0	8.06	7.81	23.35	18.11	26.25	25.94	1.0	26.68	27.31	7.21	
25.0	14.04	24.33	26.87	23.19	15.81	16.55	15.13	10.3	14.56	5.1	3.61	0.0	24.08	22.14	10.0	10.3	7.0	17.03	24.6	23.02	5.1	13.0	25.3	18.25	30.48	5.0	12.17	13.89	22.02	10.77	5.1	19.85	31.24	13.6	11.7	14.42	24.02	7.07	23.02	23.26	22.56	22.83	11.18	18.44	24.41	24.19	15.0	22.0	22.36	5.1	8.94	24.21	21.0	25.5	25.81	4.47	24.19	26.93	8.06	
20.12	27.73	6.0	17.72	5.1	11.4	21.4	9.0	15.3	23.32	19.03	26.02	24.08	0.0	25.5	14.14	16.55	25.63	17.03	9.22	1.41	25.18	11.18	6.0	6.08	18.03	24.19	12.0	15.0	2.24	15.23	19.24	14.21	18.0	12.53	21.93	13.42	1.0	25.5	3.16	23.6	3.61	9.85	13.0	6.32	12.65	22.47	9.22	2.83	6.32	25.96	20.88	19.24	30.61	9.06	13.34	26.08	5.0	12.04	20.62	
