180
0.0	53.37	53.04	29.12	67.12	20.52	29.73	9.22	83.36	69.12	58.19	24.17	55.9	40.61	23.77	37.22	66.48	68.88	52.0	41.23	2.24	41.15	24.08	43.01	55.66	30.07	46.17	32.25	55.04	51.48	37.36	69.92	58.82	43.93	50.25	70.49	77.67	74.33	86.33	64.01	24.35	77.52	34.23	72.4	31.62	46.23	26.42	56.59	41.77	59.17	84.17	59.48	41.23	85.0	49.4	65.12	89.94	19.7	38.01	58.05	76.32	82.2	76.42	58.9	51.2	23.6	53.23	64.78	102.2	38.01	41.62	31.3	93.48	56.92	79.81	64.5	52.04	22.02	57.72	64.54	8.94	54.04	79.4	68.12	82.07	62.51	23.41	25.94	15.62	80.43	33.24	21.54	98.74	66.61	51.4	43.86	37.01	55.36	78.92	72.24	14.14	10.2	14.87	14.21	54.92	50.91	99.85	58.69	37.85	81.06	47.17	63.03	15.65	28.46	23.02	66.07	28.65	68.43	59.24	68.15	61.01	54.41	80.1	8.06	77.79	81.91	65.12	18.87	82.13	36.89	46.17	84.4	69.66	31.4	62.13	12.0	22.2	63.79	64.2	83.74	13.6	67.12	42.49	54.41	23.85	74.25	87.46	61.81	49.03	37.11	45.12	30.68	86.82	81.32	33.06	22.02	50.49	60.0	39.62	52.63	78.85	86.01	94.87	37.66	66.76	69.35	10.63	20.1	63.35	50.16	65.51	41.76	71.59	51.0	95.52	36.72	41.59	69.29	56.36	106.25	
53.37	0.0	10.05	62.1	17.0	37.05	31.05	61.81	79.18	79.91	83.01	62.8	13.15	23.85	61.81	21.19	87.2	54.63	12.0	50.48	53.94	74.33	31.3	11.05	53.91	26.08	10.0	59.46	65.95	70.72	16.12	17.0	82.68	9.49	30.81	26.25	52.61	43.05	74.33	16.28	61.0	89.14	60.17	50.7	45.69	33.24	40.52	29.15	11.7	44.78	77.39	48.02	44.41	56.01	8.49	36.88	67.6	60.3	35.51	5.1	30.87	78.77	44.0	26.93	2.24	33.06	11.7	80.92	70.58	59.03	35.61	67.91	65.01	81.63	38.6	79.4	14.0	53.94	4.47	38.33	60.53	14.14	80.16	79.2	44.72	78.1	60.83	41.48	40.05	51.04	47.42	60.53	70.06	43.97	21.95	29.73	18.6	51.86	77.18	21.21	39.29	50.04	62.01	61.01	74.89	28.84	75.06	76.4	50.61	40.52	38.9	71.42	59.03	45.54	65.38	40.26	40.16	21.02	52.43	64.35	15.81	37.74	88.09	59.54	44.05	71.31	77.1	68.03	49.09	37.22	49.68	100.42	42.76	72.18	75.07	52.0	65.28	80.28	87.09	78.26	39.81	25.32	42.01	53.81	32.02	25.0	71.57	79.03	4.47	16.28	8.25	23.09	68.88	46.27	21.47	32.7	70.18	39.4	52.48	55.15	73.82	69.38	68.01	64.08	13.89	82.04	45.18	50.64	63.41	67.68	84.02	48.83	22.2	12.04	70.06	20.88	16.55	59.94	48.01	75.54	
53.04	10.05	0.0	66.31	14.14	39.85	35.85	62.0	88.57	87.97	89.4	66.1	23.19	31.14	65.15	27.02	94.26	64.26	2.24	57.38	54.0	79.16	29.27	16.28	62.43	23.35	7.28	64.41	73.55	77.47	18.79	22.8	89.2	12.21	39.82	35.69	62.65	53.08	84.12	11.05	64.51	97.31	65.37	60.64	51.31	41.62	45.18	38.9	13.42	54.13	86.93	57.25	51.62	66.03	17.46	46.87	77.65	63.06	42.45	9.85	39.85	88.1	54.01	36.88	9.49	36.06	21.59	88.39	80.4	64.9	43.19	71.87	75.0	88.01	48.05	86.98	4.12	57.58	12.37	48.27	61.03	4.12	89.19	87.21	54.45	85.56	64.2	46.07	41.77	61.07	53.25	63.6	80.02	53.85	31.38	37.8	16.03	60.46	86.35	28.65	39.0	51.62	63.64	62.65	81.69	38.01	85.09	83.55	57.01	50.01	47.2	79.51	61.19	50.61	68.15	50.22	45.28	30.08	61.4	73.43	8.54	46.96	96.61	60.03	54.01	80.99	84.96	69.46	59.03	43.93	57.31	108.3	52.77	75.58	82.76	53.94	67.91	87.69	93.86	87.73	40.05	35.13	49.52	62.2	34.79	33.11	81.49	86.31	9.43	18.38	12.04	25.3	78.85	56.14	20.0	31.14	76.84	49.04	59.03	63.25	83.19	79.31	78.03	69.46	20.25	89.94	46.39	54.08	72.11	74.52	91.29	55.9	30.46	2.83	80.1	26.4	23.35	69.35	56.94	85.38	
29.12	62.1	66.31	0.0	78.75	26.93	31.05	26.02	58.69	41.19	29.15	6.32	58.08	40.11	6.08	41.0	37.36	50.99	66.21	21.63	26.93	13.45	43.86	51.24	35.36	48.41	59.09	5.66	28.79	23.02	47.54	75.43	29.73	54.42	42.95	68.59	63.25	63.98	64.35	76.9	5.0	49.01	7.21	57.43	18.11	37.85	21.59	50.22	52.92	44.42	60.37	43.01	26.0	71.28	54.92	55.71	72.12	10.0	30.15	67.19	73.98	57.38	66.21	53.94	60.44	30.41	56.22	36.06	87.62	12.21	32.56	6.0	78.24	27.86	74.04	36.0	67.08	9.22	65.51	54.23	24.0	68.88	53.45	40.2	73.54	34.0	6.0	20.62	26.91	67.74	17.46	8.0	82.98	53.71	49.09	38.21	52.48	36.12	53.85	75.01	34.06	20.59	17.12	17.03	26.08	44.72	82.04	30.02	18.36	74.63	35.11	36.4	14.04	17.03	10.3	55.04	22.2	69.07	40.36	45.49	74.85	43.08	52.15	24.02	68.03	59.91	37.22	19.7	71.12	28.16	27.2	55.32	58.14	11.4	34.23	17.89	11.18	35.06	35.11	59.51	31.89	64.63	28.79	33.94	31.76	75.11	67.01	33.06	58.82	47.93	55.03	41.15	67.36	71.59	48.55	41.73	22.02	48.33	18.6	31.14	55.01	66.07	78.64	9.06	72.56	41.01	25.0	12.81	39.96	22.36	36.5	23.32	73.03	65.31	78.52	41.23	45.89	48.92	39.41	90.79	
67.12	17.0	14.14	78.75	0.0	52.95	47.76	76.03	93.74	96.26	99.98	79.08	27.02	40.82	78.1	38.08	104.04	68.8	15.52	67.42	68.03	91.18	43.42	27.51	70.01	37.48	21.0	76.32	82.62	87.66	31.58	16.0	99.64	24.52	46.67	33.73	64.26	53.76	87.66	4.24	77.37	105.38	77.08	63.51	62.65	49.68	57.25	43.6	26.31	59.82	91.59	63.25	61.29	65.97	25.24	49.65	78.75	76.3	52.48	12.21	36.06	93.48	54.12	40.5	18.38	49.03	26.87	97.62	78.23	76.03	52.43	84.48	74.33	98.62	45.18	96.05	16.16	70.34	14.87	51.48	75.0	14.32	95.43	95.59	52.47	94.81	77.13	58.19	55.33	61.4	64.4	76.69	78.92	57.31	37.48	46.4	30.15	67.88	92.2	23.0	53.04	65.28	77.32	76.32	91.81	44.55	84.93	93.23	67.6	47.17	55.32	87.78	74.67	62.39	81.39	53.24	57.01	27.66	68.01	79.65	7.81	53.15	104.0	74.0	53.6	85.09	93.61	83.22	58.25	54.2	66.4	116.85	55.04	88.53	91.68	67.48	81.22	97.01	104.01	92.65	54.0	34.79	58.82	70.04	47.85	28.0	84.17	95.8	19.92	31.4	23.77	38.47	81.15	54.92	34.06	45.28	87.13	53.82	69.46	71.59	88.48	81.94	77.67	81.02	15.3	98.49	60.13	66.94	79.25	84.6	100.8	65.73	26.08	16.49	80.05	37.7	33.54	74.63	63.7	83.22	
20.52	37.05	39.85	26.93	52.95	0.0	9.22	26.83	68.0	58.19	53.26	26.25	36.69	20.25	25.3	17.72	59.91	50.29	39.56	26.48	20.0	40.22	18.36	26.02	39.05	21.93	32.57	26.17	43.01	43.05	21.38	52.35	53.41	28.44	29.83	50.54	57.8	53.91	69.05	50.7	24.7	67.42	27.59	52.77	16.76	26.08	9.22	36.07	26.68	39.92	68.12	40.8	24.02	64.9	31.26	44.69	70.77	23.35	18.38	42.11	56.36	67.01	55.97	38.42	35.13	4.0	34.21	55.9	82.1	28.84	21.93	32.2	73.57	51.86	59.41	55.04	40.31	17.89	41.0	44.2	25.08	42.15	65.38	57.25	61.55	53.23	24.35	9.49	5.0	60.22	18.97	23.77	78.89	46.65	31.06	23.43	25.55	38.21	64.07	53.6	12.04	13.6	25.18	24.19	47.17	30.41	80.53	50.12	24.04	60.61	27.86	50.7	22.0	14.32	28.44	45.8	11.05	49.04	41.59	52.04	48.38	34.48	68.68	24.17	57.31	64.78	54.42	31.26	61.72	17.72	30.02	76.48	49.41	35.74	51.62	15.13	28.28	55.01	58.6	68.03	10.2	47.01	24.33	38.01	5.1	55.03	69.38	53.24	33.24	21.59	29.27	14.56	68.31	60.83	21.63	16.55	42.19	39.96	26.25	37.05	63.03	67.72	75.18	31.83	49.25	59.24	10.0	14.32	48.04	40.71	57.8	26.17	52.5	38.63	76.03	17.46	22.56	51.79	38.08	86.28	
29.73	31.05	35.85	31.05	47.76	9.22	0.0	35.85	62.39	55.47	53.91	32.06	28.44	11.18	31.06	10.05	59.46	42.76	36.06	23.32	29.21	43.46	22.09	20.25	33.38	23.41	28.84	28.64	40.31	42.45	17.2	45.0	53.81	23.71	20.81	41.63	49.19	44.82	62.2	46.1	30.15	64.88	29.53	44.38	15.62	17.46	9.49	26.87	22.47	32.02	62.07	33.38	18.97	56.08	24.08	35.61	62.63	30.07	11.0	36.14	47.42	61.52	46.86	29.21	29.41	6.71	26.17	54.41	73.25	29.21	14.14	36.88	64.88	52.5	50.22	53.25	37.2	23.09	34.53	35.23	34.0	38.83	60.64	54.59	52.35	51.61	30.07	10.44	14.14	51.31	17.69	30.0	70.24	38.01	21.95	14.42	24.21	32.14	58.86	45.54	19.7	22.36	33.24	32.28	46.69	21.26	72.24	49.04	22.02	51.4	20.22	47.42	29.61	14.76	35.01	36.89	9.43	40.52	35.0	46.27	44.29	26.0	65.39	33.12	48.17	58.08	51.97	39.29	52.63	11.18	25.3	74.89	40.5	41.3	49.4	23.41	35.06	53.6	58.69	62.2	18.36	38.01	18.25	32.56	7.28	46.57	61.98	52.01	27.86	17.8	24.17	12.21	60.64	51.66	21.1	21.0	41.73	31.3	24.21	32.28	57.22	60.21	66.64	33.62	42.01	56.94	19.21	20.0	42.95	39.7	56.85	22.36	44.15	35.23	67.62	10.2	15.03	45.04	31.06	77.52	
9.22	61.81	62.0	26.02	76.03	26.83	35.85	0.0	83.52	67.19	53.94	20.02	63.32	47.01	20.0	44.38	62.65	71.56	61.03	42.49	8.0	36.14	33.24	51.2	57.25	39.2	55.04	30.41	54.13	49.04	45.71	78.1	54.74	52.47	55.44	77.37	81.57	79.31	87.73	73.01	21.02	75.0	32.39	76.06	33.84	50.99	30.41	62.2	50.36	62.63	84.76	62.43	43.83	89.2	57.28	70.18	92.91	16.03	42.45	66.61	83.19	82.28	81.47	64.9	59.68	30.46	60.75	62.01	106.3	36.88	45.97	26.48	97.31	52.77	85.98	62.01	61.13	21.54	66.1	69.35	2.24	63.13	78.85	66.19	87.62	60.01	20.02	29.7	22.47	84.86	34.99	18.03	102.45	70.77	57.8	49.2	46.01	57.31	78.85	80.01	23.0	13.6	9.06	9.0	52.01	56.4	102.9	56.0	38.91	87.09	50.99	61.98	12.17	30.81	17.46	70.72	32.53	75.77	61.4	69.08	70.06	58.69	78.16	2.83	82.98	83.26	63.2	10.63	87.05	41.01	47.89	80.75	74.25	25.08	60.21	13.45	16.49	61.01	60.02	84.12	22.09	73.82	45.61	55.9	31.02	81.71	89.47	59.01	57.56	45.54	53.6	38.83	89.19	86.56	42.0	31.14	48.04	64.35	40.31	53.71	79.38	88.19	98.41	35.06	74.95	67.03	17.09	21.1	63.91	48.26	62.2	43.42	79.12	60.03	98.81	44.01	49.04	71.12	59.08	110.11	
83.36	79.18	88.57	58.69	93.74	68.0	62.39	83.52	0.0	23.02	43.42	65.0	66.89	59.48	64.62	65.25	37.59	25.0	89.96	42.3	81.58	55.8	84.48	73.74	29.07	85.33	83.93	53.49	29.97	38.01	75.0	80.92	42.01	78.19	48.85	63.64	34.13	44.2	12.0	94.67	63.32	24.52	51.62	31.89	52.24	48.08	59.03	50.25	78.43	34.44	4.0	31.38	44.01	38.63	71.11	44.69	28.16	68.01	51.48	82.49	65.3	1.41	45.22	53.25	79.16	68.12	67.6	30.81	46.0	46.82	48.84	61.29	38.33	43.28	58.25	29.21	91.79	62.1	79.4	42.64	81.32	92.61	7.62	23.6	51.97	30.48	64.26	59.08	72.06	39.82	50.36	66.13	40.0	36.88	57.25	52.2	83.93	30.27	5.0	75.69	80.01	73.16	75.27	74.95	37.54	50.57	34.37	33.94	45.54	57.14	43.17	23.02	71.47	55.33	68.94	41.11	57.01	68.68	27.89	16.12	94.89	41.63	19.1	81.04	46.87	10.77	25.5	78.39	45.18	51.24	38.01	35.0	40.31	66.37	27.59	71.59	69.86	31.4	40.82	2.0	78.03	60.88	44.18	30.02	69.18	72.14	18.03	32.65	79.2	75.96	77.62	73.35	21.21	48.37	82.0	83.29	38.83	39.96	43.74	31.06	5.39	19.24	36.06	50.09	79.81	25.55	74.43	63.35	20.1	37.22	34.13	42.11	72.14	89.55	34.0	66.22	66.73	19.24	32.28	46.27	
69.12	79.91	87.97	41.19	96.26	58.19	55.47	67.19	23.02	0.0	20.52	47.38	69.66	56.85	47.27	61.61	14.87	34.71	88.87	32.2	67.07	34.93	76.32	71.84	26.4	78.72	82.01	37.0	15.23	18.25	71.28	86.27	19.1	76.22	49.68	71.55	48.26	55.79	33.62	96.17	46.17	9.43	35.0	43.74	41.44	46.67	49.04	54.08	75.8	38.47	26.42	34.89	36.89	55.01	71.42	52.39	48.05	51.16	46.04	84.17	74.85	21.63	57.49	57.98	79.25	59.62	69.43	7.81	66.29	31.14	44.82	42.2	57.56	20.52	69.92	6.4	90.43	47.1	81.39	50.16	65.12	91.68	15.62	1.0	65.31	8.06	47.17	48.7	61.13	54.33	39.22	49.16	60.42	45.54	58.9	50.25	79.4	28.6	18.36	82.49	69.38	59.3	58.31	58.22	16.16	51.86	55.97	12.08	34.18	69.38	41.01	8.49	55.08	43.97	50.8	49.4	47.54	75.29	29.53	21.21	95.52	43.83	11.0	65.07	59.44	30.36	4.0	60.21	59.54	44.94	30.81	20.62	50.29	46.49	7.0	57.14	51.79	8.49	17.89	24.7	67.19	68.0	38.6	26.25	60.93	80.06	38.9	10.0	78.64	72.11	76.06	67.6	41.23	61.98	76.54	74.67	19.24	45.18	31.95	24.76	22.47	39.29	56.09	32.14	84.4	3.0	61.98	49.37	18.38	19.0	11.18	33.12	79.26	88.24	54.57	62.43	64.66	28.28	33.29	67.45	
