70
0.0	23.41	26.83	17.03	8.06	25.5	26.42	14.56	5.83	29.83	18.44	25.08	16.76	33.97	19.7	14.32	13.15	8.94	14.87	21.63	5.0	10.82	20.02	31.24	29.83	31.83	24.19	1.0	21.93	29.07	24.74	2.24	24.7	26.4	9.0	13.0	6.08	21.02	19.65	26.25	21.1	8.54	31.4	5.0	3.16	28.32	18.38	32.53	33.24	26.4	24.17	14.04	4.0	13.42	22.56	7.0	9.43	16.76	34.66	20.0	25.0	23.02	10.77	22.56	13.42	23.35	23.6	14.87	14.76	27.73	
23.41	0.0	33.53	32.65	23.0	25.18	32.28	34.06	27.46	27.02	12.65	33.24	36.12	33.02	16.49	9.22	31.89	26.0	34.83	27.86	26.48	31.06	9.22	32.06	31.14	31.0	40.61	23.09	17.12	27.0	14.14	25.0	43.84	19.1	27.8	12.04	23.09	35.81	4.24	35.85	28.23	29.68	33.14	27.73	26.57	29.15	22.85	31.02	31.06	33.84	18.0	30.41	25.06	17.2	34.48	30.08	14.32	29.41	33.06	8.25	39.66	37.44	31.62	40.36	10.2	12.04	22.2	22.47	35.81	34.48	
26.83	33.53	0.0	13.04	34.54	9.9	1.41	18.87	31.91	12.08	20.88	2.24	18.79	11.05	17.09	30.02	17.8	35.78	19.72	6.0	31.38	36.62	24.35	8.0	7.07	10.05	15.0	27.73	17.0	11.18	21.63	28.65	21.02	17.69	19.21	24.02	32.7	11.4	29.83	4.12	6.08	21.93	7.07	25.0	27.46	7.62	11.05	11.05	12.04	1.0	17.2	14.87	23.32	18.0	7.28	30.61	29.27	10.63	12.04	25.3	12.04	11.05	21.26	17.12	30.0	22.83	12.21	13.15	21.95	1.0	
17.03	32.65	13.04	0.0	25.08	18.0	13.42	5.83	20.88	22.09	21.4	10.82	6.08	23.41	19.24	25.94	5.0	25.5	6.71	11.05	20.62	25.08	24.84	20.25	18.97	21.84	8.06	18.03	20.62	21.1	25.5	18.25	11.66	23.77	8.06	20.81	23.09	4.0	28.43	10.63	10.05	9.85	19.7	13.6	16.49	18.44	12.65	22.8	23.77	12.21	22.14	3.0	13.04	15.56	6.4	18.79	23.09	4.12	24.35	25.5	8.06	6.0	8.6	7.81	25.5	25.55	18.25	10.82	8.94	13.6	
8.06	23.0	34.54	25.08	0.0	32.02	34.01	22.2	6.4	36.12	22.47	32.89	24.33	40.8	24.84	14.14	21.02	3.0	22.36	29.07	5.83	8.25	22.85	38.28	36.89	38.6	32.06	7.07	27.02	35.47	28.65	7.07	32.02	31.4	17.03	16.12	2.0	29.07	20.22	34.21	28.64	16.12	38.59	12.17	9.22	35.23	25.24	39.2	39.82	34.18	29.21	22.09	12.04	19.1	30.59	10.0	9.49	24.74	41.4	22.47	33.02	31.06	18.25	30.27	13.15	26.83	29.73	21.95	21.84	35.47	
25.5	25.18	9.9	18.0	32.02	0.0	8.49	23.19	31.24	4.47	13.04	10.82	24.02	8.94	9.06	23.77	21.38	33.97	24.19	7.07	30.48	36.24	16.03	7.07	6.0	6.71	23.09	26.17	8.06	3.61	12.08	27.66	28.64	7.81	20.62	18.03	30.48	18.44	22.0	13.6	8.06	23.77	8.0	25.55	27.2	4.0	7.21	7.21	7.81	10.63	7.62	18.25	23.02	13.04	14.87	31.06	24.6	14.04	9.43	17.03	20.62	18.97	24.04	24.52	24.04	13.6	3.0	10.82	26.31	10.63	
26.42	32.28	1.41	13.42	34.01	8.49	0.0	19.24	31.62	10.77	19.65	3.0	19.31	10.2	15.81	29.0	18.03	35.36	20.12	5.1	31.06	36.4	23.09	7.07	6.0	9.0	16.03	27.29	15.65	9.85	20.25	28.3	22.0	16.28	19.1	23.0	32.2	12.17	28.64	5.39	5.39	21.93	6.32	24.84	27.2	6.32	10.0	10.0	11.0	2.24	15.81	15.0	23.02	17.03	8.06	30.48	28.44	10.63	11.18	24.04	13.15	12.0	21.4	18.03	29.02	21.47	10.82	12.37	22.36	2.24	
14.56	34.06	18.87	5.83	22.2	23.19	19.24	0.0	17.03	27.46	24.17	16.64	2.24	29.15	22.8	26.25	2.24	22.0	1.0	16.49	17.0	20.62	27.29	26.0	24.7	27.51	10.05	15.52	24.52	26.48	29.12	15.13	10.3	28.16	6.4	22.02	20.22	8.6	29.83	16.28	15.52	6.08	25.5	10.05	13.04	24.04	17.03	28.46	29.41	18.03	26.31	5.0	10.77	17.89	12.04	14.32	22.47	9.22	30.08	27.78	11.7	10.3	4.0	8.06	25.61	28.79	23.0	14.32	3.16	19.42	
5.83	27.46	31.91	20.88	6.4	31.24	31.62	17.03	0.0	35.61	24.04	30.02	19.0	39.6	25.5	18.25	16.28	5.1	17.0	27.02	1.0	5.0	25.32	36.8	35.38	37.48	27.07	5.39	27.73	34.83	30.36	3.61	26.31	32.2	13.0	18.25	5.0	24.74	24.08	30.87	26.4	11.18	36.88	7.28	4.47	33.94	24.08	38.21	38.95	31.38	29.97	18.03	8.6	19.24	26.93	3.61	13.15	21.47	40.31	25.18	28.44	26.68	13.04	25.0	17.26	28.86	29.41	20.52	16.12	32.76	
29.83	27.02	12.08	22.09	36.12	4.47	10.77	27.46	35.61	0.0	15.81	13.6	28.16	6.0	12.08	26.93	25.71	38.18	28.44	11.05	34.83	40.61	18.25	5.83	5.66	4.12	26.48	30.48	10.44	1.0	13.04	32.02	32.25	8.06	25.08	21.47	34.66	22.09	24.33	16.16	12.04	28.23	7.21	30.02	31.62	4.47	11.66	4.0	4.12	13.0	9.06	22.56	27.46	17.03	18.25	35.51	28.3	18.25	6.08	19.24	23.77	22.36	28.46	28.16	27.31	15.0	6.4	15.26	30.59	12.53	
18.44	12.65	20.88	21.4	22.47	13.04	19.65	24.17	24.04	15.81	0.0	20.62	25.94	21.59	4.0	11.18	21.93	25.06	25.08	15.23	23.09	28.79	3.61	20.1	19.03	19.42	29.0	18.68	5.39	15.52	6.32	20.62	33.02	9.22	18.68	6.4	21.47	24.04	9.06	23.26	15.65	21.38	21.02	21.0	21.21	17.03	10.3	19.65	19.92	21.19	7.21	19.72	18.0	6.32	22.2	25.32	13.45	17.69	21.84	4.47	27.66	25.5	22.8	29.21	11.66	5.0	10.05	10.63	26.57	21.84	
25.08	33.24	2.24	10.82	32.89	10.82	3.0	16.64	30.02	13.6	20.62	0.0	16.55	13.15	17.0	29.15	15.62	34.01	17.49	5.39	29.53	34.67	24.17	10.05	9.0	12.0	13.04	26.0	17.2	12.65	22.02	26.83	19.0	18.44	17.2	23.19	31.02	9.22	29.41	2.83	5.1	19.85	9.22	23.02	25.55	9.22	10.44	13.0	14.0	1.41	17.69	12.73	21.47	17.12	5.1	28.6	28.07	8.6	14.14	25.08	10.2	9.0	19.1	15.03	29.07	23.02	12.73	12.0	19.72	2.83	
16.76	36.12	18.79	6.08	24.33	24.02	19.31	2.24	19.0	28.16	25.94	16.55	0.0	29.41	24.35	28.43	4.24	24.02	2.0	17.12	19.03	22.36	29.15	26.25	25.0	27.89	8.25	17.72	25.96	27.17	30.68	17.26	8.06	29.43	8.6	24.08	22.36	7.81	31.89	15.81	16.12	8.25	25.63	12.17	15.13	24.52	18.25	28.86	29.83	17.89	27.66	6.32	13.0	19.72	11.66	16.12	24.7	10.0	30.36	29.68	10.3	9.22	6.08	6.0	27.8	30.46	24.08	15.81	3.61	19.24	
33.97	33.02	11.05	23.41	40.8	8.94	10.2	29.15	39.6	6.0	21.59	13.15	29.41	0.0	17.72	32.57	27.73	42.64	30.08	13.04	38.9	44.55	24.19	3.16	4.47	2.24	26.02	34.71	16.28	6.08	19.03	36.07	32.06	14.04	28.02	26.93	39.2	22.36	30.27	15.0	13.89	31.06	4.0	33.42	35.38	5.66	15.62	2.0	2.24	12.04	15.03	24.6	31.14	21.95	18.25	39.05	33.54	20.12	1.0	25.18	23.0	22.09	30.89	28.16	32.89	21.0	11.7	19.1	32.31	11.0	
19.7	16.49	17.09	19.24	24.84	9.06	15.81	22.8	25.5	12.08	4.0	17.0	24.35	17.72	0.0	14.87	20.62	27.2	23.77	11.66	24.6	30.41	7.28	16.12	15.03	15.52	26.4	20.12	2.24	11.7	6.32	21.93	30.89	6.71	18.03	9.43	23.6	21.4	13.04	19.72	12.21	21.0	17.03	21.38	22.14	13.04	7.07	15.81	16.16	17.46	4.47	18.03	18.44	6.32	19.1	26.25	16.4	15.26	18.03	8.25	24.76	22.67	22.09	26.93	15.23	6.4	6.08	8.54	25.5	18.03	
14.32	9.22	30.02	25.94	14.14	23.77	29.0	26.25	18.25	26.93	11.18	29.15	28.43	32.57	14.87	0.0	24.21	17.12	26.91	24.02	17.26	22.0	9.9	30.81	29.61	30.36	34.0	13.93	16.55	26.57	16.28	15.81	36.4	20.25	19.85	6.0	14.0	29.55	6.08	31.4	24.08	21.26	31.58	18.87	17.46	27.66	19.0	30.68	31.02	30.07	18.36	23.32	16.4	12.04	29.12	20.88	5.1	23.41	32.89	9.22	33.62	31.38	23.35	33.29	1.0	14.14	20.88	17.26	27.59	31.02	
13.15	31.89	17.8	5.0	21.02	21.38	18.03	2.24	16.28	25.71	21.93	15.62	4.24	27.73	20.62	24.21	0.0	21.1	3.16	14.87	16.12	20.25	25.06	24.6	23.26	26.0	11.05	14.14	22.36	24.74	26.93	14.0	12.21	26.08	4.47	19.85	19.03	8.54	27.66	15.62	13.93	5.1	24.19	9.06	12.04	22.47	15.0	26.93	27.86	17.03	24.19	3.16	9.22	15.65	11.4	13.93	20.59	7.62	28.64	25.55	12.17	10.44	3.61	9.49	23.6	26.57	21.02	12.17	5.0	18.44	
8.94	26.0	35.78	25.5	3.0	33.97	35.36	22.0	5.1	38.18	25.06	34.01	24.02	42.64	27.2	17.12	21.1	0.0	22.02	30.53	5.0	5.39	25.63	40.0	38.6	40.46	32.02	8.06	29.41	37.48	31.3	7.28	31.4	33.84	17.46	18.79	3.61	29.43	23.19	35.11	30.02	16.03	40.22	12.04	9.06	37.01	27.02	41.11	41.77	35.34	31.62	22.56	12.65	21.26	31.32	8.54	12.37	25.63	43.28	25.3	33.24	31.4	18.0	30.02	16.12	29.55	31.83	23.6	21.21	36.67	
14.87	34.83	19.72	6.71	22.36	24.19	20.12	1.0	17.0	28.44	25.08	17.49	2.0	30.08	23.77	26.91	3.16	22.02	0.0	17.46	17.03	20.4	28.18	26.93	25.63	28.46	10.2	15.81	25.5	27.46	30.08	15.3	9.85	29.15	7.07	22.8	20.4	9.22	30.61	17.03	16.49	6.32	26.4	10.2	13.15	25.0	18.03	29.41	30.36	18.87	27.29	6.0	11.18	18.79	12.81	14.14	23.02	10.2	31.02	28.65	12.08	10.82	4.12	8.0	26.25	29.73	24.0	15.3	2.24	20.25	
21.63	27.86	6.0	11.05	29.07	7.07	5.1	16.49	27.02	11.05	15.23	5.39	17.12	13.04	11.66	24.02	14.87	30.53	17.46	0.0	26.4	31.89	18.79	10.0	8.6	11.18	16.16	22.47	12.04	10.05	16.97	23.6	21.59	13.89	15.0	18.03	27.29	11.4	24.04	8.06	1.0	18.03	9.9	20.52	22.67	7.62	5.1	12.08	13.0	6.08	12.81	11.7	18.44	12.0	8.06	26.17	23.35	7.28	13.89	19.7	13.89	12.08	17.89	17.46	24.0	17.8	8.06	7.28	19.65	7.0	
5.0	26.48	31.38	20.62	5.83	30.48	31.06	17.0	1.0	34.83	23.09	29.53	19.03	38.9	24.6	17.26	16.12	5.0	17.03	26.4	0.0	5.83	24.33	36.12	34.71	36.77	27.02	4.47	26.83	34.06	29.41	2.83	26.48	31.3	12.65	17.26	4.24	24.52	23.09	30.46	25.81	11.05	36.24	7.07	4.12	33.24	23.35	37.48	38.21	30.89	29.07	17.72	8.06	18.36	26.57	4.24	12.17	21.02	39.6	24.19	28.28	26.48	13.0	25.02	16.28	27.89	28.6	19.8	16.28	32.25	
10.82	31.06	36.62	25.08	8.25	36.24	36.4	20.62	5.0	40.61	28.79	34.67	22.36	44.55	30.41	22.0	20.25	5.39	20.4	31.89	5.83	0.0	29.83	41.73	40.31	42.45	30.59	10.3	32.65	39.82	35.11	8.6	29.0	37.12	17.49	22.8	8.0	28.79	28.02	35.36	31.24	15.23	41.77	11.66	9.22	38.9	29.07	43.19	43.93	36.06	34.89	22.36	13.45	24.19	31.3	6.32	17.03	26.08	45.28	29.61	32.28	30.68	16.76	28.28	21.0	33.53	34.41	25.5	19.1	37.44	
20.02	9.22	24.35	24.84	22.85	16.03	23.09	27.29	25.32	18.25	3.61	24.17	29.15	24.19	7.28	9.9	25.06	25.63	28.18	18.79	24.33	29.83	0.0	23.0	22.02	22.09	32.53	20.1	8.0	18.11	6.4	22.09	36.4	10.77	21.54	7.07	22.14	27.59	6.08	26.83	19.24	24.04	24.02	23.19	23.0	20.02	13.89	22.2	22.36	24.7	9.22	23.02	20.22	9.43	25.81	27.02	13.42	21.21	24.33	1.0	31.24	29.07	25.63	32.65	10.63	4.24	13.04	14.14	29.55	25.3	
31.24	32.06	8.0	20.25	38.28	7.07	7.07	26.0	36.8	5.83	20.1	10.05	26.25	3.16	16.12	30.81	24.6	40.0	26.93	10.0	36.12	41.73	23.0	0.0	1.41	2.24	23.0	32.02	15.0	5.39	18.44	33.3	29.02	13.6	25.0	25.0	36.62	19.24	29.02	12.04	10.82	28.02	1.41	30.48	32.53	3.16	13.04	3.16	4.12	9.0	14.14	21.47	28.28	19.7	15.13	36.12	31.38	17.0	4.12	24.0	20.02	19.03	27.78	25.08	31.05	20.22	10.05	16.4	29.15	8.06	
