180
0.0	19.72	14.21	10.44	73.41	70.29	7.62	47.2	59.67	46.86	25.18	22.56	31.3	25.5	20.0	61.03	18.03	26.4	37.54	31.58	41.79	54.56	53.94	31.62	29.97	40.36	66.84	57.31	23.71	60.9	20.62	74.97	74.06	46.27	15.81	50.09	26.02	40.72	44.38	28.6	29.02	38.63	53.14	49.09	3.61	38.29	25.32	45.28	58.0	40.5	52.35	19.03	54.23	14.14	32.06	61.01	10.44	13.42	27.02	75.69	46.01	33.97	24.19	43.27	19.24	23.32	34.21	33.54	71.51	17.72	52.77	16.76	34.67	50.16	17.26	60.0	17.03	58.14	17.03	57.7	33.11	37.48	54.74	18.44	36.25	51.61	51.87	38.42	11.0	24.7	27.86	11.4	24.21	31.95	52.2	34.21	18.03	34.0	9.85	6.0	49.4	26.08	44.94	16.4	30.59	48.84	57.7	63.6	1.0	63.89	34.01	45.61	29.15	50.29	37.48	19.31	26.57	35.78	29.07	55.04	28.18	33.62	58.31	29.07	24.08	56.92	41.3	27.07	31.02	50.8	49.25	39.45	48.51	30.41	55.07	33.24	18.11	22.56	30.41	22.2	15.81	42.19	33.14	21.02	67.42	48.09	27.59	54.41	25.08	37.0	50.01	43.19	32.76	47.38	16.12	34.53	30.27	34.48	36.4	30.81	21.47	46.1	30.23	51.04	32.14	52.0	8.06	47.41	56.86	63.82	45.0	13.93	30.81	36.4	41.11	8.94	26.0	54.13	48.17	37.01	
19.72	0.0	33.42	29.97	93.01	89.11	14.32	66.85	75.11	66.4	37.7	41.79	38.12	9.43	29.61	78.92	36.14	7.07	56.64	23.71	61.33	67.47	63.39	43.74	49.65	59.46	86.4	76.42	4.12	72.8	40.22	94.11	93.74	63.2	19.42	63.25	44.38	60.37	61.29	9.22	26.17	58.18	72.62	67.27	16.12	57.8	10.0	63.79	75.66	60.01	62.97	37.64	65.12	12.37	49.65	78.77	14.76	24.6	44.91	94.79	55.15	15.26	39.45	62.97	10.63	22.2	41.63	25.5	90.52	13.89	71.57	33.38	54.38	68.45	21.19	78.57	23.77	76.3	11.0	77.37	20.22	54.15	64.5	15.26	39.41	62.3	68.1	21.19	17.03	15.26	31.38	29.0	25.08	40.45	71.85	24.35	11.05	51.86	10.0	14.87	68.94	32.14	61.59	35.47	47.17	57.78	74.89	78.41	20.25	83.22	41.11	65.22	35.34	69.64	46.82	29.73	17.0	49.37	47.54	72.11	35.23	46.53	74.95	48.6	6.08	64.01	52.39	44.72	49.24	65.39	60.21	44.1	62.77	49.68	72.8	52.8	35.9	39.32	17.26	37.74	27.73	53.6	30.48	11.7	85.8	66.29	10.2	69.26	43.68	54.92	62.64	50.99	49.09	55.95	25.32	45.35	23.85	54.2	56.04	29.12	36.0	65.74	42.58	70.72	26.08	65.76	17.2	65.0	62.29	82.22	57.57	25.94	31.24	55.15	60.54	28.65	30.41	70.01	59.44	44.28	
14.21	33.42	0.0	8.06	59.64	56.08	21.63	33.62	55.01	33.02	18.44	14.32	28.6	37.58	27.17	52.77	15.0	39.66	23.35	44.6	30.27	53.15	46.1	33.62	18.11	26.17	53.01	43.14	37.2	60.14	7.28	60.81	60.54	40.31	22.09	39.46	19.72	28.64	31.05	42.52	40.79	27.17	41.59	40.79	17.69	24.41	37.16	36.5	50.22	29.15	43.66	14.14	45.22	24.7	26.42	52.95	20.62	15.03	21.63	61.52	48.88	48.08	14.32	29.97	33.29	29.02	39.85	46.49	57.31	31.3	43.05	17.46	21.54	41.59	28.64	45.8	20.1	49.5	27.86	45.22	47.01	32.76	46.62	31.78	44.41	52.63	38.83	52.63	23.77	38.47	37.01	6.0	28.28	27.59	38.59	47.54	28.79	20.25	23.43	18.6	37.66	25.5	31.78	2.24	27.02	51.62	44.01	59.54	13.45	52.61	30.48	31.91	36.5	39.2	41.15	17.46	40.25	35.47	21.93	41.44	26.08	34.41	44.92	15.26	38.18	50.77	33.11	22.2	24.17	39.0	40.5	37.01	37.05	16.28	41.15	22.02	15.81	20.62	44.42	12.53	14.56	33.62	44.41	31.62	53.25	39.81	41.77	50.77	18.36	30.08	39.81	47.42	29.21	50.61	25.02	27.46	43.01	21.84	22.83	34.71	23.26	33.96	32.25	37.59	44.64	49.82	17.46	33.62	52.01	49.65	35.17	14.14	41.05	22.2	30.07	7.07	35.01	49.19	39.22	42.38	
10.44	29.97	8.06	0.0	63.78	61.85	16.4	37.54	50.92	37.48	25.55	12.17	34.66	35.9	19.1	51.01	8.94	36.77	29.15	37.58	31.38	47.43	53.85	26.4	19.72	31.91	57.31	48.6	34.01	54.2	11.66	66.07	64.2	36.88	23.77	47.52	16.12	30.41	38.64	38.59	33.24	28.23	42.72	39.0	13.93	29.07	35.69	35.06	48.09	30.08	51.55	9.22	53.16	24.02	22.56	51.04	20.0	18.36	17.46	66.84	41.62	43.6	22.14	33.42	27.59	31.32	31.95	39.4	62.8	25.0	42.43	10.0	24.84	40.01	21.19	51.97	23.26	48.01	27.07	47.41	40.8	28.46	54.42	25.24	36.35	45.97	46.53	47.38	17.2	32.2	29.0	10.63	31.38	34.21	42.52	40.71	28.07	27.66	20.25	16.28	39.0	30.61	39.46	10.0	21.93	44.41	51.24	55.15	10.2	53.45	36.88	36.07	28.44	39.85	33.62	22.67	33.84	29.07	19.03	48.76	31.83	27.59	52.39	20.0	33.84	58.18	40.85	17.72	21.1	47.01	48.38	43.14	45.1	21.95	48.1	22.85	9.43	14.42	38.42	20.25	19.21	41.44	36.67	31.06	59.54	38.0	37.01	46.1	15.03	27.17	47.85	39.82	24.17	43.27	17.12	34.89	35.85	24.41	26.87	38.08	15.81	35.78	25.0	41.23	37.34	44.42	17.03	40.8	59.08	55.95	43.17	18.03	33.14	28.64	30.68	2.24	27.0	45.22	47.13	34.54	
73.41	93.01	59.64	63.78	0.0	15.81	80.16	26.25	59.0	26.63	64.2	53.81	73.98	96.9	76.4	43.1	60.96	99.3	37.12	99.36	35.51	69.58	68.47	70.66	44.55	34.44	6.71	19.24	96.83	75.17	52.8	10.82	4.24	51.42	79.61	55.23	54.41	35.0	41.19	102.0	93.41	38.01	28.16	42.95	77.01	35.23	96.38	42.06	45.0	36.89	64.38	58.8	63.64	83.86	53.71	44.1	79.92	72.01	55.47	11.66	79.7	107.3	58.87	30.41	91.29	84.69	80.95	100.9	12.81	88.39	36.5	65.3	38.95	41.77	82.88	22.2	76.06	41.0	86.95	20.88	103.97	55.15	67.6	88.39	89.07	76.69	41.19	111.13	80.62	95.46	85.7	64.66	82.64	70.61	21.26	102.83	87.82	44.6	83.01	78.24	29.55	75.58	42.11	57.69	58.18	81.04	33.73	63.07	72.8	26.17	73.35	27.8	82.15	31.62	77.47	70.38	96.9	66.31	51.87	35.36	73.76	68.45	37.11	44.41	97.45	76.53	63.13	56.3	51.62	49.25	63.13	78.77	51.09	43.57	31.14	42.64	61.72	61.61	101.82	59.62	69.78	62.07	95.44	90.43	21.47	43.17	100.77	61.29	54.2	49.66	57.22	82.28	58.14	81.61	77.34	64.94	97.31	39.6	37.01	87.28	67.42	30.53	70.24	22.63	98.23	65.76	76.85	36.12	81.3	22.14	58.0	70.66	90.7	39.4	37.22	64.66	84.05	56.22	62.07	81.86	
70.29	89.11	56.08	61.85	15.81	0.0	77.62	26.93	69.23	25.63	56.08	54.13	64.47	91.55	77.39	54.41	61.27	94.79	32.8	99.13	39.46	78.1	55.01	74.46	44.78	30.0	13.89	13.42	92.63	84.38	50.22	7.0	20.0	59.01	73.41	42.19	56.3	37.85	30.87	98.31	93.94	41.0	36.35	51.16	73.76	33.12	90.91	49.0	55.54	40.61	51.04	59.03	50.0	78.64	57.49	55.36	75.01	66.07	57.87	7.07	85.71	104.06	51.61	31.32	89.2	77.39	84.48	100.85	3.16	86.84	45.54	65.74	38.48	50.25	82.49	10.82	69.4	51.66	81.57	29.83	102.65	60.53	54.0	87.09	92.03	84.05	28.44	108.71	79.06	94.05	87.32	60.11	74.95	60.93	23.19	102.4	82.33	37.64	79.25	74.28	36.01	67.12	31.38	53.91	61.85	87.46	20.1	73.76	69.53	38.48	63.32	27.51	84.5	39.12	82.0	63.25	95.69	71.2	54.41	22.36	64.85	72.78	23.0	41.88	94.18	63.0	51.66	58.82	54.82	36.22	50.25	68.01	38.47	40.0	18.97	44.27	62.17	63.32	100.21	52.8	63.41	50.45	96.61	84.65	6.08	51.09	97.84	70.35	55.71	54.59	44.18	87.48	62.37	87.69	77.41	54.78	97.25	39.92	35.78	78.71	69.08	35.13	73.76	25.18	98.49	74.06	72.14	25.94	68.03	8.25	45.89	64.66	92.2	33.97	41.44	62.2	85.49	65.49	49.37	85.87	
7.62	14.32	21.63	16.4	80.16	77.62	0.0	53.91	61.4	53.76	32.0	27.73	36.69	22.09	17.49	64.63	21.84	21.38	44.82	24.19	47.41	54.71	60.41	31.02	36.06	47.63	73.66	64.54	18.44	60.54	27.59	82.13	80.6	49.04	18.87	57.31	30.08	46.65	52.0	22.36	22.36	44.29	58.6	52.95	5.0	45.25	22.2	49.48	61.4	46.07	59.08	23.41	61.03	14.21	35.36	64.5	12.21	19.24	30.59	82.88	44.1	27.2	31.58	49.82	11.66	25.5	31.24	26.17	78.75	10.2	57.28	19.1	41.23	54.13	11.66	67.42	21.54	61.98	16.12	63.63	25.5	40.01	61.29	11.05	31.62	50.54	59.46	31.14	5.0	17.09	23.02	18.97	27.2	37.85	58.9	26.68	17.0	41.59	6.71	7.62	55.01	31.02	52.55	23.85	33.02	46.87	65.31	64.94	8.54	69.08	39.56	52.4	25.46	55.54	35.51	25.32	18.97	36.14	33.24	62.65	33.53	33.53	65.92	36.07	17.49	62.82	48.04	30.41	34.93	58.25	56.04	44.38	55.9	37.64	62.65	38.95	21.59	25.08	22.83	29.61	22.09	49.01	26.68	19.7	74.89	51.97	20.62	55.73	29.41	40.61	57.14	40.61	35.0	45.22	13.04	41.11	23.02	40.8	43.19	33.3	22.2	51.97	29.73	57.63	25.0	52.63	11.7	55.01	62.3	71.28	52.09	20.1	25.08	43.83	46.52	15.56	21.4	56.14	55.01	34.06	
47.2	66.85	33.62	37.54	26.25	26.93	53.91	0.0	46.52	2.83	41.11	28.02	52.0	71.12	51.11	34.71	35.23	73.25	13.0	73.6	13.04	53.15	54.12	47.54	18.6	11.18	19.8	14.04	70.72	59.91	26.63	29.53	26.93	33.96	54.42	41.34	29.55	11.05	24.7	75.8	67.96	14.14	15.62	27.31	50.8	9.49	70.66	24.04	34.41	14.0	50.12	33.02	50.25	58.14	30.59	35.47	54.12	46.82	31.02	30.41	59.14	81.06	35.23	4.47	65.07	60.17	57.57	75.21	26.93	62.24	23.6	39.66	12.73	26.83	57.01	20.1	51.24	31.24	61.27	14.32	77.9	34.01	53.71	62.29	65.19	58.14	29.7	84.9	54.45	69.35	60.83	38.91	58.46	49.04	5.0	77.01	62.17	22.09	56.86	52.15	12.81	52.35	26.08	31.76	34.93	61.03	27.29	51.43	46.62	24.7	52.09	2.0	57.78	16.4	55.11	46.1	70.84	44.41	27.51	26.63	51.09	45.89	30.53	18.36	71.22	61.74	44.92	31.95	27.89	36.4	47.85	58.31	36.89	18.03	22.83	17.46	36.06	36.67	75.69	35.51	44.92	44.27	70.33	64.88	27.02	26.93	74.52	46.17	29.07	28.02	43.05	60.67	35.51	61.13	51.61	44.41	71.61	13.6	10.82	63.79	42.49	9.85	46.84	4.12	72.67	49.03	51.0	21.26	65.55	24.02	41.63	45.54	65.76	16.03	15.03	38.42	59.06	41.79	46.52	58.94	
59.67	75.11	55.01	50.92	59.0	69.23	61.4	46.52	0.0	49.19	72.4	40.71	83.35	83.49	46.04	16.28	42.06	82.05	53.41	66.22	34.67	13.45	95.46	32.25	41.11	53.82	56.32	59.14	79.06	16.76	49.93	68.26	56.08	15.0	74.63	84.39	35.34	37.44	68.6	81.06	58.94	35.61	32.98	19.24	62.17	48.6	83.6	23.02	14.0	34.41	91.93	41.79	92.7	73.76	28.64	15.3	70.09	69.08	33.62	69.26	29.41	83.49	66.85	43.91	67.07	82.22	39.22	66.76	67.74	63.07	23.77	42.95	43.93	19.7	55.08	65.79	74.09	18.0	76.49	39.46	73.76	22.47	95.46	62.13	47.01	22.63	75.17	83.55	58.08	67.6	49.48	60.42	82.28	81.84	47.76	69.64	77.47	60.83	67.74	65.51	34.18	80.5	70.0	55.07	29.12	29.07	73.79	5.0	59.91	33.14	84.91	47.41	44.38	30.68	33.24	72.45	67.9	26.08	33.12	72.95	81.01	29.15	76.94	48.84	76.03	101.98	83.63	33.24	30.89	80.6	89.1	91.59	80.28	51.62	69.32	37.48	41.76	37.11	73.16	65.73	69.35	83.55	58.19	80.41	71.57	19.72	77.23	6.32	36.67	25.24	85.7	34.13	26.93	30.61	50.0	80.0	64.03	41.77	46.23	88.96	39.2	36.67	33.14	45.88	63.6	11.66	67.45	66.57	104.48	69.26	82.73	68.54	53.45	56.08	33.02	53.14	49.03	5.83	87.68	38.08	
46.86	66.4	33.02	37.48	26.63	25.63	53.76	2.83	49.19	0.0	39.32	28.65	50.04	70.33	51.88	37.54	35.85	72.67	11.18	74.06	15.3	55.54	51.43	49.03	19.24	9.0	20.0	12.37	70.21	62.36	26.25	28.84	27.73	36.4	53.31	38.59	30.68	13.04	21.95	75.43	68.6	16.0	18.44	29.97	50.45	8.6	69.84	26.57	37.2	16.12	47.41	33.62	47.51	57.31	32.25	38.29	53.34	45.69	32.28	29.68	61.03	80.81	33.54	6.0	65.07	58.82	58.94	75.72	25.94	62.37	26.4	40.31	13.04	29.53	57.43	18.0	49.98	34.06	60.42	16.76	78.1	36.01	51.0	62.48	66.41	60.3	26.87	84.85	54.56	69.53	61.74	38.08	57.01	47.0	6.08	77.42	61.29	20.0	56.4	51.61	15.62	50.64	23.32	31.06	36.5	63.0	24.6	54.12	46.23	27.31	50.01	2.0	58.87	19.21	56.72	44.64	71.06	46.17	28.86	23.85	49.25	47.52	27.78	17.8	70.94	59.09	42.45	33.24	29.43	33.6	45.19	56.14	34.13	17.0	20.12	18.68	36.72	37.7	75.82	33.96	43.66	41.76	71.12	63.95	25.18	29.55	74.33	48.7	30.08	30.02	40.31	62.39	37.22	63.03	52.15	42.19	72.11	14.32	10.63	62.17	43.46	12.53	48.27	6.08	73.25	51.42	50.25	18.44	62.97	22.02	39.0	44.38	66.64	14.04	17.26	38.21	59.93	44.38	43.86	60.42	
