80
0.0	34.23	12.53	26.4	23.0	16.76	6.71	31.95	8.0	21.02	38.48	8.06	12.65	29.73	24.41	28.43	32.56	16.97	19.1	11.18	21.26	26.91	25.06	17.2	1.0	21.63	34.23	31.4	23.19	24.21	26.63	25.0	7.81	24.6	6.08	13.0	30.41	18.68	15.81	19.65	25.08	10.82	26.17	24.19	7.28	19.21	36.06	22.56	34.71	29.0	7.21	16.12	23.09	8.06	27.2	23.02	2.0	10.0	33.53	37.0	22.09	9.0	12.65	35.01	3.16	26.68	19.03	19.42	26.25	19.1	12.04	19.92	26.0	35.06	23.19	16.16	32.98	34.18	6.0	8.25	
34.23	0.0	31.76	17.69	38.95	31.38	38.33	15.52	34.23	15.81	12.04	35.11	22.0	20.0	25.61	18.44	2.83	27.2	16.16	39.0	23.32	22.63	20.0	20.88	33.24	26.08	8.0	17.49	41.59	24.21	26.17	24.84	28.02	19.21	34.48	33.12	9.85	18.36	21.02	15.03	12.53	28.44	38.01	12.21	37.64	20.62	16.49	15.0	20.62	20.62	28.0	23.32	16.28	26.48	34.06	38.08	32.25	30.46	6.32	16.03	40.25	25.32	23.41	5.1	31.4	12.81	15.81	23.43	15.0	39.0	25.32	31.76	11.66	6.08	13.04	19.1	12.17	8.25	35.44	34.18	
12.53	31.76	0.0	30.89	34.53	27.02	10.3	24.0	19.92	23.85	39.62	5.83	16.16	34.89	32.02	33.12	31.06	6.08	15.81	8.0	28.16	33.24	16.03	22.47	12.08	29.61	28.86	35.51	35.17	31.32	34.21	32.28	16.0	16.0	7.07	1.41	24.74	13.42	10.82	20.62	27.02	20.0	37.12	19.7	8.94	24.7	39.2	17.09	39.45	34.44	15.0	8.54	16.49	10.2	37.05	34.37	11.7	3.0	33.42	29.02	33.96	11.4	9.22	30.68	10.44	20.62	16.4	10.0	19.24	31.05	19.24	30.0	27.66	30.36	18.79	19.24	26.17	34.71	7.81	5.0	
26.4	17.69	30.89	0.0	22.14	16.0	32.56	28.46	22.47	7.28	14.0	31.24	15.0	4.12	8.06	2.24	14.87	29.41	18.11	35.47	7.0	5.0	28.02	9.22	25.61	9.22	23.85	5.0	25.0	6.71	8.49	7.21	18.6	27.02	29.73	32.25	22.85	21.21	21.84	11.18	6.32	16.55	20.59	19.24	32.53	7.21	9.85	21.02	8.6	4.0	19.21	25.0	23.02	21.4	16.4	21.19	24.84	28.3	12.53	31.3	23.77	20.0	21.93	22.02	24.76	22.56	17.12	27.46	24.33	23.19	14.42	15.3	6.71	22.8	19.1	11.66	26.4	11.7	30.41	30.61	
23.0	38.95	34.53	22.14	0.0	8.6	29.15	45.34	15.0	23.6	35.69	31.02	22.47	22.2	14.32	22.56	36.24	37.0	31.4	34.06	15.65	18.25	41.34	19.1	23.02	13.0	43.42	25.32	3.0	15.52	15.03	15.3	18.97	40.5	29.02	35.36	41.04	33.29	31.76	26.17	26.42	15.23	4.24	35.38	30.07	18.6	30.15	35.61	26.0	21.21	19.92	34.01	37.2	25.3	8.54	1.0	23.09	31.58	34.54	49.5	2.24	24.7	29.55	42.44	24.19	38.95	30.61	37.58	39.82	4.47	17.49	7.21	27.29	43.01	34.71	22.67	44.55	33.84	29.0	31.06	
16.76	31.38	27.02	16.0	8.6	0.0	23.41	36.8	9.43	15.65	30.0	24.33	13.89	17.46	9.85	17.12	28.79	28.86	22.8	27.89	9.0	13.6	32.76	10.82	16.49	7.28	35.23	20.22	10.63	10.44	11.66	10.77	11.05	31.91	22.36	28.0	32.65	24.7	23.26	17.8	18.97	7.07	10.2	26.87	24.04	10.77	25.32	27.02	22.14	16.49	12.04	25.63	28.6	17.26	10.44	8.06	16.28	24.02	27.66	41.04	9.22	16.49	21.19	34.48	17.12	30.41	22.02	29.15	31.24	7.62	8.94	3.16	19.92	34.99	26.17	14.14	36.12	27.29	22.56	24.19	
6.71	38.33	10.3	32.56	29.15	23.41	0.0	33.38	14.32	26.63	43.91	4.47	18.03	36.07	31.06	34.66	37.0	16.16	22.36	5.1	27.8	33.42	25.71	23.35	7.21	28.3	37.05	37.54	29.0	30.81	33.29	31.62	14.21	25.5	4.0	10.0	33.02	21.02	18.03	24.6	30.53	17.49	32.56	27.17	1.41	25.46	42.01	25.02	41.01	35.38	13.45	17.12	25.02	12.08	33.84	29.27	7.81	9.22	38.48	38.47	28.02	13.42	15.13	38.33	7.81	29.0	22.56	19.65	28.07	25.02	18.44	26.57	31.38	38.21	26.17	21.63	35.06	39.36	3.0	5.39	
31.95	15.52	24.0	28.46	45.34	36.8	33.38	0.0	35.51	22.83	27.46	29.15	23.43	32.02	34.89	30.08	17.12	18.03	14.21	32.0	31.38	33.24	8.06	26.4	31.02	34.13	8.06	30.41	47.38	33.54	36.25	34.44	28.84	8.0	29.43	25.02	6.0	13.42	16.16	19.42	22.14	31.24	45.8	10.0	32.25	27.46	31.0	10.0	34.23	32.28	28.3	16.28	8.94	24.17	43.05	44.69	30.08	24.19	21.1	5.1	45.97	23.71	19.31	11.18	28.79	6.4	14.87	14.0	5.83	43.86	28.32	38.42	21.84	10.3	10.63	22.67	3.61	23.09	30.41	28.16	
8.0	34.23	19.92	22.47	15.0	9.43	14.32	35.51	0.0	19.03	35.9	16.03	12.65	25.06	18.44	24.17	32.06	23.32	21.47	19.1	16.12	21.63	29.73	14.14	8.06	15.62	36.06	27.31	15.3	18.6	20.52	19.21	6.71	29.07	14.04	20.62	32.7	22.2	19.85	19.24	23.09	6.08	18.25	26.4	15.13	15.52	32.31	25.55	30.02	24.19	7.21	21.26	26.63	12.04	19.7	15.03	8.25	17.09	32.06	40.31	14.14	12.04	16.97	36.14	9.49	29.53	21.02	24.84	29.68	11.18	9.0	12.53	24.08	36.4	25.5	15.13	35.78	32.25	14.0	16.12	
21.02	15.81	23.85	7.28	23.6	15.65	26.63	22.83	19.03	0.0	17.46	24.76	8.6	11.4	12.08	9.49	13.34	22.14	11.0	29.0	8.6	11.05	21.21	5.1	20.12	11.4	19.85	11.66	26.08	10.77	13.6	11.7	13.6	20.22	23.43	25.24	17.8	14.04	14.56	4.0	4.12	13.0	23.35	13.0	26.4	5.0	15.56	14.32	15.65	11.18	13.93	17.72	16.28	14.87	20.25	22.8	19.24	21.4	13.04	26.4	24.7	13.45	14.76	18.87	18.87	16.55	10.0	20.22	18.03	23.26	10.05	16.4	5.1	19.42	12.65	5.0	21.4	13.34	24.21	24.04	
