140
0.0	16.12	7.0	71.84	85.43	24.35	56.22	55.97	22.09	73.24	62.18	56.94	65.3	47.04	68.68	48.05	61.06	54.04	41.05	29.0	22.02	53.23	53.85	52.5	38.01	37.22	61.13	8.06	35.85	45.31	32.39	58.31	9.22	40.5	29.53	32.25	53.25	24.7	64.5	28.6	62.29	56.22	59.93	74.97	67.9	77.39	50.16	68.62	36.72	70.18	49.16	53.67	47.52	46.07	64.4	79.93	38.28	32.76	57.98	32.57	43.57	65.86	51.86	61.85	39.12	82.62	35.17	29.41	42.43	55.76	14.56	58.25	80.72	62.65	44.42	42.01	45.88	57.27	62.68	32.2	10.2	65.12	47.41	20.0	61.13	56.61	31.83	66.07	55.58	60.17	73.0	85.7	53.24	39.82	32.76	49.04	27.2	29.15	25.63	10.77	60.21	32.0	84.15	28.07	49.82	32.7	76.4	18.11	12.65	47.13	19.1	67.6	85.91	74.33	76.69	42.52	54.74	39.45	37.58	53.24	78.24	45.97	58.22	38.05	4.47	52.63	31.4	53.15	48.51	56.61	4.12	37.2	48.6	5.39	16.03	47.38	48.55	60.01	57.78	70.18	
16.12	0.0	23.09	61.29	74.79	22.47	57.94	45.18	26.91	63.56	47.43	42.64	54.59	48.47	56.22	32.02	46.86	55.03	42.95	19.42	6.08	38.28	37.95	48.0	22.02	30.15	60.21	20.62	31.06	40.01	16.28	42.94	7.0	25.06	15.62	16.12	39.6	32.65	62.51	21.02	51.11	55.11	52.95	63.25	56.3	68.15	49.48	57.14	22.63	59.17	48.51	46.69	31.4	39.32	49.4	68.24	30.41	37.8	43.93	17.0	29.7	57.57	39.2	55.58	25.5	72.07	32.76	17.0	31.3	47.13	16.97	49.04	69.34	47.51	30.41	26.02	30.08	54.15	48.84	19.72	16.12	62.13	32.8	10.0	57.0	40.85	21.84	65.31	53.6	56.0	61.91	74.33	55.15	33.14	26.02	49.04	25.3	29.97	10.63	21.54	49.24	34.0	72.01	31.62	37.01	17.8	66.19	24.08	15.62	43.05	24.76	69.64	74.95	61.85	63.7	30.53	38.64	32.25	32.0	52.17	68.45	34.48	42.11	38.63	18.11	42.54	15.3	52.39	32.57	52.01	12.04	24.41	35.47	14.32	1.0	36.24	40.26	44.01	42.54	56.08	
7.0	23.09	0.0	76.42	89.94	27.46	56.04	60.83	22.56	77.47	68.45	63.06	70.01	47.27	74.03	54.92	67.12	54.23	41.3	34.21	29.02	59.62	60.64	55.04	45.01	41.23	61.98	7.62	39.12	48.37	39.32	64.85	16.12	47.13	35.85	39.2	59.17	23.09	65.73	33.24	67.21	57.27	63.29	79.98	72.92	81.4	51.2	73.59	42.95	74.95	50.22	57.14	54.45	49.65	70.77	84.9	42.52	32.0	64.01	39.29	49.65	69.63	57.43	64.88	45.18	87.11	37.58	35.36	47.63	59.82	17.8	62.48	85.56	69.08	50.54	49.01	52.63	59.14	68.6	38.08	13.45	66.76	53.71	25.94	63.32	63.32	37.01	66.75	57.01	62.39	77.78	90.51	53.04	43.6	36.88	49.82	30.02	30.68	32.28	10.44	65.07	32.76	89.27	28.44	55.47	39.22	80.81	18.68	16.28	49.66	19.65	67.03	90.55	79.65	82.2	48.01	61.66	43.42	41.05	54.34	82.46	51.22	65.19	39.05	6.4	57.28	38.33	54.13	55.32	59.09	11.05	43.05	54.38	10.3	23.02	52.5	52.63	67.01	64.26	76.16	
71.84	61.29	76.42	0.0	13.6	49.58	50.0	16.12	58.01	5.0	28.79	27.29	6.71	47.85	11.66	46.04	25.0	47.04	49.34	43.01	59.62	33.14	42.58	29.61	55.44	35.38	41.3	69.3	38.6	31.3	52.63	35.17	64.9	42.58	46.1	53.6	26.02	63.29	37.85	43.28	10.44	40.0	19.1	7.28	7.28	9.49	41.44	6.32	40.16	3.16	41.59	22.47	49.04	28.3	30.87	10.2	33.94	57.27	25.32	48.08	33.96	12.04	23.54	21.02	37.0	10.82	42.19	44.29	30.02	17.49	58.69	14.42	9.85	32.31	33.73	55.08	43.01	33.0	22.14	41.59	62.97	33.96	34.13	52.7	29.15	40.02	40.22	43.17	37.01	29.07	3.16	14.42	50.09	33.42	39.6	43.57	47.63	49.93	51.48	67.21	12.08	51.0	15.3	54.71	25.71	45.54	5.1	60.44	60.14	32.89	59.82	55.11	14.14	11.66	15.65	30.87	47.85	33.3	36.4	40.11	8.0	26.83	52.63	46.62	70.09	19.21	52.89	41.11	44.05	28.07	68.6	37.16	27.66	66.71	62.18	25.06	24.21	57.01	33.96	22.8	
85.43	74.79	89.94	13.6	0.0	62.94	59.03	29.68	71.06	13.04	38.05	38.21	20.25	58.52	21.1	57.31	35.01	56.52	60.84	56.61	72.92	44.28	53.01	40.72	67.68	48.8	49.37	82.76	51.74	43.83	65.46	45.01	78.49	55.08	59.48	66.41	38.08	76.03	45.1	56.85	23.71	49.24	29.97	13.04	18.97	11.18	51.87	18.03	53.31	15.65	52.2	34.67	60.3	41.23	39.32	9.22	47.42	69.46	36.22	61.1	46.82	22.36	36.4	30.68	50.16	2.83	55.0	57.8	43.57	30.48	72.18	27.59	7.07	41.19	46.49	66.91	54.74	42.45	32.02	55.07	76.49	41.11	46.32	66.29	37.85	50.01	53.82	50.01	46.57	38.08	13.0	5.0	59.67	46.69	53.08	54.08	60.88	62.8	64.85	80.61	25.55	63.51	10.63	67.42	38.63	58.69	9.22	73.66	73.66	44.78	73.0	62.0	2.24	17.12	18.97	44.29	58.01	46.67	49.58	50.0	8.54	40.31	62.2	58.67	83.63	32.8	65.79	50.96	55.33	38.28	82.2	50.54	40.5	80.28	75.66	38.59	37.48	66.37	44.0	29.61	
24.35	22.47	27.46	49.58	62.94	0.0	35.47	34.67	10.05	50.25	47.38	41.44	43.42	26.0	48.76	41.11	44.91	32.57	20.59	12.17	26.08	40.0	44.91	28.16	37.2	14.21	38.21	20.0	11.66	21.02	30.0	46.01	21.02	31.32	20.12	30.61	36.67	17.0	41.0	9.0	41.05	33.14	35.85	53.82	46.87	54.04	27.29	47.43	24.52	48.41	26.31	29.68	42.15	22.2	50.25	58.6	15.81	17.49	41.77	26.42	29.0	42.2	33.53	37.58	25.08	60.11	11.05	17.09	23.09	32.56	9.85	35.36	59.03	49.09	30.0	40.5	37.36	33.24	45.61	18.44	14.32	41.19	34.01	13.6	36.88	46.39	14.0	43.29	32.0	35.9	51.22	63.89	32.7	16.28	10.3	26.68	3.0	7.81	21.26	17.69	38.83	12.04	63.25	11.18	32.02	24.17	53.74	11.18	11.7	22.8	10.77	47.17	63.7	54.2	57.25	24.52	48.08	16.28	13.6	30.15	55.23	26.57	53.14	16.16	21.47	30.81	29.21	30.27	40.52	32.28	22.36	22.02	31.58	18.97	23.41	27.31	25.46	56.46	45.0	53.16	
56.22	57.94	56.04	50.0	59.03	35.47	0.0	44.27	34.13	47.17	65.8	60.37	47.38	9.49	56.89	69.43	61.85	3.61	15.3	43.01	61.27	62.43	70.8	21.84	69.81	33.94	10.3	49.01	29.83	26.08	63.01	68.1	55.79	60.11	52.2	63.82	55.47	33.24	15.26	39.66	48.05	10.0	31.06	57.04	52.47	47.85	10.82	52.35	53.04	51.09	11.4	30.08	71.45	30.02	68.94	60.03	35.38	24.08	59.51	58.41	53.41	38.01	50.54	29.02	51.66	56.72	26.08	48.6	43.6	36.14	42.95	38.83	59.14	68.88	54.2	72.35	65.19	17.0	60.75	48.27	46.53	18.79	58.01	48.75	21.21	70.72	42.64	12.81	13.04	21.1	53.01	62.51	3.0	31.89	35.61	9.9	32.7	28.16	55.23	46.01	46.32	24.52	65.07	28.16	50.61	55.44	51.24	38.12	44.91	21.95	37.12	11.7	60.83	60.3	64.38	46.4	75.43	33.3	30.41	10.44	50.64	44.94	81.06	19.31	52.09	40.85	62.43	9.49	68.12	22.09	55.73	48.8	51.62	51.48	58.87	43.91	34.44	85.15	66.73	66.48	
55.97	45.18	60.83	16.12	29.68	34.67	44.27	0.0	43.83	18.68	22.2	17.69	9.43	39.32	14.56	33.53	18.03	40.8	39.01	27.02	43.66	21.95	31.76	22.47	41.01	20.59	38.08	53.91	24.7	20.0	37.34	26.25	48.83	28.02	30.08	38.33	13.89	49.77	36.4	27.59	6.4	34.93	16.28	19.21	12.21	23.54	33.96	12.81	24.52	14.21	33.73	14.32	36.4	16.03	25.24	24.08	18.87	45.12	16.28	32.56	19.0	15.52	9.49	19.85	21.38	26.93	29.12	28.18	13.89	8.6	43.28	7.21	24.76	25.61	19.03	41.3	29.83	28.65	16.55	25.5	47.42	33.3	20.62	36.62	27.02	30.23	24.21	41.62	31.78	26.4	17.03	29.73	43.42	19.31	24.41	35.69	33.12	36.4	35.47	52.01	4.24	38.33	28.6	41.44	11.18	29.83	21.02	45.79	44.6	23.19	45.28	52.35	30.0	19.7	23.09	14.87	37.12	18.79	22.47	33.84	23.41	10.77	42.54	35.23	54.45	4.12	37.48	34.79	31.62	23.32	52.63	21.19	13.15	50.93	46.07	8.94	11.05	47.01	24.84	22.36	
22.09	26.91	22.56	58.01	71.06	10.05	34.13	43.83	0.0	58.14	57.43	51.48	52.15	25.0	58.18	50.45	54.92	32.0	19.0	22.02	31.89	50.01	54.59	33.29	45.18	23.26	39.46	15.13	19.42	27.59	38.01	56.0	22.83	40.79	29.12	38.47	46.69	7.07	43.17	19.03	50.12	34.71	42.52	62.77	55.95	61.52	28.64	56.44	34.23	57.14	27.66	36.77	51.24	29.83	60.3	67.42	25.08	11.18	51.79	35.11	39.01	49.5	43.42	43.6	35.01	68.25	16.28	26.48	32.98	40.61	10.0	43.6	67.68	59.14	40.01	48.75	46.87	36.77	55.54	28.16	12.65	44.27	44.0	20.59	41.15	56.22	24.02	44.28	34.48	40.25	59.91	72.42	31.14	24.7	19.92	27.29	10.77	8.6	29.07	12.17	47.89	10.2	72.2	6.0	41.98	33.24	61.85	4.0	11.66	28.02	3.0	45.54	72.01	63.51	66.71	34.53	57.49	25.06	21.63	31.78	63.03	36.4	62.36	16.49	18.0	39.82	37.12	31.58	50.01	37.22	21.84	32.0	41.59	17.46	27.66	37.0	33.84	65.46	55.01	63.06	
73.24	63.56	77.47	5.0	13.04	50.25	47.17	18.68	58.14	0.0	33.62	31.78	10.0	45.88	16.64	50.25	29.73	44.41	47.93	44.78	62.3	37.48	47.07	27.86	59.14	36.24	38.01	70.18	38.9	30.81	55.9	39.85	66.73	46.17	48.7	56.89	30.07	63.01	34.23	44.65	14.0	37.22	17.09	11.66	12.08	5.0	39.29	11.18	43.17	8.06	39.56	21.63	53.24	28.32	35.78	13.15	35.0	56.44	29.83	51.2	37.34	9.49	27.07	18.25	40.02	10.3	42.01	46.62	32.31	17.69	59.67	15.0	12.0	37.16	37.22	59.0	47.04	30.27	26.93	44.01	64.03	30.27	38.0	54.59	26.02	44.64	42.06	39.46	34.37	26.08	7.81	15.52	47.52	33.97	40.61	41.48	48.08	49.82	54.08	67.94	15.13	50.48	18.03	54.41	29.15	48.51	4.12	60.83	61.22	31.76	60.14	51.48	14.32	16.4	20.25	33.53	52.39	34.06	36.77	37.66	5.0	29.41	57.28	45.65	71.22	21.02	56.09	38.64	48.26	25.71	70.18	39.85	31.14	68.01	64.47	27.51	24.84	61.68	38.6	27.8	
