120
0.0	41.59	47.04	73.11	45.12	38.05	53.76	41.23	18.44	51.04	62.94	52.2	46.87	47.63	66.53	38.95	31.02	34.0	36.06	32.06	77.79	38.01	56.22	64.9	13.6	51.74	12.53	11.4	32.2	18.25	60.8	32.45	44.38	38.01	34.93	13.6	61.13	34.93	9.22	38.6	35.85	52.0	47.52	79.31	47.54	69.2	53.01	4.12	61.29	21.4	37.95	41.05	38.33	62.8	19.8	53.31	47.01	25.63	40.05	59.54	57.14	51.24	55.07	51.66	20.62	68.62	70.84	49.24	16.76	54.04	49.04	68.01	51.0	44.05	67.6	59.08	45.0	56.29	75.01	50.99	34.23	52.35	58.05	55.54	47.51	53.76	47.41	14.87	8.6	56.08	54.56	52.35	51.66	60.46	38.21	16.12	46.62	12.17	8.06	50.0	33.38	11.0	51.92	32.28	55.15	47.17	55.46	57.98	31.06	20.81	51.42	56.57	75.74	61.4	59.01	56.61	57.28	31.62	65.22	50.96	
41.59	0.0	19.72	38.33	11.4	43.38	20.0	9.49	25.5	22.02	26.25	35.51	22.83	11.0	31.05	23.43	37.95	39.92	17.03	37.34	40.72	40.71	48.92	35.01	28.3	15.13	32.02	34.93	11.0	34.01	30.02	20.62	10.0	42.49	26.42	41.44	45.18	32.65	32.76	8.0	22.47	49.58	15.62	43.08	31.4	36.35	24.74	37.59	20.52	20.88	7.07	44.78	14.04	23.02	23.54	34.0	30.0	16.4	17.26	49.41	16.28	19.8	13.6	39.2	21.84	32.57	35.44	27.29	25.24	24.04	46.1	32.98	9.43	18.38	40.2	52.5	20.62	19.31	38.63	15.03	36.25	19.03	24.08	14.32	12.04	44.05	5.83	28.16	34.18	50.25	22.02	45.28	14.32	19.85	45.19	35.13	6.08	35.69	34.13	23.02	14.56	37.85	38.6	11.66	35.78	18.03	13.93	30.59	18.03	21.19	39.82	47.01	39.56	44.72	55.17	40.31	18.25	29.15	24.84	37.8	
47.04	19.72	0.0	54.0	8.54	60.8	38.33	10.63	37.0	4.0	42.05	55.23	42.54	29.73	47.04	42.52	54.38	56.86	11.0	54.08	54.45	58.41	68.41	53.15	34.06	32.98	41.98	44.91	27.02	46.82	48.27	38.29	9.85	60.0	44.6	52.17	64.88	50.45	38.0	13.45	41.01	68.62	5.0	57.31	51.04	53.24	44.01	43.01	32.25	31.95	14.87	62.63	9.49	36.12	35.11	53.71	49.65	24.04	7.0	69.07	29.02	5.0	25.02	58.82	32.89	48.0	51.0	47.01	31.14	7.0	65.07	49.04	22.09	3.0	58.69	72.01	2.83	12.81	53.15	33.24	53.6	37.64	41.77	20.4	31.02	63.6	20.62	38.08	42.3	69.66	40.52	64.66	11.4	32.14	62.43	47.13	16.49	46.1	39.01	3.61	14.32	47.85	58.25	17.46	55.47	2.0	22.2	49.65	16.0	31.62	59.41	66.61	54.15	64.41	74.52	60.03	16.12	46.4	36.5	57.43	
73.11	38.33	54.0	0.0	46.1	52.2	19.72	46.53	54.67	54.15	12.17	29.83	27.02	27.86	7.28	35.61	52.35	51.89	55.11	51.0	7.0	49.4	42.0	11.18	62.13	23.41	60.88	62.94	42.54	58.14	13.04	41.01	45.18	51.26	40.8	66.71	31.14	44.78	66.03	46.1	38.29	47.17	49.0	6.71	31.38	5.1	20.62	69.81	22.36	52.43	45.35	51.24	51.79	18.25	53.41	26.93	30.87	52.33	54.45	39.12	25.02	51.16	29.02	34.53	53.01	6.0	3.0	26.42	59.68	54.45	45.54	5.39	32.06	54.08	14.32	44.1	56.04	44.72	4.12	23.77	48.3	21.1	15.26	34.23	27.31	38.12	34.37	58.26	64.54	44.0	18.6	41.19	43.1	22.2	54.08	60.21	38.21	62.94	67.42	56.08	52.89	65.07	33.54	49.65	26.48	52.0	32.14	17.46	56.32	53.25	35.51	39.0	4.0	30.15	48.09	30.07	40.79	45.22	18.97	33.73	
45.12	11.4	8.54	46.1	0.0	53.85	29.83	4.0	32.25	10.63	34.01	46.87	34.13	21.19	39.01	34.66	47.85	50.12	11.31	47.41	47.07	51.31	60.31	44.72	31.58	24.52	38.01	41.01	20.12	41.77	39.81	31.06	1.41	53.0	37.2	48.09	56.44	43.27	35.9	7.07	33.42	60.83	4.24	49.82	42.8	45.04	35.47	41.0	25.0	27.17	8.25	55.47	7.81	28.64	30.27	45.28	41.4	20.02	8.94	60.8	21.38	8.6	17.46	50.61	28.16	40.11	43.1	38.59	28.44	12.81	57.31	41.01	14.04	8.0	50.22	63.89	10.05	11.18	45.54	24.74	46.65	29.12	33.38	13.89	22.47	55.44	12.17	34.01	39.12	61.62	32.02	56.64	6.71	24.74	55.57	42.43	8.06	42.05	37.11	11.66	12.08	44.01	50.0	13.04	47.01	6.71	15.23	41.11	15.26	27.07	51.22	58.41	46.53	55.95	66.53	51.62	12.53	39.45	29.41	49.2	
38.05	43.38	60.8	52.2	53.85	0.0	39.01	50.48	27.78	64.07	47.38	22.83	28.02	39.81	48.27	21.38	7.62	4.47	52.35	7.21	58.82	3.0	19.31	41.23	37.16	41.19	28.16	27.46	33.84	20.62	39.56	22.83	52.48	1.0	17.09	25.08	27.66	10.77	37.64	47.43	21.19	14.14	57.98	58.87	20.88	47.17	33.38	37.48	53.15	31.4	46.04	3.0	51.86	52.0	28.84	25.5	21.59	38.95	55.32	23.26	50.49	62.43	51.2	19.21	30.81	50.45	51.24	26.48	37.59	66.57	11.7	48.76	49.04	58.41	40.82	21.59	60.44	62.65	55.66	40.2	7.21	38.0	41.3	55.36	38.64	18.6	46.82	29.55	31.78	18.68	38.12	16.12	57.7	52.15	2.0	22.36	49.24	26.31	38.33	64.4	48.1	27.07	20.0	43.93	26.42	59.64	53.85	34.79	48.84	32.2	18.44	20.59	55.97	28.32	21.02	24.84	61.1	14.42	55.0	19.42	
53.76	20.0	38.33	19.72	29.83	39.01	0.0	29.15	35.36	39.56	9.43	21.47	11.0	9.0	12.81	18.68	36.88	37.34	37.01	35.69	24.04	36.01	36.24	15.03	42.44	5.39	41.77	44.05	22.83	39.96	10.05	22.47	28.64	38.01	24.04	48.55	29.0	29.43	46.4	28.0	20.62	39.22	33.53	25.61	19.65	16.76	7.21	50.33	14.87	32.8	27.02	39.05	34.01	13.04	33.97	18.87	18.44	32.7	37.12	35.23	13.6	36.77	16.28	26.4	33.42	14.87	17.2	13.6	39.96	40.72	36.4	14.42	17.0	37.66	20.4	39.45	39.81	32.45	21.26	5.1	33.38	1.41	4.47	22.02	8.06	31.3	17.72	38.9	45.25	38.01	2.24	33.62	29.07	13.93	41.01	41.88	21.84	44.2	47.8	41.11	34.23	46.4	25.5	30.59	20.0	36.4	19.85	11.66	37.48	33.6	27.31	33.62	22.02	28.28	42.94	25.0	29.21	28.46	16.03	25.08	
41.23	9.49	10.63	46.53	4.0	50.48	29.15	0.0	28.28	13.6	34.37	44.78	32.2	20.22	39.32	31.89	44.29	46.65	8.94	43.91	48.08	48.01	57.8	44.18	27.66	24.02	34.01	37.01	16.64	37.85	39.2	27.8	3.16	49.65	34.06	44.1	54.56	40.0	32.02	3.16	30.41	58.0	7.62	50.7	40.5	45.04	34.21	37.11	26.4	23.19	4.47	52.2	5.39	29.73	26.31	43.38	39.12	16.03	8.0	58.52	22.47	12.08	18.79	48.26	24.19	40.61	43.57	36.67	24.52	16.12	54.45	41.3	14.87	8.94	49.5	61.4	11.18	15.13	46.32	24.08	43.27	28.28	33.02	16.28	21.38	53.01	12.17	30.02	35.13	59.03	31.26	54.04	10.44	26.0	52.15	38.47	8.54	38.05	33.24	14.14	8.6	40.01	47.71	9.06	45.19	9.22	17.2	40.02	12.04	23.09	48.83	56.04	47.3	54.13	63.89	49.65	16.16	36.06	30.87	46.87	
18.44	25.5	37.0	54.67	32.25	27.78	35.36	28.28	0.0	40.8	44.6	35.51	28.65	29.68	48.1	21.19	20.25	23.32	26.83	20.59	59.4	26.4	42.58	46.65	10.05	33.6	6.71	9.49	14.87	9.85	42.44	14.32	31.14	27.29	18.11	16.03	45.18	20.4	12.37	25.18	18.03	39.85	35.69	60.88	30.59	50.8	34.67	15.26	43.83	5.1	24.08	30.41	27.51	44.94	2.0	36.14	29.83	13.0	30.46	45.18	39.81	40.02	38.28	36.01	4.12	50.21	52.4	31.38	9.85	43.68	36.4	49.58	34.48	34.18	49.66	45.89	35.85	43.05	56.59	32.8	21.54	33.94	39.62	39.81	29.41	39.12	31.05	3.61	9.9	42.95	36.12	38.47	38.01	42.94	28.84	10.2	31.26	10.2	13.6	40.5	22.85	12.37	36.06	19.65	38.08	36.4	39.29	39.82	22.47	5.39	36.0	42.19	57.31	45.28	46.84	40.31	43.05	16.12	47.51	35.06	
51.04	22.02	4.0	54.15	10.63	64.07	39.56	13.6	40.8	0.0	42.43	57.43	44.65	31.3	47.38	45.25	57.8	60.21	15.0	57.45	54.08	61.61	70.94	54.12	38.05	34.18	45.89	48.84	30.23	50.6	49.34	41.4	12.04	63.25	47.63	56.09	66.89	53.6	42.0	16.64	43.93	71.42	6.4	57.04	53.41	53.76	45.62	47.01	32.0	35.74	18.03	65.8	13.34	36.01	38.9	55.76	52.01	27.89	11.0	71.4	29.15	3.0	25.18	61.22	36.69	48.17	51.16	49.09	35.13	3.0	67.9	49.37	22.8	7.0	59.77	74.52	6.32	10.77	53.0	34.54	56.86	39.0	42.72	20.0	32.65	66.07	21.93	41.98	46.27	72.25	41.79	67.27	11.05	32.02	65.73	50.96	17.89	50.01	43.01	2.24	18.25	51.79	60.61	21.19	57.45	4.47	22.02	51.08	20.0	35.44	61.85	69.03	54.0	66.37	77.16	62.13	14.56	49.65	36.06	59.82	
