100
0.0	45.35	22.0	14.04	29.61	14.04	36.88	38.42	44.18	30.59	4.12	51.66	40.71	38.01	24.35	36.67	39.2	25.81	17.09	32.06	37.36	52.7	23.09	40.72	33.11	34.93	7.81	43.42	40.5	12.17	31.89	25.08	44.69	33.3	6.71	30.02	40.46	28.46	29.07	47.93	30.02	34.23	14.21	29.53	5.1	41.0	40.2	51.09	16.4	8.06	45.79	47.8	24.74	32.02	12.21	34.06	28.07	1.41	36.06	44.6	26.4	24.08	49.58	45.34	38.6	10.3	46.23	21.38	42.95	25.5	34.21	36.8	50.0	3.0	8.54	37.34	26.63	31.26	38.21	4.24	41.73	44.1	21.95	24.02	39.05	25.5	42.49	9.9	47.43	33.02	24.04	44.29	10.0	29.61	11.18	26.08	37.01	43.29	4.24	33.12	
45.35	0.0	45.35	32.31	42.05	45.1	20.62	19.1	15.0	42.49	41.76	24.74	11.31	29.73	28.32	8.94	48.83	30.68	28.44	15.0	22.47	18.0	38.6	37.48	14.32	12.37	38.47	18.87	14.87	46.01	22.36	21.02	20.59	21.95	44.38	32.65	19.85	38.48	45.69	8.0	47.01	18.03	35.0	33.54	45.88	4.47	8.06	22.56	34.06	48.85	34.41	18.97	20.62	16.97	37.01	26.63	49.04	44.64	39.41	26.08	29.73	43.97	28.23	26.93	7.0	49.04	29.15	49.03	8.6	24.84	11.18	22.02	19.42	42.45	36.88	17.46	31.02	19.85	16.16	47.68	22.8	14.76	25.0	46.84	26.87	28.16	10.0	41.15	16.76	50.09	27.66	11.18	48.75	15.81	34.21	48.38	19.21	6.08	43.32	33.29	
22.0	45.35	0.0	26.93	9.22	8.06	28.07	30.07	51.11	10.0	23.35	40.16	36.12	23.77	37.8	39.0	17.46	15.03	22.63	37.74	48.17	44.55	7.0	22.67	31.05	32.98	18.03	34.37	34.0	10.2	24.02	32.02	34.71	25.0	28.16	15.52	31.26	10.3	7.28	44.1	8.06	42.8	14.21	14.56	27.02	42.06	43.86	40.52	13.45	30.02	29.41	38.64	28.84	39.41	13.89	22.36	6.32	23.02	16.97	31.95	16.03	2.83	36.25	32.31	38.6	13.93	32.2	4.12	39.2	36.8	35.47	27.17	40.79	22.2	20.62	45.8	15.0	40.46	46.04	19.24	30.81	37.05	21.95	2.24	26.25	17.26	38.12	29.83	39.32	11.05	37.01	39.01	32.0	33.12	22.83	4.47	29.02	46.24	25.18	17.46	
14.04	32.31	26.93	0.0	31.05	21.21	28.65	29.68	30.15	32.02	10.0	43.27	29.73	32.98	11.4	23.41	41.23	22.02	7.28	18.25	23.77	42.43	24.04	38.12	21.93	23.43	10.0	34.41	30.48	20.62	24.17	11.4	36.06	25.5	12.08	27.02	31.91	28.44	32.31	36.06	33.62	20.22	13.0	27.0	13.6	27.86	26.48	42.2	14.56	16.55	41.23	38.42	12.21	18.0	13.04	28.16	33.12	13.0	35.06	37.58	22.09	27.73	42.49	38.48	25.94	21.47	39.92	28.43	31.4	11.7	21.47	29.07	40.46	11.05	7.21	23.35	23.02	17.26	24.19	17.46	34.0	33.97	13.0	29.15	32.89	20.22	31.24	9.22	37.54	37.16	10.82	33.3	16.64	16.55	4.24	31.38	28.3	29.61	11.18	30.07	
29.61	42.05	9.22	31.05	0.0	16.55	22.56	24.52	50.33	1.0	30.07	32.56	31.62	16.12	40.72	37.2	10.2	12.04	25.08	37.48	49.2	38.0	7.07	13.6	28.3	30.02	24.0	28.07	28.86	18.79	19.7	33.02	28.0	20.25	35.13	9.49	25.18	3.61	4.0	39.29	5.1	43.28	18.25	8.54	34.37	39.45	42.2	33.24	16.49	37.66	20.59	32.0	29.21	39.7	19.03	16.28	8.06	30.41	7.81	24.33	12.81	6.4	28.16	24.52	35.85	22.83	24.04	12.81	34.79	38.95	33.6	21.38	34.01	29.15	26.08	46.01	11.4	41.4	45.97	27.51	24.0	31.4	22.2	8.6	19.03	14.87	33.53	36.01	33.06	8.06	39.81	33.96	39.46	32.53	27.46	8.54	23.77	44.1	32.14	10.0	
14.04	45.1	8.06	21.21	16.55	0.0	30.68	32.57	48.47	17.46	15.81	44.29	37.34	28.6	32.56	37.66	25.5	17.46	18.79	35.11	44.1	47.43	11.31	29.21	31.0	33.0	11.4	37.34	35.9	2.24	25.96	28.64	38.08	27.2	20.4	20.0	34.18	16.4	15.3	45.28	16.12	39.36	10.44	19.21	19.1	41.3	42.2	44.28	11.05	22.0	35.36	41.79	26.25	36.25	8.94	25.94	14.04	15.13	23.85	36.36	18.38	10.44	41.05	36.89	38.12	6.4	37.2	7.62	40.2	32.2	34.37	30.08	44.01	14.56	14.21	42.49	17.89	36.72	42.95	11.18	34.44	39.29	20.22	10.0	30.53	18.68	39.32	22.47	42.06	19.0	31.89	40.61	24.02	31.05	16.97	12.04	31.32	44.91	17.46	22.67	
36.88	20.62	28.07	28.65	22.56	30.68	0.0	2.0	32.25	22.8	34.66	14.87	9.43	9.22	32.39	18.79	28.3	13.34	21.63	22.36	34.93	16.76	21.1	17.03	10.2	10.77	29.07	6.71	6.32	32.31	5.0	22.2	7.81	3.61	39.05	13.15	3.61	19.24	26.48	16.76	27.66	28.64	23.02	14.14	39.62	19.21	23.32	14.21	21.1	43.19	15.52	11.18	18.44	25.32	25.24	6.32	30.27	36.8	18.87	9.22	12.37	26.0	13.93	10.2	15.81	36.25	12.04	32.14	12.53	29.15	15.81	1.41	13.42	34.66	29.0	30.36	13.15	28.16	29.73	37.44	5.39	9.0	15.81	29.0	6.71	12.08	11.18	37.44	11.4	30.36	31.4	11.4	44.05	18.03	27.8	30.07	1.41	24.21	36.8	13.0	
38.42	19.1	30.07	29.68	24.52	32.57	2.0	0.0	31.3	24.74	36.07	13.6	7.81	10.63	32.76	18.03	30.02	15.3	22.8	22.09	34.53	14.87	23.09	18.38	10.0	10.2	30.61	5.0	4.47	34.18	6.71	22.56	6.4	5.39	40.36	15.13	2.24	21.21	28.44	14.87	29.61	28.28	24.7	16.12	41.01	18.03	22.36	12.73	22.83	44.55	16.16	9.43	18.97	25.08	26.93	8.25	32.25	38.29	20.59	9.0	14.32	28.0	13.34	10.0	14.76	38.08	12.04	34.13	10.82	29.43	15.3	3.16	11.66	36.12	30.41	29.83	15.13	28.02	29.12	39.12	5.0	7.0	17.03	31.0	7.81	13.93	9.43	38.6	9.49	32.28	31.78	9.49	45.34	18.03	29.07	32.06	1.41	23.02	38.18	14.87	
44.18	15.0	51.11	30.15	50.33	48.47	32.25	31.3	0.0	50.99	40.11	39.46	24.35	41.34	21.38	13.6	58.73	38.29	29.73	13.42	10.0	33.0	45.22	49.09	22.8	21.63	39.05	32.57	27.86	48.7	32.02	19.92	34.48	32.2	41.05	41.73	32.7	46.75	53.41	23.0	54.82	10.0	38.08	42.43	43.01	13.6	8.94	37.34	38.01	45.18	47.42	33.54	22.36	12.37	39.56	37.2	56.04	43.1	49.68	39.56	37.54	50.48	42.45	40.5	16.55	50.7	42.72	54.12	22.56	19.03	17.03	33.62	34.23	41.19	36.67	7.07	38.95	13.0	6.0	47.52	35.85	28.86	29.15	53.0	38.95	35.47	23.77	37.12	31.4	58.26	21.21	25.5	44.41	18.03	33.54	54.92	30.89	9.06	41.01	43.28	
30.59	42.49	10.0	32.02	1.0	17.46	22.8	24.74	50.99	0.0	31.06	32.39	31.95	16.03	41.63	37.8	9.22	12.73	26.0	38.21	50.0	38.01	8.06	13.04	28.84	30.53	25.0	28.16	29.12	19.7	20.12	33.84	28.02	20.62	36.12	9.85	25.32	4.24	4.12	39.56	5.0	44.05	19.24	8.94	35.36	39.96	42.8	33.14	17.46	38.64	20.12	32.02	30.0	40.46	20.02	16.49	8.25	31.4	7.21	24.19	13.45	7.21	27.89	24.33	36.36	23.71	23.77	13.45	35.11	39.82	34.21	21.59	34.0	30.15	27.07	46.75	12.04	42.2	46.69	28.46	24.02	31.58	23.02	9.22	19.0	15.56	33.84	37.01	33.14	7.62	40.72	34.21	40.45	33.24	28.44	8.94	24.04	44.65	33.14	10.05	
