140
0.0	33.11	16.03	53.76	26.02	20.02	12.53	21.59	24.41	56.73	18.38	34.01	45.89	33.24	48.51	22.14	12.08	40.11	28.3	23.85	14.32	29.73	51.09	29.73	10.82	47.63	9.06	7.0	53.82	49.65	29.68	28.02	39.81	38.47	47.01	10.63	43.83	20.0	9.9	48.27	44.38	40.05	37.2	16.28	30.59	24.6	29.61	32.45	27.29	21.0	38.64	29.61	16.28	18.97	35.36	28.6	16.28	54.12	25.96	37.48	24.19	49.01	19.92	49.24	19.42	41.11	38.59	16.0	11.05	27.46	41.88	48.92	33.62	51.35	44.28	22.47	39.01	20.88	23.77	11.0	36.22	21.47	15.23	48.27	43.19	30.53	24.35	62.2	30.02	48.83	20.62	36.36	13.04	22.02	23.02	29.15	3.61	11.4	22.83	17.0	30.07	37.74	19.42	33.06	14.04	29.15	46.86	47.01	36.88	59.68	39.22	40.82	22.63	18.6	7.62	14.76	32.7	48.1	39.81	24.19	35.51	34.48	18.38	24.84	4.24	55.46	23.32	22.56	23.71	29.55	49.16	27.2	35.47	21.02	33.24	5.39	9.0	36.01	28.02	10.0	
33.11	0.0	31.06	66.29	49.41	46.01	45.62	49.5	57.31	57.43	38.6	1.0	62.63	37.48	66.13	41.88	43.01	63.29	29.61	50.01	24.02	34.93	72.9	4.47	43.83	44.55	31.4	30.81	58.01	58.42	55.04	7.28	57.38	11.31	58.05	23.09	72.86	42.05	24.04	63.89	70.21	60.83	44.72	32.2	56.85	40.71	56.08	63.13	27.66	46.1	10.63	20.02	48.55	52.0	31.02	31.78	30.81	82.88	55.44	21.19	39.36	70.21	40.8	57.31	28.65	68.25	68.62	42.43	38.29	7.07	49.5	46.53	1.41	69.29	55.11	51.35	60.42	22.36	9.43	23.6	56.36	11.7	24.0	73.5	46.01	42.38	9.22	64.38	53.82	54.04	17.12	33.02	20.25	47.0	48.27	55.01	30.08	22.14	50.09	43.14	52.15	47.07	19.1	56.86	40.31	57.98	50.0	43.57	42.43	65.01	27.89	70.72	14.14	50.22	33.73	43.57	47.17	60.42	68.62	51.04	45.35	61.72	14.76	57.45	34.79	64.28	50.04	12.04	51.09	58.69	68.15	38.63	41.59	54.13	60.31	29.41	37.8	58.83	52.2	23.41	
16.03	31.06	0.0	69.38	42.05	36.0	24.17	37.22	35.51	70.18	33.96	32.06	61.81	46.32	64.5	37.85	27.29	56.04	39.82	19.24	7.62	42.72	67.03	29.61	23.41	59.67	7.0	9.06	68.0	64.62	24.0	24.0	55.73	40.26	62.3	12.73	58.19	11.0	12.04	64.13	59.84	56.08	51.43	30.46	46.27	39.85	45.28	46.24	38.29	37.01	40.02	37.2	29.73	27.8	45.97	40.8	29.97	68.35	25.63	43.91	39.22	65.0	35.69	64.08	31.91	56.29	52.55	32.02	27.07	24.02	56.36	61.22	32.14	67.36	59.46	21.54	55.04	30.41	24.04	20.0	52.24	20.88	7.28	63.79	56.6	45.31	25.3	76.16	46.0	63.06	14.0	47.42	15.0	16.12	39.0	24.02	13.34	13.45	19.65	33.02	46.1	52.39	12.0	49.01	30.07	44.15	60.54	58.9	50.61	74.25	47.8	54.78	17.0	32.57	9.22	15.0	48.08	63.6	54.41	20.4	50.16	49.82	20.12	36.72	13.15	70.58	19.42	25.5	20.62	44.38	65.19	41.63	49.24	30.81	48.66	11.4	25.02	52.0	44.0	13.45	
53.76	66.29	69.38	0.0	29.68	35.85	53.0	37.2	52.33	21.54	35.44	66.49	10.0	28.86	10.44	31.62	45.65	22.83	36.67	73.93	64.94	31.4	20.0	61.98	51.97	29.0	62.64	60.44	15.65	9.22	79.08	67.27	15.0	60.75	8.25	58.69	38.9	73.01	58.86	7.21	29.12	18.6	21.59	39.46	31.14	29.61	31.83	42.44	38.64	34.48	61.68	46.57	48.01	57.01	36.77	34.53	40.31	42.11	71.61	49.24	30.41	18.11	33.84	10.63	40.01	32.31	41.15	38.91	43.08	66.27	17.09	27.59	65.51	11.0	11.18	70.18	20.0	45.1	60.21	51.35	19.85	61.03	65.92	28.28	22.47	25.02	59.3	20.02	27.66	15.56	67.12	34.93	58.31	73.36	33.29	78.23	56.04	58.55	72.2	38.01	25.81	19.24	67.27	26.17	40.31	36.88	19.85	29.73	24.04	14.0	42.94	41.23	67.01	45.61	61.35	65.3	21.38	6.0	37.16	73.57	21.1	32.45	58.0	50.21	57.58	7.07	73.06	56.22	72.72	37.64	13.15	29.02	24.74	55.32	32.2	57.97	45.31	23.43	29.21	57.71	
26.02	49.41	42.05	29.68	0.0	6.32	23.32	7.81	24.19	39.81	10.82	50.0	20.62	23.19	22.8	7.81	16.16	14.56	25.5	44.29	39.32	21.84	25.32	45.0	22.36	36.22	35.06	33.02	34.99	28.43	49.4	47.41	14.76	48.92	24.76	33.73	24.7	43.97	33.54	23.26	20.81	14.04	21.38	17.2	8.06	10.77	7.62	19.03	26.42	5.1	49.58	34.41	18.44	27.59	31.32	23.77	18.6	34.06	42.01	41.18	12.08	23.09	8.6	28.6	21.21	19.1	22.14	10.05	15.0	46.53	23.77	36.5	49.2	25.5	22.8	40.5	13.0	27.59	40.82	27.86	10.44	40.25	40.31	24.19	28.64	15.0	40.5	43.27	4.47	30.41	43.68	30.81	34.48	43.86	3.61	48.55	29.02	33.96	42.54	9.06	4.12	19.92	43.17	7.62	12.0	12.04	30.68	36.12	23.09	39.05	38.28	23.77	44.6	16.28	33.24	35.85	12.65	24.84	20.59	43.91	18.44	13.04	36.67	22.36	29.27	33.24	43.42	37.44	43.05	13.04	23.19	15.52	22.02	26.25	11.66	31.02	17.03	10.2	2.83	32.76	
20.02	46.01	36.0	35.85	6.32	0.0	17.2	4.12	19.92	44.42	8.54	46.69	26.93	25.18	29.12	8.06	9.85	20.1	25.5	38.08	33.73	23.0	31.06	41.73	16.12	39.29	29.0	27.02	40.0	33.94	43.27	43.27	21.02	46.87	30.48	28.46	26.87	37.64	28.16	29.55	25.08	20.22	25.08	14.42	11.18	12.17	10.3	18.38	25.96	1.41	47.43	33.11	12.81	22.02	32.14	24.19	15.81	36.88	36.12	40.5	13.04	29.0	7.07	33.97	19.24	22.47	23.02	4.12	9.22	42.44	28.3	39.85	45.97	31.78	28.28	34.41	19.1	25.24	37.01	23.32	16.76	36.06	34.71	28.79	32.31	18.03	36.88	48.41	10.0	35.23	38.63	32.02	29.55	37.58	3.0	42.44	23.19	28.79	36.36	3.16	10.44	24.19	37.95	13.04	6.32	12.21	34.89	39.05	26.25	44.55	38.64	25.0	39.81	11.18	27.07	29.55	17.2	30.81	22.63	37.74	22.36	15.81	32.45	18.44	23.09	39.05	37.22	33.97	36.89	13.04	29.43	17.12	25.0	21.1	14.42	25.18	11.05	16.0	8.0	27.51	
12.53	45.62	24.17	53.0	23.32	17.2	0.0	16.16	12.04	60.61	21.1	46.52	43.83	38.91	45.69	23.43	7.81	34.93	36.14	21.02	25.5	35.85	45.71	42.15	2.0	53.67	18.03	17.03	56.64	50.99	26.08	40.5	38.08	50.45	47.63	23.02	34.21	22.02	22.2	46.53	37.0	36.4	40.8	22.8	24.52	27.2	23.54	22.14	35.69	18.6	50.7	40.0	6.0	7.0	43.42	35.74	23.54	44.27	19.1	48.0	27.46	44.15	21.4	50.93	27.46	33.06	28.46	14.87	13.0	39.96	44.69	54.59	46.1	48.1	45.34	17.2	35.11	31.0	36.25	22.8	33.54	34.0	26.25	41.0	47.71	33.6	36.77	65.12	26.0	51.74	32.56	43.97	25.55	20.88	19.72	25.24	15.81	23.85	19.24	15.56	27.29	40.46	31.11	28.46	14.42	21.0	50.8	53.23	41.34	61.55	48.51	30.68	34.83	9.0	15.26	13.15	33.94	48.01	30.59	20.59	38.42	27.02	30.87	12.81	12.04	56.22	20.12	34.79	19.72	21.02	45.54	31.38	39.96	8.54	26.08	17.03	11.4	31.62	24.17	22.47	
21.59	49.5	37.22	37.2	7.81	4.12	16.16	0.0	16.55	47.41	12.65	50.21	27.78	29.07	29.55	12.0	10.0	19.1	29.61	37.16	35.74	27.02	30.07	45.28	15.52	42.95	30.27	28.44	42.72	36.24	42.06	46.4	22.2	50.77	32.56	30.87	23.43	37.66	30.46	30.53	22.8	20.25	28.46	18.36	9.06	16.03	8.06	14.32	30.08	5.0	51.31	37.16	10.82	19.85	36.22	28.28	19.72	33.6	34.41	44.6	17.0	28.28	11.18	36.4	23.26	19.7	19.21	7.07	11.66	45.61	31.3	43.42	49.52	31.95	30.61	33.12	18.97	29.15	40.36	26.4	17.49	39.2	36.69	26.68	35.74	21.59	40.31	51.04	9.85	38.08	41.15	36.06	32.25	37.0	4.47	41.18	25.0	31.3	35.34	6.4	11.4	27.31	40.31	12.37	9.22	8.49	38.08	42.76	29.83	46.86	42.76	21.26	42.54	8.49	28.07	29.12	20.12	32.56	19.21	36.67	25.63	13.0	35.61	14.87	24.08	41.01	36.25	37.48	35.78	9.22	29.41	21.02	28.64	18.44	11.7	26.93	13.0	15.52	8.06	29.97	
24.41	57.31	35.51	52.33	24.19	19.92	12.04	16.55	0.0	63.95	27.17	58.18	42.45	44.91	43.42	27.89	15.3	31.06	44.01	27.0	37.48	42.43	40.72	53.67	13.6	59.2	29.83	29.0	59.17	52.43	30.41	52.43	37.54	61.35	48.6	35.0	25.0	31.05	34.21	45.28	30.36	34.06	44.94	31.06	21.26	32.02	20.52	13.15	44.01	21.19	61.68	49.65	9.22	8.25	51.09	43.1	32.14	34.37	21.59	57.56	32.76	39.82	26.48	52.7	36.12	25.96	19.0	20.1	21.21	51.87	47.85	59.77	57.71	45.22	46.87	22.02	32.65	40.79	47.89	34.01	32.56	45.79	38.21	34.21	52.2	37.95	48.3	67.42	24.84	54.59	44.6	51.24	37.44	28.16	21.02	29.43	27.8	35.81	25.0	20.22	27.2	43.86	43.14	26.17	21.0	15.81	54.63	58.94	46.17	63.01	57.01	21.02	46.86	9.06	27.02	22.14	36.67	48.27	22.2	26.02	42.15	21.47	42.54	2.24	24.04	56.85	26.0	46.1	25.02	15.26	42.44	36.88	44.92	5.1	21.1	29.07	20.62	29.07	23.6	34.41	
56.73	57.43	70.18	21.54	39.81	44.42	60.61	47.41	63.95	0.0	39.7	57.31	28.07	23.85	30.41	37.2	52.8	40.11	30.87	79.91	64.01	27.46	40.79	53.76	59.03	13.0	64.4	62.2	6.08	14.04	85.59	60.64	29.27	49.01	18.0	57.8	57.14	76.69	58.31	26.31	48.0	35.13	19.85	40.46	44.92	33.42	45.22	57.28	32.7	43.05	50.01	37.85	57.14	66.29	26.68	29.53	40.61	62.2	79.65	37.0	33.3	38.47	39.2	13.0	38.28	50.16	57.87	45.8	48.17	59.67	16.12	11.0	56.32	32.02	18.25	77.23	36.22	40.72	54.12	50.25	33.73	55.97	64.88	48.17	13.6	27.02	52.89	7.0	40.16	9.49	63.69	24.74	56.36	78.52	42.94	84.9	57.8	57.31	78.52	45.22	37.34	20.25	64.47	40.26	46.23	50.6	9.9	14.0	19.85	10.0	30.0	58.55	62.63	55.57	64.03	70.71	27.29	20.1	54.45	79.93	22.2	48.05	53.85	62.17	60.96	14.76	79.21	50.29	79.25	51.55	33.54	29.7	21.26	65.51	47.3	59.41	50.25	38.64	40.85	56.94	
