70
0.0	28.32	7.0	16.76	22.36	33.3	8.6	27.59	7.62	19.24	16.49	23.85	12.53	26.93	26.63	24.7	20.25	18.68	26.31	5.1	22.02	26.08	16.97	14.87	7.81	25.96	17.72	21.93	17.0	27.66	21.26	13.6	16.76	27.66	22.8	9.22	22.63	5.0	14.56	21.84	5.83	15.52	7.21	22.85	16.12	25.24	6.08	15.0	17.46	19.42	20.81	28.65	29.21	16.49	14.0	5.0	11.66	18.44	16.55	7.0	19.31	21.02	17.09	6.32	22.56	7.07	17.46	13.04	26.0	24.7	
28.32	0.0	33.42	14.87	15.03	6.08	19.8	1.0	21.26	12.17	15.81	6.08	17.0	12.53	4.12	12.65	14.0	26.02	25.96	31.62	6.4	5.1	11.4	25.0	36.12	26.31	14.56	6.4	21.1	3.61	7.62	25.71	26.17	1.0	25.02	19.1	5.83	31.89	24.04	27.07	30.53	23.77	28.18	12.17	21.59	7.28	25.55	13.89	25.08	9.43	9.22	6.4	5.0	23.54	21.59	32.2	27.31	23.19	26.68	23.6	26.17	18.0	13.93	25.81	14.04	35.38	14.32	22.8	22.14	6.0	
7.0	33.42	0.0	20.0	24.6	38.83	13.89	32.8	12.21	25.63	19.42	28.28	18.97	33.53	31.11	31.32	26.93	25.5	33.24	9.43	27.02	30.41	22.47	14.14	6.32	25.0	20.81	27.2	24.0	33.29	26.93	20.4	23.54	32.65	22.02	14.76	28.02	2.0	14.32	28.64	11.18	15.3	13.6	29.41	16.76	31.3	13.04	21.02	24.33	24.08	26.83	32.65	34.99	16.28	21.0	8.6	10.05	18.25	15.0	9.9	18.0	22.47	20.62	7.81	25.06	5.39	24.04	20.02	33.0	29.0	
16.76	14.87	20.0	0.0	6.08	20.88	9.0	14.56	9.22	13.89	1.0	8.94	11.66	20.88	11.66	19.31	16.64	24.7	29.0	21.38	9.06	10.82	8.06	10.2	24.17	15.0	1.0	10.0	20.0	16.12	11.18	21.54	23.71	13.93	12.53	9.06	11.0	18.87	9.22	27.2	21.1	9.06	20.02	17.46	7.0	16.12	17.03	9.9	23.32	6.0	12.65	12.73	18.11	9.0	18.36	21.59	12.53	9.22	12.04	10.3	12.17	6.4	1.0	12.21	6.0	23.26	14.21	18.79	26.4	9.43	
22.36	15.03	24.6	6.08	0.0	21.0	15.03	15.13	15.03	18.38	6.0	9.22	17.46	24.19	11.0	23.02	21.21	30.41	34.06	27.17	11.18	10.0	12.81	12.04	29.41	11.4	5.1	12.53	25.55	17.46	14.42	27.51	29.55	14.04	10.0	15.13	13.42	23.77	11.31	32.76	27.02	10.63	26.08	21.4	8.49	18.79	23.09	15.26	29.07	9.22	16.4	10.44	19.42	10.0	24.17	27.29	15.62	8.94	13.04	15.52	11.7	3.16	6.32	17.09	1.0	28.46	19.21	24.7	31.11	9.06	
33.3	6.08	38.83	20.88	21.0	0.0	25.0	6.32	26.63	15.26	21.84	12.17	21.26	12.0	10.0	13.15	16.16	27.89	26.02	36.12	12.08	11.0	16.4	31.05	41.04	32.14	20.62	11.66	23.41	5.66	12.04	28.64	28.46	7.07	31.0	24.21	10.82	37.2	30.08	28.28	34.83	29.83	32.2	13.6	27.66	8.94	29.83	18.38	27.2	15.23	12.81	11.4	4.47	29.61	24.6	36.8	33.24	29.27	32.76	29.15	32.25	24.02	19.92	31.38	20.0	40.36	17.49	25.94	22.02	12.04	
8.6	19.8	13.89	9.0	15.03	25.0	0.0	19.1	2.0	12.17	9.06	15.26	6.08	20.22	18.03	18.11	14.0	17.69	23.71	12.65	13.45	17.49	8.6	12.21	16.4	21.63	10.0	13.45	13.89	19.42	13.04	13.6	16.28	19.1	18.6	1.0	14.21	12.21	11.4	20.62	12.17	12.04	11.05	16.12	11.4	17.46	8.06	7.28	16.28	10.82	13.0	20.12	21.1	12.73	11.4	13.0	11.4	14.21	14.42	5.0	16.28	14.56	9.06	7.07	15.0	15.62	11.0	11.31	22.14	16.12	
27.59	1.0	32.8	14.56	15.13	6.32	19.1	0.0	20.62	11.18	15.52	6.0	16.12	11.66	4.47	11.7	13.0	25.02	25.0	30.81	5.83	5.39	10.63	24.74	35.38	26.48	14.32	5.66	20.1	2.83	6.71	24.74	25.18	1.41	25.08	18.38	5.0	31.24	23.77	26.08	29.68	23.54	27.29	11.18	21.38	6.32	24.7	13.04	24.08	8.94	8.25	7.07	4.47	23.35	20.62	31.4	26.93	23.09	26.48	23.02	26.08	18.03	13.6	25.24	14.14	34.66	13.34	21.84	21.19	6.08	
7.62	21.26	12.21	9.22	15.03	26.63	2.0	20.62	0.0	14.14	9.06	16.4	8.06	22.2	19.21	20.1	16.0	19.21	25.5	12.17	14.87	18.6	10.3	10.63	15.26	20.59	10.2	15.0	15.65	21.1	14.76	14.87	17.69	20.52	17.49	3.0	15.81	10.63	9.9	22.2	12.0	10.63	11.4	18.11	10.3	19.31	8.54	9.22	17.8	12.04	14.87	21.1	22.83	11.4	13.04	12.37	9.49	13.04	12.81	3.0	14.87	14.14	9.49	5.1	15.13	14.42	13.0	12.81	24.04	17.2	
19.24	12.17	25.63	13.89	18.38	15.26	12.17	11.18	14.14	0.0	14.76	11.7	6.71	8.06	13.15	6.0	2.83	14.04	15.81	21.26	8.54	13.34	5.83	22.56	26.63	28.84	14.42	7.28	9.0	9.85	5.1	13.6	14.04	12.04	26.42	11.18	7.07	23.77	21.59	15.52	19.8	21.84	17.03	4.0	20.25	6.4	14.87	5.0	13.0	9.22	3.0	16.28	10.82	22.14	9.49	22.02	23.02	22.85	24.74	17.12	25.63	20.0	13.04	19.24	17.69	26.08	2.24	10.77	12.73	12.65	
