70
0.0	14.21	7.07	15.65	21.21	12.37	25.94	12.53	13.93	16.49	15.56	20.62	17.26	5.39	23.02	5.0	13.45	7.0	13.0	26.0	13.6	18.87	16.76	15.0	13.0	17.89	21.47	29.15	25.61	9.06	25.18	22.56	7.0	6.71	19.03	22.2	11.05	29.55	10.2	28.79	10.05	12.0	25.08	27.51	4.12	13.34	4.47	12.08	19.21	8.06	17.03	16.12	10.2	10.63	16.49	23.32	16.0	26.48	21.93	17.03	19.24	17.0	30.53	2.0	13.93	18.44	21.47	19.1	10.2	12.21	
14.21	0.0	7.21	3.61	7.21	14.32	26.93	26.63	4.47	27.46	2.0	6.4	16.12	16.64	10.2	11.7	20.02	9.85	11.7	20.25	5.39	27.02	30.41	12.53	14.04	20.25	10.05	30.53	29.15	10.0	21.26	20.62	11.18	20.52	15.62	15.26	10.2	29.21	23.71	18.03	12.04	11.4	14.04	26.25	13.0	8.94	10.3	6.32	26.17	17.46	14.42	25.02	9.06	24.84	9.9	11.05	10.3	18.03	8.06	2.83	17.2	4.12	31.91	12.73	16.49	4.24	23.26	13.45	11.05	4.12	
7.07	7.21	0.0	9.22	14.14	10.63	24.76	19.42	8.0	21.02	8.49	13.6	14.42	10.44	16.12	5.0	14.87	5.39	9.43	21.59	8.06	21.59	23.26	11.18	12.21	17.03	14.87	28.28	25.81	5.66	21.54	19.72	5.39	13.6	15.23	17.12	7.21	27.8	16.55	22.56	7.81	8.6	18.68	25.24	6.08	8.25	3.16	6.0	21.19	12.04	13.42	19.24	5.83	17.69	11.05	16.55	12.08	21.0	14.87	10.0	16.12	10.44	29.7	5.83	12.81	11.4	20.52	14.32	8.6	5.39	
15.65	3.61	9.22	0.0	8.06	17.72	30.53	28.18	2.24	30.15	5.0	6.32	19.72	16.97	12.04	14.14	23.19	9.9	15.23	23.6	3.16	30.15	32.31	16.12	12.17	23.77	12.65	34.13	32.7	13.15	24.76	24.21	14.0	21.4	19.21	18.6	13.6	32.8	25.63	20.4	15.3	14.87	16.49	29.83	15.3	12.53	12.37	9.85	29.43	17.2	18.03	28.02	12.37	26.08	13.45	13.15	7.28	21.02	9.06	4.12	20.81	1.41	35.51	13.89	19.92	5.0	26.83	16.97	9.85	7.62	
21.21	7.21	14.14	8.06	0.0	18.25	28.16	33.42	10.2	32.89	5.66	2.24	18.11	23.85	4.47	18.03	24.52	17.0	15.13	18.6	11.18	31.4	36.89	15.0	20.22	23.02	6.4	31.62	31.4	15.23	20.59	21.19	17.0	27.66	16.49	13.89	14.56	29.55	30.23	13.0	16.76	15.3	9.43	26.4	19.42	12.17	17.03	10.77	30.15	24.6	16.12	29.83	13.93	31.83	11.05	5.83	15.03	14.87	1.0	4.47	18.44	7.0	32.89	19.85	20.1	3.16	25.32	13.6	17.72	9.43	
12.37	14.32	10.63	17.72	18.25	0.0	14.21	19.7	17.46	15.26	14.04	19.03	5.0	17.72	17.46	7.62	6.32	15.62	3.16	14.32	17.89	13.15	21.4	4.24	22.67	6.4	14.76	17.69	15.26	5.0	13.0	10.2	5.83	18.0	7.28	11.66	4.12	17.49	15.65	19.85	2.83	3.0	17.03	15.23	8.25	6.08	9.43	8.06	12.0	20.25	5.39	11.7	5.39	19.65	8.06	17.0	22.47	16.12	18.44	16.03	7.0	18.44	19.1	13.0	2.24	17.0	9.9	8.6	19.1	10.2	
25.94	26.93	24.76	30.53	28.16	14.21	0.0	29.02	30.81	19.42	25.94	29.73	10.82	31.3	25.32	21.63	13.34	29.83	15.62	12.37	31.4	13.6	28.28	14.42	36.88	8.06	22.36	3.61	5.0	19.1	9.22	7.07	20.0	30.36	11.7	15.03	17.69	4.0	25.08	22.36	17.03	16.28	22.0	4.24	21.95	18.03	23.6	20.81	11.4	34.0	12.53	15.13	19.1	30.27	17.46	24.19	36.24	17.26	27.89	27.73	9.85	30.89	5.0	26.93	12.21	28.23	4.47	14.56	33.3	23.02	
12.53	26.63	19.42	28.18	33.42	19.7	29.02	0.0	26.4	11.18	27.8	33.02	24.35	13.04	34.66	15.56	16.12	18.97	21.95	33.84	26.0	16.76	5.1	23.71	23.02	22.2	32.65	31.26	26.48	19.21	32.02	28.64	17.03	8.0	26.93	31.3	20.81	33.02	4.12	39.12	18.87	21.1	35.81	32.06	14.14	23.6	16.4	23.35	18.44	15.03	25.08	14.32	20.62	3.16	26.63	34.71	27.66	35.78	34.06	29.41	26.25	29.53	32.39	14.32	19.92	30.81	25.02	28.18	21.38	24.08	
13.93	4.47	8.0	2.24	10.2	17.46	30.81	26.4	0.0	29.02	6.32	8.54	20.0	14.87	14.0	13.0	22.56	7.81	15.26	24.7	1.0	29.43	30.68	16.4	10.05	23.71	14.32	34.41	32.65	12.65	25.61	24.76	13.15	19.42	19.8	19.72	13.42	33.3	24.04	22.2	14.87	14.76	18.25	30.41	14.04	12.81	11.05	10.0	28.86	15.0	18.44	27.17	12.08	24.19	14.21	15.03	5.83	22.47	11.18	6.0	21.26	3.61	35.81	12.08	19.7	7.07	26.93	17.8	7.62	7.81	
16.49	27.46	21.02	30.15	32.89	15.26	19.42	11.18	29.02	0.0	27.89	33.24	18.38	20.12	32.65	16.03	9.22	23.35	18.36	27.2	29.0	6.0	9.0	19.42	29.41	14.42	30.02	21.02	16.0	17.72	24.7	21.1	16.28	16.4	21.21	26.17	18.38	23.35	8.49	34.71	16.16	17.89	32.2	23.09	15.0	21.02	18.0	22.14	8.06	22.83	19.85	4.47	18.97	13.6	23.32	32.25	32.25	30.41	33.24	29.83	19.85	31.26	22.0	18.44	14.21	31.05	16.16	23.43	26.68	23.77	
15.56	2.0	8.49	5.0	5.66	14.04	25.94	27.8	6.32	27.89	0.0	5.39	15.23	18.36	8.25	12.53	20.02	11.7	11.18	18.6	7.28	27.02	31.38	11.7	16.03	19.65	8.06	29.53	28.46	10.2	19.8	19.42	11.7	22.02	14.42	13.6	10.0	28.02	24.7	16.03	12.04	11.05	12.04	25.0	13.89	8.25	11.4	6.0	26.02	19.31	13.42	25.18	9.06	26.17	8.6	9.06	12.08	16.16	6.4	2.0	16.12	5.0	30.89	14.21	16.12	3.16	22.47	12.04	13.04	4.12	
