80
0.0	27.02	26.02	10.77	15.23	21.4	30.02	17.03	20.0	17.0	16.76	17.26	22.85	28.16	20.22	19.7	15.3	26.17	21.02	12.81	28.02	19.7	17.2	6.08	16.03	22.36	14.0	17.26	19.8	13.93	15.26	14.42	16.28	15.03	27.51	7.21	19.31	10.63	19.03	30.87	21.26	12.81	27.07	21.47	27.17	21.1	14.32	7.28	13.6	10.0	8.6	21.26	9.43	17.72	22.0	13.15	18.03	18.79	23.43	15.52	30.02	7.62	20.12	11.31	25.24	3.0	21.93	22.47	26.93	20.4	19.7	15.3	11.18	20.59	17.0	25.81	14.87	11.31	8.54	20.1	
27.02	0.0	21.93	36.8	27.17	8.0	10.82	41.23	7.07	43.83	22.56	18.0	8.0	21.1	18.25	40.02	41.18	39.05	12.17	29.83	37.48	9.49	35.69	31.38	16.76	11.4	38.91	14.56	35.13	26.31	13.6	13.93	14.87	39.4	15.0	27.31	40.26	27.29	20.1	13.6	5.83	29.97	21.47	27.07	20.59	19.0	18.25	20.52	14.32	17.03	35.38	37.12	25.55	22.36	21.59	37.16	11.18	45.49	39.05	17.12	37.11	26.0	39.81	30.36	35.23	24.76	5.39	29.27	35.51	17.26	25.18	20.88	24.6	47.43	13.15	2.0	12.53	38.29	25.63	19.24	
26.02	21.93	0.0	36.35	13.89	15.0	14.0	30.81	20.52	37.58	34.44	9.22	26.25	2.83	6.32	26.17	33.12	20.25	10.63	18.36	17.26	24.76	21.93	25.96	29.15	10.82	30.02	28.02	19.21	14.32	14.76	15.65	27.46	29.68	8.0	20.62	26.87	33.73	7.0	12.17	19.21	36.67	1.41	40.25	2.24	34.41	12.17	24.74	16.55	21.19	33.54	20.81	31.78	34.89	4.12	27.78	14.21	38.47	21.95	11.4	16.0	19.42	25.5	20.12	15.81	26.08	18.6	10.3	15.3	6.71	38.01	32.2	32.28	40.71	13.04	22.83	17.49	35.17	18.44	6.08	
10.77	36.8	36.35	0.0	24.08	31.91	40.71	17.03	29.73	11.18	20.62	27.89	31.4	38.64	30.81	22.8	13.04	32.2	31.78	20.4	35.11	28.43	22.36	11.18	22.83	33.11	14.14	24.7	26.0	23.02	25.94	25.06	23.85	15.56	38.28	16.0	22.02	12.37	29.43	41.63	31.24	12.0	37.48	23.0	37.66	26.25	25.0	16.28	24.19	20.0	3.16	26.83	13.0	21.59	32.25	15.0	28.65	13.15	28.65	26.25	37.64	17.03	23.6	18.44	32.57	12.21	32.02	31.26	34.48	31.05	22.09	20.25	14.87	14.0	27.73	35.36	25.24	4.47	18.03	30.59	
15.23	27.17	13.89	24.08	0.0	19.24	24.19	17.03	22.09	23.77	29.07	9.49	27.46	16.64	10.82	13.42	19.24	13.0	15.81	4.47	13.45	24.74	8.94	13.0	25.55	17.09	16.12	25.5	8.0	1.41	14.04	14.14	24.6	15.81	19.21	8.25	13.89	25.24	8.6	23.6	22.0	27.78	15.26	34.66	15.81	31.38	9.0	17.69	14.32	16.12	21.02	10.0	23.6	29.83	10.0	13.89	16.03	24.6	12.04	10.05	15.0	7.62	13.0	6.32	10.63	16.64	22.02	7.28	12.04	11.66	32.56	27.02	24.84	26.83	14.04	27.02	16.28	22.09	6.71	10.0	
21.4	8.0	15.0	31.91	19.24	0.0	9.22	34.0	5.83	37.54	22.2	10.0	11.31	14.87	10.44	32.28	34.41	31.06	4.47	22.14	29.61	10.3	27.89	24.84	16.28	4.24	31.91	14.56	27.17	18.44	6.4	7.07	14.32	32.25	9.85	20.25	32.57	24.52	12.17	11.0	4.24	27.46	14.87	27.66	14.14	20.62	10.44	16.16	7.81	12.08	30.0	29.15	22.56	22.36	13.93	30.02	3.61	39.05	31.06	9.22	29.41	18.87	32.02	22.85	27.29	19.72	3.61	21.38	27.66	9.49	25.5	20.1	22.2	41.11	5.39	8.25	6.71	32.65	18.36	11.4	
30.02	10.82	14.0	40.71	24.19	9.22	0.0	40.61	14.04	45.34	31.02	15.0	18.03	12.17	13.42	37.59	41.73	33.73	9.22	28.02	31.14	18.25	33.12	32.65	25.02	7.81	38.95	23.09	31.38	23.85	14.76	15.65	23.02	39.05	6.0	27.59	38.08	33.73	15.65	2.83	12.04	36.67	13.04	36.22	12.04	28.64	16.97	25.3	16.55	21.19	38.59	33.24	31.78	31.06	15.52	36.88	12.08	46.69	34.79	15.56	30.0	26.17	37.12	29.21	29.43	28.64	11.05	23.54	29.15	12.53	34.13	29.0	31.4	48.84	13.04	12.53	15.81	41.05	25.46	14.32	
17.03	41.23	30.81	17.03	17.03	34.0	40.61	0.0	34.79	9.22	33.54	25.61	38.83	33.6	27.59	7.07	4.47	18.03	31.62	12.73	22.02	35.69	9.49	11.0	33.0	33.02	3.16	34.06	13.34	16.97	27.73	27.31	33.06	2.0	36.07	13.93	6.08	26.25	25.46	40.36	35.47	27.31	32.2	37.64	32.8	38.12	23.85	24.02	26.93	25.5	14.42	13.04	25.71	34.53	27.02	4.12	30.41	9.0	14.04	25.24	25.08	15.23	8.06	11.4	20.22	20.02	35.85	21.93	22.2	28.32	36.14	32.25	27.66	11.05	28.65	40.5	28.79	12.73	15.65	26.87	
20.0	7.07	20.52	29.73	22.09	5.83	14.04	34.79	0.0	36.89	17.0	13.93	5.83	20.62	15.26	34.23	34.44	34.71	9.9	24.08	33.84	4.47	30.07	24.6	11.0	10.0	32.31	9.06	30.07	21.02	8.06	8.0	9.0	32.89	15.65	20.88	34.37	20.62	16.55	16.28	2.0	23.41	20.52	22.2	19.85	14.87	13.15	13.45	8.06	10.0	28.32	32.06	18.79	17.03	18.87	30.68	6.71	38.59	34.13	12.37	34.01	19.65	34.13	24.33	31.32	17.69	3.0	25.63	31.95	14.42	20.1	15.03	18.03	40.5	8.54	5.83	6.08	31.24	19.42	16.12	
17.0	43.83	37.58	11.18	23.77	37.54	45.34	9.22	36.89	0.0	31.14	30.81	39.81	40.25	33.29	16.28	5.0	27.17	36.12	19.31	31.02	36.67	18.03	12.73	32.28	37.54	8.06	33.84	22.02	23.26	31.14	30.48	32.89	9.0	41.62	17.8	15.3	23.02	31.38	45.61	38.01	23.09	38.91	34.06	39.36	36.5	28.43	24.17	29.83	26.93	10.05	22.02	23.19	32.14	33.54	10.2	33.97	2.0	23.19	29.83	34.0	19.21	17.26	17.46	29.02	19.7	38.6	29.83	31.02	33.84	33.0	30.41	25.18	3.61	32.53	42.72	31.4	7.0	20.0	32.76	
16.76	22.56	34.44	20.62	29.07	22.2	31.02	33.54	17.0	31.14	0.0	25.55	14.87	35.47	28.18	36.4	31.06	41.62	25.0	28.3	42.52	13.15	33.54	22.8	6.0	25.71	30.41	8.06	35.51	27.66	19.7	18.79	8.0	31.58	31.78	22.83	36.06	8.25	28.3	33.14	19.0	9.43	34.93	5.83	34.54	5.83	23.02	11.4	17.89	13.6	21.1	37.22	8.0	1.0	31.38	29.83	20.88	33.14	39.45	23.32	43.84	22.47	36.77	27.29	39.7	13.93	20.0	35.38	41.04	27.73	3.61	2.24	6.0	34.37	21.54	20.62	17.09	24.19	23.02	28.65	
17.26	18.0	9.22	27.89	9.49	10.0	15.0	25.61	13.93	30.81	25.55	0.0	19.7	11.0	3.0	22.85	26.91	21.1	6.32	13.04	19.92	17.49	18.38	18.36	20.62	7.62	24.04	19.8	17.26	8.94	6.4	7.07	19.1	24.08	10.82	13.04	23.26	24.52	2.83	14.87	13.34	27.46	10.05	31.38	10.0	26.17	3.0	15.52	7.81	12.08	25.3	19.24	22.56	26.08	5.83	21.93	7.28	32.02	21.1	2.24	20.12	11.66	22.47	14.21	17.46	17.0	13.15	11.7	18.03	3.16	29.15	23.32	23.09	34.21	5.39	18.11	9.22	27.31	10.82	3.16	
22.85	8.0	26.25	31.4	27.46	11.31	18.03	38.83	5.83	39.81	14.87	19.7	0.0	26.17	21.1	39.01	37.95	40.26	15.62	29.02	39.56	3.16	35.01	28.16	9.43	15.56	36.14	7.21	35.36	26.31	13.6	13.34	7.81	36.88	20.81	25.18	39.05	20.62	22.36	20.62	7.07	23.02	26.17	19.1	25.46	11.0	18.68	15.65	13.15	13.34	30.53	37.34	19.1	14.56	24.7	34.71	12.53	41.63	39.46	18.03	39.81	24.08	39.0	29.02	37.0	20.12	7.81	31.38	37.7	20.25	17.26	13.42	17.8	43.38	14.32	6.0	11.18	33.62	24.02	21.95	
28.16	21.1	2.83	38.64	16.64	14.87	12.17	33.6	20.62	40.25	35.47	11.0	26.17	0.0	8.0	29.0	35.85	22.85	10.82	21.1	19.65	25.0	24.76	28.46	29.97	10.63	32.76	28.65	22.02	17.0	15.81	16.76	28.18	32.45	6.32	23.09	29.7	35.36	9.22	10.0	19.1	38.33	1.41	41.23	1.0	34.99	14.0	26.31	17.72	22.56	35.9	23.6	33.38	35.85	6.71	30.53	14.76	41.18	24.7	13.04	18.11	21.84	28.32	22.83	18.38	28.0	18.38	13.04	17.72	8.06	39.0	33.24	33.73	43.42	13.93	22.2	18.38	37.64	20.88	8.06	
20.22	18.25	6.32	30.81	10.82	10.44	13.42	27.59	15.26	33.29	28.18	3.0	21.1	8.0	0.0	24.19	29.21	21.02	6.08	14.87	19.24	19.21	19.72	21.02	23.02	7.0	26.25	22.02	18.03	10.63	8.6	9.43	21.4	26.17	8.49	15.65	24.7	27.46	2.24	12.81	14.32	30.41	7.07	34.0	7.0	28.43	6.0	18.44	10.3	14.87	28.16	19.92	25.5	28.65	3.61	24.08	8.6	34.41	21.59	5.1	18.97	14.32	23.71	16.28	17.03	20.0	13.93	11.05	17.26	1.0	31.76	25.94	25.96	36.62	7.07	18.68	11.4	30.08	13.42	1.0	
19.7	40.02	26.17	22.8	13.42	32.28	37.59	7.07	34.23	16.28	36.4	22.85	39.01	29.0	24.19	0.0	11.4	11.0	29.15	10.2	15.13	36.0	4.47	13.89	34.71	30.46	8.94	35.36	7.21	13.93	26.48	26.31	34.37	7.62	32.45	14.14	1.0	30.02	21.95	36.89	34.53	31.62	27.59	41.15	28.32	40.26	21.84	25.71	26.17	26.08	19.85	6.32	29.07	37.34	22.8	7.81	28.86	16.03	7.0	23.09	18.25	15.03	1.0	10.0	13.6	22.47	34.71	16.4	15.52	25.06	39.4	34.79	30.87	18.0	26.93	39.62	28.16	18.87	15.0	23.32	
15.3	41.18	33.12	13.04	19.24	34.41	41.73	4.47	34.44	5.0	31.06	26.91	37.95	35.85	29.21	11.4	0.0	22.2	32.56	14.76	26.02	34.79	13.04	9.85	31.26	33.97	3.16	32.56	17.03	18.87	28.02	27.46	31.58	4.0	37.64	14.21	10.44	23.35	27.2	41.77	35.36	24.04	34.48	34.71	34.99	36.01	24.76	22.56	26.93	24.7	10.77	17.03	23.09	32.06	29.15	5.39	30.81	5.39	18.25	26.17	29.0	15.62	12.37	13.04	24.02	18.25	35.85	25.0	26.02	29.83	33.38	30.0	25.08	7.62	29.21	40.25	28.65	8.6	16.28	28.6	
26.17	39.05	20.25	32.2	13.0	31.06	33.73	18.03	34.71	27.17	41.62	21.1	40.26	22.85	21.02	11.0	22.2	0.0	27.0	13.45	4.47	37.64	9.85	21.63	38.47	28.02	19.42	38.48	6.4	14.32	26.68	26.93	37.58	18.25	27.89	19.1	12.0	36.77	19.0	32.28	34.37	38.95	21.54	47.01	22.47	44.29	21.59	30.23	27.2	29.07	29.07	5.39	35.38	42.44	18.25	17.72	28.28	27.02	4.0	22.36	7.62	19.21	10.0	14.87	4.47	28.32	34.23	10.2	5.66	22.02	45.0	39.66	36.88	29.0	26.31	39.2	29.12	28.79	18.6	20.02	
21.02	12.17	10.63	31.78	15.81	4.47	9.22	31.62	9.9	36.12	25.0	6.32	15.62	10.82	6.08	29.15	32.56	27.0	0.0	19.24	25.32	14.21	24.7	23.43	19.31	1.41	29.83	17.89	23.54	15.23	6.08	7.07	17.46	30.0	7.0	18.38	29.55	26.02	8.0	9.85	8.6	29.02	10.63	30.68	10.0	24.19	7.81	17.12	8.06	13.04	29.53	25.5	24.02	25.3	9.49	27.8	4.12	37.48	27.29	6.4	25.0	16.97	28.79	20.25	23.09	19.92	8.06	17.12	23.35	5.1	28.46	22.8	24.02	39.62	4.12	12.65	8.06	31.91	16.28	7.07	
12.81	29.83	18.36	20.4	4.47	22.14	28.02	12.73	24.08	19.31	28.3	13.04	29.02	21.1	14.87	10.2	14.76	13.45	19.24	0.0	15.26	26.08	6.0	9.22	25.63	20.59	11.66	25.96	7.21	4.24	16.28	16.12	25.0	11.4	23.35	5.66	10.44	23.35	12.73	27.66	24.33	25.61	19.72	33.6	20.25	31.38	11.7	17.0	16.03	16.49	17.26	8.94	21.93	29.15	14.42	9.43	18.68	20.12	11.18	13.0	17.46	5.83	10.05	2.0	12.53	14.87	24.52	11.0	14.32	15.62	31.62	26.42	23.43	22.36	16.76	29.43	18.03	18.0	5.39	14.14	
28.02	37.48	17.26	35.11	13.45	29.61	31.14	22.02	33.84	31.02	42.52	19.92	39.56	19.65	19.24	15.13	26.02	4.47	25.32	15.26	0.0	37.16	13.15	24.17	38.83	26.17	23.09	38.59	9.22	14.87	26.0	26.4	37.74	22.02	25.18	20.81	16.12	38.42	17.46	29.43	33.24	40.8	18.44	48.1	19.42	44.65	21.02	31.14	26.83	29.41	31.95	9.0	36.88	43.28	16.03	21.21	27.2	31.02	8.25	21.54	3.16	20.62	14.14	17.0	2.83	29.83	32.98	8.25	2.0	20.22	46.01	40.46	38.21	33.06	25.3	37.85	28.64	32.02	19.85	18.25	
19.7	9.49	24.76	28.43	24.74	10.3	18.25	35.69	4.47	36.67	13.15	17.49	3.16	25.0	19.21	36.0	34.79	37.64	14.21	26.08	37.16	0.0	32.06	25.0	7.28	14.42	32.98	5.1	32.56	23.54	11.18	10.77	5.39	33.73	20.12	22.09	36.01	18.03	20.25	20.62	6.32	20.59	24.84	18.03	24.21	10.44	16.16	12.53	10.44	10.2	27.46	34.53	16.4	13.04	22.8	31.58	10.63	38.48	36.67	15.65	37.59	21.02	36.01	26.0	34.54	17.0	7.28	29.07	35.34	18.44	16.0	11.4	15.26	40.25	12.21	7.62	8.54	30.53	21.0	20.0	
17.2	35.69	21.93	22.36	8.94	27.89	33.12	9.49	30.07	18.03	33.54	18.38	35.01	24.76	19.72	4.47	13.04	9.85	24.7	6.0	13.15	32.06	0.0	12.04	31.32	26.0	10.0	31.78	4.0	9.49	22.2	22.09	30.81	9.06	28.02	10.77	5.0	27.8	17.49	32.45	30.27	29.73	23.35	38.59	24.04	37.0	17.46	22.47	22.02	22.36	19.24	4.47	26.63	34.44	18.44	8.06	24.52	18.25	6.4	18.68	16.03	11.4	4.12	6.32	11.0	19.72	30.41	12.53	13.0	20.59	36.72	31.78	28.3	20.4	22.56	35.36	24.02	18.97	11.18	18.87	
6.08	31.38	25.96	11.18	13.0	24.84	32.65	11.0	24.6	12.73	22.8	18.36	28.16	28.46	21.02	13.89	9.85	21.63	23.43	9.22	24.17	25.0	12.04	0.0	22.0	24.84	8.06	23.09	15.26	12.04	18.44	17.8	22.09	9.0	29.15	5.39	13.42	16.12	19.31	33.02	25.55	17.8	27.2	27.31	27.51	27.17	15.81	13.04	17.2	14.87	8.06	16.4	15.23	23.77	21.84	7.07	21.26	14.21	18.44	17.2	26.57	6.71	14.42	7.28	21.54	9.06	26.08	20.1	23.41	21.47	25.63	21.38	17.09	16.28	19.8	30.41	18.87	9.22	7.62	20.62	
16.03	16.76	29.15	22.83	25.55	16.28	25.02	33.0	11.0	32.28	6.0	20.62	9.43	29.97	23.02	34.71	31.26	38.47	19.31	25.63	38.83	7.28	31.32	22.0	0.0	19.92	30.02	2.24	32.7	24.19	14.42	13.6	2.0	31.0	25.96	20.62	34.53	11.31	23.43	27.17	13.0	13.6	29.53	11.4	29.07	5.83	18.38	9.06	12.81	9.43	22.47	34.54	10.0	6.08	26.4	29.02	15.23	34.21	36.77	18.44	39.82	19.92	34.93	25.0	36.06	13.04	14.0	31.24	37.2	22.47	9.22	4.12	8.49	35.74	16.12	14.87	11.66	25.63	20.25	23.6	
22.36	11.4	10.82	33.11	17.09	4.24	7.81	33.02	10.0	37.54	25.71	7.62	15.56	10.63	7.0	30.46	33.97	28.02	1.41	20.59	26.17	14.42	26.0	24.84	19.92	0.0	31.24	18.38	24.74	16.55	7.28	8.25	18.03	31.4	6.08	19.8	30.87	27.07	9.06	8.54	8.49	30.07	10.63	31.32	9.9	24.6	9.22	18.25	9.22	14.14	30.89	26.68	25.08	25.96	10.2	29.21	5.0	38.9	28.44	7.81	25.71	18.38	30.08	21.63	24.02	21.19	7.81	18.03	24.19	6.0	29.12	23.54	25.0	41.04	5.39	12.08	9.0	33.29	17.69	8.0	
14.0	38.91	30.02	14.14	16.12	31.91	38.95	3.16	32.31	8.06	30.41	24.04	36.14	32.76	26.25	8.94	3.16	19.42	29.83	11.66	23.09	32.98	10.0	8.06	30.02	31.24	0.0	31.14	14.0	15.81	25.55	25.06	30.15	1.41	34.71	11.66	8.06	23.09	24.21	38.9	33.11	24.17	31.38	34.48	31.91	35.06	22.02	21.1	24.6	22.8	11.4	14.14	22.56	31.4	26.08	2.24	28.3	8.54	15.52	23.43	26.02	13.04	9.85	10.0	21.0	17.0	33.54	21.84	23.0	26.91	32.98	29.15	24.52	10.77	26.63	38.08	26.4	10.0	13.6	25.61	
17.26	14.56	28.02	24.7	25.5	14.56	23.09	34.06	9.06	33.84	8.06	19.8	7.21	28.65	22.02	35.36	32.56	38.48	17.89	25.96	38.59	5.1	31.78	23.09	2.24	18.38	31.14	0.0	32.89	24.17	13.45	12.73	1.0	32.06	24.35	21.21	35.23	13.45	22.63	25.32	11.05	15.81	28.3	13.15	27.78	6.4	17.8	10.05	12.04	9.49	24.17	34.79	12.04	8.0	25.5	30.02	13.89	35.74	37.0	17.69	39.41	20.4	35.51	25.5	35.85	14.32	12.04	30.81	36.89	21.4	11.05	6.32	10.63	37.34	15.0	12.65	10.63	27.31	20.62	22.67	
19.8	35.13	19.21	26.0	8.0	27.17	31.38	13.34	30.07	22.02	35.51	17.26	35.36	22.02	18.03	7.21	17.03	6.4	23.54	7.21	9.22	32.56	4.0	15.26	32.7	24.74	14.0	32.89	0.0	9.06	22.02	22.09	31.95	13.04	25.94	12.81	8.06	30.41	15.81	30.41	30.0	32.56	20.62	40.8	21.4	38.48	17.0	24.19	22.2	23.41	22.85	2.0	29.07	36.36	16.12	12.04	24.02	22.2	4.12	18.03	12.04	13.04	6.4	8.49	7.0	22.02	30.02	9.22	9.0	18.97	38.83	33.62	30.61	24.33	22.02	35.01	24.19	22.8	12.53	17.09	
