170
0.0	25.3	27.51	63.13	38.95	30.89	22.83	43.05	58.73	39.29	20.59	41.23	41.48	54.49	49.24	47.0	54.71	50.7	50.92	42.01	21.38	14.32	36.12	43.17	21.47	37.74	31.11	27.46	54.82	57.38	62.17	58.26	39.82	8.94	28.3	26.83	12.21	42.54	52.48	42.19	31.76	26.4	30.02	23.32	49.48	36.14	26.31	51.04	49.19	25.61	35.06	65.22	52.35	54.12	63.03	48.26	64.82	47.27	55.79	51.09	44.29	70.84	41.76	11.4	49.03	23.41	37.0	53.23	50.33	54.82	41.05	31.05	37.22	57.04	53.15	33.24	34.48	39.36	56.08	45.18	48.0	56.08	26.4	47.1	53.0	57.01	20.59	37.0	26.83	29.7	39.92	18.44	58.83	67.62	55.71	62.43	46.14	31.14	20.25	5.0	59.46	13.04	57.22	49.0	30.59	43.84	51.0	56.04	41.3	19.1	40.11	56.89	43.38	67.12	41.59	25.81	39.45	26.93	31.62	4.0	19.92	47.04	16.28	33.96	6.4	45.34	26.31	24.17	44.27	49.24	8.06	23.02	53.04	54.57	23.54	33.02	15.0	57.63	49.16	59.08	40.71	37.22	32.76	31.95	53.76	25.06	42.49	24.41	36.36	35.34	12.37	24.04	19.7	25.08	44.05	57.25	50.01	56.85	31.02	34.21	51.62	60.93	21.19	45.79	31.24	17.2	51.22	20.4	37.48	50.29	
25.3	0.0	37.59	87.09	63.98	36.14	30.87	57.25	81.84	62.03	35.44	58.82	59.41	78.24	51.0	71.45	76.53	58.05	69.4	41.05	45.18	21.84	59.41	66.03	17.8	59.46	30.07	41.79	77.23	78.26	87.32	80.81	60.02	34.18	18.36	34.18	37.16	45.1	77.37	44.05	53.08	19.0	23.09	48.33	74.73	45.54	4.47	64.47	74.32	50.12	48.3	86.98	62.64	71.56	85.91	72.95	87.05	72.18	81.04	73.88	65.07	93.61	60.0	36.25	65.51	21.26	44.64	78.39	73.25	77.23	59.91	54.0	40.31	81.61	76.06	58.52	46.53	64.47	60.07	65.8	72.44	80.75	47.42	58.87	65.55	81.3	29.53	61.52	48.17	46.84	65.19	13.42	83.65	89.87	74.4	83.49	67.18	48.76	41.11	30.08	80.89	13.04	82.04	73.44	42.05	67.42	76.06	80.22	56.94	43.05	64.94	82.0	47.27	91.79	66.71	50.54	64.4	18.03	40.5	24.33	32.45	71.7	36.12	52.01	29.27	69.34	12.17	36.77	66.27	70.04	28.02	45.8	64.85	61.98	42.45	35.36	33.24	80.06	73.11	80.61	65.8	61.13	57.97	57.25	62.82	18.44	46.27	44.41	56.09	55.87	33.6	41.98	18.87	6.08	68.26	82.54	74.55	80.99	55.73	57.01	72.84	81.58	46.49	67.18	28.0	34.53	75.47	39.6	48.47	75.58	
27.51	37.59	0.0	77.52	51.48	58.18	50.16	69.35	75.64	33.12	8.06	23.0	66.03	70.21	76.49	46.04	43.93	78.16	74.43	68.6	25.06	16.97	55.08	36.67	20.25	59.03	57.14	6.71	45.61	44.18	70.84	76.32	26.93	30.02	24.08	54.23	33.02	69.78	64.07	69.32	54.33	49.58	53.91	39.56	54.45	63.6	41.34	77.32	59.41	43.42	61.98	84.15	79.43	78.23	80.11	61.4	83.01	49.04	60.21	69.29	66.1	87.66	66.07	33.0	74.01	17.46	64.51	62.63	68.35	73.39	25.18	27.66	64.4	55.57	45.54	43.91	8.94	51.11	83.57	67.08	46.87	55.23	50.04	73.98	79.51	70.83	47.93	38.21	50.09	13.0	49.65	24.19	70.21	85.62	78.77	82.57	67.47	14.87	17.0	26.31	47.38	27.59	57.14	47.71	57.97	61.1	61.61	52.77	67.12	40.2	42.45	59.2	70.77	78.6	53.0	42.72	52.35	49.52	4.12	23.77	47.43	47.2	42.43	59.01	22.36	61.33	46.1	4.12	35.11	36.5	19.65	45.18	79.76	82.01	49.16	59.94	41.98	75.96	45.65	78.75	52.48	35.61	40.22	42.54	81.02	21.38	69.86	16.28	23.09	58.31	38.47	12.04	18.79	41.62	59.51	63.64	49.09	71.2	34.83	54.34	39.62	47.04	34.79	66.71	56.61	12.04	65.76	46.27	64.76	56.59	
63.13	87.09	77.52	0.0	26.08	64.54	62.63	46.04	8.25	51.97	70.18	68.88	37.01	8.94	72.03	41.01	58.14	61.52	31.78	74.43	52.48	75.01	27.78	51.35	83.45	29.41	72.53	72.01	55.23	63.2	16.12	11.7	61.39	54.49	90.52	62.36	50.99	69.12	14.32	70.18	35.47	78.0	78.43	40.31	29.0	57.31	86.61	47.07	19.42	37.54	50.36	15.62	55.11	34.79	8.49	16.12	12.81	36.01	27.66	15.13	27.07	12.04	36.01	51.74	38.64	84.29	60.3	18.0	15.3	14.14	65.51	52.2	67.6	40.02	52.15	33.62	77.47	26.42	69.87	27.02	41.0	38.83	40.72	51.35	49.48	6.71	62.39	42.45	39.81	67.62	28.23	81.39	10.2	13.42	30.08	19.21	25.02	66.85	60.54	59.41	61.52	76.06	37.11	41.01	55.11	19.72	17.26	43.74	43.0	44.2	38.83	32.02	67.03	8.94	24.6	37.48	25.24	79.31	80.53	65.8	58.31	39.01	51.48	40.79	62.24	17.8	82.73	73.57	55.33	61.07	65.12	41.34	51.42	62.17	46.62	68.45	54.59	12.65	45.01	17.0	25.06	46.32	37.58	34.99	58.25	87.0	67.07	61.72	62.36	34.21	53.54	65.76	81.34	84.72	19.1	22.8	40.05	6.4	43.46	30.41	60.0	65.49	44.05	24.08	75.0	66.85	12.04	48.75	54.15	26.0	
38.95	63.98	51.48	26.08	0.0	49.65	45.01	40.0	24.74	29.27	44.1	45.04	31.14	18.97	62.77	23.02	40.25	55.76	33.62	61.61	26.42	49.58	12.81	30.08	58.14	19.1	56.08	46.1	38.08	45.19	23.41	26.17	38.01	30.02	65.19	46.27	26.83	57.87	13.6	58.52	21.02	58.55	60.13	15.65	15.65	45.88	64.26	45.25	10.44	14.32	39.4	34.23	51.86	38.08	29.12	10.0	32.56	19.1	20.62	20.02	23.85	36.4	30.41	27.73	37.64	58.69	48.7	14.56	19.03	24.0	42.0	27.29	54.57	28.6	34.99	7.62	51.87	1.41	64.14	24.7	23.6	27.2	23.54	46.4	48.08	19.42	44.01	19.24	22.56	42.06	5.0	56.61	20.0	34.93	35.85	34.01	23.71	41.48	34.48	34.67	44.78	51.97	26.93	24.21	41.48	12.37	12.08	30.41	36.4	21.59	17.09	23.77	56.65	28.43	3.0	13.6	1.0	59.68	54.56	41.05	40.0	21.4	31.14	29.53	37.01	11.0	61.85	47.51	33.96	40.52	39.7	21.0	49.52	58.01	29.27	53.6	34.23	26.08	27.46	30.02	2.0	23.19	12.17	8.94	54.82	61.62	56.3	35.85	38.12	23.02	31.78	39.81	55.97	62.63	9.0	20.0	24.08	19.72	18.25	15.26	40.5	48.3	18.44	22.36	58.01	40.8	14.32	30.02	43.86	14.56	
30.89	36.14	58.18	64.54	49.65	0.0	8.06	23.35	57.28	64.64	51.48	70.84	29.07	55.9	18.36	67.62	80.16	22.09	38.28	12.53	47.51	42.72	39.0	67.96	46.27	35.36	8.6	58.31	79.4	83.82	71.0	55.03	67.94	32.53	51.0	4.24	32.02	11.66	60.0	11.4	30.02	18.36	16.28	38.08	64.76	10.0	32.89	29.41	59.21	36.69	15.26	59.03	26.57	39.05	60.41	55.0	60.01	65.79	70.21	49.48	37.95	67.23	29.97	31.24	32.65	49.5	8.54	63.13	49.24	51.55	70.01	57.01	6.4	76.22	77.03	48.38	65.37	50.8	25.71	38.28	68.54	74.95	26.17	23.32	30.02	60.53	10.3	58.59	27.17	60.0	53.37	41.11	65.12	62.65	43.01	54.59	40.16	61.22	49.68	33.6	85.15	34.23	75.29	69.46	9.49	46.17	60.07	76.69	24.41	30.87	60.01	73.01	12.65	71.7	52.61	37.95	49.5	19.72	62.24	34.44	12.04	66.85	21.1	23.77	36.89	49.09	25.5	55.01	70.21	76.22	38.95	29.12	29.07	26.08	20.4	4.0	19.21	54.08	71.11	52.8	51.62	60.54	51.08	47.76	26.68	49.09	11.7	53.91	65.05	30.41	23.43	54.41	45.54	30.68	49.01	69.46	70.01	59.68	52.84	36.0	78.01	87.42	40.31	40.8	11.4	48.02	55.23	20.25	13.45	64.13	
22.83	30.87	50.16	62.63	45.01	8.06	0.0	26.42	55.95	57.45	43.42	62.97	29.73	53.76	26.42	61.35	73.06	29.07	39.6	19.85	40.0	34.93	35.69	60.9	39.01	33.24	11.18	50.25	72.47	76.55	67.36	54.12	60.31	24.84	44.18	4.12	24.7	19.72	56.44	19.42	27.2	15.81	15.81	32.02	59.54	15.13	28.3	33.62	55.04	31.26	17.49	59.08	32.39	41.23	59.48	51.48	59.68	59.91	65.28	47.93	37.22	66.73	30.48	23.85	35.0	42.11	15.03	59.08	47.54	50.54	62.24	49.65	14.42	70.34	70.21	42.76	57.31	46.04	33.53	37.74	62.3	69.12	22.36	28.16	34.79	57.97	2.24	52.0	23.35	52.01	48.26	34.01	61.98	62.43	44.55	55.0	39.45	53.26	41.77	25.61	78.03	27.0	69.63	63.25	11.18	43.42	56.14	70.52	26.4	24.74	53.76	67.74	20.62	69.12	48.01	32.39	45.0	17.2	54.23	26.4	5.1	60.73	14.56	23.02	28.84	46.1	21.93	46.96	62.97	68.82	30.89	24.02	34.21	33.06	16.28	10.63	12.08	53.24	64.62	52.7	47.01	53.67	44.92	41.98	33.06	42.01	19.7	46.01	57.31	28.64	16.12	46.4	38.12	26.08	45.71	65.01	63.89	57.28	46.1	32.76	70.72	80.16	33.62	39.82	13.0	39.96	52.39	15.0	17.72	59.21	
43.05	57.25	69.35	46.04	40.0	23.35	26.42	0.0	38.0	64.07	61.52	75.24	9.49	38.47	26.0	62.24	78.1	16.16	15.81	29.73	50.7	57.22	27.2	66.4	63.15	21.1	31.89	67.27	76.49	82.62	56.32	35.06	70.24	39.46	69.12	23.6	36.88	23.77	45.88	25.0	19.85	41.23	39.6	35.85	55.47	13.6	54.71	8.0	46.96	32.45	8.94	37.36	12.04	15.81	40.2	41.23	38.83	58.9	59.54	31.26	19.42	46.1	10.44	36.67	9.43	65.76	16.12	50.16	31.4	32.0	73.35	58.18	23.71	68.6	73.59	42.45	74.53	41.4	24.7	19.24	62.97	67.2	21.02	6.4	10.2	43.74	27.73	55.44	21.47	66.76	44.82	58.69	49.48	41.23	20.12	32.57	21.21	67.36	56.04	43.1	82.98	51.66	66.85	63.7	15.26	31.38	47.01	70.29	3.61	31.02	55.17	63.29	21.38	54.33	42.44	33.84	39.41	42.64	73.44	47.04	25.3	60.88	27.02	11.66	47.1	34.54	48.01	65.49	69.63	76.28	50.04	26.4	10.77	18.03	20.22	26.4	28.07	34.06	66.47	31.58	41.62	58.6	46.86	42.52	14.87	66.49	21.59	59.77	68.45	17.03	31.02	61.85	61.81	52.48	35.34	57.27	63.78	42.58	51.04	24.84	77.2	86.05	40.25	22.36	34.71	57.56	39.56	23.09	10.0	53.85	
58.73	81.84	75.64	8.25	24.74	57.28	55.95	38.0	0.0	53.04	67.98	69.46	29.15	6.0	64.0	43.57	61.19	53.34	23.54	66.75	50.7	71.4	22.63	53.04	79.65	22.83	65.46	70.58	58.46	66.29	22.63	3.61	62.2	50.45	86.68	55.36	46.86	61.29	16.76	62.39	29.15	71.55	71.69	36.89	32.02	49.65	81.02	38.83	21.38	33.6	42.76	10.2	46.87	26.57	4.47	16.0	8.0	38.64	32.2	8.06	19.42	12.21	28.16	47.51	30.41	80.8	52.61	21.54	8.6	6.0	66.27	51.97	60.02	44.38	55.32	32.28	76.54	25.5	61.66	19.24	43.74	43.08	34.67	43.19	41.23	9.43	55.9	43.1	33.84	66.76	28.16	77.16	15.62	10.2	21.93	12.21	17.26	66.22	58.69	55.44	65.0	71.42	41.63	43.93	47.8	15.0	19.65	47.76	35.06	39.62	40.0	36.67	59.14	17.09	24.19	33.84	23.77	72.9	78.92	61.72	51.88	41.59	45.8	33.53	58.6	14.32	76.66	71.59	57.04	63.2	61.61	36.12	43.17	53.94	40.31	61.13	48.83	4.47	47.85	9.22	24.33	47.1	36.88	33.53	50.01	83.24	59.21	60.41	62.65	27.31	48.27	64.26	77.62	79.06	16.16	27.78	43.17	8.06	42.95	24.84	62.51	68.88	41.18	16.49	68.01	64.41	11.0	42.72	46.39	29.12	
39.29	62.03	33.12	51.97	29.27	64.64	57.45	64.07	53.04	0.0	29.12	17.09	56.82	47.04	81.57	13.45	15.65	77.99	61.68	77.1	18.03	41.19	39.56	4.0	48.84	45.69	68.0	26.42	15.52	19.21	41.15	55.01	9.49	33.11	54.82	60.46	32.76	75.43	37.66	75.6	44.42	65.46	68.71	28.43	24.17	65.07	64.28	70.83	32.56	31.62	60.21	63.0	76.03	66.13	57.14	37.05	61.03	17.49	28.84	49.25	51.87	63.64	56.36	33.62	64.4	47.54	67.27	34.48	48.26	53.15	13.6	8.25	70.8	22.47	14.04	23.09	29.0	28.16	85.59	52.81	14.14	22.2	43.42	70.21	73.57	45.54	55.57	10.05	42.8	20.25	25.02	50.16	42.72	63.13	64.56	63.2	52.2	18.6	21.02	34.48	20.59	49.09	24.21	14.87	59.46	41.59	34.71	19.7	60.75	34.66	13.15	26.91	75.17	50.33	29.02	30.23	30.27	66.1	34.41	38.47	52.7	15.0	43.6	52.43	33.54	40.2	65.51	30.46	5.66	12.21	34.13	38.29	74.63	81.06	46.67	67.96	45.49	55.04	12.53	59.21	29.07	6.08	18.03	22.47	78.6	51.42	74.52	18.44	11.4	47.89	41.34	22.14	46.69	63.51	38.21	33.12	16.28	46.39	13.04	40.72	13.45	22.8	24.76	50.96	68.88	28.28	42.05	45.34	64.38	26.93	
