90
0.0	33.62	17.69	13.04	11.4	4.24	6.32	12.65	23.0	18.03	9.85	31.26	37.66	35.9	13.34	15.3	32.56	18.6	16.0	21.95	8.0	33.62	16.28	10.77	29.21	6.4	23.43	18.11	13.6	31.05	33.96	11.4	11.4	18.25	29.21	13.0	17.49	7.21	5.0	31.02	30.0	24.08	34.93	14.76	35.74	34.21	31.32	6.71	2.0	25.5	35.36	17.12	17.46	9.49	35.17	22.2	7.62	5.0	13.0	33.84	24.19	21.4	11.18	18.03	16.28	41.15	15.03	17.0	18.36	8.6	35.0	19.31	8.06	10.05	17.03	17.09	11.4	10.77	31.58	24.19	21.21	20.81	18.25	28.6	11.18	9.22	18.38	4.24	7.21	31.02	
33.62	0.0	19.0	33.94	41.62	29.73	29.83	25.5	32.57	16.28	35.23	17.0	8.49	6.4	24.08	39.6	11.4	20.1	31.14	26.83	31.4	4.47	18.03	22.85	32.02	28.16	13.15	19.85	27.0	21.02	21.1	25.61	22.8	34.37	16.4	26.17	35.61	40.72	38.48	24.08	8.6	15.81	27.02	18.97	3.61	22.09	22.02	34.71	34.44	32.31	30.0	33.24	16.16	34.23	5.0	29.41	28.64	36.4	20.62	24.02	17.46	34.99	37.64	47.63	30.61	7.81	32.06	43.14	15.52	30.0	13.6	39.2	35.51	32.14	30.0	37.12	34.06	27.02	7.0	12.21	16.12	35.51	20.62	8.94	33.06	38.64	24.33	37.58	38.08	2.83	
17.69	19.0	0.0	24.52	28.3	13.45	12.21	17.0	15.62	4.24	16.49	25.5	25.71	23.54	16.03	29.41	15.0	2.24	12.37	25.0	13.0	17.46	10.77	9.22	32.89	11.31	6.32	16.16	8.0	27.66	29.7	16.03	6.71	15.81	11.66	18.0	28.16	24.76	22.63	29.41	13.0	6.4	33.6	6.08	22.09	30.41	28.43	16.55	19.21	30.81	35.51	14.56	7.21	15.52	22.36	12.73	10.82	18.87	8.0	31.24	20.0	30.02	26.0	34.99	24.0	25.5	13.15	32.31	5.66	18.68	26.42	31.4	17.09	13.34	24.02	18.25	15.13	17.12	20.25	15.62	3.61	30.0	17.09	11.7	14.14	20.25	6.4	21.93	20.12	17.12	
13.04	33.94	24.52	0.0	10.0	14.56	17.72	8.6	34.71	22.47	22.83	25.0	34.99	33.84	10.0	5.66	37.12	26.31	27.89	12.0	20.25	35.61	16.64	15.3	17.46	16.28	28.23	14.21	24.19	23.19	26.17	8.94	18.11	30.68	35.74	7.81	4.47	14.76	13.6	22.0	33.62	30.36	25.18	18.97	34.83	26.08	23.09	19.72	11.4	13.42	24.74	29.41	20.12	22.36	33.6	33.24	18.44	17.8	16.76	25.0	18.79	8.49	5.0	14.32	5.0	41.73	27.2	9.22	21.93	6.0	30.08	7.0	21.1	22.47	6.0	29.97	24.17	7.62	29.41	22.02	27.2	7.81	13.6	32.25	23.77	22.02	28.0	12.81	19.85	31.11	
11.4	41.62	28.3	10.0	0.0	15.23	17.72	16.55	34.13	27.66	20.02	34.71	43.86	42.49	17.89	7.21	42.64	29.53	27.17	22.0	19.24	42.52	23.6	19.85	26.93	17.46	33.42	22.85	25.0	33.14	36.12	16.12	21.63	29.0	39.96	16.16	12.65	7.62	8.06	32.0	39.62	34.67	35.13	24.08	43.05	36.06	33.06	17.0	9.49	22.8	34.53	28.02	26.17	20.0	42.06	33.54	18.97	14.04	21.93	35.0	28.16	17.09	5.0	6.71	15.0	49.41	26.08	6.71	27.59	11.66	39.56	12.21	18.03	21.1	16.0	27.17	22.0	14.76	38.01	30.41	31.62	16.16	22.47	38.21	22.02	17.46	29.73	8.0	15.3	38.83	
4.24	29.73	13.45	14.56	15.23	0.0	3.16	11.4	20.22	13.89	9.22	28.86	34.23	32.39	11.66	18.0	28.32	14.42	13.34	21.26	5.83	29.53	13.0	7.07	29.0	2.24	19.21	15.81	10.05	29.15	31.95	10.0	7.21	16.16	25.0	12.04	18.97	11.4	9.22	29.53	25.81	19.85	33.62	10.77	32.02	32.31	29.55	6.71	5.83	25.61	34.41	14.87	13.6	8.49	31.58	19.0	4.0	7.0	9.22	32.2	21.84	22.36	14.04	21.93	16.64	37.16	12.65	20.22	14.32	8.94	32.14	21.38	8.06	8.06	17.2	15.81	10.0	9.9	28.16	21.0	16.97	21.93	16.16	24.41	9.43	10.44	14.56	8.49	9.06	27.2	
6.32	29.83	12.21	17.72	17.72	3.16	0.0	14.14	17.12	13.6	6.71	30.68	35.01	33.06	14.21	21.02	27.2	12.73	10.2	24.04	2.83	29.15	14.32	8.25	31.89	2.24	18.36	17.89	7.28	31.3	34.01	12.73	7.07	13.0	23.35	14.87	22.14	12.81	10.82	31.91	25.06	18.44	36.06	11.05	32.39	34.44	31.76	5.0	8.25	28.6	37.01	11.7	14.04	5.83	32.14	16.03	1.41	6.71	10.05	34.48	23.77	25.5	17.0	24.35	19.72	37.0	9.49	23.09	14.32	12.08	33.54	24.52	6.08	5.0	20.25	12.81	7.07	12.81	29.0	22.2	15.81	25.08	18.36	23.71	6.4	9.0	12.08	10.3	8.25	27.46	
12.65	25.5	17.0	8.6	16.55	11.4	14.14	0.0	29.55	14.32	20.62	19.0	27.31	25.94	1.41	14.21	28.64	19.03	23.32	9.9	16.97	27.02	8.06	8.25	17.8	12.04	19.92	6.32	18.79	18.44	21.38	1.41	11.4	26.63	27.66	1.0	11.4	18.0	16.03	18.38	25.06	22.36	22.36	11.05	26.63	21.59	18.68	18.03	12.17	14.76	23.02	25.24	11.7	19.85	25.55	27.51	14.21	17.46	9.0	21.19	12.04	13.04	12.21	22.2	7.0	33.3	23.02	17.69	13.6	5.1	23.35	14.87	19.42	19.1	7.07	26.91	21.21	2.0	21.47	13.89	19.24	13.0	6.08	23.71	20.52	21.47	21.59	15.03	19.7	22.67	
23.0	32.57	15.62	34.71	34.13	20.22	17.12	29.55	0.0	19.85	14.56	41.11	40.31	38.08	29.07	38.12	24.02	13.6	7.0	38.95	15.0	29.61	25.61	21.47	47.01	18.44	19.7	30.81	10.77	43.14	45.28	28.23	18.36	5.83	18.0	30.46	39.05	27.66	26.31	44.69	24.52	16.76	48.92	20.62	36.06	45.97	43.86	17.26	25.0	44.28	50.61	6.32	22.63	14.32	36.77	3.16	16.28	20.4	21.63	46.69	35.38	42.06	34.06	40.45	36.06	37.34	8.06	40.0	21.26	28.86	41.88	41.59	16.49	13.04	36.4	9.22	12.37	28.79	35.36	31.24	17.0	41.76	31.62	23.77	12.17	18.38	9.22	26.17	19.92	31.38	
18.03	16.28	4.24	22.47	27.66	13.89	13.6	14.32	19.85	0.0	19.03	21.26	22.2	20.1	13.15	27.73	15.0	6.4	16.16	21.38	15.13	15.65	7.07	7.81	29.12	12.08	5.83	12.37	11.4	23.43	25.46	13.6	6.71	19.7	13.34	15.3	25.71	25.24	23.02	25.24	12.04	8.06	29.41	3.61	19.03	26.17	24.21	18.44	19.21	27.29	31.38	18.38	3.16	18.03	19.03	16.97	12.37	20.25	5.83	27.02	15.81	27.07	24.7	34.21	21.21	23.41	16.76	30.89	1.41	17.0	22.36	29.12	19.24	16.0	21.1	21.84	18.03	14.87	16.49	11.4	5.0	27.17	13.34	10.63	17.03	22.36	10.63	22.2	21.84	14.04	
