120
0.0	12.21	26.0	43.57	53.85	44.29	49.58	44.69	15.65	44.41	36.67	5.0	57.28	65.44	39.12	40.16	53.41	46.39	41.44	20.25	38.95	42.19	55.44	41.44	35.74	39.66	2.0	47.42	50.25	13.34	15.0	55.04	20.1	28.28	29.83	35.36	39.2	11.7	32.45	15.03	8.6	51.04	20.0	40.45	22.02	7.28	51.01	56.85	39.0	21.95	14.14	24.7	42.19	33.3	22.14	43.32	27.29	57.38	37.34	34.89	31.02	10.3	26.02	50.93	55.47	6.4	52.5	16.76	42.3	22.83	8.6	5.0	48.83	36.07	48.84	43.57	8.06	51.22	38.05	19.92	43.42	34.71	20.62	19.31	3.61	41.3	33.6	35.9	22.14	11.0	29.53	61.62	36.77	22.63	9.22	5.1	7.07	13.6	38.91	34.21	29.0	34.41	18.44	9.22	57.2	13.04	16.28	1.0	53.71	41.18	33.24	49.19	26.93	10.0	34.13	2.83	33.62	54.49	29.43	5.83	
12.21	0.0	17.46	35.85	41.68	33.84	37.8	32.56	14.56	32.2	33.62	13.04	45.34	53.26	28.23	31.14	41.88	36.01	37.58	8.06	27.2	33.84	43.83	35.81	30.0	27.46	11.18	35.36	41.76	10.44	12.81	43.08	17.69	21.1	27.8	27.73	34.93	3.16	20.25	13.6	12.37	38.83	16.4	30.02	17.49	12.0	41.77	44.69	29.83	20.12	13.89	16.03	30.02	21.21	17.8	34.23	20.25	45.28	30.41	31.14	22.02	12.04	21.02	39.05	43.38	12.08	40.36	23.54	35.36	20.59	15.0	16.55	36.62	24.21	37.01	36.12	20.25	39.05	32.02	15.81	32.89	24.0	8.49	20.25	12.81	37.16	21.4	28.07	22.02	20.59	26.4	49.52	25.0	23.77	21.26	17.0	5.39	4.47	28.86	22.02	24.17	22.2	8.54	21.4	45.0	24.76	24.04	13.04	41.79	30.68	29.53	37.16	16.0	7.0	23.41	13.0	21.84	42.43	26.63	7.28	
26.0	17.46	0.0	18.38	34.41	39.32	37.66	30.08	13.89	27.86	48.84	23.35	43.32	48.02	33.38	40.16	42.58	20.88	52.01	14.21	29.0	16.49	43.93	19.1	13.6	23.09	26.08	33.24	24.52	13.34	30.02	33.24	34.41	4.47	43.93	10.3	49.2	15.52	18.03	30.89	19.65	33.12	32.8	15.23	33.3	28.86	25.02	40.25	13.0	13.04	31.3	28.6	24.17	22.02	8.6	42.72	4.12	41.63	42.54	16.76	32.65	17.72	36.07	38.08	34.71	21.38	36.77	26.4	46.96	12.53	31.78	31.0	31.3	26.02	36.67	47.01	33.24	34.93	44.94	9.22	38.33	10.63	16.4	37.59	24.19	51.4	20.02	39.36	39.12	28.23	14.0	45.62	16.12	18.87	32.76	31.02	21.59	21.1	36.14	21.02	38.95	20.1	8.94	33.54	39.45	34.79	28.02	27.0	31.83	36.5	44.6	28.43	7.0	16.0	30.08	28.07	13.93	39.56	42.45	23.54	
43.57	35.85	18.38	0.0	35.13	50.99	45.12	37.11	29.0	33.73	65.95	40.11	48.09	48.66	45.65	54.08	50.01	13.34	68.59	31.62	39.81	3.16	50.64	8.06	9.85	30.68	43.93	39.81	7.28	30.27	48.3	30.81	52.48	15.3	61.61	8.25	65.76	33.84	29.68	49.19	36.06	36.01	50.77	13.34	51.04	47.13	10.0	43.01	8.06	24.33	49.66	45.34	29.83	34.13	22.0	56.08	16.28	45.0	58.14	15.0	48.17	34.06	53.41	44.72	33.54	38.12	41.11	39.05	62.01	23.35	50.0	48.51	35.13	37.59	44.15	61.61	50.09	39.12	60.88	24.02	50.09	16.64	33.6	55.9	41.19	67.88	31.38	54.67	57.31	43.19	18.38	48.09	22.85	28.46	49.0	48.37	39.85	39.36	49.4	32.25	56.08	30.89	27.31	50.01	41.11	50.16	41.0	44.55	29.61	48.76	61.72	29.02	22.02	33.73	43.83	45.89	23.32	44.1	60.0	41.76	
53.85	41.68	34.41	35.13	0.0	27.31	15.81	12.04	47.42	10.2	53.6	53.6	14.32	13.93	25.5	34.48	19.1	22.0	53.6	33.62	20.02	32.25	18.6	42.58	40.8	14.32	52.84	11.7	33.24	45.28	47.8	6.4	48.66	36.72	53.01	34.79	51.2	42.44	21.47	48.76	51.09	4.12	46.69	22.8	45.4	52.39	29.43	8.25	28.86	47.43	50.0	37.34	11.66	21.84	43.01	34.54	37.22	10.44	41.98	46.49	35.01	49.58	45.04	14.21	3.61	52.01	8.49	60.14	43.32	46.87	55.15	58.18	6.0	21.1	15.26	41.79	61.91	7.21	45.12	43.42	26.93	24.19	33.54	53.94	53.82	52.63	20.62	38.64	53.46	60.31	46.52	13.0	18.44	53.25	62.68	58.67	47.01	41.63	29.83	20.25	46.01	19.7	36.88	62.97	6.0	65.8	61.52	54.71	6.71	27.2	50.25	6.32	29.0	45.61	28.02	54.59	21.21	10.82	51.01	48.76	
44.29	33.84	39.32	50.99	27.31	0.0	12.17	16.4	46.53	19.85	28.16	46.62	19.1	30.07	6.0	8.06	12.37	41.4	27.07	28.28	11.18	47.85	14.56	55.97	51.66	20.81	42.54	15.65	52.7	42.76	31.89	33.12	29.83	43.57	29.73	46.17	25.0	36.4	21.84	32.56	46.17	23.26	28.32	38.08	26.25	39.41	50.0	23.19	42.95	50.04	33.97	20.0	22.67	17.46	46.0	7.28	43.42	22.02	16.12	55.9	14.14	45.61	23.85	14.14	30.87	45.88	19.65	57.28	16.28	50.01	41.23	46.87	21.95	13.6	12.37	14.56	51.31	20.25	19.03	45.04	1.0	34.54	26.48	35.0	46.1	26.08	19.92	13.6	33.29	54.23	53.24	25.08	28.18	55.23	53.34	47.71	37.58	30.87	5.66	18.97	23.26	20.25	35.13	53.0	25.5	57.31	57.87	44.78	32.76	3.16	25.71	28.6	32.39	40.52	10.44	43.57	27.86	19.1	27.86	38.47	
49.58	37.8	37.66	45.12	15.81	12.17	0.0	8.06	47.93	11.4	40.01	50.8	8.06	18.44	12.65	20.02	5.0	33.62	39.2	30.53	10.63	41.98	6.32	51.35	48.01	15.0	48.1	5.39	45.31	44.72	39.66	22.02	38.91	41.3	40.79	42.05	37.05	39.66	19.92	40.5	49.4	12.04	37.12	31.78	35.34	46.1	42.05	11.05	37.48	50.0	41.88	27.78	15.3	17.0	45.61	19.42	41.44	10.05	28.0	53.04	23.41	48.37	33.84	2.0	19.42	49.65	7.62	59.94	28.44	49.73	48.41	53.04	11.4	13.6	1.0	26.68	57.28	8.6	31.02	45.22	12.04	30.02	29.41	44.28	50.61	38.21	18.03	25.08	43.08	58.25	51.48	13.6	23.02	55.66	58.8	53.74	42.52	36.07	16.12	17.09	33.96	17.72	36.25	58.73	13.34	62.48	60.9	50.25	21.93	13.04	37.22	18.6	30.81	43.57	17.0	49.5	24.08	7.0	38.83	43.86	
44.69	32.56	30.08	37.11	12.04	16.4	8.06	0.0	41.18	3.61	41.59	45.28	13.42	20.81	13.6	22.85	13.04	25.94	41.76	24.76	8.0	33.96	14.04	43.29	40.0	7.07	43.42	3.16	37.58	38.28	36.77	17.09	37.11	33.54	41.0	34.01	39.29	33.97	13.04	37.7	43.42	8.0	35.17	23.77	33.73	42.19	34.48	12.21	29.43	42.72	39.0	25.71	7.28	11.4	38.28	23.32	33.73	12.73	30.08	45.1	23.0	42.2	33.14	8.06	15.3	43.93	7.81	53.54	31.78	42.38	44.78	48.6	6.08	9.49	7.07	30.41	52.63	6.71	33.24	38.08	15.81	22.0	24.08	42.45	45.25	40.8	11.4	26.68	41.77	52.5	43.74	16.97	15.0	48.47	53.81	49.2	37.64	31.62	18.03	10.63	34.0	10.82	29.68	53.91	13.0	57.28	54.64	45.45	16.55	15.65	38.21	12.21	23.41	37.64	16.0	45.0	16.28	10.0	39.0	39.2	
15.65	14.56	13.89	29.0	47.42	46.53	47.93	41.18	0.0	39.66	47.85	11.4	54.59	60.61	40.61	45.01	52.55	34.54	52.0	18.25	37.95	28.16	54.23	25.96	20.4	34.67	16.64	44.29	36.06	4.12	26.08	46.86	31.38	14.32	41.68	21.1	49.4	11.4	28.18	26.63	7.28	45.61	30.41	29.07	31.78	21.26	37.48	52.43	25.96	6.4	26.4	30.41	36.4	31.02	7.0	48.0	13.34	53.54	44.91	19.24	36.12	5.39	35.47	48.75	48.1	9.49	48.55	12.73	49.82	7.21	23.6	20.25	43.6	34.79	47.01	50.49	21.21	46.87	46.57	5.1	45.54	24.41	20.1	32.65	12.65	51.62	29.97	42.43	35.0	14.56	13.89	57.69	29.0	9.22	20.0	19.92	15.0	18.97	42.11	30.87	38.63	30.41	11.7	21.02	52.01	21.38	14.21	16.55	45.45	43.42	43.86	41.73	18.44	8.06	36.22	18.36	26.25	51.11	40.71	16.28	
44.41	32.2	27.86	33.73	10.2	19.85	11.4	3.61	39.66	0.0	44.15	44.6	15.52	21.21	16.55	25.94	16.28	22.36	44.6	24.21	10.44	30.59	17.03	40.11	37.05	5.0	43.27	6.08	34.01	37.01	37.64	14.32	38.47	31.05	43.1	31.02	42.06	33.3	12.04	38.6	42.45	6.71	36.5	20.4	35.23	42.49	30.89	12.81	26.17	40.72	39.85	27.17	4.0	11.7	36.25	26.63	31.32	13.89	32.89	42.3	25.18	41.11	35.0	11.05	13.0	43.14	8.94	52.2	34.89	40.31	45.19	48.55	4.47	11.0	10.44	33.62	52.43	7.21	36.06	36.24	19.21	19.1	23.85	43.74	44.69	43.66	10.82	29.41	43.29	51.62	41.23	18.03	12.17	46.52	53.41	49.09	37.44	31.76	21.02	10.3	36.12	10.0	28.43	53.6	12.81	56.73	53.41	45.22	13.6	18.87	40.61	8.94	21.47	36.77	18.25	44.94	13.93	11.7	41.11	39.12	
36.67	33.62	48.84	65.95	53.6	28.16	40.01	41.59	47.85	44.15	0.0	41.23	47.27	58.22	28.16	20.1	40.45	60.9	5.1	34.66	33.73	63.25	42.58	67.94	62.37	42.38	34.71	42.19	70.21	43.83	22.14	58.46	16.76	53.15	7.0	58.69	4.24	36.72	38.47	21.84	43.32	49.5	17.46	55.76	16.12	29.43	68.8	51.0	58.41	53.71	22.56	20.62	45.22	34.93	51.31	21.59	52.5	50.04	12.04	64.4	19.31	44.01	12.81	42.01	56.89	41.76	47.04	53.37	13.42	54.2	29.07	36.06	47.68	33.53	40.0	15.65	40.0	47.17	9.22	49.4	28.07	50.22	32.53	18.0	40.02	5.39	37.58	15.03	15.0	47.52	59.91	53.24	46.53	56.86	43.01	37.05	33.24	29.15	24.02	37.16	9.9	38.48	40.61	42.0	53.04	47.0	52.95	36.5	57.72	27.0	4.24	52.89	43.93	39.81	25.96	34.37	44.42	47.01	7.28	32.57	
5.0	13.04	23.35	40.11	53.6	46.62	50.8	45.28	11.4	44.6	41.23	0.0	58.26	65.8	41.15	43.17	54.92	44.15	45.89	20.52	40.22	39.0	56.86	37.36	31.78	39.7	6.71	48.17	47.01	10.05	19.24	54.2	24.52	25.0	34.48	32.02	43.57	11.31	32.56	19.42	4.12	51.09	24.19	38.33	26.08	12.08	48.09	57.28	36.22	17.46	18.68	27.66	42.01	34.06	18.25	46.32	24.0	58.0	41.05	30.46	33.96	6.08	30.07	52.01	54.92	2.0	53.04	12.17	46.04	18.38	13.6	8.94	48.92	37.2	50.0	47.17	10.0	51.62	42.01	16.12	45.69	32.89	21.4	24.17	1.41	45.71	33.94	39.32	26.93	7.62	25.08	62.24	35.85	17.69	9.49	8.54	9.22	15.81	41.44	34.66	33.14	34.66	17.0	10.2	57.38	12.21	12.0	5.66	52.84	43.46	37.66	48.55	25.5	8.06	36.25	7.81	32.76	55.23	33.96	9.0	
57.28	45.34	43.32	48.09	14.32	19.1	8.06	13.42	54.59	15.52	47.27	58.26	0.0	11.0	20.62	27.17	7.07	35.51	46.0	37.8	18.44	45.04	5.39	55.01	52.35	20.25	55.87	10.3	47.07	51.62	47.71	20.59	46.96	46.57	48.51	46.27	44.05	47.01	26.42	48.55	56.61	12.17	45.18	35.0	43.38	54.04	43.42	6.4	41.01	56.08	49.93	35.85	19.42	24.21	51.62	26.0	46.84	4.24	35.23	57.71	31.38	55.47	41.79	6.4	17.49	57.01	7.0	66.89	35.01	55.71	56.4	60.88	13.0	21.21	8.6	33.06	65.07	9.0	38.12	51.48	19.24	34.53	36.88	52.33	58.14	45.0	24.7	32.56	51.08	65.6	56.75	6.0	27.66	61.85	66.48	61.55	50.21	43.86	23.77	23.85	41.76	24.19	43.05	66.47	9.22	70.09	67.96	57.98	21.02	20.62	44.72	19.42	36.77	50.8	25.06	57.31	29.41	4.0	46.57	51.62	
65.44	53.26	48.02	48.66	13.93	30.07	18.44	20.81	60.61	21.21	58.22	65.8	11.0	0.0	31.05	38.12	18.03	35.36	57.0	45.34	27.73	45.89	16.12	56.29	54.71	26.17	64.2	18.36	46.01	58.14	57.25	18.03	57.01	50.54	59.23	48.7	55.04	54.49	33.24	58.14	63.66	15.0	55.15	36.69	53.49	62.97	42.0	8.6	42.72	61.06	59.48	45.69	24.21	32.2	56.6	37.0	51.0	8.54	46.17	60.41	41.76	62.29	52.2	16.49	15.13	64.35	13.04	73.25	46.01	60.54	65.51	69.4	17.03	30.02	18.68	44.05	73.41	14.21	49.09	56.86	30.15	38.01	44.82	62.39	65.86	56.0	31.89	43.42	61.35	72.84	60.42	5.0	31.91	66.89	74.52	70.0	58.41	52.43	34.53	31.24	52.39	31.14	49.58	74.65	8.6	77.9	74.52	66.22	19.1	31.4	55.58	20.25	42.2	57.98	35.11	65.8	34.41	11.7	57.27	60.0	
39.12	28.23	33.38	45.65	25.5	6.0	12.65	13.6	40.61	16.55	28.16	41.15	20.62	31.05	0.0	9.43	15.0	36.8	28.16	22.36	6.4	42.54	17.2	50.33	45.88	16.28	37.44	14.04	47.8	36.88	27.66	30.68	26.42	37.66	28.28	40.5	25.71	30.68	16.16	28.43	40.5	21.38	24.7	33.02	22.83	34.71	45.34	23.19	37.59	44.05	29.83	15.62	18.6	11.7	40.0	10.63	37.48	22.56	16.49	50.01	10.77	39.85	21.19	14.56	28.86	40.31	19.03	51.55	18.36	44.01	36.77	42.01	19.65	8.06	12.37	17.2	46.4	19.03	19.65	39.05	5.0	29.07	20.62	31.76	40.71	27.2	14.32	13.15	30.46	48.75	47.27	26.25	23.02	49.25	48.26	42.8	32.25	25.55	4.47	13.42	21.38	14.76	29.15	48.01	25.02	52.15	52.2	39.66	30.08	3.16	25.0	25.5	26.48	34.79	5.0	38.6	22.36	19.42	26.31	33.29	
