60
0.0	22.14	18.25	22.02	28.6	8.25	26.68	11.0	21.47	17.03	21.59	28.32	25.0	27.02	15.03	31.91	21.47	8.94	28.07	27.17	18.44	27.59	32.2	26.93	11.7	12.53	27.17	10.2	26.25	24.7	2.24	21.0	15.0	13.0	19.1	26.17	31.78	15.0	27.46	16.97	9.49	24.21	14.87	11.18	18.44	31.38	15.81	17.46	35.61	28.64	26.93	10.0	29.43	20.4	4.0	15.13	26.17	1.0	29.97	10.05	
22.14	0.0	21.1	25.0	10.2	13.93	13.93	21.38	3.61	22.36	12.0	12.0	8.06	10.0	10.0	11.66	16.28	13.34	8.6	11.66	4.24	12.04	13.0	5.0	17.46	16.4	7.21	19.24	10.05	6.0	20.62	7.0	13.0	15.0	5.39	12.37	10.0	22.47	8.25	10.3	12.65	13.42	10.44	11.18	20.25	9.43	13.42	19.72	16.55	7.07	14.87	21.21	14.42	3.16	18.38	20.62	6.4	21.19	8.49	13.6	
18.25	21.1	0.0	4.47	20.02	16.76	33.24	7.62	17.89	2.24	29.21	18.03	17.26	18.03	22.47	24.02	7.07	14.87	29.68	31.89	20.52	17.03	23.02	25.5	7.07	25.3	28.3	8.06	17.03	18.68	16.12	25.46	8.49	24.7	22.63	15.03	26.48	4.24	20.22	10.82	16.16	12.04	11.31	17.89	1.0	26.68	7.81	1.41	25.32	23.77	33.97	8.54	34.71	22.02	18.03	3.16	27.46	18.11	24.52	20.25	
22.02	25.0	4.47	0.0	22.56	21.19	37.54	11.05	21.63	5.0	33.6	20.22	20.25	20.62	26.93	26.48	9.49	19.31	33.6	36.07	24.76	19.24	25.18	29.15	11.4	29.73	32.2	12.04	19.65	21.93	20.0	29.73	12.81	29.15	26.91	17.26	29.41	7.07	23.09	14.87	20.62	14.32	15.62	22.36	5.0	29.73	12.04	5.83	27.0	26.93	38.29	12.04	38.9	26.17	22.2	7.07	31.4	22.0	27.51	24.7	
28.6	10.2	20.02	22.56	0.0	21.21	23.19	23.77	8.06	22.0	22.09	2.83	3.61	2.0	19.7	4.0	13.15	19.85	15.81	20.4	13.93	3.61	3.61	10.44	19.92	25.94	14.56	22.14	3.0	4.47	26.63	17.12	14.87	24.6	15.52	5.39	7.21	23.09	2.0	12.08	19.8	8.25	13.89	19.21	19.03	7.81	14.56	19.0	7.07	5.83	24.19	24.04	22.8	13.34	25.5	21.1	14.32	27.8	5.66	22.2	
8.25	13.93	16.76	21.19	21.21	0.0	19.7	12.04	13.6	16.55	14.76	21.4	17.69	19.85	7.62	24.21	17.12	2.0	20.0	19.65	10.2	20.81	24.76	18.68	9.85	8.54	19.03	10.0	19.21	17.03	7.0	13.15	10.05	8.06	11.0	19.72	23.71	15.26	19.85	10.77	1.41	18.38	8.54	3.0	16.49	23.26	11.05	15.52	28.28	20.59	20.12	11.31	22.14	12.17	4.47	14.32	18.03	7.28	21.95	3.61	
26.68	13.93	33.24	37.54	23.19	19.7	0.0	31.06	17.46	33.97	5.1	25.5	21.84	23.54	12.08	23.02	29.68	20.59	8.25	3.16	12.81	25.71	25.0	13.0	27.8	15.0	9.06	28.84	23.77	19.65	26.25	7.81	24.76	14.04	10.63	26.25	19.24	33.42	21.21	22.8	19.24	27.31	21.93	17.0	32.56	18.25	25.5	31.83	28.07	18.0	1.0	30.53	3.16	11.66	22.8	31.89	9.0	25.71	19.03	16.76	
11.0	21.38	7.62	11.05	23.77	12.04	31.06	0.0	19.03	6.08	26.4	22.47	20.4	21.84	19.21	27.66	12.81	10.63	29.41	30.41	19.31	21.54	27.2	26.31	4.0	20.25	28.16	2.24	20.88	21.1	9.06	23.71	9.06	20.0	21.02	19.7	29.07	4.0	23.35	12.04	12.04	17.0	11.05	14.21	8.06	29.02	9.22	7.21	30.08	26.02	31.62	1.0	33.12	21.19	11.7	4.47	27.2	11.05	27.07	15.62	
21.47	3.61	17.89	21.63	8.06	13.6	17.46	19.03	0.0	19.31	15.13	9.22	5.1	7.28	11.7	10.63	12.73	12.53	12.04	15.26	6.08	9.06	11.4	7.62	15.03	17.89	10.63	17.0	7.07	3.61	19.7	10.2	10.2	16.55	8.0	9.06	10.44	19.65	6.4	7.28	12.21	9.85	8.0	11.31	17.0	10.2	10.44	16.55	15.0	7.28	18.38	19.0	18.03	6.08	18.03	17.72	9.9	20.59	8.54	14.21	
17.03	22.36	2.24	5.0	22.0	16.55	33.97	6.08	19.31	0.0	29.73	20.1	19.1	20.0	22.8	26.0	9.22	14.76	30.89	32.8	21.4	19.1	25.08	26.93	6.71	25.08	29.53	7.07	19.0	20.4	15.0	26.25	9.43	24.6	23.43	17.12	28.28	2.24	22.09	12.08	16.12	14.14	12.21	18.03	3.16	28.44	8.94	3.0	27.46	25.5	34.66	7.07	35.61	23.02	17.26	2.24	28.65	17.0	26.31	20.12	
21.59	12.0	29.21	33.6	22.09	14.76	5.1	26.4	15.13	29.73	0.0	24.0	20.02	22.0	7.21	22.8	26.4	15.81	9.9	6.32	9.49	24.02	24.52	13.0	23.35	10.05	10.0	24.21	22.02	18.0	21.19	5.0	20.81	9.0	7.28	24.19	19.7	29.0	20.1	19.24	14.42	24.74	18.03	12.21	28.6	18.79	21.63	27.8	27.89	17.72	5.39	25.81	8.0	9.06	17.72	27.59	9.43	20.62	18.97	11.7	
28.32	12.0	18.03	20.22	2.83	21.4	25.5	22.47	9.22	20.1	24.0	0.0	4.12	2.0	20.88	6.32	11.0	19.85	18.38	22.8	15.3	1.0	5.0	13.0	18.79	26.93	17.09	21.02	2.24	6.0	26.25	19.0	13.89	25.63	17.12	3.0	10.0	21.38	4.47	11.4	20.0	6.0	13.45	19.72	17.03	10.63	13.42	17.12	7.62	8.6	26.48	22.85	25.3	15.03	25.5	19.42	16.76	27.59	8.49	22.83	
25.0	8.06	17.26	20.25	3.61	17.69	21.84	20.4	5.1	19.1	20.02	4.12	0.0	2.24	16.76	7.28	10.77	16.28	15.26	19.31	11.18	4.0	7.21	10.0	16.49	22.85	13.89	18.68	2.0	2.24	23.02	15.03	11.4	21.54	13.04	4.47	9.22	20.0	3.0	8.54	16.28	6.4	10.3	15.81	16.28	9.49	11.18	16.12	10.63	6.71	22.8	20.62	21.93	11.0	21.93	18.0	13.42	24.21	7.28	18.87	
27.02	10.0	18.03	20.62	2.0	19.85	23.54	21.84	7.28	20.0	22.0	2.0	2.24	0.0	18.97	6.0	11.18	18.38	16.55	20.88	13.34	2.24	5.39	11.18	18.03	25.08	15.23	20.25	1.0	4.0	25.0	17.0	13.0	23.77	15.13	3.61	8.94	21.1	2.83	10.3	18.44	6.32	12.21	18.03	17.03	9.43	12.65	17.0	8.6	7.07	24.52	22.14	23.41	13.04	24.04	19.1	14.87	26.25	7.21	21.1	
15.03	10.0	22.47	26.93	19.7	7.62	12.08	19.21	11.7	22.8	7.21	20.88	16.76	18.97	0.0	21.63	20.62	8.6	13.34	12.17	5.83	20.62	22.83	13.6	16.28	6.4	12.65	17.03	18.68	15.23	14.32	6.08	14.32	5.0	5.0	20.22	19.8	21.93	17.89	13.34	7.21	20.0	11.7	5.0	21.95	19.1	15.23	21.1	26.42	17.03	12.53	18.6	14.56	7.07	11.05	20.62	11.7	14.04	18.44	5.0	
31.91	11.66	24.02	26.48	4.0	24.21	23.02	27.66	10.63	26.0	22.8	6.32	7.28	6.0	21.63	0.0	17.12	23.02	15.03	20.0	15.81	7.28	2.24	10.05	23.77	28.02	14.0	25.96	7.0	7.21	30.02	18.03	18.68	26.63	17.0	9.22	4.47	27.07	4.47	15.81	22.8	12.17	17.46	21.93	23.02	5.39	18.44	23.0	5.1	5.1	24.02	27.89	22.09	14.76	28.6	25.08	14.04	31.06	4.0	24.76	
