150
0.0	34.83	4.12	18.79	58.22	24.04	34.53	75.17	27.66	57.27	53.74	77.23	65.3	23.35	30.36	64.26	18.38	8.6	16.49	57.8	54.0	59.91	30.27	59.08	53.01	53.08	56.6	31.62	47.38	48.08	16.03	34.48	51.62	24.41	53.04	51.16	48.8	53.14	41.98	48.02	31.95	43.0	61.22	7.81	17.03	60.21	48.37	31.05	22.8	39.2	9.85	22.56	24.6	30.61	31.26	6.32	54.56	8.49	53.34	6.0	41.62	50.22	25.24	60.75	20.0	42.0	50.29	61.85	3.0	49.16	67.98	32.98	11.7	55.9	9.06	63.29	6.0	74.28	13.0	43.0	35.51	26.0	39.12	59.14	28.86	9.49	49.04	49.37	57.31	27.0	39.92	57.14	50.64	30.07	38.21	12.81	24.19	78.75	24.84	8.94	39.01	40.52	50.7	62.24	51.43	52.2	11.66	24.76	51.88	13.04	12.08	50.01	38.63	65.86	52.89	45.1	18.87	15.62	25.55	17.2	19.31	18.44	55.15	57.71	32.56	46.86	11.66	63.16	42.15	53.41	31.32	25.18	62.3	35.61	56.14	60.03	68.59	36.72	64.85	64.9	58.05	25.46	57.0	34.23	51.48	17.2	30.0	60.17	35.17	31.14	
34.83	0.0	31.62	31.62	42.19	15.52	28.86	41.34	16.0	25.08	19.42	43.27	36.12	11.66	36.67	38.21	34.37	35.34	23.77	24.04	41.87	37.95	18.25	24.6	18.36	19.24	22.47	37.85	13.42	27.29	48.76	20.25	21.21	47.68	18.87	30.0	14.76	29.41	19.1	14.32	11.4	34.21	26.4	27.02	51.66	53.76	20.22	14.32	16.76	28.6	26.42	32.0	12.08	4.24	32.28	37.54	27.17	35.0	24.0	38.9	12.37	31.38	13.04	35.51	35.74	26.63	22.14	27.02	33.02	35.47	39.12	21.47	42.05	28.07	42.72	32.56	31.38	39.62	40.5	27.2	24.7	37.05	12.53	57.2	15.03	27.29	14.21	27.2	40.82	22.0	12.21	41.88	33.84	26.25	34.89	47.63	11.66	44.94	46.39	26.93	25.94	23.35	23.77	27.66	24.33	30.46	40.31	10.3	24.19	43.6	41.63	32.53	43.32	35.51	50.22	26.17	37.48	19.72	10.3	37.85	34.23	39.81	20.81	50.21	3.0	12.04	23.35	36.06	46.24	20.88	13.34	24.19	59.82	1.0	41.05	26.25	34.21	13.45	39.32	30.41	51.66	9.85	44.2	25.94	28.3	18.79	28.16	37.64	37.95	4.12	
4.12	31.62	0.0	20.0	54.15	22.2	34.48	71.51	26.08	54.78	50.25	73.59	61.29	20.0	26.93	60.17	15.26	6.71	12.37	55.01	50.01	55.79	29.0	56.08	49.93	49.5	53.71	28.23	43.86	43.97	17.72	30.36	49.34	23.26	49.52	50.0	45.28	49.04	40.31	45.18	29.83	39.01	58.01	5.1	20.81	56.52	44.42	29.27	21.1	35.13	5.83	18.97	22.14	27.46	27.46	10.05	50.54	11.18	49.4	10.05	37.8	46.1	21.4	56.65	21.93	41.19	48.27	58.6	1.41	45.1	63.95	28.86	12.0	51.88	11.18	59.36	2.24	70.84	16.49	42.19	31.4	22.83	35.23	55.71	27.17	5.39	45.8	48.04	53.24	26.31	37.64	53.08	46.53	26.02	34.37	16.28	21.54	75.07	23.32	5.0	38.33	36.4	48.84	58.8	47.41	48.08	11.18	21.4	47.89	17.0	12.04	49.25	35.34	61.91	49.34	44.01	16.28	12.04	22.85	14.87	16.12	16.4	51.66	53.94	29.21	43.6	9.22	59.09	38.91	49.68	29.43	21.1	58.87	32.45	52.09	57.25	65.07	32.76	60.75	61.91	54.34	22.02	53.01	30.15	50.09	13.45	26.02	56.04	31.62	27.8	
18.79	31.62	20.0	0.0	67.08	16.16	17.12	72.45	17.2	47.42	50.57	74.24	67.27	24.0	45.22	68.26	34.66	26.63	27.29	49.58	64.29	66.03	17.69	52.01	46.87	50.7	49.04	46.62	44.94	54.08	33.73	41.59	41.11	43.05	50.16	36.06	46.24	58.01	29.41	40.8	23.02	53.76	55.47	17.03	28.44	73.01	50.49	20.62	14.87	48.76	21.4	37.2	19.65	27.89	44.29	15.13	57.43	11.18	54.92	17.12	42.58	57.31	29.15	65.12	4.12	26.25	38.6	56.3	20.25	58.46	70.21	41.0	30.46	58.55	26.93	64.03	22.02	69.64	12.65	27.2	44.38	41.87	41.19	73.43	18.6	22.02	44.29	34.93	65.92	12.81	30.48	66.29	58.69	40.85	50.57	27.0	20.4	76.03	43.27	20.62	23.09	47.38	38.28	58.18	54.33	58.03	30.41	25.02	54.45	16.76	30.87	33.73	53.82	66.94	66.65	30.08	36.12	21.19	21.59	34.83	35.38	36.4	51.89	70.01	30.81	42.49	15.65	66.48	57.43	52.5	21.4	35.85	76.54	31.95	65.31	51.66	64.88	40.01	69.18	57.49	70.77	26.02	67.19	43.97	37.16	23.09	41.63	66.01	49.4	29.61	
58.22	42.19	54.15	67.08	0.0	54.08	70.26	44.01	56.46	58.01	38.59	46.0	25.0	43.68	32.2	18.11	42.72	51.97	42.01	53.54	6.4	10.0	59.51	50.61	46.62	36.36	51.31	31.76	36.88	15.0	62.63	25.5	58.05	50.61	37.74	70.94	37.01	15.26	60.8	48.84	53.24	15.81	47.42	53.01	72.78	17.03	24.84	55.9	54.71	19.03	49.01	37.36	49.98	43.38	28.46	64.07	21.02	64.01	25.06	64.2	30.61	10.82	38.08	16.03	70.86	68.8	60.81	47.01	55.23	9.06	25.18	26.17	56.32	21.54	60.64	28.28	52.24	49.5	70.0	69.34	23.02	37.16	29.68	24.08	55.95	49.04	42.64	68.12	1.41	62.03	53.6	1.41	8.54	28.16	21.93	67.68	48.7	46.04	48.37	50.01	68.1	19.92	62.94	42.72	21.63	12.81	54.12	43.01	22.47	71.11	55.36	74.2	29.07	28.02	20.25	68.01	44.6	46.27	48.1	46.49	41.76	47.17	38.95	14.04	40.71	41.77	52.24	20.0	28.32	32.25	55.01	33.06	25.02	42.72	2.24	54.71	43.93	29.07	17.26	53.71	16.03	42.06	5.1	24.02	68.68	44.28	28.44	11.0	27.78	41.15	
24.04	15.52	22.2	16.16	54.08	0.0	17.03	56.36	4.12	33.62	34.44	58.18	51.48	10.82	38.83	53.0	31.62	28.0	21.02	34.83	52.33	51.62	7.62	36.77	31.24	34.54	33.97	40.22	28.79	40.02	39.81	29.07	27.73	43.57	34.01	28.16	30.08	43.29	18.11	25.46	8.06	42.72	39.82	17.12	39.45	62.68	35.01	7.07	1.41	37.22	19.1	31.76	4.12	12.04	36.12	24.7	42.01	21.4	39.2	26.42	27.02	43.68	16.64	50.04	20.25	20.25	26.25	40.61	23.35	46.1	54.45	29.15	34.13	43.05	32.98	48.05	23.02	53.82	26.17	21.19	32.76	37.12	26.08	64.54	5.0	20.1	28.3	26.02	52.81	8.06	16.12	53.49	45.54	31.14	41.11	36.25	5.39	59.94	42.95	19.03	17.89	34.18	26.68	42.19	39.0	43.74	33.02	11.18	39.01	29.73	34.06	28.16	47.01	50.99	57.49	22.36	34.21	13.93	6.08	33.73	31.95	35.69	35.78	59.36	15.03	26.42	13.04	51.04	50.45	36.4	7.28	26.91	67.48	15.81	52.55	37.01	48.88	25.5	54.01	42.45	60.46	12.08	55.04	33.02	28.0	14.76	32.53	51.48	41.87	14.0	
34.53	28.86	34.48	17.12	70.26	17.03	0.0	64.76	13.89	34.99	44.18	66.22	64.12	27.8	55.44	66.91	47.01	41.11	37.2	38.48	68.96	66.76	10.77	41.79	38.08	45.04	38.63	56.85	40.01	55.71	50.25	45.79	28.65	57.58	44.1	19.72	41.0	58.24	16.55	31.78	17.46	59.64	46.17	30.08	45.54	79.63	49.03	14.56	16.97	54.08	33.54	48.01	20.81	26.93	53.04	32.0	55.9	28.0	52.47	34.0	41.23	59.62	33.6	64.33	18.97	10.0	25.24	47.13	35.17	62.65	67.12	46.04	46.1	56.72	43.29	60.01	36.06	60.41	29.61	10.82	49.65	53.25	41.11	81.57	14.32	34.44	37.22	19.21	68.94	9.22	21.21	69.78	61.74	48.17	58.14	44.05	22.2	68.15	57.38	33.11	7.07	50.54	24.21	50.22	53.15	59.14	45.61	28.02	52.95	33.73	46.32	16.76	63.78	63.01	74.52	14.21	49.19	30.0	22.47	48.33	47.51	50.16	45.28	76.28	29.73	36.06	26.83	64.63	67.27	48.01	15.52	43.84	84.5	28.64	68.88	40.25	56.75	41.23	68.07	46.52	77.42	28.84	71.59	50.0	21.4	31.24	49.52	66.48	58.73	29.15	
75.17	41.34	71.51	72.45	44.01	56.36	64.76	0.0	55.54	33.14	21.95	2.24	19.03	52.01	64.4	26.17	68.82	73.59	60.88	28.02	49.09	34.01	56.3	24.0	26.68	22.2	27.02	64.88	28.02	36.69	87.11	45.79	38.01	81.3	22.47	53.04	26.63	31.78	48.66	32.98	49.77	50.96	19.03	67.48	92.2	61.03	29.15	52.55	57.71	48.47	65.8	64.35	53.34	45.49	59.03	78.6	26.25	76.28	24.6	79.81	33.97	38.83	50.21	28.0	76.49	57.43	42.01	18.03	72.92	45.71	19.42	48.02	80.06	25.0	82.02	16.28	70.72	7.81	81.84	57.31	48.3	67.6	36.88	68.01	54.23	66.48	28.23	51.0	43.0	61.1	43.68	45.0	41.59	54.2	56.3	87.78	53.0	3.61	79.4	66.53	58.86	42.05	44.0	14.56	28.23	34.71	77.99	50.61	27.31	84.88	79.4	58.01	66.41	16.0	63.29	54.15	71.85	59.55	51.62	73.01	68.24	74.63	20.59	58.0	43.01	29.97	64.2	24.02	67.45	21.93	51.62	56.04	69.03	40.82	45.01	27.17	8.06	39.82	27.29	21.59	60.0	49.82	49.0	50.54	50.04	58.05	55.95	33.02	62.39	44.41	
27.66	16.0	26.08	17.2	56.46	4.12	13.89	55.54	0.0	30.81	33.84	57.27	52.09	14.14	42.72	54.15	35.74	32.02	25.08	32.53	55.07	53.37	3.61	34.83	29.68	34.21	31.89	44.1	28.64	42.06	43.57	31.91	24.7	47.68	33.53	24.08	29.83	44.91	14.32	23.6	5.83	45.8	38.28	21.02	42.49	65.8	36.12	3.61	5.0	40.22	23.19	35.78	7.07	13.34	39.82	27.73	43.1	24.19	40.0	29.55	28.16	45.88	19.85	51.35	21.1	16.16	22.85	39.12	27.17	48.76	55.08	32.2	38.05	44.05	36.67	48.37	27.0	52.48	28.43	17.09	35.81	41.15	27.66	67.94	1.41	24.19	27.31	22.0	55.15	6.0	13.45	55.95	47.93	34.66	44.55	39.56	8.49	59.09	47.07	23.09	13.89	36.67	23.09	41.15	40.2	45.61	37.0	14.21	40.11	32.2	38.01	24.04	50.8	51.35	60.88	18.25	38.33	18.03	8.6	37.85	36.06	39.81	35.11	62.43	16.28	25.63	17.0	52.04	54.2	36.5	4.24	30.61	70.84	16.03	55.04	34.66	47.85	27.51	55.23	40.36	63.6	15.0	57.71	36.24	24.02	18.79	36.12	53.15	45.61	15.52	
57.27	25.08	54.78	47.42	58.01	33.62	34.99	33.14	30.81	0.0	19.8	34.01	40.5	35.9	61.2	46.23	59.41	59.48	48.66	5.39	60.03	50.25	29.73	9.49	11.4	21.93	7.21	62.29	21.47	43.91	72.45	42.95	6.4	72.69	20.52	20.02	21.1	42.8	18.6	11.05	25.55	55.36	14.56	49.77	73.06	72.95	33.29	27.2	34.99	50.29	50.29	57.04	32.7	28.44	56.44	58.31	37.54	54.92	33.3	60.03	29.73	48.02	38.12	45.28	50.91	26.0	9.85	15.52	56.08	54.12	43.05	44.72	66.1	37.48	65.92	35.51	55.03	27.07	59.2	25.63	47.3	62.0	32.28	77.88	29.41	51.24	15.65	18.25	56.61	34.66	17.49	58.25	51.11	50.36	57.72	69.77	33.24	36.01	71.45	50.6	28.18	43.66	11.4	20.25	36.4	45.22	64.56	34.71	35.61	63.01	65.8	25.08	67.08	38.08	71.31	22.14	62.51	43.68	31.95	62.8	59.3	64.78	19.85	69.35	28.07	17.09	45.69	43.42	69.63	26.17	26.63	49.01	80.06	24.08	57.69	6.0	25.32	34.93	47.63	12.17	71.12	34.53	61.59	49.03	17.03	43.17	52.35	49.52	61.81	29.15	
