160
0.0	49.65	73.55	38.05	55.71	43.66	87.0	54.59	63.64	51.42	33.38	39.0	61.2	41.44	53.24	52.15	53.15	45.18	66.03	71.12	58.08	19.24	72.8	73.68	46.87	67.88	13.42	87.78	38.18	72.45	60.96	71.18	36.12	72.53	67.27	12.04	64.44	61.0	44.0	15.0	88.24	27.07	69.87	62.24	54.04	26.0	28.46	4.0	55.15	51.24	48.3	34.01	68.88	44.42	42.3	61.06	48.26	80.26	50.6	68.01	72.73	28.16	36.12	79.61	90.43	41.76	67.12	74.67	81.39	74.0	72.95	52.24	24.0	22.2	96.17	47.41	55.32	38.01	36.22	94.79	63.6	31.14	40.0	48.0	14.42	75.39	74.09	46.52	33.3	27.17	72.8	62.48	4.24	22.85	70.04	62.48	29.12	66.1	48.66	32.02	45.0	43.42	72.9	69.18	34.89	36.5	72.47	29.41	58.41	82.15	12.17	73.08	47.51	34.06	70.21	37.59	74.71	72.67	62.1	70.43	67.9	33.24	38.9	30.53	55.95	77.18	55.79	70.04	40.8	77.83	75.74	49.24	15.3	23.32	44.64	62.64	73.38	46.04	33.02	28.23	59.91	64.35	25.06	51.4	83.22	59.01	25.02	30.61	86.02	54.41	85.8	66.03	44.2	56.08	78.39	67.12	48.26	16.03	70.8	39.82	
49.65	0.0	45.04	55.76	52.7	10.63	53.85	18.03	37.22	55.97	16.28	14.76	68.88	46.75	70.29	68.88	58.14	15.81	19.72	28.65	10.3	32.02	24.19	25.81	20.59	40.01	37.05	57.87	29.07	64.62	32.14	25.55	27.2	23.71	22.8	38.08	40.45	11.4	9.43	40.2	51.08	22.8	20.22	18.79	11.18	52.2	22.02	45.71	65.07	13.15	15.23	56.36	71.02	39.7	63.81	47.17	67.2	61.52	51.86	21.02	66.31	50.16	17.03	59.3	52.8	9.85	79.31	27.66	48.27	26.4	53.76	69.66	51.55	48.08	62.94	43.42	59.03	58.31	13.6	60.41	30.07	51.43	58.52	8.06	57.14	29.0	64.85	44.69	31.91	49.77	68.45	41.0	52.24	42.06	71.34	32.02	21.0	67.96	69.63	18.38	23.02	6.32	59.2	20.22	19.7	19.1	38.64	35.78	40.16	62.29	37.48	68.03	26.42	53.71	65.31	39.82	31.91	34.79	13.6	47.27	70.18	29.15	28.32	37.59	19.0	36.24	57.8	40.05	48.27	62.37	48.04	47.01	52.47	38.9	7.21	60.54	25.24	6.71	35.51	42.05	11.4	27.46	39.56	37.59	62.13	13.45	25.63	27.31	46.96	55.0	61.03	18.03	34.83	13.04	60.83	18.44	59.46	33.73	34.93	40.36	
73.55	45.04	0.0	51.24	31.02	39.29	13.89	27.17	10.0	39.12	51.26	40.85	46.69	39.56	56.0	55.01	40.01	33.84	57.01	23.32	50.49	55.61	38.08	35.51	29.55	5.83	61.07	14.42	35.38	30.02	13.93	61.35	37.64	38.95	61.13	66.61	9.43	42.95	53.46	58.69	18.11	56.36	45.69	28.64	55.08	57.71	50.12	70.84	47.04	58.0	32.02	55.36	42.72	31.76	57.07	19.03	56.22	18.87	35.36	56.61	32.25	54.12	57.97	16.12	20.22	42.45	56.75	33.02	9.22	34.67	13.6	56.01	58.67	57.14	22.67	31.02	39.01	54.12	51.24	21.63	15.0	52.8	52.63	53.08	71.85	31.4	28.84	32.89	40.31	54.59	35.36	12.08	73.59	52.8	42.15	13.34	50.54	40.8	59.21	55.36	30.02	47.68	21.63	51.26	42.06	60.88	8.6	44.69	16.55	18.79	64.2	34.48	26.63	52.55	33.11	38.59	23.43	15.0	38.08	7.28	42.38	40.36	34.71	44.2	26.08	19.85	37.01	5.0	41.44	21.93	3.0	32.02	66.03	51.09	41.77	33.73	36.36	51.24	41.23	48.26	38.64	18.25	49.82	23.32	18.03	54.59	59.93	43.42	19.24	35.01	16.0	53.16	30.0	56.22	19.21	51.55	46.27	62.68	12.53	36.72	
38.05	55.76	51.24	0.0	22.8	45.28	64.85	47.54	43.57	15.62	45.28	41.05	23.19	12.04	16.55	15.23	16.64	41.63	75.47	61.2	66.04	32.65	70.34	69.63	38.9	47.07	33.53	63.07	27.31	37.8	44.05	81.3	28.65	70.6	78.49	40.26	42.2	63.98	56.64	26.93	69.12	43.83	72.24	56.52	65.6	12.17	38.29	38.05	17.12	65.19	44.01	5.0	31.32	21.0	8.06	33.11	12.21	49.82	17.2	76.66	37.44	10.05	53.26	50.22	71.31	46.04	29.61	69.05	60.44	69.43	44.42	15.65	14.14	16.03	72.5	20.4	18.87	3.0	48.08	72.24	49.0	7.07	2.83	59.67	27.86	68.73	39.82	18.44	23.85	11.05	36.72	39.29	35.36	18.38	32.57	46.04	39.7	28.79	14.14	47.63	35.74	52.01	41.11	74.69	36.4	55.61	54.59	20.52	34.93	52.01	37.36	37.22	34.71	4.0	34.67	16.76	64.07	58.08	62.03	45.31	30.36	26.63	28.23	18.44	48.27	64.03	20.0	50.01	10.05	46.01	52.2	19.31	23.54	20.59	48.55	27.2	69.86	56.85	20.25	15.0	60.54	52.09	18.87	29.15	53.6	69.07	45.28	29.07	69.05	19.8	57.98	73.43	25.18	67.8	47.63	73.36	10.44	39.56	55.15	17.26	
55.71	52.7	31.02	22.8	0.0	42.54	43.74	38.21	25.96	8.25	48.76	40.31	17.49	14.32	25.02	24.0	9.0	36.89	70.94	47.01	62.01	43.1	59.36	57.8	32.2	28.28	46.69	41.11	25.96	16.76	28.64	76.49	28.86	59.91	74.65	53.6	23.35	57.28	57.27	41.48	49.09	50.49	63.89	45.8	63.81	32.8	43.57	54.41	16.28	64.88	37.8	27.66	18.36	14.32	26.93	12.0	25.32	27.02	5.66	71.51	17.26	29.41	57.28	27.46	51.16	44.72	28.3	56.36	40.11	57.31	21.93	25.0	34.41	34.48	50.6	10.2	8.25	25.24	50.6	50.7	34.01	27.02	23.32	59.06	48.83	55.46	18.38	10.0	27.07	30.23	18.0	20.4	54.13	32.89	18.79	30.46	44.72	15.26	28.28	52.39	29.68	51.43	18.38	67.9	37.64	60.17	36.5	28.16	17.09	29.21	50.64	18.03	26.4	25.46	15.03	19.1	49.04	41.48	53.81	24.19	17.49	29.27	26.25	26.31	38.29	47.54	6.32	31.26	15.26	23.35	31.26	7.0	43.57	32.98	46.14	8.25	58.31	56.36	25.02	27.51	53.04	38.01	31.05	15.56	30.81	65.8	53.24	33.24	50.04	4.0	35.36	67.94	18.38	65.73	24.84	67.18	15.52	51.16	38.33	17.03	
43.66	10.63	39.29	45.28	42.54	0.0	50.09	13.04	30.27	45.45	12.81	5.0	58.41	36.12	59.67	58.26	47.63	6.08	30.23	28.43	20.81	24.74	29.43	30.08	11.18	33.73	30.36	53.14	18.44	55.36	25.5	36.06	16.64	29.27	33.42	33.12	33.06	19.42	15.3	32.14	48.83	19.1	28.28	18.87	21.4	42.45	15.23	39.92	54.49	22.36	7.28	46.1	60.9	29.21	53.34	38.08	56.61	54.0	41.4	31.38	56.92	40.16	18.68	52.04	50.8	3.16	68.77	31.02	44.28	30.36	46.01	59.03	41.98	38.64	59.48	33.02	48.6	47.89	12.08	57.31	25.08	41.23	48.02	16.55	49.09	31.78	55.79	34.21	21.47	39.85	58.87	33.02	45.61	32.56	61.29	25.96	14.76	57.8	59.08	16.64	13.0	9.22	50.64	29.73	10.05	21.59	34.44	25.63	31.4	55.04	31.78	58.52	16.76	43.38	55.71	29.21	32.02	32.2	19.03	40.11	60.03	18.79	17.69	27.31	14.42	35.36	47.43	34.48	37.64	54.23	42.2	36.62	44.0	29.43	3.61	50.54	29.83	13.93	25.06	31.95	17.0	23.85	29.83	27.86	55.15	24.08	22.63	17.46	45.45	44.65	54.92	28.18	24.41	23.43	53.04	28.23	48.84	28.65	31.38	29.73	
87.0	53.85	13.89	64.85	43.74	50.09	0.0	37.16	23.43	51.97	62.65	52.48	58.01	53.31	68.36	67.48	52.61	45.28	62.07	27.0	57.22	68.68	40.61	37.66	41.62	19.21	74.28	6.4	48.84	38.83	26.25	65.49	50.91	41.59	66.12	79.51	23.32	49.09	62.94	72.25	7.81	68.26	49.37	35.51	62.65	71.59	62.43	84.15	59.21	66.1	42.94	69.08	52.61	45.65	70.34	32.02	69.05	23.77	48.51	61.2	41.0	68.0	68.54	21.19	8.94	53.23	67.36	34.71	5.83	36.67	23.02	68.47	72.56	71.02	9.43	44.78	51.35	67.68	62.17	7.81	25.06	66.64	66.1	61.85	85.7	32.76	37.11	46.62	53.91	68.48	44.15	25.94	87.21	66.61	51.79	25.0	62.68	51.24	72.01	66.65	42.64	57.58	30.41	55.33	54.41	71.31	15.65	58.41	30.41	22.36	77.23	43.17	39.62	66.31	42.58	52.48	25.18	19.24	44.1	19.65	52.47	53.76	48.1	58.01	35.85	20.22	49.37	16.97	55.15	28.46	12.65	45.54	79.88	64.82	52.0	45.0	38.64	60.44	55.0	62.13	45.28	26.57	63.6	37.22	20.59	61.13	71.87	56.59	12.21	47.68	15.0	58.08	43.83	63.39	25.3	56.14	59.23	75.43	18.97	50.61	
54.59	18.03	27.17	47.54	38.21	13.04	37.16	0.0	19.24	43.27	25.81	16.28	55.44	36.4	59.48	58.14	45.22	9.43	33.29	16.55	25.08	35.36	22.8	22.2	9.0	22.0	41.18	40.52	21.02	47.89	14.14	38.6	21.1	23.09	37.22	45.0	22.56	19.21	26.31	41.44	35.81	31.89	25.81	9.06	28.64	48.0	27.02	51.11	52.7	31.14	6.4	49.65	55.97	27.73	55.36	30.53	57.38	43.57	38.83	33.6	49.74	45.04	31.38	41.3	37.8	16.12	66.22	22.0	31.38	22.09	35.9	59.03	48.04	45.18	46.52	30.53	45.61	50.45	25.06	44.29	12.37	45.28	50.0	26.0	57.72	22.09	47.85	32.25	26.02	45.01	52.15	23.41	55.95	39.32	56.08	14.0	26.91	53.08	60.17	29.68	12.04	20.62	41.79	29.7	19.72	34.18	21.54	31.06	23.32	44.28	43.27	51.62	13.0	46.69	49.09	30.81	20.12	19.21	15.62	29.27	55.23	24.19	20.02	32.0	1.41	22.8	44.05	22.2	38.28	44.64	30.15	33.84	52.17	36.5	14.87	45.34	22.36	24.08	29.02	37.0	14.87	10.82	36.22	22.67	44.1	29.15	35.47	25.0	32.56	41.23	43.1	30.0	22.85	30.08	42.95	29.07	48.3	40.61	18.36	30.36	
63.64	37.22	10.0	43.57	25.96	30.27	23.43	19.24	0.0	33.38	41.76	31.32	43.08	31.58	50.64	49.5	34.71	24.52	51.48	21.63	43.97	45.61	35.36	33.3	19.92	4.24	51.09	24.41	25.46	30.48	5.1	56.36	27.66	36.07	55.54	56.61	3.61	37.16	45.01	48.84	26.0	46.62	41.62	23.32	47.85	48.85	40.25	60.88	42.2	50.36	23.09	47.3	41.05	23.09	50.09	14.76	50.09	24.33	29.15	51.43	32.56	45.31	48.84	22.09	28.23	33.38	53.71	31.4	18.03	32.65	16.76	50.49	49.66	47.89	32.53	23.19	34.21	46.53	41.98	31.24	9.22	44.27	45.28	45.1	62.43	30.23	30.0	25.18	30.48	45.69	35.36	5.83	63.78	43.27	40.8	5.83	40.72	38.59	53.08	45.88	20.12	39.05	23.32	46.65	32.2	51.79	11.05	35.0	9.06	25.08	54.2	34.66	16.64	44.38	32.56	29.55	23.26	15.52	32.65	10.05	40.5	30.41	24.76	34.67	18.44	21.59	32.28	6.71	33.54	25.63	12.53	25.0	56.6	41.4	33.06	30.89	33.97	43.01	31.62	38.95	32.7	13.45	40.22	14.56	25.0	48.08	50.16	33.42	25.5	29.83	24.74	47.85	20.59	49.24	23.77	46.53	40.11	52.7	12.37	27.86	
51.42	55.97	39.12	15.62	8.25	45.45	51.97	43.27	33.38	0.0	49.66	42.44	13.04	11.18	17.26	16.12	2.24	40.31	74.97	53.76	65.76	41.3	65.3	63.98	36.12	36.06	44.0	49.34	27.46	22.2	35.44	80.66	30.02	65.76	78.49	51.0	31.06	61.85	59.36	38.12	57.22	50.29	69.07	51.48	66.84	26.83	43.66	50.64	9.43	67.42	41.77	20.62	18.03	16.28	18.79	20.1	17.12	34.67	4.47	75.74	21.95	23.77	58.18	35.36	59.3	47.2	23.35	62.77	48.26	63.56	30.08	17.12	28.64	29.41	58.82	12.81	4.0	17.69	51.88	58.94	40.8	21.02	15.62	61.61	42.94	62.03	24.21	11.31	26.93	24.7	21.54	28.07	49.34	29.15	19.0	37.36	44.94	15.0	20.1	52.92	33.24	53.82	25.81	72.62	38.95	60.93	44.18	26.48	24.33	36.89	48.0	21.93	30.61	18.87	19.24	18.03	56.04	48.84	58.82	32.39	17.03	29.55	28.02	24.33	43.57	54.92	4.47	39.05	11.0	30.61	39.46	9.43	38.08	30.0	49.04	11.66	64.4	58.82	24.04	24.02	57.8	44.6	28.0	21.02	38.59	69.35	52.63	33.24	58.0	4.47	43.38	72.25	21.21	68.88	32.45	71.7	7.28	49.16	45.71	16.55	
