110
0.0	28.64	9.43	13.34	15.65	7.81	37.58	31.76	38.9	37.66	13.04	17.49	42.64	32.76	13.89	21.21	3.16	4.0	43.84	21.93	28.44	36.89	33.38	22.83	17.0	26.08	7.21	31.24	37.2	10.0	34.21	23.54	22.14	31.78	14.76	24.08	34.54	42.44	21.26	12.04	2.83	5.83	13.45	20.59	35.81	16.55	8.06	16.28	23.77	24.6	27.17	35.0	8.54	16.28	3.0	46.01	25.08	8.06	36.4	28.28	10.44	5.0	34.71	26.25	6.4	39.96	35.9	12.53	19.21	32.31	28.0	5.0	19.21	39.82	19.65	17.03	22.2	30.81	20.22	7.07	18.6	34.79	26.17	25.5	41.62	35.06	17.0	43.14	31.58	37.74	23.32	43.19	29.53	17.26	8.0	36.24	16.28	29.83	15.13	21.19	31.62	15.52	17.69	26.93	34.0	18.03	37.16	11.66	10.05	39.45	
28.64	0.0	24.76	41.79	44.28	26.25	47.07	57.28	62.01	59.08	37.34	31.91	45.01	55.0	19.0	15.81	28.46	30.53	43.29	11.7	17.12	32.39	54.64	46.01	45.62	52.5	22.8	32.06	34.23	38.47	48.1	40.82	46.67	54.2	23.02	10.2	45.88	47.04	40.2	27.66	26.0	34.44	41.68	46.86	33.14	21.95	24.84	37.0	40.31	50.25	15.03	53.71	35.17	18.03	31.38	46.27	10.05	22.2	60.31	56.04	37.11	33.12	56.61	20.02	23.09	46.27	50.33	23.43	46.62	4.0	47.71	31.06	11.0	43.01	48.1	29.15	44.69	53.41	48.38	27.02	30.89	47.43	47.8	38.08	46.04	52.77	44.64	42.3	53.6	44.41	34.93	44.1	55.17	43.93	36.06	35.06	14.04	57.01	42.2	19.92	44.94	19.42	45.49	5.0	52.84	40.36	61.62	17.09	38.28	65.05	
9.43	24.76	0.0	21.1	22.09	2.0	30.08	32.53	37.74	35.34	22.47	10.05	33.84	30.89	17.03	13.15	12.04	8.06	34.71	22.14	20.0	27.46	30.87	32.25	23.19	27.8	11.7	21.93	27.8	16.03	28.02	18.25	21.93	30.02	5.39	17.46	27.46	34.0	30.41	4.0	9.22	13.15	18.44	22.2	26.4	7.28	1.41	25.5	18.11	25.5	19.1	31.05	17.89	8.25	12.08	37.01	18.38	4.0	35.81	31.76	19.7	11.05	32.65	17.26	10.77	31.78	30.0	3.16	22.36	27.8	24.35	8.0	18.38	31.06	27.0	8.54	20.25	29.15	28.07	3.0	10.44	28.16	23.71	18.25	33.12	30.59	25.5	33.97	29.53	29.55	15.52	34.21	30.41	26.25	16.76	26.91	16.49	32.45	24.04	12.17	25.08	7.07	21.54	21.63	30.08	15.81	37.01	11.18	18.44	40.31	
13.34	41.79	21.1	0.0	4.12	19.1	42.45	25.08	34.01	34.53	10.2	25.06	50.0	29.61	25.0	34.0	13.42	13.04	52.15	33.84	41.05	47.17	31.05	15.65	5.39	19.03	19.24	40.72	47.01	5.83	37.2	26.91	18.97	28.64	26.31	37.34	38.95	48.92	19.03	21.84	15.81	8.0	6.71	15.3	45.69	28.28	20.02	15.13	27.59	19.1	40.0	34.54	7.81	29.0	10.44	53.82	38.33	21.1	31.0	18.38	6.71	10.05	31.58	38.33	18.79	46.01	38.28	24.19	12.04	45.54	28.18	13.15	31.76	47.2	6.32	26.0	21.47	27.66	7.0	18.11	26.83	38.42	25.08	31.24	48.27	35.34	5.0	51.62	28.86	43.93	30.23	51.04	23.02	7.21	5.83	45.62	28.65	20.88	5.39	33.24	35.47	28.02	10.05	40.26	33.62	19.21	31.06	24.7	3.61	31.78	
15.65	44.28	22.09	4.12	0.0	20.1	40.36	21.02	30.07	30.81	14.32	24.35	48.55	25.96	28.32	35.23	16.4	14.32	51.0	37.01	42.05	46.84	27.51	18.97	1.41	15.0	22.2	40.16	46.49	6.08	34.71	24.84	15.65	25.0	27.0	39.05	36.8	47.2	23.0	22.09	18.36	9.85	4.47	11.7	45.22	29.0	21.21	19.24	25.61	15.3	41.19	31.3	11.66	30.27	13.04	52.48	40.02	22.8	27.02	14.32	10.77	11.4	27.89	39.01	21.63	44.2	35.61	25.02	8.25	47.93	25.24	14.14	34.67	45.79	5.39	25.71	18.6	24.04	7.21	19.1	26.25	36.07	21.95	29.68	46.62	32.25	7.62	50.54	25.3	42.2	29.07	49.74	19.0	10.44	9.22	44.94	31.62	16.76	9.06	34.0	33.24	29.15	6.32	42.38	30.41	17.03	27.02	27.29	7.21	27.66	
7.81	26.25	2.0	19.1	20.1	0.0	30.68	31.14	36.72	34.54	20.81	10.44	35.0	29.97	17.03	15.13	10.63	6.08	36.07	22.85	22.0	29.15	30.08	30.53	21.21	26.25	11.18	23.43	29.41	14.04	28.16	18.03	20.62	29.07	7.28	19.31	27.89	34.99	29.0	4.47	8.06	11.18	16.49	20.62	28.02	9.22	1.41	24.04	18.0	24.04	21.1	30.59	16.12	10.2	10.3	38.29	20.25	4.47	34.67	30.02	17.89	9.06	31.78	19.24	10.2	32.65	30.07	5.1	20.59	29.41	23.77	6.0	19.24	32.2	25.0	9.43	19.24	28.18	26.08	1.0	11.18	28.44	22.85	18.68	34.13	30.27	23.54	35.36	28.64	30.41	16.16	35.47	29.0	24.35	14.87	28.43	17.09	30.81	22.14	14.14	25.32	9.06	19.7	23.32	29.61	14.76	35.81	11.7	16.49	38.95	
37.58	47.07	30.08	42.45	40.36	30.68	0.0	31.58	28.16	23.19	49.09	20.25	11.05	23.09	46.87	31.4	40.72	34.0	15.3	50.01	31.38	20.52	21.02	57.63	40.46	32.31	41.76	16.12	18.44	36.88	7.07	15.56	26.42	23.19	27.17	36.88	3.61	8.06	58.31	26.25	38.63	37.44	36.07	30.53	18.38	27.02	31.32	53.34	14.87	29.55	32.89	16.03	44.1	31.0	38.95	15.0	37.11	33.96	29.0	38.63	45.22	35.51	23.0	27.51	40.8	5.0	8.06	28.44	33.84	48.08	17.09	33.12	46.01	9.49	45.45	21.59	22.47	23.35	47.51	31.02	19.65	5.1	20.62	12.08	8.0	14.04	47.38	15.52	22.2	4.47	14.56	13.15	31.05	49.58	41.62	16.28	45.18	36.69	47.51	27.29	7.21	30.02	35.0	42.2	16.0	23.35	31.0	40.45	42.01	36.0	
31.76	57.28	32.53	25.08	21.02	31.14	31.58	0.0	9.49	12.04	35.23	27.29	42.3	8.94	45.65	43.83	34.01	28.3	46.1	53.25	48.76	46.69	11.18	39.32	20.0	6.08	38.95	39.81	45.4	23.09	24.52	20.62	10.63	8.54	35.0	49.2	28.28	39.62	44.01	29.83	34.48	26.93	19.65	11.18	44.55	36.62	32.56	40.2	21.59	7.21	48.88	16.55	31.78	39.82	30.46	46.39	50.0	35.47	6.32	9.43	31.4	26.83	10.0	44.72	38.08	36.5	24.04	34.06	13.34	60.21	15.0	27.46	50.0	40.11	23.35	30.02	13.42	8.25	25.5	30.48	29.07	26.48	12.17	26.48	39.46	18.38	28.07	46.04	9.49	35.23	28.16	44.18	2.24	31.06	28.86	43.29	47.43	6.4	30.0	40.82	25.08	38.42	15.3	53.91	16.16	17.2	6.0	42.2	27.46	7.81	
38.9	62.01	37.74	34.01	30.07	36.72	28.16	9.49	0.0	5.0	44.01	30.41	39.2	7.07	52.55	47.38	41.48	35.11	43.42	59.48	51.22	46.24	8.06	48.66	29.15	15.13	45.88	39.81	44.6	31.26	21.38	22.02	16.76	7.81	39.05	53.08	25.5	36.06	53.04	34.41	41.44	34.71	28.07	19.1	44.01	40.36	38.08	49.01	22.8	15.03	51.74	12.17	40.2	44.05	38.08	43.1	53.76	41.18	3.16	18.79	40.05	34.21	5.83	47.01	44.94	33.14	20.1	38.6	22.0	64.54	15.0	34.18	55.95	37.48	32.76	33.24	17.49	8.6	34.93	36.24	31.83	23.35	14.21	26.93	36.12	14.14	37.34	43.57	8.49	32.39	29.41	41.3	11.18	40.31	37.22	42.38	53.67	15.65	39.12	43.86	23.09	42.64	24.0	58.14	12.37	21.95	4.24	48.3	36.06	8.54	
37.66	59.08	35.34	34.53	30.81	34.54	23.19	12.04	5.0	0.0	44.18	27.2	34.23	5.0	50.96	44.05	40.45	33.73	38.47	57.38	47.42	41.63	4.47	49.73	30.08	16.55	44.38	35.36	39.92	31.02	16.49	18.44	16.0	6.0	36.06	49.82	20.62	31.06	53.46	31.76	40.02	34.06	28.16	19.24	39.4	37.2	35.85	49.16	19.1	15.52	48.08	7.28	40.01	41.05	37.22	38.12	50.45	39.0	6.71	21.4	40.11	33.24	3.0	43.19	43.42	28.16	15.13	35.85	22.56	61.4	11.4	32.76	53.71	32.56	34.18	30.0	15.52	7.0	36.4	34.18	28.43	18.44	11.7	22.8	31.14	9.22	38.33	38.64	6.08	27.46	25.5	36.35	13.04	41.23	37.01	37.7	51.62	18.44	39.81	40.36	18.38	39.66	24.52	55.0	7.62	19.92	8.54	46.24	36.12	13.34	
